"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","45","[c]","38510","38690"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","20","[c]","26360","27270"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","15","[c]","66550","66230"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","60","[c]","52460","53360"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","50","[c]","32000","32790"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","50","[c]","39450","40650"
"New entrant CS","2021","30-39","Disclosure Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Disclosure Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","AA","35","[c]","18950","18060"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","AO","15","[c]","21590","21590"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","EO","10","[c]","26080","26130"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","AO","20","[c]","24750","26580"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","EO","15","[c]","27210","26130"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","SEO","10","[c]","42420","41650"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","SEO","15","[c]","37450","36500"
"New entrant CS","2021","30-39","Education Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Food Standards Agency","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Food Standards Agency","SEO","10","[c]","38480","37350"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","AO","10","[c]","23760","25140"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","G7","40","[c]","51070","50500"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","HEO","10","[c]","42820","43920"
"New entrant CS","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","HEO","10","[c]","33220","31660"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","AA","45","[c]","17690","17990"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","AO","220","[c]","20070","19930"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","EO","30","[c]","23460","22570"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","HEO","55","[c]","27370","26550"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","SEO","35","[c]","34630","34820"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","AO","130","[c]","22570","22350"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","EO","10","[c]","27420","27130"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","G7","15","[c]","57660","57000"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","HEO","15","[c]","36220","37290"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","SEO","10","[c]","42020","42630"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","AA","260","[c]","21130","20600"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","AO","760","[c]","24910","22850"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","EO","40","[c]","25600","24620"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","HEO","35","[c]","29270","27700"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","SEO","15","[c]","42910","42630"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Unknown","325","[c]","23240","22920"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","630","[c]","20230","20140"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","270","[c]","25680","25560"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","30","[c]","55270","52580"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","155","[c]","32540","31810"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","35","[c]","39120","38630"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","60","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","EO","15","[c]","26480","26750"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","G7","20","[c]","56800","57000"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","HEO","30","[c]","34140","32960"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","AO","100","[c]","22100","21430"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","EO","200","[c]","26080","24880"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","G7","65","[c]","57620","57430"
