"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Eastern Scotland","AA/AO","Male","25","20","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","125","115","24100","23520"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","75","75","23920","23000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","100","95","56990","54950"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","135","135","58520","55000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","435","405","35590","34800"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","370","365","36560","36820"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","60","60","35900","32710"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","75","75","40040","37770"
"In post","2021","Commercial","Greater Manchester","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","EO","Female","20","15","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","EO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","Female","70","65","37530","37100"
"In post","2021","Commercial","Greater Manchester","SEO/HEO","Male","60","60","36710","36640"
"In post","2021","Commercial","Greater Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","EO","Female","30","25","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","EO","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","Female","95","90","37290","35000"
"In post","2021","Commercial","Hampshire and Isle of Wight","SEO/HEO","Male","45","45","38850","40580"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","EO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Inner London - East","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Inner London - East","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Inner London - West","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","EO","Female","35","35","28710","29640"
"In post","2021","Commercial","Inner London - West","EO","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Inner London - West","G6/G7","Female","90","85","63090","60960"
"In post","2021","Commercial","Inner London - West","G6/G7","Male","90","90","64000","64300"
"In post","2021","Commercial","Inner London - West","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Inner London - West","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Inner London - West","SEO/HEO","Female","145","145","40050","40650"
"In post","2021","Commercial","Inner London - West","SEO/HEO","Male","120","120","41610","40650"
"In post","2021","Commercial","Inner London - West","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Kent","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Lancashire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Lancashire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","EO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Merseyside","EO","Male","15","10","[c]","[c]"
"In post","2021","Commercial","Merseyside","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Merseyside","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","SEO/HEO","Female","85","80","32920","33520"
"In post","2021","Commercial","Merseyside","SEO/HEO","Male","70","70","34510","34800"
"In post","2021","Commercial","North Eastern Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - South","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - South","EO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Outer London - South","EO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - South","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - South","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","SEO/HEO","Female","50","50","42500","43640"
"In post","2021","Commercial","Outer London - South","SEO/HEO","Male","35","35","45260","46050"
"In post","2021","Commercial","Outer London - West and North West","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","EO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","EO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","EO","Female","15","10","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","EO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","SEO/HEO","Female","40","35","38460","38630"
"In post","2021","Commercial","Shropshire and Staffordshire","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","EO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","EO","Male","5","5","[c]","[c]"
