"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Midlands (England)","AA/AO","Heterosexual / straight","80","75","21630","21950"
"In post","2021","Attorney General's Departments","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","AA/AO","Unknown","30","25","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","EO","Heterosexual / straight","60","55","26860","26220"
"In post","2021","Attorney General's Departments","East Midlands (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","G6/G7","Heterosexual / straight","130","120","53530","52440"
"In post","2021","Attorney General's Departments","East Midlands (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","G6/G7","Unknown","40","35","55130","55610"
"In post","2021","Attorney General's Departments","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SEO/HEO","Heterosexual / straight","40","40","35070","34480"
"In post","2021","Attorney General's Departments","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Midlands (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","AA/AO","Heterosexual / straight","85","75","22490","23500"
"In post","2021","Attorney General's Departments","East of England","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","EO","Heterosexual / straight","75","65","28520","28430"
"In post","2021","Attorney General's Departments","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","EO","Unknown","30","25","28970","29170"
"In post","2021","Attorney General's Departments","East of England","G6/G7","Heterosexual / straight","135","120","57760","55610"
"In post","2021","Attorney General's Departments","East of England","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","G6/G7","Unknown","45","35","60950","62120"
"In post","2021","Attorney General's Departments","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SEO/HEO","Heterosexual / straight","55","50","37220","38000"
"In post","2021","Attorney General's Departments","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East of England","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","London","AA/AO","Heterosexual / straight","280","265","23360","23520"
"In post","2021","Attorney General's Departments","London","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","London","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","London","AA/AO","Unknown","100","90","22930","23520"
"In post","2021","Attorney General's Departments","London","EO","Heterosexual / straight","495","475","28630","27760"
"In post","2021","Attorney General's Departments","London","EO","LGBO","55","50","28930","28960"
"In post","2021","Attorney General's Departments","London","EO","Undeclared","40","40","28690","27650"
"In post","2021","Attorney General's Departments","London","EO","Unknown","145","135","28560","28380"
"In post","2021","Attorney General's Departments","London","G6/G7","Heterosexual / straight","1670","1560","59390","58590"
"In post","2021","Attorney General's Departments","London","G6/G7","LGBO","130","125","60500","60710"
"In post","2021","Attorney General's Departments","London","G6/G7","Undeclared","150","140","60430","60920"
"In post","2021","Attorney General's Departments","London","G6/G7","Unknown","595","540","62960","64680"
"In post","2021","Attorney General's Departments","London","SCS level","Heterosexual / straight","160","155","88440","82470"
"In post","2021","Attorney General's Departments","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","London","SCS level","Unknown","65","60","86340","80950"
"In post","2021","Attorney General's Departments","London","SEO/HEO","Heterosexual / straight","510","500","37410","38290"
"In post","2021","Attorney General's Departments","London","SEO/HEO","LGBO","40","40","38430","39880"
"In post","2021","Attorney General's Departments","London","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Attorney General's Departments","London","SEO/HEO","Unknown","140","135","37570","38290"
"In post","2021","Attorney General's Departments","London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","AA/AO","Heterosexual / straight","65","55","21840","21950"
"In post","2021","Attorney General's Departments","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","EO","Heterosexual / straight","45","40","27370","28430"
"In post","2021","Attorney General's Departments","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","G6/G7","Heterosexual / straight","95","90","54060","54200"
"In post","2021","Attorney General's Departments","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","G6/G7","Unknown","30","30","57500","55610"
"In post","2021","Attorney General's Departments","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SEO/HEO","Heterosexual / straight","35","35","35590","34480"
"In post","2021","Attorney General's Departments","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North East (England)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","AA/AO","Heterosexual / straight","155","145","21990","21950"
"In post","2021","Attorney General's Departments","North West (England)","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","AA/AO","Unknown","40","35","21970","21950"
"In post","2021","Attorney General's Departments","North West (England)","EO","Heterosexual / straight","155","145","27460","28430"
"In post","2021","Attorney General's Departments","North West (England)","EO","LGBO","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","EO","Unknown","45","40","28300","28430"
"In post","2021","Attorney General's Departments","North West (England)","G6/G7","Heterosexual / straight","285","265","55210","55600"
"In post","2021","Attorney General's Departments","North West (England)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","G6/G7","Unknown","95","85","57320","55610"
"In post","2021","Attorney General's Departments","North West (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SEO/HEO","Heterosexual / straight","115","110","35240","34480"
"In post","2021","Attorney General's Departments","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North West (England)","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","AA/AO","Heterosexual / straight","105","100","22870","23520"
"In post","2021","Attorney General's Departments","South East (England)","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","AA/AO","Unknown","35","30","22340","23520"
"In post","2021","Attorney General's Departments","South East (England)","EO","Heterosexual / straight","100","95","28270","27440"
"In post","2021","Attorney General's Departments","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","EO","Unknown","40","40","29140","30110"
"In post","2021","Attorney General's Departments","South East (England)","G6/G7","Heterosexual / straight","195","180","58480","56560"
"In post","2021","Attorney General's Departments","South East (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","G6/G7","Unknown","80","70","62150","62590"
"In post","2021","Attorney General's Departments","South East (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SEO/HEO","Heterosexual / straight","70","65","37590","39650"
"In post","2021","Attorney General's Departments","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South East (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","AA/AO","Heterosexual / straight","45","40","21660","21950"
"In post","2021","Attorney General's Departments","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","EO","Heterosexual / straight","50","45","26880","26220"
"In post","2021","Attorney General's Departments","South West (England)","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","G6/G7","Heterosexual / straight","95","90","54910","55610"
"In post","2021","Attorney General's Departments","South West (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","G6/G7","Unknown","45","40","56250","55610"
"In post","2021","Attorney General's Departments","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SEO/HEO","Heterosexual / straight","40","40","35800","34480"
"In post","2021","Attorney General's Departments","South West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","AA/AO","Heterosexual / straight","55","55","21880","21950"
"In post","2021","Attorney General's Departments","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","EO","Heterosexual / straight","35","35","27360","28430"
"In post","2021","Attorney General's Departments","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","EO","Unknown","15","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","G6/G7","Heterosexual / straight","110","105","54570","51680"
"In post","2021","Attorney General's Departments","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","G6/G7","Undeclared","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","G6/G7","Unknown","45","40","56030","55610"
"In post","2021","Attorney General's Departments","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","SEO/HEO","Heterosexual / straight","45","45","35420","34480"
"In post","2021","Attorney General's Departments","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","AA/AO","Heterosexual / straight","85","80","21930","21950"
"In post","2021","Attorney General's Departments","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","AA/AO","Unknown","35","35","21510","21950"
"In post","2021","Attorney General's Departments","West Midlands (England)","EO","Heterosexual / straight","75","70","26900","25920"
"In post","2021","Attorney General's Departments","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","EO","Unknown","30","30","[c]","[c]"
