"Status","Year","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","10","10","33540","26290"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","15","15","31420","29180"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","60","55","32320","30320"
"In post","2021","Animal and Plant Health Agency","Gwynedd","65","55","26690","24920"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","15","15","39780","43400"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","40","40","30760","28240"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","15","15","32540","30670"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","70","65","32550","31460"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","20","20","28120","25230"
"In post","2021","Animal and Plant Health Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","20","20","30690","26520"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","25","20","35450","32160"
"In post","2021","Animal and Plant Health Agency","Manchester","15","15","29090","28140"
"In post","2021","Animal and Plant Health Agency","Mid Kent","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","70","65","30790","26520"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","125","120","31480","29180"
"In post","2021","Animal and Plant Health Agency","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","10","10","32560","29180"
"In post","2021","Animal and Plant Health Agency","Nottingham","10","10","31540","30540"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","15","15","37880","36240"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","35","35","32430","26390"
"In post","2021","Animal and Plant Health Agency","Powys","25","20","35220","37240"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","20","20","29660","25880"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","45","40","34000","30430"
"In post","2021","Animal and Plant Health Agency","Somerset","30","30","34500","33960"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","20","20","31570","26270"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","20","20","30070","25060"
"In post","2021","Animal and Plant Health Agency","South West Wales","145","135","28110","25190"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","60","55","25520","21050"
"In post","2021","Animal and Plant Health Agency","Suffolk","45","40","31010","29180"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","40","35","32420","27630"
"In post","2021","Animal and Plant Health Agency","West Surrey","565","530","33220","28550"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","25","25","32560","30400"
"In post","2021","Animal and Plant Health Agency","Westminster","25","25","47580","54280"
"In post","2021","Animal and Plant Health Agency","Wiltshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","165","155","29810","26600"
"In post","2021","Animal and Plant Health Agency","York","60","60","24060","21050"
"In post","2021","Attorney General's Office","Westminster","45","45","50500","50500"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","65290","53760"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","10","10","50420","36460"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","20","20","71880","64030"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","40","40","51230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","65","60","43300","38420"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","15","15","54660","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","15","15","53530","33300"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","95","95","54190","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","30","30","35560","29250"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","40","35","58300","54010"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","25","25","33040","29250"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","15","15","53340","49700"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","10","10","62080","66310"
"In post","2021","Cabinet Office (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset CC","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Glasgow City","25","25","52930","53320"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South East","10","10","37580","34550"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester South West","170","165","45200","38890"
"In post","2021","Cabinet Office (excl. agencies)","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lambeth","10","10","29310","28630"
"In post","2021","Cabinet Office (excl. agencies)","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Leeds","185","180","47110","40250"
"In post","2021","Cabinet Office (excl. agencies)","Lewisham and Southwark","15","15","102750","122500"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Liverpool","120","120","49230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Manchester","95","95","46350","37300"
"In post","2021","Cabinet Office (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Milton Keynes","90","85","29950","33000"
"In post","2021","Cabinet Office (excl. agencies)","Monmouthshire and Newport","30","30","42060","38450"
"In post","2021","Cabinet Office (excl. agencies)","North Hampshire","20","20","44350","38260"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Norwich and East Norfolk","95","90","46130","40250"
"In post","2021","Cabinet Office (excl. agencies)","Nottingham","25","25","48990","39510"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Portsmouth","25","25","51860","49030"
"In post","2021","Cabinet Office (excl. agencies)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Sheffield","100","95","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","South Hampshire","10","10","42010","40300"
"In post","2021","Cabinet Office (excl. agencies)","South Lanarkshire","25","25","62500","62010"
"In post","2021","Cabinet Office (excl. agencies)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Telford and Wrekin","15","15","58080","51560"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","870","855","51680","54700"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","405","375","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","600","595","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Cumbria","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","5455","5380","49380","40600"
"In post","2021","Cabinet Office (excl. agencies)","Wiltshire","65","65","61990","54700"
"In post","2021","Cabinet Office (excl. agencies)","York","440","420","29190","26670"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","135","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","460","440","34620","30220"
"In post","2021","Charity Commission","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Charity Commission","Sefton","305","290","32780","29160"
"In post","2021","Charity Commission","Somerset","50","45","35580","30350"
"In post","2021","Charity Commission","Westminster","75","70","42950","37910"
"In post","2021","Companies House","Belfast","20","20","25640","22490"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","1030","950","31130","27460"
"In post","2021","Companies House","City of Edinburgh","40","40","24810","22490"
"In post","2021","Companies House","Westminster","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Tower Hamlets","785","760","60810","56630"
"In post","2021","Criminal Injuries Compensation Authority","Glasgow City","305","280","26120","22640"
"In post","2021","Crown Commercial Service","Birmingham","30","30","29370","27770"
"In post","2021","Crown Commercial Service","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Liverpool","405","390","38230","34800"
"In post","2021","Crown Commercial Service","Monmouthshire and Newport","110","105","33670","31680"
"In post","2021","Crown Commercial Service","Norwich and East Norfolk","170","160","35020","33340"
"In post","2021","Crown Commercial Service","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Tower Hamlets","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Wakefield","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","95","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Angus and Dundee City","90","85","35220","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Caithness and Sutherland and Ross and Cromarty","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","City of Edinburgh","485","465","38430","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","80","70","32830","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","40","35","31040","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","55","50","32600","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","70","65","25650","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Falkirk","60","55","34040","27810"
"In post","2021","Crown Office and Procurator Fiscal Service","Glasgow City","565","525","35620","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire and Renfrewshire","100","95","37300","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Inverness and Nairn and Moray, Badenoch and Strathspey","50","50","35530","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","North Lanarkshire","75","70","39460","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Perth and Kinross and Stirling","25","25","35940","32030"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Borders","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","South Ayrshire","25","25","29790","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","South Lanarkshire","145","130","38270","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","West Lothian","25","25","32440","25990"
"In post","2021","Crown Prosecution Service","Berkshire","135","125","43310","40000"
"In post","2021","Crown Prosecution Service","Bexley and Greenwich","15","10","32030","24590"
"In post","2021","Crown Prosecution Service","Birmingham","485","455","39820","38000"
"In post","2021","Crown Prosecution Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Brighton and Hove","110","100","42660","36240"
"In post","2021","Crown Prosecution Service","Bristol, City of","145","140","40450","38000"
"In post","2021","Crown Prosecution Service","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cardiff and Vale of Glamorgan","215","200","41090","38760"
"In post","2021","Crown Prosecution Service","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cornwall and Isles of Scilly","25","25","36240","28430"
"In post","2021","Crown Prosecution Service","Croydon","40","35","40280","30110"
"In post","2021","Crown Prosecution Service","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Devon CC","100","95","39950","36240"
"In post","2021","Crown Prosecution Service","East Cumbria","30","25","35030","28430"
"In post","2021","Crown Prosecution Service","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Kent","125","115","39460","30110"
"In post","2021","Crown Prosecution Service","Flintshire and Wrexham","75","65","41500","38000"
"In post","2021","Crown Prosecution Service","Haringey and Islington","10","10","40050","24590"
"In post","2021","Crown Prosecution Service","Harrow and Hillingdon","15","15","37100","28580"
"In post","2021","Crown Prosecution Service","Heart of Essex","185","170","41150","35020"
"In post","2021","Crown Prosecution Service","Hertfordshire","175","155","42490","40000"
"In post","2021","Crown Prosecution Service","Hounslow and Richmond upon Thames","10","10","32250","24590"
"In post","2021","Crown Prosecution Service","Kingston upon Hull, City of","75","65","38580","28430"
"In post","2021","Crown Prosecution Service","Leeds","345","320","40440","38000"
"In post","2021","Crown Prosecution Service","Leicester","140","130","39010","38180"
"In post","2021","Crown Prosecution Service","Lewisham and Southwark","15","15","30600","24590"
"In post","2021","Crown Prosecution Service","Lincolnshire","10","10","41360","41280"
"In post","2021","Crown Prosecution Service","Liverpool","365","345","37570","30930"
"In post","2021","Crown Prosecution Service","Manchester","355","325","40750","38000"
"In post","2021","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Mid Lancashire","175","165","40040","38000"
"In post","2021","Crown Prosecution Service","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Norwich and East Norfolk","75","65","35640","28430"
"In post","2021","Crown Prosecution Service","Nottingham","270","250","37300","30130"
"In post","2021","Crown Prosecution Service","Overseas","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Portsmouth","110","105","38780","30110"
"In post","2021","Crown Prosecution Service","Redbridge and Waltham Forest","15","15","33710","24590"
"In post","2021","Crown Prosecution Service","Sheffield","140","125","35940","28430"
"In post","2021","Crown Prosecution Service","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South Hampshire","150","140","45830","50520"
"In post","2021","Crown Prosecution Service","South Teesside","95","85","38060","32370"
"In post","2021","Crown Prosecution Service","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Stoke-on-Trent","65","60","41930","48080"
"In post","2021","Crown Prosecution Service","Suffolk","35","30","38310","34050"
"In post","2021","Crown Prosecution Service","Swansea","70","65","41460","38180"
"In post","2021","Crown Prosecution Service","Tyneside","240","220","38030","32420"
"In post","2021","Crown Prosecution Service","Wakefield","70","65","36100","30130"
"In post","2021","Crown Prosecution Service","Warrington","25","25","46530","48830"
"In post","2021","Crown Prosecution Service","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Cumbria","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Northamptonshire","15","15","43200","48080"
"In post","2021","Crown Prosecution Service","West Surrey","55","55","41400","40000"
"In post","2021","Crown Prosecution Service","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Westminster","1560","1475","45280","40530"
"In post","2021","Crown Prosecution Service","Wiltshire","15","15","38330","34480"
"In post","2021","Crown Prosecution Service","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","York","310","285","46790","53350"
"In post","2021","Crown Prosecution Service Inspectorate","Westminster","15","15","53250","56160"
"In post","2021","Crown Prosecution Service Inspectorate","York","10","10","[c]","[c]"
"In post","2021","Debt Management Office","Camden and City of London","115","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Flintshire and Wrexham","380","365","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Staffordshire CC","60","55","25770","25950"
"In post","2021","Defence Electronics and Components Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","8115","7835","38100","35650"
"In post","2021","Defence Equipment and Support","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Cambridgeshire CC","55","50","35010","34370"
"In post","2021","Defence Equipment and Support","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Central Bedfordshire","60","55","36290","35210"
"In post","2021","Defence Equipment and Support","Central Hampshire","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Clackmannanshire and Fife","75","70","34510","32350"
"In post","2021","Defence Equipment and Support","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Dorset CC","40","40","22820","20660"
"In post","2021","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","East Cumbria","90","90","23680","21560"
"In post","2021","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","85","80","26920","22420"
"In post","2021","Defence Equipment and Support","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Glasgow City","95","95","36180","33200"
"In post","2021","Defence Equipment and Support","Gloucestershire","15","15","36290","33800"
"In post","2021","Defence Equipment and Support","Harrow and Hillingdon","180","175","24050","21530"
"In post","2021","Defence Equipment and Support","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Isle of Anglesey","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lincolnshire","210","205","35900","34880"
"In post","2021","Defence Equipment and Support","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Manchester","20","20","37570","36800"
"In post","2021","Defence Equipment and Support","Mid Lancashire","20","20","39000","37960"
"In post","2021","Defence Equipment and Support","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North and West Norfolk","100","100","34040","32750"
"In post","2021","Defence Equipment and Support","North Hampshire","10","10","31280","30210"
"In post","2021","Defence Equipment and Support","North Nottinghamshire","10","10","36830","34420"
"In post","2021","Defence Equipment and Support","North Yorkshire CC","15","15","31100","31260"
"In post","2021","Defence Equipment and Support","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","40","40","43570","42190"
"In post","2021","Defence Equipment and Support","Oxfordshire","130","125","35800","34170"
"In post","2021","Defence Equipment and Support","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Plymouth","95","95","26980","22540"
"In post","2021","Defence Equipment and Support","Portsmouth","85","80","33480","32930"
"In post","2021","Defence Equipment and Support","Powys","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Sandwell","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Somerset","330","315","36070","34810"
"In post","2021","Defence Equipment and Support","South Hampshire","225","215","24870","23090"
"In post","2021","Defence Equipment and Support","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Telford and Wrekin","60","55","29990","26910"
"In post","2021","Defence Equipment and Support","Unknown","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Warwickshire","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","West Cumbria","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Westminster","15","15","41670","39320"
"In post","2021","Defence Equipment and Support","Wiltshire","50","50","34570","33490"
"In post","2021","Defence Equipment and Support","Wirral","5","5","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Cambridgeshire CC","15","15","46640","46090"
"In post","2021","Defence Science and Technology Laboratory","Central Hampshire","1365","1310","41960","46080"
"In post","2021","Defence Science and Technology Laboratory","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South Hampshire","80","75","36890","37320"
"In post","2021","Defence Science and Technology Laboratory","West Kent","255","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Wiltshire","2665","2575","39850","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","95","95","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","150","145","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Bristol, City of","15","15","43730","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Camden and City of London","25","20","46810","44300"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","75","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
