"Status","Year","Age","Disability","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Declared non-disabled","London","G6/G7","200","165","65340","63190"
"In post","2021","65+","Declared non-disabled","London","SCS level","40","30","105360","95180"
"In post","2021","65+","Declared non-disabled","London","SEO/HEO","265","225","40890","39800"
"In post","2021","65+","Declared non-disabled","London","Unknown","45","40","35980","32090"
"In post","2021","65+","Declared non-disabled","Outside London","AA/AO","2775","2105","21060","21010"
"In post","2021","65+","Declared non-disabled","Outside London","EO","1710","1235","27570","27570"
"In post","2021","65+","Declared non-disabled","Outside London","G6/G7","385","290","62270","59680"
"In post","2021","65+","Declared non-disabled","Outside London","SCS level","25","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Outside London","SEO/HEO","1070","810","37910","36330"
"In post","2021","65+","Declared non-disabled","Outside London","Unknown","225","175","32570","29400"
"In post","2021","65+","Declared non-disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","EO","10","5","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","London","AA/AO","80","60","27190","25630"
"In post","2021","65+","Undeclared","London","EO","30","25","30040","30850"
"In post","2021","65+","Undeclared","London","G6/G7","20","15","[c]","[c]"
"In post","2021","65+","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","London","SEO/HEO","30","25","42320","39800"
"In post","2021","65+","Undeclared","London","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Outside London","AA/AO","355","255","22110","21010"
"In post","2021","65+","Undeclared","Outside London","EO","160","125","27810","27420"
"In post","2021","65+","Undeclared","Outside London","G6/G7","25","20","[c]","[c]"
"In post","2021","65+","Undeclared","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","Outside London","SEO/HEO","110","85","37510","36460"
"In post","2021","65+","Undeclared","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","London","AA/AO","70","60","24360","24490"
"In post","2021","65+","Unknown","London","EO","65","50","30340","30960"
"In post","2021","65+","Unknown","London","G6/G7","60","50","66320","65510"
"In post","2021","65+","Unknown","London","SCS level","20","15","[c]","[c]"
"In post","2021","65+","Unknown","London","SEO/HEO","65","55","41120","39800"
"In post","2021","65+","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Outside London","AA/AO","575","445","21160","20640"
"In post","2021","65+","Unknown","Outside London","EO","210","160","27960","28130"
"In post","2021","65+","Unknown","Outside London","G6/G7","90","70","62880","60940"
"In post","2021","65+","Unknown","Outside London","SCS level","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Outside London","SEO/HEO","200","145","38360","37290"
"In post","2021","65+","Unknown","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Declared disabled","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","EO","15","10","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Outside London","AA/AO","45","[c]","20550","21010"
"Leaver CS","2021","16-19","Declared non-disabled","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Outside London","AA/AO","160","[c]","20650","21010"
"Leaver CS","2021","20-29","Declared disabled","Outside London","EO","40","[c]","25040","24890"
"Leaver CS","2021","20-29","Declared disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","London","AA/AO","265","[c]","23220","23530"
"Leaver CS","2021","20-29","Declared non-disabled","London","EO","170","[c]","28010","27760"
"Leaver CS","2021","20-29","Declared non-disabled","London","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","London","SEO/HEO","210","[c]","35350","34680"
"Leaver CS","2021","20-29","Declared non-disabled","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","AA/AO","1305","[c]","20780","21010"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","EO","355","[c]","25060","25180"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","SEO/HEO","170","[c]","33120","31950"
"Leaver CS","2021","20-29","Declared non-disabled","Outside London","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Outside London","AA/AO","75","[c]","20550","21010"
"Leaver CS","2021","20-29","Undeclared","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","AA/AO","240","[c]","21370","21980"
"Leaver CS","2021","20-29","Unknown","London","EO","215","[c]","26530","27400"
"Leaver CS","2021","20-29","Unknown","London","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","SEO/HEO","165","[c]","34960","33120"
"Leaver CS","2021","20-29","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Outside London","AA/AO","1010","[c]","20610","20500"
"Leaver CS","2021","20-29","Unknown","Outside London","EO","270","[c]","24610","25500"
"Leaver CS","2021","20-29","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Outside London","SEO/HEO","100","[c]","33130","32960"
"Leaver CS","2021","20-29","Unknown","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Outside London","AA/AO","105","[c]","21570","21010"
"Leaver CS","2021","30-39","Declared disabled","Outside London","EO","55","[c]","26670","27080"
"Leaver CS","2021","30-39","Declared disabled","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","London","AA/AO","85","[c]","24240","25110"
"Leaver CS","2021","30-39","Declared non-disabled","London","EO","95","[c]","28390","28000"
"Leaver CS","2021","30-39","Declared non-disabled","London","G6/G7","210","[c]","58180","54920"
"Leaver CS","2021","30-39","Declared non-disabled","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","London","SEO/HEO","185","[c]","38640","38650"
"Leaver CS","2021","30-39","Declared non-disabled","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","AA/AO","810","[c]","21360","21010"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","EO","325","[c]","26580","26910"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","G6/G7","85","[c]","54610","51960"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","SEO/HEO","290","[c]","36170","36780"
"Leaver CS","2021","30-39","Declared non-disabled","Outside London","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Outside London","AA/AO","100","[c]","21870","21010"
"Leaver CS","2021","30-39","Undeclared","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Outside London","SEO/HEO","40","[c]","34880","33590"
"Leaver CS","2021","30-39","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","EO","75","[c]","30810","31060"
"Leaver CS","2021","30-39","Unknown","London","G6/G7","90","[c]","56710","55000"
"Leaver CS","2021","30-39","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","SEO/HEO","100","[c]","37970","38940"
"Leaver CS","2021","30-39","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Outside London","AA/AO","495","[c]","21350","21010"
"Leaver CS","2021","30-39","Unknown","Outside London","EO","210","[c]","27670","27570"
"Leaver CS","2021","30-39","Unknown","Outside London","G6/G7","55","[c]","57180","55300"
"Leaver CS","2021","30-39","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Outside London","SEO/HEO","155","[c]","35680","36030"
"Leaver CS","2021","30-39","Unknown","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Outside London","AA/AO","130","[c]","20820","20950"
"Leaver CS","2021","40-49","Declared disabled","Outside London","EO","70","[c]","27430","27570"
"Leaver CS","2021","40-49","Declared disabled","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Outside London","SEO/HEO","55","[c]","34910","33570"
"Leaver CS","2021","40-49","Declared disabled","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","London","AA/AO","55","[c]","23560","23620"
"Leaver CS","2021","40-49","Declared non-disabled","London","EO","60","[c]","29060","28940"
"Leaver CS","2021","40-49","Declared non-disabled","London","G6/G7","110","[c]","60820","59730"
"Leaver CS","2021","40-49","Declared non-disabled","London","SCS level","60","[c]","97040","93800"
"Leaver CS","2021","40-49","Declared non-disabled","London","SEO/HEO","90","[c]","38230","38040"
"Leaver CS","2021","40-49","Declared non-disabled","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","AA/AO","640","[c]","20960","21010"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","EO","315","[c]","27350","27570"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","G6/G7","105","[c]","59410","54910"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","SEO/HEO","275","[c]","36970","37100"
"Leaver CS","2021","40-49","Declared non-disabled","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Outside London","AA/AO","90","[c]","21540","21010"
"Leaver CS","2021","40-49","Undeclared","Outside London","EO","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","London","EO","40","[c]","30180","31060"
"Leaver CS","2021","40-49","Unknown","London","G6/G7","70","[c]","61690","59090"
"Leaver CS","2021","40-49","Unknown","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","London","SEO/HEO","45","[c]","39010","39070"
"Leaver CS","2021","40-49","Unknown","London","Unknown","5","[c]","[c]","[c]"
