"Status","Year","Age","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","North East (England)","Northumberland and Tyne and Wear","Female","40","35","20700","20140"
"In post","2021","16-19","North East (England)","Northumberland and Tyne and Wear","Male","40","40","21260","21010"
"In post","2021","16-19","North East (England)","Tees Valley and Durham","Female","10","10","[c]","[c]"
"In post","2021","16-19","North East (England)","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester","Female","25","20","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester","Male","20","20","[c]","[c]"
"In post","2021","16-19","North West (England)","Lancashire","Female","25","25","[c]","[c]"
"In post","2021","16-19","North West (England)","Lancashire","Male","10","10","[c]","[c]"
"In post","2021","16-19","North West (England)","Merseyside","Female","30","30","20740","20140"
"In post","2021","16-19","North West (England)","Merseyside","Male","20","20","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Eastern Scotland","Female","55","50","21200","21010"
"In post","2021","16-19","Scotland","Eastern Scotland","Male","40","40","20990","20850"
"In post","2021","16-19","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Southern Scotland","Female","5","5","[c]","[c]"
"In post","2021","16-19","Scotland","Southern Scotland","Male","15","15","[c]","[c]"
"In post","2021","16-19","Scotland","West Central Scotland","Female","30","30","20830","20840"
"In post","2021","16-19","Scotland","West Central Scotland","Male","20","20","[c]","[c]"
"In post","2021","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","15","15","[c]","[c]"
"In post","2021","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","25","25","[c]","[c]"
"In post","2021","16-19","South East (England)","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","Hampshire and Isle of Wight","Male","15","15","[c]","[c]"
"In post","2021","16-19","South East (England)","Kent","Female","20","20","[c]","[c]"
"In post","2021","16-19","South East (England)","Kent","Male","20","20","[c]","[c]"
"In post","2021","16-19","South East (England)","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2021","16-19","South East (England)","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2021","16-19","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Devon","Female","5","5","[c]","[c]"
"In post","2021","16-19","South West (England)","Devon","Male","20","20","[c]","[c]"
"In post","2021","16-19","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","50","50","19710","19040"
"In post","2021","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","100","100","18230","17780"
"In post","2021","16-19","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Male","35","35","19210","16470"
"In post","2021","16-19","Wales","East Wales","Female","25","25","[c]","[c]"
"In post","2021","16-19","Wales","East Wales","Male","45","45","19790","20140"
"In post","2021","16-19","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","West Wales and The Valleys","Female","40","35","20630","21010"
"In post","2021","16-19","Wales","West Wales and The Valleys","Male","20","20","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","5","5","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","West Midlands","Female","20","20","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","West Midlands","Male","10","10","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","North Yorkshire","Female","5","5","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","South Yorkshire","Female","15","15","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","South Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","West Yorkshire","Female","30","30","21080","20600"
"In post","2021","16-19","Yorkshire and The Humber","West Yorkshire","Male","35","35","20870","20140"
"In post","2021","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Female","990","960","25450","25480"
"In post","2021","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Male","870","860","26500","25560"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","465","450","23790","22920"
"In post","2021","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","405","400","24090","22890"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","Female","165","160","25240","25980"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","Male","115","115","26030","26300"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","Female","400","390","27570","27570"
"In post","2021","20-29","East of England","Bedfordshire and Hertfordshire","Male","300","295","29420","29290"
"In post","2021","20-29","East of England","East Anglia","Female","805","780","25290","24920"
"In post","2021","20-29","East of England","East Anglia","Male","700","690","26110","25850"
"In post","2021","20-29","East of England","Essex","Female","400","390","26420","25170"
"In post","2021","20-29","East of England","Essex","Male","270","270","26940","25850"
"In post","2021","20-29","London","Inner London - East","Female","1835","1810","32790","31060"
"In post","2021","20-29","London","Inner London - East","Male","1210","1195","34390","32000"
"In post","2021","20-29","London","Inner London - West","Female","9165","9115","36970","34000"
"In post","2021","20-29","London","Inner London - West","Male","7315","7295","37890","34640"
"In post","2021","20-29","London","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","London","Outer London - East and North East","Female","420","415","28980","31060"
"In post","2021","20-29","London","Outer London - East and North East","Male","265","260","29760","31060"
"In post","2021","20-29","London","Outer London - South","Female","740","735","31450","29570"
"In post","2021","20-29","London","Outer London - South","Male","660","660","32890","29850"
"In post","2021","20-29","London","Outer London - West and North West","Female","865","850","29630","29250"
"In post","2021","20-29","London","Outer London - West and North West","Male","530","525","29730","29250"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","Female","1435","1385","25330","25560"
"In post","2021","20-29","North East (England)","Northumberland and Tyne and Wear","Male","1255","1245","25260","24890"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","Female","700","675","24250","22350"
"In post","2021","20-29","North East (England)","Tees Valley and Durham","Male","540","530","24030","22850"
"In post","2021","20-29","North West (England)","Cheshire","Female","380","375","27120","27570"
"In post","2021","20-29","North West (England)","Cheshire","Male","250","250","26780","26810"
"In post","2021","20-29","North West (England)","Cumbria","Female","120","120","23020","21050"
"In post","2021","20-29","North West (England)","Cumbria","Male","100","100","24690","23540"
"In post","2021","20-29","North West (England)","Greater Manchester","Female","1665","1635","26340","25560"
"In post","2021","20-29","North West (England)","Greater Manchester","Male","1610","1595","27310","25560"
"In post","2021","20-29","North West (England)","Lancashire","Female","825","795","24250","22850"
"In post","2021","20-29","North West (England)","Lancashire","Male","735","725","23910","21630"
"In post","2021","20-29","North West (England)","Merseyside","Female","1530","1475","24800","24880"
"In post","2021","20-29","North West (England)","Merseyside","Male","1130","1105","24540","24880"
"In post","2021","20-29","Northern Ireland","Northern Ireland","Female","205","195","23570","20310"
"In post","2021","20-29","Northern Ireland","Northern Ireland","Male","220","215","23130","20310"
"In post","2021","20-29","Overseas","Overseas","Female","160","160","37200","34220"
"In post","2021","20-29","Overseas","Overseas","Male","150","150","37520","34500"
"In post","2021","20-29","Scotland","Eastern Scotland","Female","1760","1720","26950","25960"
"In post","2021","20-29","Scotland","Eastern Scotland","Male","1200","1190","26740","25560"
"In post","2021","20-29","Scotland","Highlands and Islands","Female","110","105","25010","22920"
"In post","2021","20-29","Scotland","Highlands and Islands","Male","85","80","24340","24450"
"In post","2021","20-29","Scotland","North Eastern Scotland","Female","140","135","26920","26160"
"In post","2021","20-29","Scotland","North Eastern Scotland","Male","90","90","27540","27150"
"In post","2021","20-29","Scotland","Southern Scotland","Female","370","360","26160","25560"
"In post","2021","20-29","Scotland","Southern Scotland","Male","335","335","25020","23230"
"In post","2021","20-29","Scotland","West Central Scotland","Female","1260","1220","25630","24770"
"In post","2021","20-29","Scotland","West Central Scotland","Male","1175","1155","25700","24450"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","760","750","27130","26970"
"In post","2021","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","720","715","28010","27570"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","Female","985","965","27300","26670"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","Male","935","920","27620","27570"
"In post","2021","20-29","South East (England)","Hampshire and Isle of Wight","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","South East (England)","Kent","Female","605","595","26460","25560"
"In post","2021","20-29","South East (England)","Kent","Male","605","605","27110","27150"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","Female","640","625","26810","27010"
"In post","2021","20-29","South East (England)","Surrey, East and West Sussex","Male","470","470","27160","27570"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","Female","70","70","23400","21010"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","Male","50","50","23670","21010"
"In post","2021","20-29","South West (England)","Devon","Female","505","490","25380","24470"
"In post","2021","20-29","South West (England)","Devon","Male","530","525","26340","25380"
"In post","2021","20-29","South West (England)","Dorset and Somerset","Female","275","265","24780","23840"
"In post","2021","20-29","South West (England)","Dorset and Somerset","Male","275","275","25820","25850"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","2565","2505","27320","26590"
"In post","2021","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","2780","2765","28110","27540"
"In post","2021","20-29","Unknown","Unknown","Female","345","345","30300","29250"
"In post","2021","20-29","Unknown","Unknown","Male","545","545","29630","28980"
"In post","2021","20-29","Wales","East Wales","Female","1815","1780","26480","24920"
"In post","2021","20-29","Wales","East Wales","Male","1640","1630","26400","25560"
"In post","2021","20-29","Wales","East Wales","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Wales","West Wales and The Valleys","Female","1055","995","23400","21590"
"In post","2021","20-29","Wales","West Wales and The Valleys","Male","730","715","24330","21880"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","295","285","23560","22920"
"In post","2021","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","245","245","23790","23970"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","Female","630","615","24500","23970"
"In post","2021","20-29","West Midlands (England)","Shropshire and Staffordshire","Male","485","480","25600","25560"
"In post","2021","20-29","West Midlands (England)","West Midlands","Female","1465","1430","25640","24890"
"In post","2021","20-29","West Midlands (England)","West Midlands","Male","1165","1155","26300","25080"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","300","295","23880","22920"
"In post","2021","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","335","335","24300","24440"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","Female","310","305","25880","25100"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire","Male","225","220","26440","26370"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","Female","800","780","26680","25000"
"In post","2021","20-29","Yorkshire and The Humber","South Yorkshire","Male","610","605","27060","25000"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","Female","1665","1630","26600","25560"
"In post","2021","20-29","Yorkshire and The Humber","West Yorkshire","Male","1550","1540","26080","25560"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Female","1375","1230","29750","27570"
"In post","2021","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Male","1095","1080","30170","27570"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","760","665","26830","25310"
"In post","2021","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","560","550","27490","26810"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","Female","230","215","26960","26070"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","Male","215","215","28530","27150"
"In post","2021","30-39","East of England","Bedfordshire and Hertfordshire","Female","525","480","31850","29290"
"In post","2021","30-39","East of England","Bedfordshire and Hertfordshire","Male","380","380","33560","31300"
"In post","2021","30-39","East of England","East Anglia","Female","1235","1095","29220","27570"
"In post","2021","30-39","East of England","East Anglia","Male","1065","1055","30080","28910"
"In post","2021","30-39","East of England","Essex","Female","500","445","29530","29290"
"In post","2021","30-39","East of England","Essex","Male","360","355","30050","29290"
"In post","2021","30-39","London","Inner London - East","Female","2240","2100","41900","37460"
"In post","2021","30-39","London","Inner London - East","Male","1795","1775","44490","40170"
"In post","2021","30-39","London","Inner London - West","Female","8440","8085","49150","51830"
"In post","2021","30-39","London","Inner London - West","Male","7400","7350","49770","52290"
"In post","2021","30-39","London","Inner London - West","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","London","Outer London - East and North East","Female","400","370","30490","31060"
"In post","2021","30-39","London","Outer London - East and North East","Male","325","320","31880","31060"
"In post","2021","30-39","London","Outer London - South","Female","1090","1010","36770","33900"
"In post","2021","30-39","London","Outer London - South","Male","860","855","39500","36160"
"In post","2021","30-39","London","Outer London - West and North West","Female","965","900","32840","31060"
"In post","2021","30-39","London","Outer London - West and North West","Male","795","790","32660","31060"
"In post","2021","30-39","North East (England)","Northumberland and Tyne and Wear","Female","2435","2150","27510","25560"
"In post","2021","30-39","North East (England)","Northumberland and Tyne and Wear","Male","1985","1955","29790","27130"
"In post","2021","30-39","North East (England)","Tees Valley and Durham","Female","1005","890","26900","25040"
"In post","2021","30-39","North East (England)","Tees Valley and Durham","Male","785","775","27460","26300"
"In post","2021","30-39","North West (England)","Cheshire","Female","460","430","30680","29180"
"In post","2021","30-39","North West (England)","Cheshire","Male","380","380","31890","30640"
"In post","2021","30-39","North West (England)","Cumbria","Female","215","180","26240","24920"
"In post","2021","30-39","North West (England)","Cumbria","Male","140","140","29360","25830"
"In post","2021","30-39","North West (England)","Greater Manchester","Female","2205","2040","30700","27570"
"In post","2021","30-39","North West (England)","Greater Manchester","Male","2185","2170","31410","27570"
"In post","2021","30-39","North West (England)","Lancashire","Female","1220","1080","26800","26830"
"In post","2021","30-39","North West (England)","Lancashire","Male","1075","1055","26670","26300"
"In post","2021","30-39","North West (England)","Merseyside","Female","2350","2095","27970","25310"
"In post","2021","30-39","North West (England)","Merseyside","Male","1830","1810","28680","25560"
"In post","2021","30-39","Northern Ireland","Northern Ireland","Female","390","355","28700","25560"
"In post","2021","30-39","Northern Ireland","Northern Ireland","Male","440","435","27620","25560"
"In post","2021","30-39","Overseas","Overseas","Female","450","450","47480","51500"
"In post","2021","30-39","Overseas","Overseas","Male","615","610","46880","50580"
"In post","2021","30-39","Scotland","Eastern Scotland","Female","2495","2310","34030","30650"
"In post","2021","30-39","Scotland","Eastern Scotland","Male","1985","1970","33950","30980"
"In post","2021","30-39","Scotland","Highlands and Islands","Female","175","160","28460","27570"
"In post","2021","30-39","Scotland","Highlands and Islands","Male","150","150","29010","27570"
"In post","2021","30-39","Scotland","North Eastern Scotland","Female","235","215","32190","30360"
"In post","2021","30-39","Scotland","North Eastern Scotland","Male","190","190","34860","31570"
"In post","2021","30-39","Scotland","Southern Scotland","Female","725","655","30110","27570"
"In post","2021","30-39","Scotland","Southern Scotland","Male","535","530","29980","27150"
"In post","2021","30-39","Scotland","West Central Scotland","Female","1970","1800","30240","27570"
"In post","2021","30-39","Scotland","West Central Scotland","Male","1870","1855","31280","28400"
"In post","2021","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","895","830","31620","29290"
"In post","2021","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","940","935","33330","31810"
"In post","2021","30-39","South East (England)","Hampshire and Isle of Wight","Female","1390","1255","31900","29540"
"In post","2021","30-39","South East (England)","Hampshire and Isle of Wight","Male","1260","1245","34140","31810"
"In post","2021","30-39","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","South East (England)","Kent","Female","835","750","28510","27850"
"In post","2021","30-39","South East (England)","Kent","Male","815","810","29540","29290"
"In post","2021","30-39","South East (England)","Surrey, East and West Sussex","Female","825","730","29700","27570"
"In post","2021","30-39","South East (England)","Surrey, East and West Sussex","Male","575","570","30480","29290"
"In post","2021","30-39","South West (England)","Cornwall and Isles of Scilly","Female","155","130","26190","22640"
"In post","2021","30-39","South West (England)","Cornwall and Isles of Scilly","Male","90","90","25200","26590"
"In post","2021","30-39","South West (England)","Devon","Female","915","800","29670","27570"
"In post","2021","30-39","South West (England)","Devon","Male","885","875","32440","31660"
"In post","2021","30-39","South West (England)","Dorset and Somerset","Female","425","380","28920","27570"
"In post","2021","30-39","South West (England)","Dorset and Somerset","Male","435","430","29220","27570"
"In post","2021","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","3350","3035","34240","32770"
"In post","2021","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3250","3235","37100","36180"
"In post","2021","30-39","Unknown","Unknown","Female","230","215","35420","30940"
"In post","2021","30-39","Unknown","Unknown","Male","550","550","37140","32700"
"In post","2021","30-39","Wales","East Wales","Female","2630","2400","31730","28850"
"In post","2021","30-39","Wales","East Wales","Male","2340","2315","32170","29540"
"In post","2021","30-39","Wales","East Wales","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Wales","West Wales and The Valleys","Female","2225","1925","26290","23830"
"In post","2021","30-39","Wales","West Wales and The Valleys","Male","1460","1440","28290","26380"
"In post","2021","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","380","340","27270","26670"
"In post","2021","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","340","335","26830","25400"
"In post","2021","30-39","West Midlands (England)","Shropshire and Staffordshire","Female","835","765","28670","27380"
"In post","2021","30-39","West Midlands (England)","Shropshire and Staffordshire","Male","665","660","29490","27380"
"In post","2021","30-39","West Midlands (England)","West Midlands","Female","2320","2090","29490","27570"
"In post","2021","30-39","West Midlands (England)","West Midlands","Male","1775","1750","30520","27570"
"In post","2021","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","425","365","26980","26300"
"In post","2021","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","395","390","27640","26670"
"In post","2021","30-39","Yorkshire and The Humber","North Yorkshire","Female","435","395","32540","30560"
"In post","2021","30-39","Yorkshire and The Humber","North Yorkshire","Male","350","345","33120","30230"
"In post","2021","30-39","Yorkshire and The Humber","South Yorkshire","Female","1220","1070","30590","27570"
"In post","2021","30-39","Yorkshire and The Humber","South Yorkshire","Male","1020","1005","31950","27570"
"In post","2021","30-39","Yorkshire and The Humber","West Yorkshire","Female","1940","1735","30710","27570"
"In post","2021","30-39","Yorkshire and The Humber","West Yorkshire","Male","1710","1685","31120","27570"
"In post","2021","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","Female","1710","1520","32300","27940"
"In post","2021","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","Male","1210","1190","33420","31380"
"In post","2021","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","920","800","28530","26930"
"In post","2021","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","560","545","29580","27570"
"In post","2021","40-49","East Midlands (England)","Lincolnshire","Female","310","285","27640","25800"
"In post","2021","40-49","East Midlands (England)","Lincolnshire","Male","265","260","30500","27570"
"In post","2021","40-49","East of England","Bedfordshire and Hertfordshire","Female","580","520","34220","29570"
"In post","2021","40-49","East of England","Bedfordshire and Hertfordshire","Male","435","430","34910","31380"
"In post","2021","40-49","East of England","East Anglia","Female","1555","1360","30790","27570"
"In post","2021","40-49","East of England","East Anglia","Male","1395","1380","32260","30210"
"In post","2021","40-49","East of England","Essex","Female","790","695","30340","29290"
"In post","2021","40-49","East of England","Essex","Male","530","525","32890","29510"
"In post","2021","40-49","London","Inner London - East","Female","2275","2070","44700","39800"
"In post","2021","40-49","London","Inner London - East","Male","1725","1705","47680","41760"
"In post","2021","40-49","London","Inner London - West","Female","6960","6425","52860","53380"
"In post","2021","40-49","London","Inner London - West","Male","5985","5940","55000","54400"
"In post","2021","40-49","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","London","Outer London - East and North East","Female","465","420","30290","31060"
"In post","2021","40-49","London","Outer London - East and North East","Male","295","290","32020","31060"
"In post","2021","40-49","London","Outer London - South","Female","1410","1285","38830","35070"
"In post","2021","40-49","London","Outer London - South","Male","1125","1120","41880","36300"
"In post","2021","40-49","London","Outer London - West and North West","Female","1170","1050","34640","31060"
"In post","2021","40-49","London","Outer London - West and North West","Male","885","870","35420","31060"
"In post","2021","40-49","North East (England)","Northumberland and Tyne and Wear","Female","3125","2705","28750","25560"
"In post","2021","40-49","North East (England)","Northumberland and Tyne and Wear","Male","2220","2180","31890","27570"
"In post","2021","40-49","North East (England)","Tees Valley and Durham","Female","1325","1175","28520","26810"
"In post","2021","40-49","North East (England)","Tees Valley and Durham","Male","815","800","29970","27570"
"In post","2021","40-49","North West (England)","Cheshire","Female","525","485","32590","30640"
"In post","2021","40-49","North West (England)","Cheshire","Male","355","355","34800","32920"
"In post","2021","40-49","North West (England)","Cumbria","Female","400","335","27580","25190"
"In post","2021","40-49","North West (England)","Cumbria","Male","235","235","30270","27100"
"In post","2021","40-49","North West (England)","Greater Manchester","Female","2500","2275","32400","27570"
"In post","2021","40-49","North West (England)","Greater Manchester","Male","2055","2025","33720","28200"
"In post","2021","40-49","North West (England)","Lancashire","Female","2305","2015","28860","27570"
"In post","2021","40-49","North West (England)","Lancashire","Male","1515","1475","29720","27570"
"In post","2021","40-49","North West (England)","Merseyside","Female","2835","2505","29090","26160"
"In post","2021","40-49","North West (England)","Merseyside","Male","1835","1810","31890","27570"
"In post","2021","40-49","Northern Ireland","Northern Ireland","Female","465","420","28620","25560"
"In post","2021","40-49","Northern Ireland","Northern Ireland","Male","525","515","27590","25310"
"In post","2021","40-49","Overseas","Overseas","Female","500","495","51950","54390"
"In post","2021","40-49","Overseas","Overseas","Male","675","675","52300","53760"
"In post","2021","40-49","Scotland","Eastern Scotland","Female","2670","2415","36840","30650"
"In post","2021","40-49","Scotland","Eastern Scotland","Male","2040","2015","38230","33650"
"In post","2021","40-49","Scotland","Highlands and Islands","Female","255","230","28810","27570"
"In post","2021","40-49","Scotland","Highlands and Islands","Male","195","195","32060","29350"
"In post","2021","40-49","Scotland","North Eastern Scotland","Female","220","205","37760","30650"
"In post","2021","40-49","Scotland","North Eastern Scotland","Male","225","225","43150","35330"
"In post","2021","40-49","Scotland","Southern Scotland","Female","760","670","30540","27570"
"In post","2021","40-49","Scotland","Southern Scotland","Male","540","530","32890","28130"
"In post","2021","40-49","Scotland","West Central Scotland","Female","2110","1905","32340","27570"
"In post","2021","40-49","Scotland","West Central Scotland","Male","1730","1710","33690","30320"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","1075","980","34100","29290"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","1005","1000","35840","33520"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","Female","1710","1525","33280","29540"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","Male","1510","1475","36610","33300"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South East (England)","Kent","Female","1010","905","29900","27850"
"In post","2021","40-49","South East (England)","Kent","Male","1005","995","30960","29290"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","Female","1120","980","31980","27760"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","Male","770","755","32970","29290"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","Female","220","190","27230","27570"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","Male","150","150","28910","26750"
"In post","2021","40-49","South West (England)","Devon","Female","1110","955","31400","27570"
"In post","2021","40-49","South West (England)","Devon","Male","1115","1100","35940","33280"
