"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Accountant in Bankruptcy","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Accountant in Bankruptcy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Accountant in Bankruptcy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Accountant in Bankruptcy","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Accountant in Bankruptcy","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Accountant in Bankruptcy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Accountant in Bankruptcy","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","London","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","London","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Asian","Advisory, Conciliation and Arbitration Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","Outside London","AO","20","20","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Animal and Plant Health Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
