"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Security","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Midlands","Birmingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Midlands","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","South West Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","Swansea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","Swansea","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Wales and The Valleys","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Bedford","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Bedford","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Bedford","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Central Bedfordshire","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","Heterosexual / straight","40","[c]","31300","27750"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","105","[c]","33060","29290"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Luton","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Luton","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Luton","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","Luton","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Heterosexual / straight","40","[c]","29000","29930"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Heterosexual / straight","40","[c]","27170","21010"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Cheshire East","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Cheshire West and Chester","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Warrington","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Warrington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cheshire","Warrington","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Heterosexual / straight","45","[c]","25980","21130"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","East Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","West Cumbria","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","West Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cumbria","West Cumbria","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Derby","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Derby","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Derby","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","East Derbyshire","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","North Nottinghamshire","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Nottingham","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","Nottingham","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","South and West Derbyshire","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","South Nottinghamshire","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Derbyshire and Nottinghamshire","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Devon CC","Heterosexual / straight","55","[c]","22650","21010"
"Leaver CS","2021","Unknown","Devon","Devon CC","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Devon CC","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Devon CC","Unknown","205","[c]","23630","21010"
"Leaver CS","2021","Unknown","Devon","Plymouth","Heterosexual / straight","35","[c]","25790","22080"
"Leaver CS","2021","Unknown","Devon","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Plymouth","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Torbay","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Torbay","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Bournemouth and Poole","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Bournemouth and Poole","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Bournemouth and Poole","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Dorset CC","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Somerset","Heterosexual / straight","30","[c]","25580","21010"
"Leaver CS","2021","Unknown","Dorset and Somerset","Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Dorset and Somerset","Somerset","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Cambridgeshire CC","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Cambridgeshire CC","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","North and West Norfolk","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Norwich and East Norfolk","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Norwich and East Norfolk","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Peterborough","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Peterborough","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Peterborough","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Suffolk","Heterosexual / straight","40","[c]","25780","24650"
"Leaver CS","2021","Unknown","East Anglia","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Suffolk","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Anglia","Suffolk","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","100","[c]","40160","28970"
"Leaver CS","2021","Unknown","East Wales","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Cardiff and Vale of Glamorgan","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Cardiff and Vale of Glamorgan","Unknown","290","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Flintshire and Wrexham","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Flintshire and Wrexham","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Monmouthshire and Newport","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Monmouthshire and Newport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Powys","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Powys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Powys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Angus and Dundee City","Heterosexual / straight","40","[c]","24160","21010"
"Leaver CS","2021","Unknown","Eastern Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Angus and Dundee City","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","City of Edinburgh","Heterosexual / straight","120","[c]","41680","35110"
"Leaver CS","2021","Unknown","Eastern Scotland","City of Edinburgh","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","City of Edinburgh","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","City of Edinburgh","Unknown","270","[c]","40680","33620"
"Leaver CS","2021","Unknown","Eastern Scotland","Clackmannanshire and Fife","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Clackmannanshire and Fife","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Falkirk","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Falkirk","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Perth and Kinross and Stirling","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Perth and Kinross and Stirling","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","Perth and Kinross and Stirling","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","West Lothian","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","West Lothian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Eastern Scotland","West Lothian","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Haven Gateway","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Haven Gateway","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Thames Gateway","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Essex Thames Gateway","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Southend-on-Sea","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Southend-on-Sea","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Thurrock","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","West Essex","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","West Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","West Essex","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Essex","West Essex","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","30","[c]","36950","33300"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","45","[c]","28790","27570"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","70","[c]","31040","24060"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North East","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North East","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North West","Heterosexual / straight","35","[c]","23460","21010"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North West","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester North West","Unknown","35","[c]","23320","21010"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South East","Heterosexual / straight","40","[c]","24290","21010"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South East","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South West","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South West","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South West","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","Greater Manchester South West","Unknown","135","[c]","[c]","[c]"
