"Status","Year","Age","Ethnicity","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","London","AO","25","25","[c]","[c]"
"In post","2021","40-49","Other ethnicity","London","EO","80","75","29500","29810"
"In post","2021","40-49","Other ethnicity","London","G6","35","35","67680","67100"
"In post","2021","40-49","Other ethnicity","London","G7","50","50","55680","54470"
"In post","2021","40-49","Other ethnicity","London","HEO","40","35","35540","35460"
"In post","2021","40-49","Other ethnicity","London","SCS level","15","15","[c]","[c]"
"In post","2021","40-49","Other ethnicity","London","SEO","30","30","43740","43130"
"In post","2021","40-49","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outside London","AA","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outside London","AO","90","80","23180","21100"
"In post","2021","40-49","Other ethnicity","Outside London","EO","100","95","27170","27030"
"In post","2021","40-49","Other ethnicity","Outside London","G6","10","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outside London","G7","35","35","53540","52770"
"In post","2021","40-49","Other ethnicity","Outside London","HEO","45","40","32400","32000"
"In post","2021","40-49","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Outside London","SEO","45","45","44740","40590"
"In post","2021","40-49","Other ethnicity","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","London","AA","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","London","AO","100","90","26060","25630"
"In post","2021","40-49","Undeclared","London","EO","255","235","30250","30530"
"In post","2021","40-49","Undeclared","London","G6","100","100","70190","68940"
"In post","2021","40-49","Undeclared","London","G7","205","200","58230","57740"
"In post","2021","40-49","Undeclared","London","HEO","170","165","36480","36240"
"In post","2021","40-49","Undeclared","London","SCS level","45","40","87260","82440"
"In post","2021","40-49","Undeclared","London","SEO","170","160","43010","42470"
"In post","2021","40-49","Undeclared","London","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Outside London","AA","85","75","19290","19560"
"In post","2021","40-49","Undeclared","Outside London","AO","930","845","22940","21010"
"In post","2021","40-49","Undeclared","Outside London","EO","1065","1005","27660","27570"
"In post","2021","40-49","Undeclared","Outside London","G6","105","100","66970","64670"
"In post","2021","40-49","Undeclared","Outside London","G7","380","370","53900","52580"
"In post","2021","40-49","Undeclared","Outside London","HEO","645","630","32930","31990"
"In post","2021","40-49","Undeclared","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Outside London","SEO","525","515","41090","40000"
"In post","2021","40-49","Undeclared","Outside London","Unknown","105","100","37190","37170"
"In post","2021","40-49","Undeclared","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","EO","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","G6","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","G7","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","HEO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","EO","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","London","AA","35","35","22410","22650"
"In post","2021","40-49","Unknown","London","AO","250","230","26510","24590"
"In post","2021","40-49","Unknown","London","EO","370","355","30120","30170"
"In post","2021","40-49","Unknown","London","G6","395","380","69390","68010"
"In post","2021","40-49","Unknown","London","G7","585","560","57070","56340"
"In post","2021","40-49","Unknown","London","HEO","345","330","35620","36070"
"In post","2021","40-49","Unknown","London","SCS level","320","310","94410","82610"
"In post","2021","40-49","Unknown","London","SEO","330","320","42840","41950"
"In post","2021","40-49","Unknown","London","Unknown","40","35","33490","32090"
"In post","2021","40-49","Unknown","Outside London","AA","460","420","20060","20070"
"In post","2021","40-49","Unknown","Outside London","AO","3035","2755","22200","21010"
"In post","2021","40-49","Unknown","Outside London","EO","2250","2125","27450","27380"
"In post","2021","40-49","Unknown","Outside London","G6","290","285","68350","65000"
"In post","2021","40-49","Unknown","Outside London","G7","860","825","53890","52580"
"In post","2021","40-49","Unknown","Outside London","HEO","1180","1130","32860","31810"
"In post","2021","40-49","Unknown","Outside London","SCS level","135","135","83570","75100"
"In post","2021","40-49","Unknown","Outside London","SEO","940","900","40800","39430"
"In post","2021","40-49","Unknown","Outside London","Unknown","250","220","32080","32690"
"In post","2021","40-49","Unknown","Overseas","G6","30","30","67330","65610"
"In post","2021","40-49","Unknown","Overseas","G7","45","45","57630","56060"
"In post","2021","40-49","Unknown","Overseas","HEO","75","75","42520","41600"
"In post","2021","40-49","Unknown","Overseas","SCS level","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","HEO","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","Unknown","390","390","40220","35380"
"In post","2021","40-49","White","London","AA","115","105","22120","22210"
"In post","2021","40-49","White","London","AO","675","625","26880","25460"
"In post","2021","40-49","White","London","EO","1335","1255","30410","30330"
"In post","2021","40-49","White","London","G6","1855","1750","69440","68400"
"In post","2021","40-49","White","London","G7","2990","2835","57490","57340"
"In post","2021","40-49","White","London","HEO","1485","1435","36440","36160"
"In post","2021","40-49","White","London","SCS level","1450","1395","88160","80450"
"In post","2021","40-49","White","London","SEO","1715","1645","43580","42470"
"In post","2021","40-49","White","London","Unknown","140","135","38930","41040"
"In post","2021","40-49","White","Outside London","AA","2055","1900","19800","19560"
"In post","2021","40-49","White","Outside London","AO","16110","14320","22770","21130"
"In post","2021","40-49","White","Outside London","EO","18575","17205","27410","27570"
"In post","2021","40-49","White","Outside London","G6","2230","2165","67030","64770"
"In post","2021","40-49","White","Outside London","G7","6625","6375","54030","52580"
"In post","2021","40-49","White","Outside London","HEO","10370","9920","33030","31990"
"In post","2021","40-49","White","Outside London","SCS level","570","560","87040","81760"
"In post","2021","40-49","White","Outside London","SEO","8540","8190","41350","39980"
"In post","2021","40-49","White","Outside London","Unknown","2510","2315","34030","34050"
"In post","2021","40-49","White","Overseas","AO","10","10","[c]","[c]"
"In post","2021","40-49","White","Overseas","EO","55","55","27790","26940"
"In post","2021","40-49","White","Overseas","G6","125","125","65830","64900"
"In post","2021","40-49","White","Overseas","G7","180","180","56750","56090"
"In post","2021","40-49","White","Overseas","HEO","170","170","35400","34220"
"In post","2021","40-49","White","Overseas","SCS level","85","85","81570","75070"
"In post","2021","40-49","White","Overseas","SEO","115","115","49090","42840"
"In post","2021","40-49","White","Overseas","Unknown","50","50","[c]","[c]"
"In post","2021","40-49","White","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","White","Unknown","AO","20","20","[c]","[c]"
"In post","2021","40-49","White","Unknown","EO","85","80","27460","27570"
"In post","2021","40-49","White","Unknown","G6","5","5","[c]","[c]"
"In post","2021","40-49","White","Unknown","G7","25","25","[c]","[c]"
"In post","2021","40-49","White","Unknown","HEO","40","35","33870","32830"
"In post","2021","40-49","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","White","Unknown","SEO","20","20","[c]","[c]"
"In post","2021","40-49","White","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Asian","London","AA","70","65","22380","22210"
"In post","2021","50-59","Asian","London","AO","500","455","24970","25110"
"In post","2021","50-59","Asian","London","EO","985","915","30210","30410"
"In post","2021","50-59","Asian","London","G6","100","100","70620","70880"
"In post","2021","50-59","Asian","London","G7","255","250","58610","57780"
"In post","2021","50-59","Asian","London","HEO","445","435","36440","36160"
"In post","2021","50-59","Asian","London","SCS level","50","50","102430","98130"
"In post","2021","50-59","Asian","London","SEO","285","285","43150","42030"
"In post","2021","50-59","Asian","London","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Asian","Outside London","AA","115","110","19700","19560"
"In post","2021","50-59","Asian","Outside London","AO","895","780","21470","21010"
"In post","2021","50-59","Asian","Outside London","EO","890","825","27350","27570"
"In post","2021","50-59","Asian","Outside London","G6","35","35","68430","65240"
"In post","2021","50-59","Asian","Outside London","G7","155","150","55160","52580"
"In post","2021","50-59","Asian","Outside London","HEO","305","290","33350","32300"
"In post","2021","50-59","Asian","Outside London","SCS level","30","30","102640","102450"
"In post","2021","50-59","Asian","Outside London","SEO","225","225","42420","40450"
"In post","2021","50-59","Asian","Outside London","Unknown","80","75","32310","32690"
"In post","2021","50-59","Asian","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","G6","5","5","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","HEO","10","10","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","AO","15","15","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","EO","20","20","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","London","AA","135","125","23170","22650"
"In post","2021","50-59","Black","London","AO","745","705","25920","25110"
"In post","2021","50-59","Black","London","EO","1285","1245","30380","30720"
"In post","2021","50-59","Black","London","G6","65","65","70840","71130"
"In post","2021","50-59","Black","London","G7","275","270","58110","57680"
"In post","2021","50-59","Black","London","HEO","535","530","36070","36160"
"In post","2021","50-59","Black","London","SCS level","35","35","94240","79800"
"In post","2021","50-59","Black","London","SEO","330","330","43500","42290"
"In post","2021","50-59","Black","London","Unknown","150","145","35970","36580"
"In post","2021","50-59","Black","Outside London","AA","80","75","20630","20600"
"In post","2021","50-59","Black","Outside London","AO","490","455","22720","21010"
"In post","2021","50-59","Black","Outside London","EO","530","505","27810","27570"
"In post","2021","50-59","Black","Outside London","G6","15","15","[c]","[c]"
"In post","2021","50-59","Black","Outside London","G7","75","70","55130","52580"
"In post","2021","50-59","Black","Outside London","HEO","175","165","33790","33130"
"In post","2021","50-59","Black","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","50-59","Black","Outside London","SEO","140","135","43020","40780"
"In post","2021","50-59","Black","Outside London","Unknown","135","125","31160","28200"
"In post","2021","50-59","Black","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Overseas","EO","5","5","[c]","[c]"
"In post","2021","50-59","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","AO","10","10","[c]","[c]"
"In post","2021","50-59","Black","Unknown","EO","10","10","[c]","[c]"
"In post","2021","50-59","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","London","AO","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","London","EO","25","20","[c]","[c]"
"In post","2021","50-59","Chinese","London","G6","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","London","G7","15","15","[c]","[c]"
"In post","2021","50-59","Chinese","London","HEO","20","20","[c]","[c]"
"In post","2021","50-59","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","London","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Outside London","AA","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","Outside London","AO","45","40","21440","21010"
"In post","2021","50-59","Chinese","Outside London","EO","35","35","27070","26780"
"In post","2021","50-59","Chinese","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Outside London","G7","10","10","[c]","[c]"
"In post","2021","50-59","Chinese","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","50-59","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Outside London","SEO","15","15","[c]","[c]"
"In post","2021","50-59","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","London","AA","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","London","AO","85","80","25810","25110"
"In post","2021","50-59","Mixed","London","EO","135","130","30280","30330"
"In post","2021","50-59","Mixed","London","G6","30","25","[c]","[c]"
"In post","2021","50-59","Mixed","London","G7","90","85","57940","57940"
"In post","2021","50-59","Mixed","London","HEO","80","80","36300","36160"
"In post","2021","50-59","Mixed","London","SCS level","20","20","[c]","[c]"
"In post","2021","50-59","Mixed","London","SEO","80","80","44020","43170"
"In post","2021","50-59","Mixed","London","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Mixed","Outside London","AA","30","30","19930","19580"
"In post","2021","50-59","Mixed","Outside London","AO","260","235","23060","21010"
"In post","2021","50-59","Mixed","Outside London","EO","290","265","27970","27570"
"In post","2021","50-59","Mixed","Outside London","G6","35","35","71240","67910"
"In post","2021","50-59","Mixed","Outside London","G7","75","75","55510","54070"
"In post","2021","50-59","Mixed","Outside London","HEO","125","120","33330","32780"
"In post","2021","50-59","Mixed","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Mixed","Outside London","SEO","100","100","43320","41010"
"In post","2021","50-59","Mixed","Outside London","Unknown","55","55","35520","37170"
"In post","2021","50-59","Mixed","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","London","AA","10","10","[c]","[c]"
"In post","2021","50-59","Other ethnicity","London","AO","40","35","26060","25110"
"In post","2021","50-59","Other ethnicity","London","EO","75","70","30260","30500"
"In post","2021","50-59","Other ethnicity","London","G6","15","15","[c]","[c]"
"In post","2021","50-59","Other ethnicity","London","G7","45","40","58630","58120"
"In post","2021","50-59","Other ethnicity","London","HEO","30","30","35860","36160"
"In post","2021","50-59","Other ethnicity","London","SCS level","20","20","[c]","[c]"
"In post","2021","50-59","Other ethnicity","London","SEO","30","30","44900","43690"
"In post","2021","50-59","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Outside London","AA","15","15","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Outside London","AO","90","80","24110","21180"
"In post","2021","50-59","Other ethnicity","Outside London","EO","105","100","28020","27570"
"In post","2021","50-59","Other ethnicity","Outside London","G6","15","15","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Outside London","G7","35","30","53220","52770"
"In post","2021","50-59","Other ethnicity","Outside London","HEO","45","40","34670","33800"
"In post","2021","50-59","Other ethnicity","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Outside London","SEO","45","45","45000","42500"
"In post","2021","50-59","Other ethnicity","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","London","AA","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","London","AO","220","205","24610","24590"
"In post","2021","50-59","Undeclared","London","EO","505","480","30510","30700"
"In post","2021","50-59","Undeclared","London","G6","120","115","71230","69800"
"In post","2021","50-59","Undeclared","London","G7","240","235","58980","59160"
"In post","2021","50-59","Undeclared","London","HEO","270","265","37150","36790"
"In post","2021","50-59","Undeclared","London","SCS level","40","40","93570","83860"
"In post","2021","50-59","Undeclared","London","SEO","200","195","44240","43740"
"In post","2021","50-59","Undeclared","London","Unknown","30","30","[c]","[c]"
"In post","2021","50-59","Undeclared","Outside London","AA","150","140","19510","19560"
"In post","2021","50-59","Undeclared","Outside London","AO","1565","1400","22350","21010"
"In post","2021","50-59","Undeclared","Outside London","EO","1835","1695","28050","27570"
"In post","2021","50-59","Undeclared","Outside London","G6","155","150","69670","67090"
"In post","2021","50-59","Undeclared","Outside London","G7","460","450","54320","53260"
"In post","2021","50-59","Undeclared","Outside London","HEO","1035","1000","33920","33300"
"In post","2021","50-59","Undeclared","Outside London","SCS level","30","30","92780","86120"
"In post","2021","50-59","Undeclared","Outside London","SEO","765","740","41930","40580"
"In post","2021","50-59","Undeclared","Outside London","Unknown","140","135","37900","37170"
"In post","2021","50-59","Undeclared","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","EO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","G6","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","G7","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","HEO","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","EO","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","London","AA","60","60","21610","21400"
"In post","2021","50-59","Unknown","London","AO","285","270","25550","24590"
"In post","2021","50-59","Unknown","London","EO","390","380","30370","30350"
"In post","2021","50-59","Unknown","London","G6","245","240","72490","70880"
"In post","2021","50-59","Unknown","London","G7","395","385","57950","57430"
"In post","2021","50-59","Unknown","London","HEO","350","345","36580","36160"
"In post","2021","50-59","Unknown","London","SCS level","200","195","105160","95920"
"In post","2021","50-59","Unknown","London","SEO","310","305","43200","42220"
"In post","2021","50-59","Unknown","London","Unknown","30","25","[c]","[c]"
"In post","2021","50-59","Unknown","Outside London","AA","770","695","19970","20070"
"In post","2021","50-59","Unknown","Outside London","AO","3275","2925","22180","21050"
"In post","2021","50-59","Unknown","Outside London","EO","2405","2275","28540","27570"
"In post","2021","50-59","Unknown","Outside London","G6","305","300","70150","67290"
"In post","2021","50-59","Unknown","Outside London","G7","775","750","54920","53430"
