"Status","Year","Age","Ethnicity","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","White","London","AA","5","5","[c]","[c]"
"In post","2021","16-19","White","London","AO","25","20","[c]","[c]"
"In post","2021","16-19","White","London","EO","45","40","26020","26330"
"In post","2021","16-19","White","London","HEO","5","5","[c]","[c]"
"In post","2021","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Outside London","AA","125","120","19260","20060"
"In post","2021","16-19","White","Outside London","AO","355","345","21220","21010"
"In post","2021","16-19","White","Outside London","EO","135","135","22220","21860"
"In post","2021","16-19","White","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","White","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","London","AA","35","35","21550","22210"
"In post","2021","20-29","Asian","London","AO","350","340","24770","24590"
"In post","2021","20-29","Asian","London","EO","1060","1045","29380","29570"
"In post","2021","20-29","Asian","London","G6","10","10","[c]","[c]"
"In post","2021","20-29","Asian","London","G7","205","205","54660","53760"
"In post","2021","20-29","Asian","London","HEO","725","720","34510","34090"
"In post","2021","20-29","Asian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","London","SEO","235","230","41040","40600"
"In post","2021","20-29","Asian","London","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Outside London","AA","45","40","19870","19490"
"In post","2021","20-29","Asian","Outside London","AO","1185","1120","20980","21010"
"In post","2021","20-29","Asian","Outside London","EO","1140","1125","26530","27570"
"In post","2021","20-29","Asian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Outside London","G7","45","45","51560","52580"
"In post","2021","20-29","Asian","Outside London","HEO","405","405","31020","31810"
"In post","2021","20-29","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Outside London","SEO","120","120","37900","37320"
"In post","2021","20-29","Asian","Outside London","Unknown","100","100","24250","22920"
"In post","2021","20-29","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","EO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","London","AA","25","25","[c]","[c]"
"In post","2021","20-29","Black","London","AO","295","290","25740","25110"
"In post","2021","20-29","Black","London","EO","580","575","29680","31060"
"In post","2021","20-29","Black","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","London","G7","55","55","54780","54400"
"In post","2021","20-29","Black","London","HEO","355","350","34280","34020"
"In post","2021","20-29","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","London","SEO","110","110","41090","40600"
"In post","2021","20-29","Black","London","Unknown","75","75","27910","26810"
"In post","2021","20-29","Black","Outside London","AA","20","20","[c]","[c]"
"In post","2021","20-29","Black","Outside London","AO","220","210","22220","21010"
"In post","2021","20-29","Black","Outside London","EO","255","250","26600","27570"
"In post","2021","20-29","Black","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Outside London","G7","10","10","[c]","[c]"
"In post","2021","20-29","Black","Outside London","HEO","90","90","30870","30730"
"In post","2021","20-29","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Outside London","SEO","20","20","[c]","[c]"
"In post","2021","20-29","Black","Outside London","Unknown","40","40","25110","22920"
"In post","2021","20-29","Black","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","EO","30","30","[c]","[c]"
"In post","2021","20-29","Chinese","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","G7","25","25","[c]","[c]"
"In post","2021","20-29","Chinese","London","HEO","45","45","34410","34410"
"In post","2021","20-29","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","SEO","15","15","[c]","[c]"
"In post","2021","20-29","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","AO","35","35","21670","21010"
"In post","2021","20-29","Chinese","Outside London","EO","30","30","26220","25560"
"In post","2021","20-29","Chinese","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","G7","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","London","AA","5","5","[c]","[c]"
"In post","2021","20-29","Mixed","London","AO","130","130","26170","25110"
"In post","2021","20-29","Mixed","London","EO","300","295","29130","28670"
"In post","2021","20-29","Mixed","London","G6","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","London","G7","130","130","54380","53820"
"In post","2021","20-29","Mixed","London","HEO","330","330","34180","34020"
"In post","2021","20-29","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","London","SEO","115","115","41170","40600"
"In post","2021","20-29","Mixed","London","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","AA","25","25","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","AO","415","400","22530","21010"
"In post","2021","20-29","Mixed","Outside London","EO","345","340","26730","27570"
"In post","2021","20-29","Mixed","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","G7","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","HEO","185","185","30970","31810"
"In post","2021","20-29","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Outside London","SEO","50","50","37970","37950"
"In post","2021","20-29","Mixed","Outside London","Unknown","50","50","25080","22920"
"In post","2021","20-29","Mixed","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","HEO","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","AO","35","35","26780","25110"
"In post","2021","20-29","Other ethnicity","London","EO","85","85","29790","30270"
"In post","2021","20-29","Other ethnicity","London","G6","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","G7","25","25","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","HEO","75","75","34550","34550"
"In post","2021","20-29","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","SEO","40","40","40750","40870"
"In post","2021","20-29","Other ethnicity","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","AO","45","45","21820","21010"
"In post","2021","20-29","Other ethnicity","Outside London","EO","80","80","26710","27540"
"In post","2021","20-29","Other ethnicity","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","London","AO","50","50","25860","25110"
"In post","2021","20-29","Undeclared","London","EO","105","105","29200","28670"
"In post","2021","20-29","Undeclared","London","G6","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","London","G7","85","85","54700","53600"
"In post","2021","20-29","Undeclared","London","HEO","165","165","34550","34020"
"In post","2021","20-29","Undeclared","London","SEO","75","75","40460","40070"
"In post","2021","20-29","Undeclared","London","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Outside London","AA","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Outside London","AO","300","285","22790","21430"
"In post","2021","20-29","Undeclared","Outside London","EO","315","315","26790","26670"
"In post","2021","20-29","Undeclared","Outside London","G7","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Outside London","HEO","170","170","31130","31600"
"In post","2021","20-29","Undeclared","Outside London","SEO","85","85","38970","38160"
"In post","2021","20-29","Undeclared","Outside London","Unknown","40","35","26810","27110"
"In post","2021","20-29","Undeclared","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","London","AA","85","85","20900","19060"
"In post","2021","20-29","Unknown","London","AO","720","710","26220","24340"
"In post","2021","20-29","Unknown","London","EO","1110","1105","28910","28650"
"In post","2021","20-29","Unknown","London","G6","70","70","64830","64700"
"In post","2021","20-29","Unknown","London","G7","715","715","54470","54080"
"In post","2021","20-29","Unknown","London","HEO","2505","2500","32450","32540"
"In post","2021","20-29","Unknown","London","SCS level","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","London","SEO","620","620","40810","40650"
"In post","2021","20-29","Unknown","London","Unknown","50","50","25820","26810"
"In post","2021","20-29","Unknown","Outside London","AA","830","800","19960","20600"
"In post","2021","20-29","Unknown","Outside London","AO","6305","6135","22090","21010"
"In post","2021","20-29","Unknown","Outside London","EO","3265","3225","26060","25560"
"In post","2021","20-29","Unknown","Outside London","G6","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Outside London","G7","150","150","50790","51560"
"In post","2021","20-29","Unknown","Outside London","HEO","1800","1795","30860","31460"
"In post","2021","20-29","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Outside London","SEO","410","410","38140","38500"
"In post","2021","20-29","Unknown","Outside London","Unknown","305","290","23870","22920"
"In post","2021","20-29","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","EO","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","G7","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","HEO","35","35","36230","34860"
"In post","2021","20-29","Unknown","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","AO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","G7","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","HEO","290","290","30280","29250"
"In post","2021","20-29","Unknown","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","365","365","29010","28980"
"In post","2021","20-29","White","London","AA","100","95","22150","22210"
"In post","2021","20-29","White","London","AO","815","810","26550","25110"
"In post","2021","20-29","White","London","EO","2190","2175","29080","28670"
"In post","2021","20-29","White","London","G6","150","145","65060","64510"
"In post","2021","20-29","White","London","G7","1905","1900","54510","53600"
"In post","2021","20-29","White","London","HEO","4030","4015","34400","33990"
"In post","2021","20-29","White","London","SCS level","15","15","[c]","[c]"
"In post","2021","20-29","White","London","SEO","1645","1640","41150","40510"
"In post","2021","20-29","White","London","Unknown","175","175","29900","26810"
"In post","2021","20-29","White","Outside London","AA","1595","1540","19870","20060"
"In post","2021","20-29","White","Outside London","AO","12705","12380","22670","21430"
"In post","2021","20-29","White","Outside London","EO","10590","10465","26290","26370"
"In post","2021","20-29","White","Outside London","G6","30","30","[c]","[c]"
"In post","2021","20-29","White","Outside London","G7","600","600","50810","51970"
"In post","2021","20-29","White","Outside London","HEO","5095","5055","31010","31380"
"In post","2021","20-29","White","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Outside London","SEO","1825","1815","38210","37860"
"In post","2021","20-29","White","Outside London","Unknown","1680","1650","25760","23840"
"In post","2021","20-29","White","Overseas","AO","5","5","[c]","[c]"
"In post","2021","20-29","White","Overseas","EO","15","15","[c]","[c]"
"In post","2021","20-29","White","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Overseas","G7","20","20","[c]","[c]"
"In post","2021","20-29","White","Overseas","HEO","125","125","34250","33860"
"In post","2021","20-29","White","Overseas","SEO","20","20","[c]","[c]"
"In post","2021","20-29","White","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","AO","30","30","[c]","[c]"
"In post","2021","20-29","White","Unknown","EO","55","55","27510","27570"
"In post","2021","20-29","White","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","G7","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","HEO","25","25","[c]","[c]"
"In post","2021","20-29","White","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Asian","London","AA","45","40","22270","22210"
"In post","2021","30-39","Asian","London","AO","360","330","25390","25110"
"In post","2021","30-39","Asian","London","EO","985","930","29650","29570"
"In post","2021","30-39","Asian","London","G6","145","140","68060","66150"
"In post","2021","30-39","Asian","London","G7","625","610","55870","54700"
"In post","2021","30-39","Asian","London","HEO","665","645","35210","35150"
"In post","2021","30-39","Asian","London","SCS level","45","45","81620","75140"
"In post","2021","30-39","Asian","London","SEO","485","475","42300","41970"
"In post","2021","30-39","Asian","London","Unknown","40","40","30660","28690"
"In post","2021","30-39","Asian","Outside London","AA","65","60","19410","18850"
"In post","2021","30-39","Asian","Outside London","AO","1425","1255","21170","21010"
"In post","2021","30-39","Asian","Outside London","EO","1545","1455","26560","27570"
"In post","2021","30-39","Asian","Outside London","G6","25","25","[c]","[c]"
"In post","2021","30-39","Asian","Outside London","G7","200","195","52460","52580"
"In post","2021","30-39","Asian","Outside London","HEO","725","700","31860","31810"
"In post","2021","30-39","Asian","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Outside London","SEO","365","355","39710","38630"
"In post","2021","30-39","Asian","Outside London","Unknown","125","115","28870","30210"
"In post","2021","30-39","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","EO","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","G7","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","HEO","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","EO","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","London","AA","35","35","22720","22650"
"In post","2021","30-39","Black","London","AO","250","235","27260","25630"
"In post","2021","30-39","Black","London","EO","620","595","29900","31060"
