"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Internal Audit","EO","EO","5","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","SEO/HEO","HEO","15","15","35570","34530"
"In post","2021","60-64","Internal Audit","SEO/HEO","SEO","30","25","45780","45390"
"In post","2021","60-64","Legal","AA/AO","AA","60","45","20090","20070"
"In post","2021","60-64","Legal","AA/AO","AO","180","150","22850","22820"
"In post","2021","60-64","Legal","EO","EO","150","125","28200","28430"
"In post","2021","60-64","Legal","G6/G7","G6","65","55","74020","74910"
"In post","2021","60-64","Legal","G6/G7","G7","285","235","60250","60640"
"In post","2021","60-64","Legal","SCS level","SCS level","30","30","94200","92470"
"In post","2021","60-64","Legal","SEO/HEO","HEO","65","55","34410","34480"
"In post","2021","60-64","Legal","SEO/HEO","SEO","115","90","46190","45410"
"In post","2021","60-64","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","AA/AO","AA","1675","1340","19890","20070"
"In post","2021","60-64","No function","AA/AO","AO","4735","3690","23140","21440"
"In post","2021","60-64","No function","EO","EO","2660","2115","28790","28130"
"In post","2021","60-64","No function","G6/G7","G6","305","270","72240","71370"
"In post","2021","60-64","No function","G6/G7","G7","645","570","57330","56120"
"In post","2021","60-64","No function","SCS level","SCS level","185","165","107380","100660"
"In post","2021","60-64","No function","SEO/HEO","HEO","1520","1215","34930","34500"
"In post","2021","60-64","No function","SEO/HEO","SEO","875","745","44970","42890"
"In post","2021","60-64","No function","Unknown","Unknown","955","820","30690","28200"
"In post","2021","60-64","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","AA/AO","AO","55","50","22080","21580"
"In post","2021","60-64","Project Delivery","EO","EO","395","350","25520","26410"
"In post","2021","60-64","Project Delivery","G6/G7","G6","125","110","70020","69650"
"In post","2021","60-64","Project Delivery","G6/G7","G7","255","230","54680","54540"
"In post","2021","60-64","Project Delivery","SCS level","SCS level","50","45","103080","94570"
"In post","2021","60-64","Project Delivery","SEO/HEO","HEO","485","440","33560","33300"
"In post","2021","60-64","Project Delivery","SEO/HEO","SEO","525","465","41980","41530"
"In post","2021","60-64","Project Delivery","Unknown","Unknown","85","75","45970","43630"
"In post","2021","60-64","Property","AA/AO","AA","150","140","18180","17230"
"In post","2021","60-64","Property","AA/AO","AO","180","160","23650","22920"
"In post","2021","60-64","Property","EO","EO","190","170","28250","27460"
"In post","2021","60-64","Property","G6/G7","G6","30","30","67730","65370"
"In post","2021","60-64","Property","G6/G7","G7","90","80","56750","55970"
"In post","2021","60-64","Property","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Property","SEO/HEO","HEO","220","200","34520","33300"
"In post","2021","60-64","Property","SEO/HEO","SEO","185","160","43380","43580"
"In post","2021","60-64","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","AA/AO","AA","350","325","20030","19560"
"In post","2021","60-64","Security","AA/AO","AO","195","170","31390","39070"
"In post","2021","60-64","Security","EO","EO","95","90","28190","26670"
"In post","2021","60-64","Security","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","60-64","Security","G6/G7","G7","20","20","58780","57820"
"In post","2021","60-64","Security","SEO/HEO","HEO","80","70","35590","33390"
"In post","2021","60-64","Security","SEO/HEO","SEO","35","35","48000","45240"
"In post","2021","60-64","Unknown","AA/AO","AA","705","635","19810","19560"
"In post","2021","60-64","Unknown","AA/AO","AO","5240","4290","21560","21010"
"In post","2021","60-64","Unknown","EO","EO","6165","4805","28160","27570"
"In post","2021","60-64","Unknown","G6/G7","G6","230","200","71230","72320"
"In post","2021","60-64","Unknown","G6/G7","G7","460","410","59130","59320"
"In post","2021","60-64","Unknown","SCS level","SCS level","95","90","99220","86890"
"In post","2021","60-64","Unknown","SEO/HEO","HEO","1385","1155","34950","34290"
"In post","2021","60-64","Unknown","SEO/HEO","SEO","700","605","43160","42550"
"In post","2021","60-64","Unknown","Unknown","Unknown","175","170","39450","35380"
"In post","2021","65+","Analysis","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","65+","Analysis","EO","EO","20","15","27070","27160"
"In post","2021","65+","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","G6/G7","G7","20","15","57070","59060"
"In post","2021","65+","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","65+","Analysis","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","AA/AO","AO","20","15","22330","21590"
"In post","2021","65+","Commercial","EO","EO","25","20","27660","26930"
"In post","2021","65+","Commercial","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Commercial","G6/G7","G7","10","10","55940","54670"
"In post","2021","65+","Commercial","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Commercial","SEO/HEO","HEO","15","15","35480","34920"
"In post","2021","65+","Commercial","SEO/HEO","SEO","15","15","42680","42410"
"In post","2021","65+","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","AA/AO","AO","10","10","21510","21440"
"In post","2021","65+","Communications","EO","EO","50","40","24750","25560"
"In post","2021","65+","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","SEO/HEO","HEO","15","15","32730","32580"
"In post","2021","65+","Communications","SEO/HEO","SEO","15","10","41900","42500"
"In post","2021","65+","Counter Fraud","AA/AO","AO","50","35","21830","21440"
"In post","2021","65+","Counter Fraud","EO","EO","55","35","28950","28130"
"In post","2021","65+","Counter Fraud","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","G6/G7","G7","15","10","57950","58130"
"In post","2021","65+","Counter Fraud","SEO/HEO","HEO","50","35","35650","35000"
"In post","2021","65+","Counter Fraud","SEO/HEO","SEO","20","15","42280","42520"
"In post","2021","65+","Debt","AA/AO","AO","105","75","22510","21440"
"In post","2021","65+","Debt","EO","EO","25","20","29370","28130"
"In post","2021","65+","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2021","65+","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","AA/AO","AO","15","15","22420","21580"
"In post","2021","65+","Digital, Data & Technology","EO","EO","40","30","29010","28130"
"In post","2021","65+","Digital, Data & Technology","G6/G7","G6","15","10","68020","62690"
"In post","2021","65+","Digital, Data & Technology","G6/G7","G7","30","25","56340","54700"
"In post","2021","65+","Digital, Data & Technology","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","SEO/HEO","HEO","50","40","34600","33860"
"In post","2021","65+","Digital, Data & Technology","SEO/HEO","SEO","40","30","43930","42510"
"In post","2021","65+","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Finance","AA/AO","AA","15","10","19910","20070"
"In post","2021","65+","Finance","AA/AO","AO","60","45","21790","21440"
"In post","2021","65+","Finance","EO","EO","50","40","28260","28130"
"In post","2021","65+","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","G6/G7","G7","10","10","60440","58850"
"In post","2021","65+","Finance","SEO/HEO","HEO","20","20","36910","36240"
"In post","2021","65+","Finance","SEO/HEO","SEO","30","25","43280","44330"
"In post","2021","65+","Grants Management","AA/AO","AO","30","25","21050","21050"
"In post","2021","65+","Grants Management","EO","EO","10","10","26420","26520"
"In post","2021","65+","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","AA/AO","AO","45","35","21510","21440"
"In post","2021","65+","Human Resources","EO","EO","25","20","28430","28130"
"In post","2021","65+","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","G6/G7","G7","10","10","56920","56720"
"In post","2021","65+","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","SEO/HEO","HEO","25","20","34390","33300"
"In post","2021","65+","Human Resources","SEO/HEO","SEO","20","15","46080","45900"
"In post","2021","65+","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Legal","AA/AO","AA","30","25","20080","20070"
"In post","2021","65+","Legal","AA/AO","AO","55","40","23040","22820"
"In post","2021","65+","Legal","EO","EO","50","40","28320","28810"
"In post","2021","65+","Legal","G6/G7","G6","30","25","74480","75080"
"In post","2021","65+","Legal","G6/G7","G7","85","60","60850","61000"
"In post","2021","65+","Legal","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Legal","SEO/HEO","HEO","10","10","35340","34740"
"In post","2021","65+","Legal","SEO/HEO","SEO","25","20","46310","45510"
"In post","2021","65+","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","AA/AO","AA","800","570","19640","20070"
"In post","2021","65+","No function","AA/AO","AO","1440","1060","22830","21440"
"In post","2021","65+","No function","EO","EO","795","585","28200","27430"
"In post","2021","65+","No function","G6/G7","G6","125","90","71290","71490"
"In post","2021","65+","No function","G6/G7","G7","205","160","58920","58130"
"In post","2021","65+","No function","SCS level","SCS level","50","35","110310","107900"
"In post","2021","65+","No function","SEO/HEO","HEO","405","290","34900","34880"
"In post","2021","65+","No function","SEO/HEO","SEO","250","180","45010","42520"
"In post","2021","65+","No function","Unknown","Unknown","310","240","30630","28200"
"In post","2021","65+","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","AA/AO","AO","25","20","22670","22240"
"In post","2021","65+","Project Delivery","EO","EO","115","90","25720","26000"
"In post","2021","65+","Project Delivery","G6/G7","G6","30","20","73890","72590"
"In post","2021","65+","Project Delivery","G6/G7","G7","50","45","54800","54540"
"In post","2021","65+","Project Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Project Delivery","SEO/HEO","HEO","155","130","33960","33520"
"In post","2021","65+","Project Delivery","SEO/HEO","SEO","125","95","42990","42520"
"In post","2021","65+","Project Delivery","Unknown","Unknown","40","35","44860","41430"
"In post","2021","65+","Property","AA/AO","AA","90","85","17980","17230"
"In post","2021","65+","Property","AA/AO","AO","60","50","24090","22920"
"In post","2021","65+","Property","EO","EO","70","60","27820","26780"
"In post","2021","65+","Property","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Property","G6/G7","G7","20","20","57230","57130"
"In post","2021","65+","Property","SEO/HEO","HEO","70","60","35420","34610"
"In post","2021","65+","Property","SEO/HEO","SEO","55","45","43680","44430"
"In post","2021","65+","Security","AA/AO","AA","100","85","20290","19560"
"In post","2021","65+","Security","AA/AO","AO","50","40","27800","22330"
"In post","2021","65+","Security","EO","EO","35","35","25200","22090"
"In post","2021","65+","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","SEO/HEO","HEO","20","20","36690","34640"
"In post","2021","65+","Security","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","AA","340","290","19900","19560"
"In post","2021","65+","Unknown","AA/AO","AO","1815","1410","21870","21010"
"In post","2021","65+","Unknown","EO","EO","1710","1235","28410","27570"
"In post","2021","65+","Unknown","G6/G7","G6","55","40","73320","73940"
"In post","2021","65+","Unknown","G6/G7","G7","100","85","63270","60830"
"In post","2021","65+","Unknown","SCS level","SCS level","30","25","95010","88240"
"In post","2021","65+","Unknown","SEO/HEO","HEO","390","300","35480","34490"
"In post","2021","65+","Unknown","SEO/HEO","SEO","155","125","44350","45020"
"In post","2021","65+","Unknown","Unknown","Unknown","45","45","42230","37960"
"In post","2021","Unknown","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","EO","EO","5","5","[c]","[c]"
"In post","2021","Unknown","No function","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","EO","15","15","27570","27570"
"In post","2021","Unknown","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","AA/AO","AA","15","[c]","17800","17990"
"Leaver CS","2021","16-19","No function","AA/AO","AO","25","[c]","20800","20760"
"Leaver CS","2021","16-19","No function","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","AA/AO","AO","35","[c]","21210","21010"
"Leaver CS","2021","16-19","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","AA/AO","AO","95","[c]","21310","19130"
"Leaver CS","2021","20-29","Analysis","EO","EO","25","[c]","25630","26410"
"Leaver CS","2021","20-29","Analysis","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","SEO/HEO","HEO","30","[c]","31760","31240"
"Leaver CS","2021","20-29","Analysis","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","AA/AO","AO","20","[c]","20220","19970"
"Leaver CS","2021","20-29","Communications","EO","EO","10","[c]","24620","25990"
"Leaver CS","2021","20-29","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","SEO/HEO","HEO","25","[c]","32890","33210"
"Leaver CS","2021","20-29","Communications","SEO/HEO","SEO","15","[c]","40950","40000"
"Leaver CS","2021","20-29","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","AA/AO","AO","30","[c]","20870","20860"
"Leaver CS","2021","20-29","Digital, Data & Technology","EO","EO","20","[c]","25400","25730"
"Leaver CS","2021","20-29","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","G6/G7","G7","10","[c]","54440","52670"
"Leaver CS","2021","20-29","Digital, Data & Technology","SEO/HEO","HEO","20","[c]","32880","32000"
"Leaver CS","2021","20-29","Digital, Data & Technology","SEO/HEO","SEO","15","[c]","40020","39910"
"Leaver CS","2021","20-29","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","EO","EO","10","[c]","24180","25100"
"Leaver CS","2021","20-29","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","AA/AO","AO","20","[c]","20850","21050"
"Leaver CS","2021","20-29","Grants Management","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","AA/AO","AO","20","[c]","19970","20610"
"Leaver CS","2021","20-29","Human Resources","EO","EO","15","[c]","23150","26000"
"Leaver CS","2021","20-29","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","AA/AO","AO","45","[c]","21890","21950"
"Leaver CS","2021","20-29","Legal","EO","EO","45","[c]","26330","26410"
"Leaver CS","2021","20-29","Legal","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","SEO/HEO","HEO","15","[c]","31650","30850"
"Leaver CS","2021","20-29","Legal","SEO/HEO","SEO","10","[c]","35640","36500"
"Leaver CS","2021","20-29","No function","AA/AO","AA","325","[c]","17710","17180"
"Leaver CS","2021","20-29","No function","AA/AO","AO","1455","[c]","20960","20810"
"Leaver CS","2021","20-29","No function","EO","EO","245","[c]","24680","25080"
"Leaver CS","2021","20-29","No function","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","G6/G7","G7","20","[c]","52280","52610"
"Leaver CS","2021","20-29","No function","SEO/HEO","HEO","205","[c]","31130","30850"
"Leaver CS","2021","20-29","No function","SEO/HEO","SEO","45","[c]","39170","40050"
"Leaver CS","2021","20-29","No function","Unknown","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","AA/AO","AO","15","[c]","21110","21870"
"Leaver CS","2021","20-29","Project Delivery","EO","EO","80","[c]","20710","20230"
"Leaver CS","2021","20-29","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","SEO/HEO","HEO","45","[c]","30210","30420"
"Leaver CS","2021","20-29","Project Delivery","SEO/HEO","SEO","15","[c]","39400","39510"
"Leaver CS","2021","20-29","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","AA/AO","AA","10","[c]","19370","19120"
"Leaver CS","2021","20-29","Property","AA/AO","AO","20","[c]","22530","21710"
"Leaver CS","2021","20-29","Property","EO","EO","75","[c]","25220","24500"
"Leaver CS","2021","20-29","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","AA/AO","AA","15","[c]","19680","19560"
"Leaver CS","2021","20-29","Security","AA/AO","AO","45","[c]","26860","26100"
"Leaver CS","2021","20-29","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","AA","110","[c]","21030","21770"
"Leaver CS","2021","20-29","Unknown","AA/AO","AO","850","[c]","21720","21010"
"Leaver CS","2021","20-29","Unknown","EO","EO","555","[c]","27710","27570"
"Leaver CS","2021","20-29","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","G6/G7","G7","35","[c]","54580","54070"
"Leaver CS","2021","20-29","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","HEO","215","[c]","31560","33180"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","SEO","70","[c]","40510","40640"
"Leaver CS","2021","20-29","Unknown","Unknown","Unknown","145","[c]","27070","28420"
"Leaver CS","2021","30-39","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","SEO/HEO","HEO","20","[c]","32020","30960"
"Leaver CS","2021","30-39","Analysis","SEO/HEO","SEO","15","[c]","38840","37400"
"Leaver CS","2021","30-39","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","SEO/HEO","HEO","10","[c]","32290","32080"
"Leaver CS","2021","30-39","Commercial","SEO/HEO","SEO","10","[c]","41490","38220"
"Leaver CS","2021","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","G6/G7","G7","15","[c]","54990","54700"
"Leaver CS","2021","30-39","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","SEO/HEO","HEO","20","[c]","33320","33100"
"Leaver CS","2021","30-39","Communications","SEO/HEO","SEO","10","[c]","42520","41590"
"Leaver CS","2021","30-39","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","EO","EO","15","[c]","27550","27130"
"Leaver CS","2021","30-39","Digital, Data & Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","G6/G7","G7","35","[c]","57530","56920"
"Leaver CS","2021","30-39","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","SEO/HEO","HEO","15","[c]","35680","36180"
"Leaver CS","2021","30-39","Digital, Data & Technology","SEO/HEO","SEO","35","[c]","41280","40420"
"Leaver CS","2021","30-39","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","SEO/HEO","HEO","10","[c]","35430","33000"
"Leaver CS","2021","30-39","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","AA/AO","AO","10","[c]","21100","20920"
"Leaver CS","2021","30-39","Human Resources","EO","EO","10","[c]","27300","26600"
"Leaver CS","2021","30-39","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
