"Status","Year","Parent_department","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Commercial","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Commercial","York","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Westminster","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Westminster","G6/G7","15","15","58820","54760"
"In post","2021","Attorney General's Departments","Communications","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Communications","Westminster","SEO/HEO","30","30","36570","38290"
"In post","2021","Attorney General's Departments","Communications","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Corporate Finance","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","EO","35","35","27270","26380"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","G6/G7","80","80","64080","63000"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Counter Fraud","Westminster","SEO/HEO","155","150","37560","40000"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Shropshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Suffolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Tyneside","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wakefield","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wakefield","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Wakefield","SEO/HEO","10","10","36740","38180"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","EO","10","10","28630","28980"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","G6/G7","15","15","61540","58600"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","SEO/HEO","40","40","37950","38180"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","Westminster","Unknown","10","10","39350","36360"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","York","EO","10","10","26360","25920"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","York","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Digital, Data and Technology","York","SEO/HEO","15","15","35880","33310"
"In post","2021","Attorney General's Departments","Finance","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Liverpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Nottingham","AA/AO","15","15","21310","21950"
"In post","2021","Attorney General's Departments","Finance","Nottingham","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Wakefield","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Westminster","AA/AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Westminster","EO","15","15","27760","27350"
"In post","2021","Attorney General's Departments","Finance","Westminster","G6/G7","20","15","60610","56860"
"In post","2021","Attorney General's Departments","Finance","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","Westminster","SEO/HEO","25","25","34850","32570"
"In post","2021","Attorney General's Departments","Finance","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","York","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Finance","York","SEO/HEO","10","10","34670","35280"
"In post","2021","Attorney General's Departments","Human Resources","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Liverpool","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Liverpool","G6/G7","10","10","53980","51610"
"In post","2021","Attorney General's Departments","Human Resources","Liverpool","SEO/HEO","15","15","32770","30610"
"In post","2021","Attorney General's Departments","Human Resources","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Westminster","AA/AO","10","10","23780","23800"
"In post","2021","Attorney General's Departments","Human Resources","Westminster","EO","20","20","27770","27350"
"In post","2021","Attorney General's Departments","Human Resources","Westminster","G6/G7","30","30","59600","54760"
"In post","2021","Attorney General's Departments","Human Resources","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","Westminster","SEO/HEO","50","45","36070","34820"
"In post","2021","Attorney General's Departments","Human Resources","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","York","G6/G7","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Human Resources","York","SEO/HEO","10","10","34320","34550"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Westminster","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Westminster","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Westminster","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Knowledge and Information Management","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","25","25","54450","53830"
"In post","2021","Attorney General's Departments","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire","G6/G7","55","50","59910","62120"
"In post","2021","Attorney General's Departments","Legal","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Berkshire","SEO/HEO","10","10","39570","40000"
"In post","2021","Attorney General's Departments","Legal","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Birmingham","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Birmingham","G6/G7","200","185","55670","55610"
"In post","2021","Attorney General's Departments","Legal","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Birmingham","SEO/HEO","30","30","37190","38000"
"In post","2021","Attorney General's Departments","Legal","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Brighton and Hove","G6/G7","45","40","59880","62120"
"In post","2021","Attorney General's Departments","Legal","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Brighton and Hove","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bristol, City of","G6/G7","65","60","55620","55610"
"In post","2021","Attorney General's Departments","Legal","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Bristol, City of","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cardiff and Vale of Glamorgan","G6/G7","95","85","54770","54910"
"In post","2021","Attorney General's Departments","Legal","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Cardiff and Vale of Glamorgan","SEO/HEO","15","15","37240","38000"
"In post","2021","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","G6/G7","10","10","53790","54480"
"In post","2021","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Croydon","G6/G7","15","15","62640","62140"
"In post","2021","Attorney General's Departments","Legal","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Devon CC","G6/G7","45","40","55390","55610"
"In post","2021","Attorney General's Departments","Legal","Devon CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Cumbria","G6/G7","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Kent","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Kent","G6/G7","45","40","57510","55000"
"In post","2021","Attorney General's Departments","Legal","East Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","East Kent","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Flintshire and Wrexham","G6/G7","30","25","54530","55610"
"In post","2021","Attorney General's Departments","Legal","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Flintshire and Wrexham","SEO/HEO","10","10","36430","37780"
"In post","2021","Attorney General's Departments","Legal","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Heart of Essex","EO","10","10","27640","26970"
"In post","2021","Attorney General's Departments","Legal","Heart of Essex","G6/G7","70","60","59290","59840"
"In post","2021","Attorney General's Departments","Legal","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Heart of Essex","SEO/HEO","15","15","39140","40000"
"In post","2021","Attorney General's Departments","Legal","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Hertfordshire","G6/G7","75","70","59050","61510"
"In post","2021","Attorney General's Departments","Legal","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Hertfordshire","SEO/HEO","15","15","39080","40000"
"In post","2021","Attorney General's Departments","Legal","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Kingston upon Hull, City of","G6/G7","30","30","56090","55610"
"In post","2021","Attorney General's Departments","Legal","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Leeds","G6/G7","170","155","54770","55610"
"In post","2021","Attorney General's Departments","Legal","Leeds","SCS level","10","10","88100","84740"
"In post","2021","Attorney General's Departments","Legal","Leeds","SEO/HEO","30","30","37110","38000"
"In post","2021","Attorney General's Departments","Legal","Leicester","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Leicester","G6/G7","65","55","52830","51470"
"In post","2021","Attorney General's Departments","Legal","Leicester","SEO/HEO","10","10","37170","38000"
"In post","2021","Attorney General's Departments","Legal","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Liverpool","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Liverpool","G6/G7","115","110","54600","55610"
"In post","2021","Attorney General's Departments","Legal","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Liverpool","SEO/HEO","20","20","37410","38000"
"In post","2021","Attorney General's Departments","Legal","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Manchester","G6/G7","160","145","56280","55610"
"In post","2021","Attorney General's Departments","Legal","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Manchester","SEO/HEO","20","15","36940","38000"
"In post","2021","Attorney General's Departments","Legal","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Mid Lancashire","G6/G7","75","70","54980","55610"
"In post","2021","Attorney General's Departments","Legal","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Mid Lancashire","SEO/HEO","10","10","36600","38000"
"In post","2021","Attorney General's Departments","Legal","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Norwich and East Norfolk","G6/G7","20","20","55740","55610"
"In post","2021","Attorney General's Departments","Legal","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Nottingham","G6/G7","95","90","53960","55140"
"In post","2021","Attorney General's Departments","Legal","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Nottingham","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Portsmouth","G6/G7","40","40","59910","62130"
"In post","2021","Attorney General's Departments","Legal","Portsmouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Sheffield","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Sheffield","G6/G7","40","35","55830","55610"
"In post","2021","Attorney General's Departments","Legal","Sheffield","SEO/HEO","15","15","36760","38000"
"In post","2021","Attorney General's Departments","Legal","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South Hampshire","G6/G7","70","65","59380","62140"
"In post","2021","Attorney General's Departments","Legal","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South Hampshire","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South Teesside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South Teesside","G6/G7","40","35","54620","55610"
"In post","2021","Attorney General's Departments","Legal","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South Teesside","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Stoke-on-Trent","G6/G7","35","30","55410","53780"
"In post","2021","Attorney General's Departments","Legal","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Suffolk","G6/G7","10","10","57350","55610"
"In post","2021","Attorney General's Departments","Legal","Suffolk","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Swansea","G6/G7","30","30","55050","54200"
"In post","2021","Attorney General's Departments","Legal","Swansea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Tyneside","G6/G7","90","85","54810","55610"
"In post","2021","Attorney General's Departments","Legal","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Tyneside","SEO/HEO","15","10","36890","38000"
"In post","2021","Attorney General's Departments","Legal","Wakefield","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Warrington","G6/G7","15","15","63080","58850"
"In post","2021","Attorney General's Departments","Legal","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","West Northamptonshire","G6/G7","10","5","[c]","[c]"
