"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Human Resources","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Security","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Tax","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Tax","Outside London","85","80","35210","31810"
"In post","2021","Declared non-disabled","Human Resources","Unknown","London","380","370","47520","42270"
"In post","2021","Declared non-disabled","Human Resources","Unknown","Outside London","515","490","34410","32000"
"In post","2021","Declared non-disabled","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","London","160","155","53210","51000"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","Outside London","395","375","43390","41770"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Policy","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Communications","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Knowledge and Information Management","London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Legal","London","2690","2515","59570","59160"
"In post","2021","Declared non-disabled","Legal","Legal","Outside London","3335","3050","51800","52490"
"In post","2021","Declared non-disabled","Legal","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","London","605","570","31250","29570"
"In post","2021","Declared non-disabled","Legal","Operational Delivery","Outside London","1835","1675","27490","25920"
"In post","2021","Declared non-disabled","Legal","Other","London","250","240","30850","27350"
"In post","2021","Declared non-disabled","Legal","Other","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Policy","London","45","45","52930","54320"
"In post","2021","Declared non-disabled","Legal","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Tax","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Tax","Outside London","205","195","38680","35000"
"In post","2021","Declared non-disabled","Legal","Unknown","London","90","85","73460","67770"
"In post","2021","Declared non-disabled","Legal","Unknown","Outside London","35","35","35480","31810"
"In post","2021","Declared non-disabled","No function","Commercial","London","85","85","53000","54110"
"In post","2021","Declared non-disabled","No function","Commercial","Outside London","135","135","39430","36780"
"In post","2021","Declared non-disabled","No function","Communications","London","60","60","44850","42280"
"In post","2021","Declared non-disabled","No function","Communications","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Corporate Finance","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Counter Fraud","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Counter Fraud","Outside London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","London","65","65","47280","41000"
"In post","2021","Declared non-disabled","No function","Digital, Data and Technology","Outside London","100","100","35150","30950"
"In post","2021","Declared non-disabled","No function","Economics","London","310","300","48710","52290"
"In post","2021","Declared non-disabled","No function","Economics","Outside London","50","45","41750","41140"
"In post","2021","Declared non-disabled","No function","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Finance","London","130","125","48860","44270"
"In post","2021","Declared non-disabled","No function","Finance","Outside London","180","175","40300","36960"
"In post","2021","Declared non-disabled","No function","Human Resources","London","30","30","49780","54430"
"In post","2021","Declared non-disabled","No function","Human Resources","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Inspector of Education and Training","London","185","180","67700","75500"
"In post","2021","Declared non-disabled","No function","Inspector of Education and Training","Outside London","535","520","67630","74730"
"In post","2021","Declared non-disabled","No function","Intelligence Analysis","London","55","55","38560","34960"
"In post","2021","Declared non-disabled","No function","Intelligence Analysis","Outside London","280","270","30290","27380"
"In post","2021","Declared non-disabled","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","International Trade","London","535","530","48700","51710"
"In post","2021","Declared non-disabled","No function","International Trade","Outside London","150","145","39570","31930"
"In post","2021","Declared non-disabled","No function","International Trade","Overseas","85","85","57120","54600"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","London","275","265","42490","38390"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","Outside London","365","345","35080","31400"
"In post","2021","Declared non-disabled","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Medicine","London","85","70","95580","96460"
"In post","2021","Declared non-disabled","No function","Medicine","Outside London","165","140","95860","96510"
"In post","2021","Declared non-disabled","No function","Operational Delivery","London","9930","9455","35280","32330"
"In post","2021","Declared non-disabled","No function","Operational Delivery","Outside London","67485","61795","28040","25720"
"In post","2021","Declared non-disabled","No function","Operational Delivery","Overseas","85","85","62030","61100"
"In post","2021","Declared non-disabled","No function","Operational Delivery","Unknown","50","50","40300","43670"
"In post","2021","Declared non-disabled","No function","Operational Research","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Operational Research","Outside London","190","180","44620","46080"
"In post","2021","Declared non-disabled","No function","Other","London","760","740","45300","37000"
"In post","2021","Declared non-disabled","No function","Other","Outside London","625","600","38560","31380"
"In post","2021","Declared non-disabled","No function","Planning","London","70","70","47380","42980"
"In post","2021","Declared non-disabled","No function","Planning","Outside London","40","35","48940","40870"
"In post","2021","Declared non-disabled","No function","Planning Inspectors","Outside London","250","220","58270","58810"
"In post","2021","Declared non-disabled","No function","Policy","London","9850","9610","49100","51730"
"In post","2021","Declared non-disabled","No function","Policy","Outside London","2680","2565","41500","36970"
"In post","2021","Declared non-disabled","No function","Policy","Overseas","1125","1125","51580","52400"
"In post","2021","Declared non-disabled","No function","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Project Delivery","London","85","80","45590","41490"
"In post","2021","Declared non-disabled","No function","Project Delivery","Outside London","80","75","36830","32770"
"In post","2021","Declared non-disabled","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Property","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Psychology","London","45","40","43040","41530"
"In post","2021","Declared non-disabled","No function","Psychology","Outside London","950","905","35510","30450"
"In post","2021","Declared non-disabled","No function","Science and Engineering","London","680","635","44030","40070"
"In post","2021","Declared non-disabled","No function","Science and Engineering","Outside London","3880","3675","39000","37320"
"In post","2021","Declared non-disabled","No function","Science and Engineering","Overseas","35","35","46670","45650"
"In post","2021","Declared non-disabled","No function","Security","London","135","130","47460","44030"
"In post","2021","Declared non-disabled","No function","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Social Research","London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Social Research","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Statistics","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Tax","London","1010","955","45090","39800"
"In post","2021","Declared non-disabled","No function","Tax","Outside London","5745","5370","34970","31810"
"In post","2021","Declared non-disabled","No function","Unknown","London","1790","1765","48550","41820"
"In post","2021","Declared non-disabled","No function","Unknown","Outside London","1350","1295","26640","20140"
"In post","2021","Declared non-disabled","No function","Unknown","Unknown","60","60","44020","40600"
"In post","2021","Declared non-disabled","No function","Veterinarian","London","30","30","54230","52290"
"In post","2021","Declared non-disabled","No function","Veterinarian","Outside London","290","280","44380","40260"
"In post","2021","Declared non-disabled","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Commercial","Outside London","565","545","37650","34390"
"In post","2021","Declared non-disabled","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Communications","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Outside London","290","285","43560","43380"
"In post","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Economics","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Economics","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Finance","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Finance","Outside London","270","260","41950","39100"
"In post","2021","Declared non-disabled","Project Delivery","Finance","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Human Resources","Outside London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Outside London","120","115","36340","35700"
"In post","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Medicine","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Medicine","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Medicine","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Operational Delivery","London","235","230","40710","36800"
"In post","2021","Declared non-disabled","Project Delivery","Operational Delivery","Outside London","980","920","35090","31810"
"In post","2021","Declared non-disabled","Project Delivery","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Other","London","100","95","62760","66290"
"In post","2021","Declared non-disabled","Project Delivery","Other","Outside London","2235","2145","32050","28730"
"In post","2021","Declared non-disabled","Project Delivery","Other","Overseas","70","70","67880","67970"
"In post","2021","Declared non-disabled","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Policy","London","825","790","56170","58030"
"In post","2021","Declared non-disabled","Project Delivery","Policy","Outside London","540","515","45860","42520"
"In post","2021","Declared non-disabled","Project Delivery","Policy","Overseas","135","135","58920","57330"
"In post","2021","Declared non-disabled","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Project Delivery","London","1750","1710","52070","45770"
"In post","2021","Declared non-disabled","Project Delivery","Project Delivery","Outside London","8065","7805","40320","38630"
"In post","2021","Declared non-disabled","Project Delivery","Project Delivery","Overseas","100","100","45300","42220"
"In post","2021","Declared non-disabled","Project Delivery","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Property","London","75","75","56660","64590"
"In post","2021","Declared non-disabled","Project Delivery","Property","Outside London","145","140","48080","50400"
"In post","2021","Declared non-disabled","Project Delivery","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Science and Engineering","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Science and Engineering","Outside London","2350","2310","37480","35740"
"In post","2021","Declared non-disabled","Project Delivery","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Security","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Security","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Statistics","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Statistics","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Tax","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Tax","Outside London","70","65","40210","32200"
"In post","2021","Declared non-disabled","Project Delivery","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","London","165","160","70930","64500"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","Outside London","285","270","38480","35330"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Digital, Data and Technology","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Finance","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Knowledge and Information Management","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Operational Delivery","London","135","130","40510","35100"
"In post","2021","Declared non-disabled","Property","Operational Delivery","Outside London","755","695","28740","22050"
"In post","2021","Declared non-disabled","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Other","Outside London","65","60","39060","36520"
"In post","2021","Declared non-disabled","Property","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Planning","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Policy","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Project Delivery","Outside London","30","30","46190","49700"
"In post","2021","Declared non-disabled","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Property","London","655","625","43980","37450"
"In post","2021","Declared non-disabled","Property","Property","Outside London","3620","3455","34910","33300"
"In post","2021","Declared non-disabled","Property","Property","Overseas","160","160","39470","37950"
"In post","2021","Declared non-disabled","Property","Property","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Security","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Unknown","London","50","45","53100","54700"
"In post","2021","Declared non-disabled","Property","Unknown","Outside London","715","690","31110","29140"
"In post","2021","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Intelligence Analysis","London","110","105","45210","38860"
"In post","2021","Declared non-disabled","Security","Intelligence Analysis","Overseas","40","40","44860","37930"
"In post","2021","Declared non-disabled","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Security","London","445","440","39970","36870"
"In post","2021","Declared non-disabled","Security","Security","Outside London","4215","4125","29530","25680"
"In post","2021","Declared non-disabled","Security","Security","Overseas","55","55","36660","34260"
"In post","2021","Declared non-disabled","Security","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","London","110","110","46970","40600"
"In post","2021","Declared non-disabled","Security","Unknown","Outside London","295","280","31320","33300"
"In post","2021","Declared non-disabled","Security","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Commercial","London","50","45","42590","42860"
"In post","2021","Declared non-disabled","Unknown","Commercial","Outside London","40","35","37150","37460"
"In post","2021","Declared non-disabled","Unknown","Communications","London","135","135","50380","44220"
"In post","2021","Declared non-disabled","Unknown","Communications","Outside London","150","145","39270","37410"
"In post","2021","Declared non-disabled","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Counter Fraud","London","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Counter Fraud","Outside London","125","115","25380","25260"
"In post","2021","Declared non-disabled","Unknown","Digital, Data and Technology","London","655","645","53340","47470"
"In post","2021","Declared non-disabled","Unknown","Digital, Data and Technology","Outside London","465","460","40700","37460"
"In post","2021","Declared non-disabled","Unknown","Economics","London","90","90","47290","39700"
"In post","2021","Declared non-disabled","Unknown","Economics","Outside London","40","40","51480","56620"
"In post","2021","Declared non-disabled","Unknown","Finance","London","165","160","51900","46140"
"In post","2021","Declared non-disabled","Unknown","Finance","Outside London","370","350","40640","37410"
"In post","2021","Declared non-disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Human Resources","London","300","285","45530","41970"
"In post","2021","Declared non-disabled","Unknown","Human Resources","Outside London","300","280","36120","30980"
"In post","2021","Declared non-disabled","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Intelligence Analysis","London","690","650","36170","34000"
"In post","2021","Declared non-disabled","Unknown","Intelligence Analysis","Outside London","995","955","29240","27370"
"In post","2021","Declared non-disabled","Unknown","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Internal Audit","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Knowledge and Information Management","London","65","60","41880","37450"
"In post","2021","Declared non-disabled","Unknown","Knowledge and Information Management","Outside London","105","100","35510","35950"
"In post","2021","Declared non-disabled","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Legal","Outside London","130","120","56540","60830"
"In post","2021","Declared non-disabled","Unknown","Medicine","London","95","90","64390","67080"
"In post","2021","Declared non-disabled","Unknown","Medicine","Outside London","1145","1035","44270","37890"
"In post","2021","Declared non-disabled","Unknown","Medicine","Overseas","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Medicine","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Operational Delivery","London","5335","4920","33110","29080"
"In post","2021","Declared non-disabled","Unknown","Operational Delivery","Outside London","16945","15495","27210","25040"
"In post","2021","Declared non-disabled","Unknown","Operational Delivery","Overseas","100","100","29890","27370"
"In post","2021","Declared non-disabled","Unknown","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Operational Research","London","65","65","52130","45750"
"In post","2021","Declared non-disabled","Unknown","Operational Research","Outside London","55","50","39620","40580"
"In post","2021","Declared non-disabled","Unknown","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Other","London","1310","1245","37720","34630"
"In post","2021","Declared non-disabled","Unknown","Other","Outside London","7875","7550","26490","21580"
"In post","2021","Declared non-disabled","Unknown","Other","Overseas","50","50","36810","33150"
"In post","2021","Declared non-disabled","Unknown","Other","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Planning","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Planning","Outside London","30","30","42490","37410"
"In post","2021","Declared non-disabled","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Policy","London","2140","2085","52340","53420"
"In post","2021","Declared non-disabled","Unknown","Policy","Outside London","1960","1880","42480","37410"
"In post","2021","Declared non-disabled","Unknown","Policy","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","London","650","635","49500","43010"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","Outside London","485","470","39630","37460"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Property","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Property","Outside London","105","105","41120","36940"
"In post","2021","Declared non-disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Psychology","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Science and Engineering","London","195","185","52450","45200"
"In post","2021","Declared non-disabled","Unknown","Science and Engineering","Outside London","1280","1250","34570","30830"
"In post","2021","Declared non-disabled","Unknown","Science and Engineering","Overseas","40","40","42640","41800"
"In post","2021","Declared non-disabled","Unknown","Science and Engineering","Unknown","50","50","27190","27370"
"In post","2021","Declared non-disabled","Unknown","Security","London","210","200","31790","28760"
"In post","2021","Declared non-disabled","Unknown","Security","Outside London","75","70","25630","24890"
"In post","2021","Declared non-disabled","Unknown","Social Research","London","85","80","49460","44220"
"In post","2021","Declared non-disabled","Unknown","Social Research","Outside London","130","125","44610","47000"
"In post","2021","Declared non-disabled","Unknown","Statistics","London","70","65","44160","42280"
"In post","2021","Declared non-disabled","Unknown","Statistics","Outside London","75","65","39650","37410"
"In post","2021","Declared non-disabled","Unknown","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","London","7920","7430","34240","31060"
"In post","2021","Declared non-disabled","Unknown","Unknown","Outside London","67605","60615","28520","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","Overseas","235","235","42850","33300"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","680","630","30200","27570"
"In post","2021","Declared non-disabled","Unknown","Veterinarian","Outside London","15","15","[c]","[c]"
"In post","2021","Undeclared","Analysis","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Economics","London","85","85","44890","36120"
"In post","2021","Undeclared","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Operational Delivery","Outside London","15","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Operational Research","London","25","20","[c]","[c]"
"In post","2021","Undeclared","Analysis","Operational Research","Outside London","30","30","43200","46080"
"In post","2021","Undeclared","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Policy","London","10","10","[c]","[c]"
