"Status","Year","Organisation","Region_ITL1","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","South East (England)","Portsmouth","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","Portsmouth","Undeclared","75","70","29100","27370"
"In post","2021","Home Office (incl. agencies)","South East (England)","Portsmouth","Unknown","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","South Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","Southampton","Heterosexual / straight","60","60","27800","25860"
"In post","2021","Home Office (incl. agencies)","South East (England)","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","Southampton","Undeclared","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","Southampton","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","West Sussex (North East)","Heterosexual / straight","530","455","28690","26990"
"In post","2021","Home Office (incl. agencies)","South East (England)","West Sussex (North East)","LGBO","25","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South East (England)","West Sussex (North East)","Undeclared","150","125","29720","28350"
"In post","2021","Home Office (incl. agencies)","South East (England)","West Sussex (North East)","Unknown","35","35","26340","25770"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","155","145","26400","25240"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bournemouth and Poole","Heterosexual / straight","65","60","27780","26410"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bournemouth and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bournemouth and Poole","Undeclared","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Dorset CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Plymouth","Heterosexual / straight","70","65","28880","25310"
"In post","2021","Home Office (incl. agencies)","South West (England)","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Plymouth","Undeclared","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Swindon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South West (England)","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","265","255","28880","25360"
"In post","2021","Home Office (incl. agencies)","Wales","Cardiff and Vale of Glamorgan","LGBO","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Cardiff and Vale of Glamorgan","Undeclared","40","35","29020","27370"
"In post","2021","Home Office (incl. agencies)","Wales","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Isle of Anglesey","Heterosexual / straight","35","35","25910","24970"
"In post","2021","Home Office (incl. agencies)","Wales","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Isle of Anglesey","Undeclared","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Monmouthshire and Newport","Heterosexual / straight","175","150","25340","21430"
"In post","2021","Home Office (incl. agencies)","Wales","Monmouthshire and Newport","LGBO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Monmouthshire and Newport","Undeclared","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Monmouthshire and Newport","Unknown","10","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","South West Wales","Heterosexual / straight","30","30","27590","25640"
"In post","2021","Home Office (incl. agencies)","Wales","South West Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","South West Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","South West Wales","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Swansea","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Wales","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Birmingham","Heterosexual / straight","95","90","29480","25310"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Birmingham","Undeclared","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Birmingham","Unknown","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Solihull","Heterosexual / straight","655","610","27810","25310"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Solihull","LGBO","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Solihull","Undeclared","80","75","29160","27370"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Solihull","Unknown","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Stoke-on-Trent","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Stoke-on-Trent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Stoke-on-Trent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Warwickshire","Heterosexual / straight","100","95","25020","21430"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Warwickshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Worcestershire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Worcestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands (England)","Worcestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Heterosexual / straight","30","30","27330","26770"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Kingston upon Hull, City of","Heterosexual / straight","95","95","26940","25310"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Kingston upon Hull, City of","LGBO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Kingston upon Hull, City of","Undeclared","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Leeds","Heterosexual / straight","660","620","28580","25310"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Leeds","LGBO","35","35","28500","25220"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Leeds","Undeclared","70","65","29420","27370"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Leeds","Unknown","45","45","26220","24880"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","North and North East Lincolnshire","Heterosexual / straight","90","85","27020","25220"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","North and North East Lincolnshire","Undeclared","15","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","North and North East Lincolnshire","Unknown","35","35","22010","21430"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","North Yorkshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Sheffield","Heterosexual / straight","2040","1865","27750","24890"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Sheffield","LGBO","95","95","28460","25040"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Sheffield","Undeclared","225","210","28150","25040"
"In post","2021","Home Office (incl. agencies)","Yorkshire and The Humber","Sheffield","Unknown","150","150","26090","21430"
"In post","2021","Insolvency Service","East Midlands (England)","Nottingham","Heterosexual / straight","35","30","35300","35570"
"In post","2021","Insolvency Service","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Midlands (England)","Nottingham","Unknown","30","30","27470","26290"
"In post","2021","Insolvency Service","East of England","Cambridgeshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Cambridgeshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Hertfordshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Hertfordshire","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Southend-on-Sea","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Southend-on-Sea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Southend-on-Sea","Unknown","10","5","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Suffolk","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Suffolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East of England","Suffolk","Unknown","35","35","23720","20880"
"In post","2021","Insolvency Service","London","Croydon","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Insolvency Service","London","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","London","Croydon","Unknown","35","30","31640","29150"
"In post","2021","Insolvency Service","London","Hackney and Newham","Heterosexual / straight","130","125","44030","43070"
"In post","2021","Insolvency Service","London","Hackney and Newham","LGBO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","London","Hackney and Newham","Undeclared","10","10","[c]","[c]"
"In post","2021","Insolvency Service","London","Hackney and Newham","Unknown","105","100","41670","41960"
"In post","2021","Insolvency Service","North East (England)","Tyneside","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","Tyneside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North East (England)","Tyneside","Unknown","25","25","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Blackpool","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Blackpool","Unknown","20","15","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Manchester","Heterosexual / straight","105","100","34480","35070"
"In post","2021","Insolvency Service","North West (England)","Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Manchester","Unknown","75","75","31280","26580"
"In post","2021","Insolvency Service","North West (England)","Wirral","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Wirral","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","North West (England)","Wirral","Unknown","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","City of Edinburgh","Heterosexual / straight","30","30","26630","20880"
"In post","2021","Insolvency Service","Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Scotland","City of Edinburgh","Unknown","40","40","24980","20880"
"In post","2021","Insolvency Service","South East (England)","Berkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Berkshire","Unknown","15","15","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Brighton and Hove","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Medway","Heterosexual / straight","35","30","27620","24020"
"In post","2021","Insolvency Service","South East (England)","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Medway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Medway","Unknown","20","20","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Southampton","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South East (England)","Southampton","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Bristol, City of","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Bristol, City of","Unknown","15","15","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Devon CC","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Devon CC","LGBO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Devon CC","Unknown","15","15","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Plymouth","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","South West (England)","Plymouth","Unknown","25","20","[c]","[c]"
"In post","2021","Insolvency Service","Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","45","40","29510","26290"
"In post","2021","Insolvency Service","Wales","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Wales","Cardiff and Vale of Glamorgan","Unknown","25","25","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","Birmingham","Heterosexual / straight","200","190","34180","32060"
"In post","2021","Insolvency Service","West Midlands (England)","Birmingham","LGBO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","Birmingham","Undeclared","15","15","[c]","[c]"
"In post","2021","Insolvency Service","West Midlands (England)","Birmingham","Unknown","205","195","27480","20880"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Leeds","Heterosexual / straight","55","50","32630","31000"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Leeds","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Yorkshire and The Humber","Leeds","Unknown","55","50","30140","26290"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","Nottingham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","East Midlands (England)","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","Westminster","Heterosexual / straight","70","70","56030","54230"
"In post","2021","Institute for Apprenticeships and Technical Education","London","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","Westminster","Undeclared","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","Westminster","Unknown","30","30","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","North West (England)","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","Bristol, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","South West (England)","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","Coventry","Heterosexual / straight","65","65","44310","49960"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","Coventry","LGBO","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","Coventry","Unknown","20","20","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Sheffield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Nottingham","Heterosexual / straight","135","125","23710","21170"
"In post","2021","Legal Aid Agency","East Midlands (England)","Nottingham","LGBO","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Nottingham","Undeclared","20","15","[c]","[c]"
"In post","2021","Legal Aid Agency","East Midlands (England)","Nottingham","Unknown","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","East of England","Cambridgeshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","East of England","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Tower Hamlets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Westminster","Heterosexual / straight","135","130","43980","39720"
"In post","2021","Legal Aid Agency","London","Westminster","LGBO","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Westminster","Undeclared","20","20","[c]","[c]"
"In post","2021","Legal Aid Agency","London","Westminster","Unknown","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Darlington","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Durham CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Durham CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Tyneside","Heterosexual / straight","205","190","23840","21170"
"In post","2021","Legal Aid Agency","North East (England)","Tyneside","LGBO","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Tyneside","Undeclared","25","20","[c]","[c]"
"In post","2021","Legal Aid Agency","North East (England)","Tyneside","Unknown","25","25","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Liverpool","Heterosexual / straight","140","135","24550","22570"
"In post","2021","Legal Aid Agency","North West (England)","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Liverpool","Undeclared","25","20","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Liverpool","Unknown","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Manchester","Heterosexual / straight","50","50","30050","26550"
"In post","2021","Legal Aid Agency","North West (England)","Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Manchester","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Glasgow City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Scotland","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Brighton and Hove","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South East (England)","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Bristol, City of","Heterosexual / straight","55","50","26110","22570"
"In post","2021","Legal Aid Agency","South West (England)","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Bristol, City of","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Gloucestershire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","South West (England)","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
