"Status","Year","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Transport","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department of Health and Social Care","Finance","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Finance","80","[c]","36620","33630"
"Leaver CS","2021","Finance","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice","Finance","25","[c]","52180","49430"
"Leaver CS","2021","Finance","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Government","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","85","[c]","24610","21050"
"Leaver CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Attorney General's Departments","Human Resources","10","[c]","50500","55610"
"Leaver CS","2021","Human Resources","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","Unknown","30","[c]","38010","26750"
"Leaver CS","2021","Human Resources","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","15","[c]","42430","38980"
"Leaver CS","2021","Human Resources","Department for International Trade","Human Resources","10","[c]","39130","36290"
"Leaver CS","2021","Human Resources","Department for Transport","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","Human Resources","10","[c]","41000","40290"
"Leaver CS","2021","Human Resources","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","Human Resources","95","[c]","35210","26670"
"Leaver CS","2021","Human Resources","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","Human Resources","35","[c]","37230","32210"
"Leaver CS","2021","Human Resources","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","Human Resources","10","[c]","36090","33650"
"Leaver CS","2021","Human Resources","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Treasury","Internal Audit","20","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Legal","230","[c]","59240","55610"
"Leaver CS","2021","Legal","Attorney General's Departments","Operational Delivery","105","[c]","27160","23520"
"Leaver CS","2021","Legal","Attorney General's Departments","Other","25","[c]","29800","26680"
"Leaver CS","2021","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Legal","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","Legal","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Legal","25","[c]","50390","58360"
"Leaver CS","2021","Legal","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Legal","95","[c]","41620","43460"
"Leaver CS","2021","Legal","Ministry of Justice","Operational Delivery","20","[c]","26740","26410"
"Leaver CS","2021","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","Legal","20","[c]","53760","52490"
"Leaver CS","2021","Legal","Scottish Government","Operational Delivery","100","[c]","27690","22820"
"Leaver CS","2021","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Legal","10","[c]","36500","36500"
"Leaver CS","2021","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","Unknown","115","[c]","42010","32000"
"Leaver CS","2021","No function","Chancellor's other departments","Other","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","145","[c]","30650","24380"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Policy","125","[c]","52300","52300"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Other","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Policy","55","[c]","46150","34280"
"Leaver CS","2021","No function","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","85","[c]","27490","24370"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Policy","140","[c]","37480","32400"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","40","[c]","26030","24370"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Veterinarian","15","[c]","47890","51760"
"Leaver CS","2021","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","International Trade","45","[c]","43030","32120"
"Leaver CS","2021","No function","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Other","15","[c]","27700","25730"
"Leaver CS","2021","No function","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Policy","10","[c]","27100","18200"
"Leaver CS","2021","No function","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Operational Delivery","505","[c]","25440","21590"
"Leaver CS","2021","No function","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Policy","20","[c]","37910","35180"
"Leaver CS","2021","No function","Department for Transport","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","Operational Delivery","90","[c]","44190","44320"
"Leaver CS","2021","No function","Department for Work and Pensions","Policy","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","Science and Engineering","10","[c]","42060","30820"
"Leaver CS","2021","No function","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department of Health and Social Care","Knowledge and Information Management","55","[c]","37330","32650"
"Leaver CS","2021","No function","Department of Health and Social Care","Medicine","60","[c]","84450","98480"
"Leaver CS","2021","No function","Department of Health and Social Care","Operational Delivery","270","[c]","39140","32650"
"Leaver CS","2021","No function","Department of Health and Social Care","Science and Engineering","305","[c]","33130","30610"
"Leaver CS","2021","No function","ESTYN","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Operational Delivery","15","[c]","31630","27190"
"Leaver CS","2021","No function","Food Standards Agency","Policy","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","Operational Delivery","195","[c]","27520","27130"
"Leaver CS","2021","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Policy","45","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","Operational Delivery","30","[c]","35060","33290"
"Leaver CS","2021","No function","Ministry of Defence","Operational Research","20","[c]","25910","17180"
"Leaver CS","2021","No function","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","Science and Engineering","120","[c]","28190","26480"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Operational Delivery","30","[c]","43720","43140"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Planning","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Planning Inspectors","25","[c]","42680","41020"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Policy","35","[c]","46970","42000"
"Leaver CS","2021","No function","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Operational Delivery","5010","[c]","22020","20100"
"Leaver CS","2021","No function","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Policy","40","[c]","48440","36800"
"Leaver CS","2021","No function","Ministry of Justice","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Psychology","100","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Operational Delivery","155","[c]","43260","40170"
"Leaver CS","2021","No function","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Inspector of Education and Training","70","[c]","67180","75500"
"Leaver CS","2021","No function","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Operational Delivery","25","[c]","23550","21160"
"Leaver CS","2021","No function","Office for Standards in Education","Other","10","[c]","27130","21060"
"Leaver CS","2021","No function","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","15","[c]","24870","23450"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","45","[c]","46970","36880"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Operational Delivery","10","[c]","46850","53840"
"Leaver CS","2021","No function","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Operational Delivery","255","[c]","29650","28410"
"Leaver CS","2021","No function","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Other","15","[c]","37520","29760"
"Leaver CS","2021","No function","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Operational Delivery","15","[c]","20700","19870"
"Leaver CS","2021","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","180","[c]","24330","19520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","25","[c]","55960","53490"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","10","[c]","39950","34910"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Other","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Policy","25","[c]","51600","54760"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","15","[c]","37540","31310"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Commercial","35","[c]","35150","30030"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Digital, Data and Technology","15","[c]","40930","34490"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Operational Delivery","15","[c]","33190","28850"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Other","125","[c]","29060","23460"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","290","[c]","38040","35790"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","150","[c]","35770","33740"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Operational Delivery","15","[c]","33930","30850"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Project Delivery","10","[c]","42540","34830"
"Leaver CS","2021","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Unknown","20","[c]","30010","26540"
"Leaver CS","2021","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","5","[c]","[c]","[c]"
