"Status","Year","Age","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Property","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Property","Overseas","EO","10","10","[c]","[c]"
"In post","2021","40-49","Property","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Property","Overseas","SEO/HEO","30","30","37920","38360"
"In post","2021","40-49","Property","Scotland","AA/AO","20","20","19080","18800"
"In post","2021","40-49","Property","Scotland","EO","10","10","26580","26670"
"In post","2021","40-49","Property","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Scotland","SEO/HEO","40","35","36920","34270"
"In post","2021","40-49","Property","South East (England)","AA/AO","25","25","19510","18780"
"In post","2021","40-49","Property","South East (England)","EO","45","40","26900","26670"
"In post","2021","40-49","Property","South East (England)","G6/G7","35","35","56680","55810"
"In post","2021","40-49","Property","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","South East (England)","SEO/HEO","95","90","37630","35000"
"In post","2021","40-49","Property","South West (England)","AA/AO","20","15","19720","19050"
"In post","2021","40-49","Property","South West (England)","EO","35","30","26180","26500"
"In post","2021","40-49","Property","South West (England)","G6/G7","35","35","54090","52920"
"In post","2021","40-49","Property","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","South West (England)","SEO/HEO","115","110","35860","33320"
"In post","2021","40-49","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Wales","AA/AO","15","15","23180","23830"
"In post","2021","40-49","Property","Wales","EO","25","25","26800","26670"
"In post","2021","40-49","Property","Wales","G6/G7","15","15","55440","54990"
"In post","2021","40-49","Property","Wales","SEO/HEO","45","40","37090","36450"
"In post","2021","40-49","Property","West Midlands (England)","AA/AO","15","15","19600","20920"
"In post","2021","40-49","Property","West Midlands (England)","EO","20","20","26030","25930"
"In post","2021","40-49","Property","West Midlands (England)","G6/G7","25","25","58630","54540"
"In post","2021","40-49","Property","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","West Midlands (England)","SEO/HEO","60","55","36020","33300"
"In post","2021","40-49","Property","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Property","Yorkshire and The Humber","EO","25","20","26190","26000"
"In post","2021","40-49","Property","Yorkshire and The Humber","G6/G7","30","30","56470","54990"
"In post","2021","40-49","Property","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Yorkshire and The Humber","SEO/HEO","60","60","34340","33280"
"In post","2021","40-49","Psychology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","East Midlands (England)","EO","15","15","26310","26330"
"In post","2021","40-49","Psychology","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","East Midlands (England)","SEO/HEO","25","25","43270","42910"
"In post","2021","40-49","Psychology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","East of England","EO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","East of England","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","East of England","SEO/HEO","20","20","45720","47930"
"In post","2021","40-49","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","North East (England)","SEO/HEO","10","10","44870","43870"
"In post","2021","40-49","Psychology","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","North West (England)","SEO/HEO","25","20","43010","45830"
"In post","2021","40-49","Psychology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","South East (England)","EO","15","10","26910","26330"
"In post","2021","40-49","Psychology","South East (England)","G6/G7","15","15","59180","59080"
"In post","2021","40-49","Psychology","South East (England)","SEO/HEO","30","25","42630","42910"
"In post","2021","40-49","Psychology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","South West (England)","G6/G7","10","10","59240","59080"
"In post","2021","40-49","Psychology","South West (England)","SEO/HEO","10","5","[c]","[c]"
"In post","2021","40-49","Psychology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","40-49","Psychology","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Psychology","Yorkshire and The Humber","SEO/HEO","25","25","42000","43870"
"In post","2021","40-49","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","East Midlands (England)","G6/G7","30","30","56420","53430"
"In post","2021","40-49","Science and Engineering","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","East Midlands (England)","SEO/HEO","75","70","37460","37970"
"In post","2021","40-49","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","East of England","AA/AO","15","15","21850","21570"
"In post","2021","40-49","Science and Engineering","East of England","EO","30","30","25890","25190"
"In post","2021","40-49","Science and Engineering","East of England","G6/G7","60","55","55790","53860"
"In post","2021","40-49","Science and Engineering","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","East of England","SEO/HEO","120","110","36720","37280"
"In post","2021","40-49","Science and Engineering","London","AA/AO","15","15","23880","23800"
"In post","2021","40-49","Science and Engineering","London","EO","15","15","29040","27680"
"In post","2021","40-49","Science and Engineering","London","G6/G7","170","160","60720","59590"
"In post","2021","40-49","Science and Engineering","London","SCS level","20","20","95400","84640"
"In post","2021","40-49","Science and Engineering","London","SEO/HEO","135","125","40230","40810"
"In post","2021","40-49","Science and Engineering","London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","North East (England)","SEO/HEO","15","10","38910","38890"
"In post","2021","40-49","Science and Engineering","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","40-49","Science and Engineering","North West (England)","G6/G7","15","15","56050","50460"
"In post","2021","40-49","Science and Engineering","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","North West (England)","SEO/HEO","50","45","37200","37470"
"In post","2021","40-49","Science and Engineering","North West (England)","Unknown","20","20","44530","47750"
"In post","2021","40-49","Science and Engineering","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Overseas","SEO/HEO","10","10","47490","45610"
"In post","2021","40-49","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Scotland","EO","10","10","24980","25830"
"In post","2021","40-49","Science and Engineering","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Scotland","SEO/HEO","35","35","42370","42120"
"In post","2021","40-49","Science and Engineering","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","South East (England)","AA/AO","30","30","23050","24370"
"In post","2021","40-49","Science and Engineering","South East (England)","EO","40","40","27160","28120"
"In post","2021","40-49","Science and Engineering","South East (England)","G6/G7","190","180","52370","52310"
"In post","2021","40-49","Science and Engineering","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","South East (England)","SEO/HEO","160","150","37040","37350"
"In post","2021","40-49","Science and Engineering","South West (England)","AA/AO","45","45","20590","20520"
"In post","2021","40-49","Science and Engineering","South West (England)","EO","65","60","25800","25390"
"In post","2021","40-49","Science and Engineering","South West (England)","G6/G7","495","475","53050","50360"
"In post","2021","40-49","Science and Engineering","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","South West (England)","SEO/HEO","615","590","37950","38660"
"In post","2021","40-49","Science and Engineering","South West (England)","Unknown","80","80","51160","51120"
"In post","2021","40-49","Science and Engineering","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Unknown","Unknown","20","20","28240","27370"
"In post","2021","40-49","Science and Engineering","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Wales","EO","45","45","28240","28750"
"In post","2021","40-49","Science and Engineering","Wales","G6/G7","100","90","60410","59720"
"In post","2021","40-49","Science and Engineering","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Wales","SEO/HEO","50","45","40960","40800"
"In post","2021","40-49","Science and Engineering","West Midlands (England)","AA/AO","15","15","21420","21930"
"In post","2021","40-49","Science and Engineering","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2021","40-49","Science and Engineering","West Midlands (England)","G6/G7","15","10","58340","51440"
"In post","2021","40-49","Science and Engineering","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","West Midlands (England)","SEO/HEO","45","40","37100","36910"
"In post","2021","40-49","Science and Engineering","Yorkshire and The Humber","AA/AO","15","15","21510","20980"
"In post","2021","40-49","Science and Engineering","Yorkshire and The Humber","EO","20","20","27100","28190"
"In post","2021","40-49","Science and Engineering","Yorkshire and The Humber","G6/G7","30","25","56880","50860"
"In post","2021","40-49","Science and Engineering","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Science and Engineering","Yorkshire and The Humber","SEO/HEO","60","55","36510","37360"
"In post","2021","40-49","Security","East Midlands (England)","AA/AO","20","20","27190","20920"
"In post","2021","40-49","Security","East Midlands (England)","EO","10","10","34560","34070"
"In post","2021","40-49","Security","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","East of England","AA/AO","70","70","29360","25740"
"In post","2021","40-49","Security","East of England","EO","15","15","38810","43840"
"In post","2021","40-49","Security","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","East of England","SEO/HEO","20","20","38800","36450"
"In post","2021","40-49","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","London","AA/AO","50","50","29350","25140"
"In post","2021","40-49","Security","London","EO","35","35","31940","29740"
"In post","2021","40-49","Security","London","G6/G7","55","55","61910","58880"
"In post","2021","40-49","Security","London","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Security","London","SEO/HEO","110","110","42570","42290"
"In post","2021","40-49","Security","London","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Security","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Security","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","North East (England)","SEO/HEO","15","15","36730","36480"
"In post","2021","40-49","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","North West (England)","AA/AO","25","25","25530","19560"
"In post","2021","40-49","Security","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Security","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Security","North West (England)","SEO/HEO","20","20","35360","34620"
"In post","2021","40-49","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Northern Ireland","AA/AO","115","115","20570","20310"
"In post","2021","40-49","Security","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Overseas","SEO/HEO","10","10","33440","34290"
"In post","2021","40-49","Security","Scotland","AA/AO","190","190","31510","39070"
"In post","2021","40-49","Security","Scotland","EO","20","20","39860","43920"
"In post","2021","40-49","Security","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Scotland","SEO/HEO","10","5","[c]","[c]"
"In post","2021","40-49","Security","South East (England)","AA/AO","250","245","31760","39070"
"In post","2021","40-49","Security","South East (England)","EO","65","65","36590","41600"
"In post","2021","40-49","Security","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Security","South East (England)","SEO/HEO","35","35","41580","38160"
"In post","2021","40-49","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","South West (England)","AA/AO","140","140","26930","19560"
"In post","2021","40-49","Security","South West (England)","EO","30","30","27720","26670"
"In post","2021","40-49","Security","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Security","South West (England)","SEO/HEO","25","25","36690","34770"
"In post","2021","40-49","Security","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Wales","AA/AO","40","40","22730","21020"
"In post","2021","40-49","Security","Wales","EO","10","10","27980","26670"
"In post","2021","40-49","Security","Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Security","Wales","SEO/HEO","15","15","35040","32860"
"In post","2021","40-49","Security","West Midlands (England)","AA/AO","45","45","25430","19560"
"In post","2021","40-49","Security","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Security","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Security","West Midlands (England)","SEO/HEO","25","25","38150","36740"
"In post","2021","40-49","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Yorkshire and The Humber","AA/AO","80","80","31450","39070"
"In post","2021","40-49","Security","Yorkshire and The Humber","EO","15","15","35350","40190"
"In post","2021","40-49","Security","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","London","G6/G7","65","60","60810","59540"
"In post","2021","40-49","Social Research","London","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Social Research","London","SEO/HEO","25","25","41490","42470"
"In post","2021","40-49","Social Research","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","South East (England)","G6/G7","15","15","51820","50090"
"In post","2021","40-49","Social Research","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","South East (England)","SEO/HEO","25","20","35120","36030"
"In post","2021","40-49","Social Research","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","Wales","G6/G7","15","15","51240","49100"
"In post","2021","40-49","Social Research","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Research","Wales","SEO/HEO","70","65","42050","47000"
"In post","2021","40-49","Social Research","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Statistics","London","EO","5","5","[c]","[c]"
"In post","2021","40-49","Statistics","London","G6/G7","105","95","60630","59540"
"In post","2021","40-49","Statistics","London","SCS level","15","15","82310","78830"
"In post","2021","40-49","Statistics","London","SEO/HEO","65","60","41220","41710"
"In post","2021","40-49","Statistics","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Statistics","North West (England)","SEO/HEO","15","10","36390","38630"
"In post","2021","40-49","Statistics","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Statistics","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","South East (England)","G6/G7","20","15","54780","51640"
"In post","2021","40-49","Statistics","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","South East (England)","SEO/HEO","10","10","36540","37580"
"In post","2021","40-49","Statistics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","South West (England)","G6/G7","10","10","61770","59810"
"In post","2021","40-49","Statistics","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","South West (England)","SEO/HEO","20","20","37430","39850"
"In post","2021","40-49","Statistics","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Wales","G6/G7","35","35","55580","57120"
"In post","2021","40-49","Statistics","Wales","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Statistics","Wales","SEO/HEO","30","25","36740","37020"
"In post","2021","40-49","Statistics","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Statistics","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","G6/G7","10","10","51230","49690"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Statistics","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Tax","East Midlands (England)","AA/AO","45","40","20170","20140"
"In post","2021","40-49","Tax","East Midlands (England)","EO","55","45","26010","25560"
"In post","2021","40-49","Tax","East Midlands (England)","G6/G7","65","60","55370","52580"
"In post","2021","40-49","Tax","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","East Midlands (England)","SEO/HEO","115","115","33930","31810"
"In post","2021","40-49","Tax","East of England","EO","20","15","26780","25870"
"In post","2021","40-49","Tax","East of England","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Tax","East of England","SEO/HEO","40","35","34250","32030"
"In post","2021","40-49","Tax","London","AA/AO","15","15","24470","24120"
"In post","2021","40-49","Tax","London","EO","75","65","30340","29570"
"In post","2021","40-49","Tax","London","G6/G7","70","70","63530","59570"
"In post","2021","40-49","Tax","London","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Tax","London","SEO/HEO","220","215","38100","36230"
"In post","2021","40-49","Tax","North East (England)","AA/AO","105","95","20210","20140"
"In post","2021","40-49","Tax","North East (England)","EO","120","115","25780","25560"
"In post","2021","40-49","Tax","North East (England)","G6/G7","55","55","54930","52580"
"In post","2021","40-49","Tax","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","North East (England)","SEO/HEO","155","150","33640","31810"
"In post","2021","40-49","Tax","North West (England)","AA/AO","155","145","20250","20140"
"In post","2021","40-49","Tax","North West (England)","EO","90","85","25450","25560"
"In post","2021","40-49","Tax","North West (England)","G6/G7","120","120","55900","52580"
"In post","2021","40-49","Tax","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","North West (England)","SEO/HEO","275","270","34030","31810"
"In post","2021","40-49","Tax","Northern Ireland","AA/AO","15","15","20140","20140"
"In post","2021","40-49","Tax","Northern Ireland","EO","25","20","25840","25560"
"In post","2021","40-49","Tax","Northern Ireland","G6/G7","35","30","53450","52580"
"In post","2021","40-49","Tax","Northern Ireland","SEO/HEO","65","65","33470","31810"
"In post","2021","40-49","Tax","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","Scotland","AA/AO","100","95","20190","20140"
"In post","2021","40-49","Tax","Scotland","EO","65","55","26040","25560"
"In post","2021","40-49","Tax","Scotland","G6/G7","45","40","55340","52580"
"In post","2021","40-49","Tax","Scotland","SEO/HEO","180","175","33540","31810"
"In post","2021","40-49","Tax","South East (England)","AA/AO","15","15","20140","20140"
"In post","2021","40-49","Tax","South East (England)","EO","20","20","26870","26650"
"In post","2021","40-49","Tax","South East (England)","G6/G7","15","15","56680","53150"
"In post","2021","40-49","Tax","South East (England)","SEO/HEO","40","40","34260","32100"
"In post","2021","40-49","Tax","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","South West (England)","EO","15","10","26350","25560"
"In post","2021","40-49","Tax","South West (England)","G6/G7","35","35","56780","52960"
"In post","2021","40-49","Tax","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","South West (England)","SEO/HEO","75","75","33840","31810"
"In post","2021","40-49","Tax","Wales","AA/AO","40","35","20220","20140"
"In post","2021","40-49","Tax","Wales","EO","90","85","25650","25560"
"In post","2021","40-49","Tax","Wales","G6/G7","50","50","54860","52580"
"In post","2021","40-49","Tax","Wales","SEO/HEO","125","120","33220","31810"
"In post","2021","40-49","Tax","West Midlands (England)","AA/AO","20","20","20320","20140"
"In post","2021","40-49","Tax","West Midlands (England)","EO","60","55","26020","25560"
"In post","2021","40-49","Tax","West Midlands (England)","G6/G7","40","35","57100","52680"
"In post","2021","40-49","Tax","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Tax","West Midlands (England)","SEO/HEO","130","120","33770","31810"
"In post","2021","40-49","Tax","Yorkshire and The Humber","AA/AO","35","30","20180","20140"
"In post","2021","40-49","Tax","Yorkshire and The Humber","EO","55","55","25770","25560"
"In post","2021","40-49","Tax","Yorkshire and The Humber","G6/G7","55","50","55220","52580"
"In post","2021","40-49","Tax","Yorkshire and The Humber","SEO/HEO","120","120","33330","31810"
"In post","2021","40-49","Unknown","East Midlands (England)","AA/AO","325","270","20790","21010"
"In post","2021","40-49","Unknown","East Midlands (England)","EO","665","605","27440","27570"
"In post","2021","40-49","Unknown","East Midlands (England)","G6/G7","15","15","58660","52580"
"In post","2021","40-49","Unknown","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","East Midlands (England)","SEO/HEO","130","125","32930","31990"
"In post","2021","40-49","Unknown","East of England","AA/AO","220","175","22560","22150"
"In post","2021","40-49","Unknown","East of England","EO","825","745","28610","27570"
"In post","2021","40-49","Unknown","East of England","G6/G7","25","25","56020","53340"
"In post","2021","40-49","Unknown","East of England","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","East of England","SEO/HEO","145","140","35500","35120"
"In post","2021","40-49","Unknown","London","AA/AO","385","325","24340","25110"
"In post","2021","40-49","Unknown","London","EO","1355","1265","30840","31060"
"In post","2021","40-49","Unknown","London","G6/G7","895","865","61760","59160"
"In post","2021","40-49","Unknown","London","SCS level","435","425","92600","82090"
"In post","2021","40-49","Unknown","London","SEO/HEO","655","640","38530","37640"
"In post","2021","40-49","Unknown","North East (England)","AA/AO","950","815","20800","21010"
"In post","2021","40-49","Unknown","North East (England)","EO","890","810","27370","27570"
"In post","2021","40-49","Unknown","North East (England)","G6/G7","190","185","57010","55000"
"In post","2021","40-49","Unknown","North East (England)","SCS level","15","15","89450","82280"
"In post","2021","40-49","Unknown","North East (England)","SEO/HEO","465","445","34020","32400"
"In post","2021","40-49","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","North West (England)","AA/AO","1665","1420","20720","21010"
"In post","2021","40-49","Unknown","North West (England)","EO","2215","2040","27400","27570"
"In post","2021","40-49","Unknown","North West (England)","G6/G7","260","255","57930","55210"
"In post","2021","40-49","Unknown","North West (England)","SCS level","35","35","88670","82020"
