"Status","Year","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Harrow and Hillingdon","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Heart of Essex","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","AO","Male","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","EO","Female","30","25","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","EO","Male","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","G6","Female","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","G6","Male","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","G7","Female","45","45","54740","53860"
"In post","2021","Department of Health and Social Care","Hertfordshire","G7","Male","25","25","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","HEO","Female","35","35","33330","33090"
"In post","2021","Department of Health and Social Care","Hertfordshire","HEO","Male","35","35","33800","33090"
"In post","2021","Department of Health and Social Care","Hertfordshire","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Hertfordshire","SEO","Female","60","55","41690","41010"
"In post","2021","Department of Health and Social Care","Hertfordshire","SEO","Male","25","25","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lambeth","AA","Female","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lambeth","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lambeth","AO","Female","30","30","22810","23530"
"In post","2021","Department of Health and Social Care","Lambeth","AO","Male","15","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lambeth","EO","Female","180","155","26950","26880"
"In post","2021","Department of Health and Social Care","Lambeth","EO","Male","55","45","26560","26880"
"In post","2021","Department of Health and Social Care","Lambeth","G6","Female","125","120","70830","67450"
"In post","2021","Department of Health and Social Care","Lambeth","G6","Male","85","85","70470","67800"
"In post","2021","Department of Health and Social Care","Lambeth","G7","Female","275","255","54160","53140"
"In post","2021","Department of Health and Social Care","Lambeth","G7","Male","135","130","54670","53860"
"In post","2021","Department of Health and Social Care","Lambeth","HEO","Female","235","220","32790","32330"
"In post","2021","Department of Health and Social Care","Lambeth","HEO","Male","80","75","33370","32650"
"In post","2021","Department of Health and Social Care","Lambeth","SCS level","Female","95","75","105790","100010"
"In post","2021","Department of Health and Social Care","Lambeth","SCS level","Male","70","55","101820","96070"
"In post","2021","Department of Health and Social Care","Lambeth","SEO","Female","285","255","40520","40070"
"In post","2021","Department of Health and Social Care","Lambeth","SEO","Male","110","100","41250","41030"
"In post","2021","Department of Health and Social Care","Leeds","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leeds","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leeds","AO","Female","35","30","19940","19630"
"In post","2021","Department of Health and Social Care","Leeds","AO","Male","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leeds","EO","Female","80","75","24670","23850"
"In post","2021","Department of Health and Social Care","Leeds","EO","Male","50","50","24210","23440"
"In post","2021","Department of Health and Social Care","Leeds","G6","Female","85","80","64330","62400"
"In post","2021","Department of Health and Social Care","Leeds","G6","Male","55","55","65450","62400"
"In post","2021","Department of Health and Social Care","Leeds","G7","Female","190","180","50770","49530"
"In post","2021","Department of Health and Social Care","Leeds","G7","Male","150","150","51480","50390"
"In post","2021","Department of Health and Social Care","Leeds","HEO","Female","195","185","29950","28970"
"In post","2021","Department of Health and Social Care","Leeds","HEO","Male","110","110","29920","28970"
"In post","2021","Department of Health and Social Care","Leeds","SCS level","Female","30","25","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leeds","SCS level","Male","35","35","92710","81400"
"In post","2021","Department of Health and Social Care","Leeds","SEO","Female","170","160","37830","36820"
"In post","2021","Department of Health and Social Care","Leeds","SEO","Male","100","100","38090","36820"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","SEO","Female","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Leicestershire CC and Rutland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","EO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","EO","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","G7","Female","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","HEO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","SEO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Lewisham and Southwark","SEO","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","AO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","EO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","G6","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","G7","Female","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","G7","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","HEO","Female","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","HEO","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","SEO","Female","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Liverpool","SEO","Male","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","AA","Female","20","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","AA","Male","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","AO","Female","55","50","20100","19630"
"In post","2021","Department of Health and Social Care","Manchester","AO","Male","45","45","20180","19630"
"In post","2021","Department of Health and Social Care","Manchester","EO","Female","45","45","24310","23700"
"In post","2021","Department of Health and Social Care","Manchester","EO","Male","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","G6","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","G7","Female","30","30","50360","50200"
"In post","2021","Department of Health and Social Care","Manchester","G7","Male","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","HEO","Female","45","40","31810","31370"
"In post","2021","Department of Health and Social Care","Manchester","HEO","Male","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","SCS level","Male","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Manchester","SEO","Female","40","30","39440","37650"
"In post","2021","Department of Health and Social Care","Manchester","SEO","Male","20","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","G7","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","HEO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","SEO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Kent","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","EO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","G7","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","HEO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","SEO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mid Lancashire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Nottinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Nottinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Nottinghamshire","SEO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Nottinghamshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North Yorkshire CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","AO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","EO","Female","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","G6","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","G6","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","G7","Female","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","G7","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","HEO","Female","40","35","31130","30530"
"In post","2021","Department of Health and Social Care","Nottingham","HEO","Male","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","SEO","Female","25","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Nottingham","SEO","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","AO","Female","35","30","21640","21570"
"In post","2021","Department of Health and Social Care","Oxfordshire","AO","Male","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","EO","Female","25","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","EO","Male","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","G6","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","G6","Male","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","G7","Female","60","55","53930","52310"
"In post","2021","Department of Health and Social Care","Oxfordshire","G7","Male","35","35","53800","52330"
"In post","2021","Department of Health and Social Care","Oxfordshire","HEO","Female","35","30","32450","31420"
"In post","2021","Department of Health and Social Care","Oxfordshire","HEO","Male","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Oxfordshire","SEO","Female","45","40","39740","39400"
"In post","2021","Department of Health and Social Care","Oxfordshire","SEO","Male","40","40","40120","40030"
"In post","2021","Department of Health and Social Care","Sheffield","AO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","EO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","HEO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","SEO","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Sheffield","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Solihull","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Solihull","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Solihull","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Solihull","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Solihull","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Solihull","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Somerset","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","AO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","G7","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South Hampshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Southampton","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Southampton","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Southampton","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Southampton","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Staffordshire CC","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Suffolk","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Suffolk","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tower Hamlets","AO","Female","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tower Hamlets","AO","Male","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tower Hamlets","EO","Female","120","115","27860","27400"
"In post","2021","Department of Health and Social Care","Tower Hamlets","EO","Male","50","50","27580","27400"
"In post","2021","Department of Health and Social Care","Tower Hamlets","G6","Female","70","60","67550","66850"
"In post","2021","Department of Health and Social Care","Tower Hamlets","G6","Male","65","60","67540","66850"
"In post","2021","Department of Health and Social Care","Tower Hamlets","G7","Female","120","115","53520","53620"
"In post","2021","Department of Health and Social Care","Tower Hamlets","G7","Male","75","75","53770","53830"
"In post","2021","Department of Health and Social Care","Tower Hamlets","HEO","Female","95","90","33270","32980"
"In post","2021","Department of Health and Social Care","Tower Hamlets","HEO","Male","40","40","33210","33090"
"In post","2021","Department of Health and Social Care","Tower Hamlets","SCS level","Female","70","65","85920","83500"
"In post","2021","Department of Health and Social Care","Tower Hamlets","SCS level","Male","60","60","88850","85230"
"In post","2021","Department of Health and Social Care","Tower Hamlets","SEO","Female","120","120","41360","40850"
"In post","2021","Department of Health and Social Care","Tower Hamlets","SEO","Male","85","85","41240","40860"
"In post","2021","Department of Health and Social Care","Tyneside","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","AO","Female","15","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","EO","Female","15","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","G6","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","G7","Female","25","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","HEO","Female","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","HEO","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","SEO","Female","25","20","[c]","[c]"
"In post","2021","Department of Health and Social Care","Tyneside","SEO","Male","10","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Cumbria","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Cumbria","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","AO","Female","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","G7","Female","10","10","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","HEO","Female","20","15","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Essex","HEO","Male","[c]","[c]","[c]","[c]"
