"Status","Year","Ethnicity","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Blackburn with Darwen","Unknown","30","25","[c]","[c]"
"In post","2021","Asian","Blackpool","Heterosexual / straight","70","65","29760","27570"
"In post","2021","Asian","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bradford","Heterosexual / straight","475","430","25750","25560"
"In post","2021","Asian","Bradford","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Bradford","Undeclared","35","30","23110","20160"
"In post","2021","Asian","Bradford","Unknown","165","140","24050","21440"
"In post","2021","Asian","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","Heterosexual / straight","105","95","30200","31060"
"In post","2021","Asian","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Brent","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bristol, City of","Heterosexual / straight","130","125","33860","29220"
"In post","2021","Asian","Bristol, City of","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Bristol, City of","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","Bristol, City of","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Bromley","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","Heterosexual / straight","75","70","31250","27570"
"In post","2021","Asian","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","Heterosexual / straight","120","110","26990","27570"
"In post","2021","Asian","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","Heterosexual / straight","70","70","34030","29000"
"In post","2021","Asian","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Cambridgeshire CC","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Camden and City of London","Heterosexual / straight","450","430","32210","29570"
"In post","2021","Asian","Camden and City of London","LGBO","10","5","[c]","[c]"
"In post","2021","Asian","Camden and City of London","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","Camden and City of London","Unknown","90","85","38080","36160"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","Heterosexual / straight","205","195","30220","25560"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","Heterosexual / straight","50","50","32730","29430"
"In post","2021","Asian","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","Heterosexual / straight","105","100","34980","31920"
"In post","2021","Asian","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Clackmannanshire and Fife","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Coventry","Heterosexual / straight","325","315","33270","29730"
"In post","2021","Asian","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Coventry","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Coventry","Unknown","80","70","35550","33560"
"In post","2021","Asian","Croydon","Heterosexual / straight","1380","1290","34650","29570"
"In post","2021","Asian","Croydon","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Croydon","Undeclared","140","125","31370","29080"
"In post","2021","Asian","Croydon","Unknown","80","70","32970","31470"
"In post","2021","Asian","Darlington","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derby","Heterosexual / straight","80","70","25660","26180"
"In post","2021","Asian","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derby","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Derby","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derry City and Strabane","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Asian","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Dorset CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dudley","Heterosexual / straight","70","65","24520","21010"
"In post","2021","Asian","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dudley","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Dumfries and Galloway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","Heterosexual / straight","40","35","24830","21430"
"In post","2021","Asian","Durham CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Durham CC","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Ealing","Heterosexual / straight","130","120","31870","31060"
"In post","2021","Asian","Ealing","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Ealing","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Ealing","Unknown","45","40","30320","31060"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","Heterosexual / straight","35","35","26410","25410"
"In post","2021","Asian","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lancashire","Heterosexual / straight","55","50","24890","27570"
"In post","2021","Asian","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lancashire","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","Heterosexual / straight","35","30","30710","29290"
"In post","2021","Asian","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Sussex CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Enfield","Heterosexual / straight","55","50","30540","31060"
"In post","2021","Asian","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Enfield","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Enfield","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Essex Haven Gateway","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Asian","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","Heterosexual / straight","30","30","28430","29290"
"In post","2021","Asian","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Falkirk","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Asian","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Glasgow City","Heterosexual / straight","165","150","28770","25560"
"In post","2021","Asian","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Glasgow City","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Glasgow City","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Gloucestershire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Asian","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester North East","Heterosexual / straight","95","90","27570","27570"
"In post","2021","Asian","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester North East","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester North East","Unknown","15","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester North West","Heterosexual / straight","60","55","24670","23860"
"In post","2021","Asian","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester North West","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Greater Manchester South East","Heterosexual / straight","70","65","24820","21920"
"In post","2021","Asian","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester South East","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Greater Manchester South East","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Greater Manchester South West","Heterosexual / straight","380","360","29200","25560"
"In post","2021","Asian","Greater Manchester South West","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Greater Manchester South West","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Greater Manchester South West","Unknown","55","50","25620","23320"
"In post","2021","Asian","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hackney and Newham","Heterosexual / straight","460","420","31890","31060"
"In post","2021","Asian","Hackney and Newham","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Hackney and Newham","Undeclared","45","35","31200","30460"
"In post","2021","Asian","Hackney and Newham","Unknown","175","150","30160","28300"
"In post","2021","Asian","Haringey and Islington","Heterosexual / straight","125","120","28820","31060"
"In post","2021","Asian","Haringey and Islington","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Haringey and Islington","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Harrow and Hillingdon","Heterosexual / straight","1060","980","29920","29080"
"In post","2021","Asian","Harrow and Hillingdon","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Harrow and Hillingdon","Undeclared","105","90","29050","29010"
"In post","2021","Asian","Harrow and Hillingdon","Unknown","60","50","30470","31060"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heart of Essex","Heterosexual / straight","30","30","30380","29290"
"In post","2021","Asian","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
