"Status","Year","Organisation","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","Scottish Government","Scotland","Heterosexual / straight","80","70","32700","29190"
"In post","2021","Accountant in Bankruptcy","Scottish Government","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scottish Government","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","Scottish Government","Scotland","Unknown","30","25","27060","22230"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Heterosexual / straight","40","35","33820","32650"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","40","40","24600","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","Heterosexual / straight","30","25","35170","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","130","125","42740","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Undeclared","30","30","42960","40890"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","Unknown","35","35","41580","43750"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","Heterosexual / straight","80","75","31310","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","40","35","26030","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","Heterosexual / straight","85","75","31330","31140"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","Unknown","35","35","26470","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","Heterosexual / straight","70","65","31930","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","Unknown","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","Heterosexual / straight","40","35","34480","33370"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","Heterosexual / straight","50","45","32330","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","Unknown","25","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","45","40","32630","31040"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","30","25","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Heterosexual / straight","40","35","35250","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Heterosexual / straight","60","60","31830","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","105","100","31580","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Undeclared","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Unknown","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","70","70","35820","31800"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","200","190","27590","24920"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Undeclared","40","35","30130","25230"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Heterosexual / straight","100","95","31330","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","480","455","32740","28600"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","30","30","28180","24920"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Undeclared","80","80","38370","33790"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","85","80","30640","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Heterosexual / straight","290","275","29150","24920"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Undeclared","55","50","28890","25320"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","60","55","29450","25600"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Heterosexual / straight","220","205","28120","25010"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Unknown","60","50","28810","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Heterosexual / straight","180","170","29930","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Undeclared","35","35","29130","27960"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","35","35","28760","26060"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Heterosexual / straight","140","135","29250","25330"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","LGBO","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Undeclared","30","30","33120","30130"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","20","15","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","London","Unknown","30","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Heterosexual / straight","55","50","39830","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Unknown","50","45","56820","55460"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","Heterosexual / straight","3220","3165","51980","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","LGBO","365","360","47280","41820"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","Undeclared","405","400","50850","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","Unknown","2505","2485","47150","34550"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Heterosexual / straight","315","290","28550","23850"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Undeclared","20","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Unknown","70","65","34980","28630"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Heterosexual / straight","170","165","44130","37300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Unknown","270","265","49100","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Unknown","65","65","50160","50260"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Heterosexual / straight","80","75","37440","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Unknown","125","125","46700","35900"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Heterosexual / straight","60","60","44300","38420"
