"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","Commercial","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Debt","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
