"Status","Year","Organisation","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","Heterosexual / straight","40","35","32280","29180"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","Heterosexual / straight","40","35","25910","25100"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Heterosexual / straight","45","45","32050","31460"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Undeclared","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","Heterosexual / straight","55","50","30470","25670"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Heterosexual / straight","85","80","31400","29180"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","Heterosexual / straight","105","100","28200","25100"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","Heterosexual / straight","35","30","26430","21050"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","Heterosexual / straight","35","30","31310","28710"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","Heterosexual / straight","395","375","33020","28550"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","Undeclared","70","65","39080","33890"
"In post","2021","Animal and Plant Health Agency","West Surrey","Outside London","Unknown","75","70","30420","24370"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
