"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Legal","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","North East (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","North West (England)","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","Scotland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","South East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","Wales","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","East Midlands (England)","55","55","34430","31920"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","East of England","110","100","31990","29760"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","London","80","75","37750","31800"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","North East (England)","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","North West (England)","200","185","28430","24920"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","Scotland","90","85","31990","27350"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","South East (England)","510","485","33120","28630"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","South West (England)","295","280","29760","25150"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","Wales","235","220","28630","25100"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","West Midlands (England)","165","155","28680","25100"
"In post","2021","Declared non-disabled","No function","Animal and Plant Health Agency","Yorkshire and The Humber","145","140","30560","26190"
"In post","2021","Declared non-disabled","No function","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","London","1480","1460","47800","41760"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","North West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","Unknown","65","60","43920","40600"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Cabinet Office (excl. agencies)","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Centre for Environment, Fisheries and Aquaculture Science","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Charity Commission","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Charity Commission","North West (England)","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Companies House","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Companies House","Scotland","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Companies House","Wales","295","270","26790","22490"
"In post","2021","Declared non-disabled","No function","Criminal Injuries Compensation Authority","Scotland","150","140","26970","22710"
"In post","2021","Declared non-disabled","No function","Crown Commercial Service","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Crown Commercial Service","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Crown Commercial Service","North West (England)","30","30","44810","46920"
"In post","2021","Declared non-disabled","No function","Crown Commercial Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Crown Commercial Service","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Crown Office and Procurator Fiscal Service","Scotland","1190","1090","26900","22220"
"In post","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","South East (England)","565","540","41950","44020"
"In post","2021","Declared non-disabled","No function","Defence Science and Technology Laboratory","South West (England)","980","955","40210","37360"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","2760","2695","51020","53380"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","75","70","51210","49370"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","100","100","41790","36740"
"In post","2021","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","London","860","845","48740","51730"
"In post","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","East Midlands (England)","75","70","40780","37030"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","East of England","45","40","44000","40510"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","London","725","695","50290","53540"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","North East (England)","170","160","38330","36780"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","North West (England)","220","215","43000","37100"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","South West (England)","45","45","44160","37100"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","West Midlands (England)","70","65","43040","36780"
"In post","2021","Declared non-disabled","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","340","325","42410","37100"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","1355","1315","45070","39910"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","40","35","42920","37220"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","35","35","40720","37570"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","345","325","39470","36520"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","230","220","38310","35900"
"In post","2021","Declared non-disabled","No function","Department for International Trade","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","London","780","770","46990","40450"
"In post","2021","Declared non-disabled","No function","Department for International Trade","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","North West (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","Overseas","85","85","57120","54600"
"In post","2021","Declared non-disabled","No function","Department for International Trade","Scotland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","South East (England)","60","55","43990","38540"
"In post","2021","Declared non-disabled","No function","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for International Trade","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","London","1195","1165","49230","44480"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","South East (England)","110","105","54740","49300"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department for Transport (excl. agencies)","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","London","335","320","54710","53560"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","165","155","46090","49530"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","Wales","3245","2795","23060","21590"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","East Midlands (England)","195","185","29480","26780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","East of England","225","215","29040","27680"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","London","215","205","32350","30780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","North East (England)","205","185","26510","26700"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","North West (England)","285","270","28480","26780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","Scotland","210","195","29350","27680"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","South East (England)","320","300","30200","27900"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","South West (England)","260","245","30050","26780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","Wales","245","225","27330","26780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","West Midlands (England)","275","260","28680","26780"
"In post","2021","Declared non-disabled","No function","Driver and Vehicle Standards Agency","Yorkshire and The Humber","300","275","27850","26780"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","East Midlands (England)","45","45","42970","37190"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","London","185","180","50180","53420"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","North East (England)","140","135","38350","36780"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","North West (England)","105","100","38760","36780"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","South West (England)","40","35","39990","36780"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","West Midlands (England)","275","270","42880","37100"
"In post","2021","Declared non-disabled","No function","Education and Skills Funding Agency","Yorkshire and The Humber","190","180","39520","36780"
"In post","2021","Declared non-disabled","No function","ESTYN","Wales","75","70","63000","74730"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","East Midlands (England)","30","30","27150","26750"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","East of England","50","50","27610","26750"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","London","195","190","41740","40350"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","North West (England)","30","30","26920","26750"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","Northern Ireland","35","35","39890","37910"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","South West (England)","35","35","26980","26750"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","Wales","60","60","35220","30810"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","West Midlands (England)","60","60","31730","26750"
"In post","2021","Declared non-disabled","No function","Food Standards Agency","Yorkshire and The Humber","100","95","34250","30350"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","1430","1405","47250","39350"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","1135","1135","51440","52400"
"In post","2021","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","180","175","29780","24750"
"In post","2021","Declared non-disabled","No function","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","East Midlands (England)","280","255","42870","39390"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","East of England","100","95","43810","44070"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","London","120","115","47310","45380"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","North East (England)","60","60","42390","45100"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","North West (England)","475","450","41030","37840"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","Scotland","185","175","60460","53430"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","South East (England)","65","65","41560","41480"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","South West (England)","65","60","46610","46320"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","Wales","80","70","40840","43830"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","West Midlands (England)","60","60","43610","44100"
"In post","2021","Declared non-disabled","No function","Health and Safety Executive","Yorkshire and The Humber","260","245","39210","37090"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","East Midlands (England)","890","775","20940","19830"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","East of England","725","630","21680","20100"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","London","2400","2235","25650","23500"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","North East (England)","430","370","21570","19830"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","North West (England)","1345","1195","22140","20650"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","Scotland","145","135","22120","20650"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","South East (England)","830","720","22240","20650"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","South West (England)","630","550","21440","20100"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","Unknown","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","Wales","600","540","21400","20100"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","West Midlands (England)","1245","1110","21390","20100"
"In post","2021","Declared non-disabled","No function","HM Courts and Tribunals Service","Yorkshire and The Humber","825","690","21170","20100"
"In post","2021","Declared non-disabled","No function","HM Land Registry","East Midlands (England)","435","385","30170","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","East of England","150","135","30860","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","London","145","135","36510","37290"
"In post","2021","Declared non-disabled","No function","HM Land Registry","North East (England)","380","340","29170","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","North West (England)","430","370","30720","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","South West (England)","510","425","30490","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","Wales","415","365","30170","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","West Midlands (England)","300","265","29930","27130"
"In post","2021","Declared non-disabled","No function","HM Land Registry","Yorkshire and The Humber","205","180","29290","27130"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","East Midlands (England)","3365","3180","28780","26810"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","East of England","3495","3330","29540","28400"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","London","3745","3630","35410","33590"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","North East (England)","2205","2070","29190","27380"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","North West (England)","4400","4115","29570","27380"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","South East (England)","5080","4845","30510","30400"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","South West (England)","2695","2510","28970","27150"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","Wales","1890","1795","29260","26810"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","West Midlands (England)","3540","3365","29150","26810"
"In post","2021","Declared non-disabled","No function","HM Prison and Probation Service","Yorkshire and The Humber","4405","4110","28950","26810"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","East Midlands (England)","965","895","33570","31810"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","East of England","225","205","31320","28130"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","London","1480","1405","43080","36410"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","North East (England)","3250","2755","25010","21440"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","North West (England)","3805","3460","28250","25560"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","790","735","29410","25560"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","Scotland","2145","1935","29040","25560"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","South East (England)","585","520","29070","26750"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","South West (England)","415","390","35520","31810"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","Wales","1300","1195","27630","25560"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","West Midlands (England)","910","855","33160","31810"
"In post","2021","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","920","845","31920","31810"
"In post","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","East of England","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","HM Treasury (excl. agencies)","London","1115","1095","48490","52500"
"In post","2021","Declared non-disabled","No function","Insolvency Service","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Insolvency Service","East of England","50","50","30360","26720"
"In post","2021","Declared non-disabled","No function","Insolvency Service","London","140","130","38020","29720"
"In post","2021","Declared non-disabled","No function","Insolvency Service","North East (England)","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Insolvency Service","North West (England)","110","105","30240","26290"
"In post","2021","Declared non-disabled","No function","Insolvency Service","Scotland","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Insolvency Service","South East (England)","65","60","30290","26290"
"In post","2021","Declared non-disabled","No function","Insolvency Service","South West (England)","60","60","31580","27720"
"In post","2021","Declared non-disabled","No function","Insolvency Service","Wales","30","30","26690","22690"
"In post","2021","Declared non-disabled","No function","Insolvency Service","West Midlands (England)","155","140","27600","20880"
"In post","2021","Declared non-disabled","No function","Insolvency Service","Yorkshire and The Humber","40","35","31310","26410"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","London","60","60","51800","53950"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","West Midlands (England)","65","65","45050","49960"
"In post","2021","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","East Midlands (England)","105","95","22620","20060"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","East of England","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","London","70","65","42060","37390"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","North East (England)","175","160","23240","21170"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","North West (England)","160","150","24180","22570"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","South West (England)","40","35","22400","22570"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","Wales","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","West Midlands (England)","65","60","22630","21270"
"In post","2021","Declared non-disabled","No function","Legal Aid Agency","Yorkshire and The Humber","30","30","25220","21510"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","East of England","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","North West (England)","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","Northern Ireland","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","Scotland","120","115","37710","36040"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","South East (England)","300","290","39360","36940"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","South West (England)","55","50","37380","35380"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","Wales","60","55","34730","31470"
"In post","2021","Declared non-disabled","No function","Maritime and Coastguard Agency","Yorkshire and The Humber","50","45","40960","31780"
"In post","2021","Declared non-disabled","No function","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Medicines and Healthcare Products Regulatory Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Met Office","East Midlands (England)","20","20","[c]","[c]"
