"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","SEO/HEO","25","25","37610","38580"
"In post","2021","Commercial","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","SEO/HEO","15","10","35620","35900"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","West Cumbria","Unknown","15","15","39570","38860"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","G6/G7","15","15","55110","53240"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","20","20","38620","39040"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","10","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Devon CC","EO","15","10","25370","25630"
"In post","2021","Commercial","Devon","Devon CC","G6/G7","90","85","51750","48080"
"In post","2021","Commercial","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Devon CC","SEO/HEO","90","85","36640","37420"
"In post","2021","Commercial","Devon","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Plymouth","SEO/HEO","10","10","36780","38550"
"In post","2021","Commercial","Devon","Plymouth","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Devon","Torbay","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Bournemouth and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Bournemouth and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Dorset CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Somerset","EO","10","10","25340","25950"
"In post","2021","Commercial","Dorset and Somerset","Somerset","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Somerset","SEO/HEO","35","30","37360","35340"
"In post","2021","Commercial","Dorset and Somerset","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Cambridgeshire CC","EO","10","10","26620","26670"
"In post","2021","Commercial","East Anglia","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Cambridgeshire CC","SEO/HEO","40","40","38640","39020"
"In post","2021","Commercial","East Anglia","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Norwich and East Norfolk","EO","10","10","[c]","[c]"
"In post","2021","Commercial","East Anglia","Norwich and East Norfolk","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Norwich and East Norfolk","SEO/HEO","75","70","34590","34800"
"In post","2021","Commercial","East Anglia","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Peterborough","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","East Anglia","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Peterborough","SEO/HEO","25","25","38440","36970"
"In post","2021","Commercial","East Anglia","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Suffolk","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","East Anglia","Suffolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Suffolk","SEO/HEO","15","15","40900","40060"
"In post","2021","Commercial","East Anglia","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","EO","5","5","[c]","[c]"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","15","15","40480","40080"
"In post","2021","Commercial","East Wales","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Flintshire and Wrexham","EO","15","15","27860","27460"
"In post","2021","Commercial","East Wales","Flintshire and Wrexham","SEO/HEO","15","15","40830","40710"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","EO","15","15","24640","24700"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","G6/G7","20","20","51460","49100"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","SEO/HEO","60","55","32330","31180"
"In post","2021","Commercial","East Wales","Powys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","City of Edinburgh","AA/AO","20","15","22040","20830"
"In post","2021","Commercial","Eastern Scotland","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","City of Edinburgh","G6/G7","10","10","58840","58110"
"In post","2021","Commercial","Eastern Scotland","City of Edinburgh","SEO/HEO","20","20","40630","39500"
"In post","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Perth and Kinross and Stirling","AA/AO","10","10","23860","25160"
"In post","2021","Commercial","Eastern Scotland","Perth and Kinross and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","West Lothian","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","West Lothian","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Essex","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","150","145","23370","23000"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","210","200","58520","55360"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","20","15","107290","103620"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","645","615","35750","34800"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","130","130","38520","36040"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","15","15","54600","52240"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","55","50","37550","37720"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA/AO","25","25","23400","20920"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","EO","40","35","26550","27280"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6/G7","10","10","49500","50780"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO/HEO","105","100","37100","36460"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","EO","10","10","26720","26980"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","G6/G7","10","10","59610","57460"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","SEO/HEO","45","45","38150","38630"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Manchester","EO","20","20","25830","25310"
"In post","2021","Commercial","Greater Manchester","Manchester","G6/G7","30","30","56520","50400"
"In post","2021","Commercial","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Manchester","SEO/HEO","85","85","36580","36780"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","EO","35","35","26100","26670"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","90","85","37560","37320"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","North Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","EO","15","10","26490","26670"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","SEO/HEO","40","40","38390","39120"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","South Hampshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","SEO/HEO","35","35","39460","38960"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Wandsworth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Westminster","AA/AO","10","10","24040","24230"
"In post","2021","Commercial","Inner London - West","Westminster","EO","60","55","28780","29240"
"In post","2021","Commercial","Inner London - West","Westminster","G6/G7","180","175","63460","61570"
"In post","2021","Commercial","Inner London - West","Westminster","SCS level","50","45","86340","77510"
"In post","2021","Commercial","Inner London - West","Westminster","SEO/HEO","260","260","40470","40650"
"In post","2021","Commercial","Inner London - West","Westminster","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Kent","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Kent Thames Gateway","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Kent","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","SEO/HEO","10","10","43850","44760"
"In post","2021","Commercial","Lancashire","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Mid Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","10","10","41030","39670"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","SEO/HEO","10","10","41120","38950"
"In post","2021","Commercial","Merseyside","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
