"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Legal","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Operational Delivery","35","35","26850","25870"
"In post","2021","20-29","Declared disabled","Scottish Government","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government","Unknown","180","180","29680","28170"
"In post","2021","20-29","Declared disabled","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Operational Delivery","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Social Research","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","Statistics","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Operational Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Other","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Policy","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Communications","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Counter Fraud","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Finance","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Human Resources","35","35","30790","27440"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Legal","230","230","43370","43920"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Operational Delivery","285","280","25420","25480"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Other","90","90","27700","27350"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Other","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Policy","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Cabinet Office","Unknown","1130","1130","37110","34550"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Finance","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Other","45","45","38830","37150"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Chancellor's other departments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Charity Commission","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Communications","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Economics","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Legal","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Policy","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Competition and Markets Authority","Project Delivery","55","55","36990","33610"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Commercial","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Communications","30","30","37470","38620"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","85","85","30210","29910"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Economics","115","115","39520","34090"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Finance","35","35","41940","33640"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Human Resources","50","50","35310","30550"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Legal","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","270","270","31650","27240"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Research","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","855","855","41410","40050"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","50","50","33770","31580"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","210","210","32540","32730"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Security","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Communications","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Economics","35","35","48600","42280"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Human Resources","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Research","10","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Other","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","325","320","40370","34020"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","50","50","36560","34020"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Social Research","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","Statistics","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Education","Commercial","50","45","32410","30090"
"In post","2021","20-29","Declared non-disabled","Department for Education","Communications","35","35","34930","33190"
"In post","2021","20-29","Declared non-disabled","Department for Education","Digital, Data and Technology","115","115","36010","33190"
"In post","2021","20-29","Declared non-disabled","Department for Education","Finance","90","90","35310","33150"
"In post","2021","20-29","Declared non-disabled","Department for Education","Human Resources","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Education","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Education","Legal","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Education","Operational Delivery","175","175","32610","29840"
"In post","2021","20-29","Declared non-disabled","Department for Education","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Education","Policy","385","380","39570","36780"
"In post","2021","20-29","Declared non-disabled","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Education","Property","35","35","31350","29360"
"In post","2021","20-29","Declared non-disabled","Department for Education","Security","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","35","35","34280","32840"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","35","35","34270","29180"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Economics","65","65","33710","32560"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","520","515","23790","22430"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Operational Research","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Policy","470","465","35460","32560"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Project Delivery","35","35","32070","32560"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Property","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","155","155","27150","24920"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Social Research","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Statistics","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","Veterinarian","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Communications","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Economics","50","50","38440","31800"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Finance","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Human Resources","35","35","38210","32120"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","International Trade","175","170","37970","34980"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Operational Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Other","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Policy","50","50","37820","35560"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Project Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Security","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Social Research","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for International Trade","Statistics","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Commercial","30","30","33820","32950"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Communications","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Digital, Data and Technology","95","95","32140","30730"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Economics","70","70","39380","34710"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Finance","45","45","37060","33770"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Human Resources","35","35","31700","31040"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","International Trade","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Operational Delivery","560","530","22570","21590"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Operational Research","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Other","45","45","29140","30270"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Policy","205","205","38440","35060"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Project Delivery","70","70","39780","35240"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Property","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Science and Engineering","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Security","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Social Research","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Department for Transport","Statistics","30","30","38600","35060"
