"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","North West (England)","10","[c]","21020","21050"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","South East (England)","15","[c]","26630","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","West Midlands (England)","10","[c]","21900","21050"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","London","65","[c]","25690","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Policy","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","South East (England)","15","[c]","24860","24370"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","International Trade","London","25","[c]","23110","18200"
"Leaver CS","2021","20-29","Department for International Trade","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Policy","London","10","[c]","21100","18200"
"Leaver CS","2021","20-29","Department for International Trade","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Digital, Data and Technology","Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","Wales","60","[c]","20530","21590"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Unknown","London","40","[c]","28740","28820"
"Leaver CS","2021","20-29","Department for Work and Pensions","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","East Midlands (England)","20","[c]","23610","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","East of England","40","[c]","24720","24180"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","London","155","[c]","29480","31060"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","North East (England)","80","[c]","22420","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","North West (England)","100","[c]","23080","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","Scotland","30","[c]","22870","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","South East (England)","40","[c]","23830","24180"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","South West (England)","35","[c]","23060","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","Unknown","10","[c]","26690","27570"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","Wales","35","[c]","22090","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","West Midlands (England)","35","[c]","23340","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","Yorkshire and The Humber","80","[c]","24840","21010"
"Leaver CS","2021","20-29","Department of Health and Social Care","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Knowledge and Information Management","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","London","35","[c]","29190","27150"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","South West (England)","15","[c]","20850","19630"
"Leaver CS","2021","20-29","Department of Health and Social Care","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Science and Engineering","East of England","25","[c]","23480","21570"
"Leaver CS","2021","20-29","Department of Health and Social Care","Science and Engineering","London","25","[c]","27990","27020"
"Leaver CS","2021","20-29","Department of Health and Social Care","Science and Engineering","North West (England)","10","[c]","21970","20150"
"Leaver CS","2021","20-29","Department of Health and Social Care","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Science and Engineering","South West (England)","25","[c]","21130","19630"
"Leaver CS","2021","20-29","Department of Health and Social Care","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Unknown","London","45","[c]","32740","27400"
"Leaver CS","2021","20-29","Department of Health and Social Care","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
