"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","SEO/HEO","45","[c]","34980","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Research","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Research","SEO/HEO","15","[c]","36420","36590"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Other","AA/AO","55","[c]","22930","22210"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Other","EO","145","[c]","27520","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Other","G6/G7","35","[c]","61210","57460"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Other","SEO/HEO","100","[c]","37510","35920"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","EO","45","[c]","28470","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","G6/G7","45","[c]","58160","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","SEO/HEO","90","[c]","38390","36330"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","EO","15","[c]","27070","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","G6/G7","15","[c]","59060","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Project Delivery","SEO/HEO","50","[c]","36590","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Statistics","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Statistics","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","15","[c]","32140","31000"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","140","[c]","21100","20880"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","15","[c]","24460","23560"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","15","[c]","30290","28280"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","SEO/HEO","20","[c]","37650","36570"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","AA/AO","50","[c]","19300","18880"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","EO","15","[c]","28970","29240"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","G6/G7","10","[c]","62890","57050"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","SEO/HEO","25","[c]","35130","35890"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","AA/AO","60","[c]","24310","26590"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","EO","15","[c]","29720","28240"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","SEO/HEO","30","[c]","39920","37820"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Policy","SEO/HEO","20","[c]","36630","38650"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
