"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","UK Export Finance","Operational Delivery","Heterosexual / straight","155","155","53920","50180"
"In post","2021","Commercial","UK Export Finance","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Commercial","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Communications","Heterosexual / straight","70","65","42770","39750"
"In post","2021","Communications","Attorney General's Departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Unknown","Heterosexual / straight","185","180","47660","42760"
"In post","2021","Communications","Cabinet Office","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Unknown","Unknown","120","115","47830","42320"
"In post","2021","Communications","Chancellor's other departments","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Charity Commission","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","Heterosexual / straight","130","120","44360","39820"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Communications","Unknown","80","75","41580","39650"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Communications","Heterosexual / straight","35","30","55940","52690"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Communications","Heterosexual / straight","210","205","39950","36960"
"In post","2021","Communications","Department for Education","Communications","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Department for Education","Communications","Undeclared","20","20","[c]","[c]"
"In post","2021","Communications","Department for Education","Communications","Unknown","80","75","38610","36660"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","Heterosexual / straight","185","175","40950","37300"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","Undeclared","15","10","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Communications","Unknown","60","60","42560","40020"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","60","50","31030","26520"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","40","40","25680","24920"
"In post","2021","Communications","Department for International Trade","Communications","Heterosexual / straight","45","45","42740","38540"
"In post","2021","Communications","Department for International Trade","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Communications","Unknown","35","35","43770","38140"
"In post","2021","Communications","Department for International Trade","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Communications","Heterosexual / straight","175","165","38040","34710"
"In post","2021","Communications","Department for Transport","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Department for Transport","Communications","Undeclared","45","40","32000","26780"
"In post","2021","Communications","Department for Transport","Communications","Unknown","65","65","41270","36490"
"In post","2021","Communications","Department for Transport","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Communications","Heterosexual / straight","160","155","43450","37930"
"In post","2021","Communications","Department of Health and Social Care","Communications","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Communications","Unknown","120","115","45150","40650"
"In post","2021","Communications","ESTYN","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Communications","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Communications","Heterosexual / straight","90","85","48120","43280"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Communications","Unknown","40","40","48060","44360"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Communications","Heterosexual / straight","160","155","45380","39380"
"In post","2021","Communications","HM Revenue and Customs","Communications","LGBO","15","15","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Communications","Unknown","65","60","42770","38630"
"In post","2021","Communications","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","845","800","29520","27230"
"In post","2021","Communications","HM Revenue and Customs","Operational Delivery","LGBO","50","50","28830","31810"
"In post","2021","Communications","HM Revenue and Customs","Operational Delivery","Undeclared","85","80","29110","25560"
"In post","2021","Communications","HM Revenue and Customs","Operational Delivery","Unknown","370","350","28220","25560"
"In post","2021","Communications","HM Revenue and Customs","Tax","Heterosexual / straight","1015","975","27910","25560"
"In post","2021","Communications","HM Revenue and Customs","Tax","LGBO","85","85","27750","25560"
"In post","2021","Communications","HM Revenue and Customs","Tax","Undeclared","85","80","28380","25560"
"In post","2021","Communications","HM Revenue and Customs","Tax","Unknown","950","925","26720","25560"
"In post","2021","Communications","HM Revenue and Customs","Unknown","Heterosexual / straight","190","185","31050","25560"
"In post","2021","Communications","HM Revenue and Customs","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Unknown","Unknown","215","210","30350","25860"
"In post","2021","Communications","HM Treasury","Communications","Heterosexual / straight","30","30","51100","52500"
"In post","2021","Communications","HM Treasury","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","HM Treasury","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Communications","Heterosexual / straight","440","425","34690","33300"
"In post","2021","Communications","Ministry of Defence","Communications","LGBO","20","20","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Communications","Undeclared","65","60","32640","29200"
"In post","2021","Communications","Ministry of Defence","Communications","Unknown","80","80","40100","40000"
"In post","2021","Communications","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Other","Heterosexual / straight","180","175","24020","20910"
"In post","2021","Communications","Ministry of Defence","Other","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Other","Undeclared","25","25","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Other","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Communications","Heterosexual / straight","70","70","40120","34200"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Communications","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Communications","Heterosexual / straight","80","75","45950","40900"
"In post","2021","Communications","Ministry of Justice","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Communications","Unknown","20","20","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Communications","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Communications","Unknown","25","25","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Communications","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","Scottish Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","The National Archives","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","The National Archives","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Communications","Heterosexual / straight","45","45","37380","36030"
"In post","2021","Communications","United Kingdom Statistics Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Communications","Unknown","35","35","37470","30130"
"In post","2021","Communications","Wales Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Welsh Government","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","Counter Fraud","Heterosexual / straight","160","160","45980","40000"
"In post","2021","Counter Fraud","Attorney General's Departments","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","Counter Fraud","Unknown","65","60","46380","40270"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","Heterosexual / straight","70","65","48510","50730"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
