"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Inner London - West","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","31630","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","28670","29020"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","26270","25540"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Lincolnshire","20","15","31650","29950"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Bedfordshire and Hertfordshire","10","10","31030","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","East Anglia","65","65","28990","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East of England","Essex","40","40","29990","28270"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Inner London - West","10","10","38400","31530"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Outer London - West and North West","75","70","32550","31690"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North East (England)","Northumberland and Tyne and Wear","15","15","32530","27560"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Cheshire","25","20","29860","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Cumbria","120","110","23220","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Greater Manchester","15","15","28500","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North West (England)","Lancashire","60","55","27560","25210"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Eastern Scotland","30","30","29560","25340"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Highlands and Islands","15","15","24670","23070"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Scotland","Southern Scotland","35","30","24800","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","29570","27850"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Hampshire and Isle of Wight","20","20","28420","25560"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Kent","40","40","27680","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South East (England)","Surrey, East and West Sussex","100","95","30430","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","35","35","25330","25010"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Devon","150","140","24580","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Dorset and Somerset","25","20","29050","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","55","50","26650","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","East Wales","90","85","26210","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Wales","West Wales and The Valleys","155","140","24340","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","105","100","26990","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","75","70","24790","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","15","30160","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","North Yorkshire","135","125","26880","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","South East (England)","Surrey, East and West Sussex","10","10","39030","36850"
"In post","2021","Animal and Plant Health Agency","Other","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","20","33070","30860"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","32800","29180"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","Northumberland and Tyne and Wear","20","20","26600","21300"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","Cumbria","20","20","24090","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","Surrey, East and West Sussex","455","430","32740","28630"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","Devon","30","30","26360","22170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","31300","26430"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","West Wales and The Valleys","15","15","24690","22980"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","North Yorkshire","40","35","33670","30230"
"In post","2021","Animal and Plant Health Agency","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","22530","21050"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","East Anglia","10","10","46280","49330"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Inner London - West","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Cheshire","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Cumbria","15","15","44610","48740"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","Southern Scotland","15","15","43170","37500"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","Surrey, East and West Sussex","15","15","55050","57520"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Cornwall and Isles of Scilly","20","20","46230","50860"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Devon","25","25","43230","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Dorset and Somerset","15","15","42130","36970"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","15","42310","37690"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","East Wales","15","15","43690","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","West Wales and The Valleys","40","35","41700","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","45560","50600"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Shropshire and Staffordshire","25","20","44870","45230"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","North Yorkshire","15","15","36090","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","Inner London - West","10","10","42920","38290"
"In post","2021","Attorney General's Office","Legal","London","Inner London - West","15","15","69090","65680"
"In post","2021","Attorney General's Office","Other","London","Inner London - West","10","10","32820","30720"
"In post","2021","Attorney General's Office","Policy","London","Inner London - West","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Inner London - West","15","15","40110","37300"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Inner London - West","35","35","45790","38430"
"In post","2021","Cabinet Office (excl. agencies)","Other","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Inner London - East","10","10","56880","57880"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Inner London - West","15","15","53100","43890"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","48990","39510"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","East of England","East Anglia","110","105","47460","40250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Inner London - East","885","870","52000","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Inner London - West","5475","5400","49530","40600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Outer London - South","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","Northumberland and Tyne and Wear","400","375","28430","23850"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North East (England)","Tees Valley and Durham","15","15","57390","64010"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Greater Manchester","265","260","45480","38890"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Lancashire","45","45","49970","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","North West (England)","Merseyside","125","125","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Scotland","Eastern Scotland","25","25","33040","29250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Scotland","Southern Scotland","25","25","62500","62010"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Scotland","West Central Scotland","30","30","50970","53320"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","120","115","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South East (England)","Hampshire and Isle of Wight","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South West (England)","Devon","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South West (England)","Dorset and Somerset","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","170","170","55310","52580"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","595","590","36190","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Wales","East Wales","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","Shropshire and Staffordshire","15","15","58080","51560"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","West Midlands (England)","West Midlands","35","35","64990","63560"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","North Yorkshire","445","425","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","South Yorkshire","100","95","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","West Yorkshire","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East of England","East Anglia","10","10","43010","43930"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","East of England","East Anglia","10","10","31730","26890"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","East of England","East Anglia","15","15","30910","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","East of England","East Anglia","50","45","33850","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","South West (England)","Dorset and Somerset","10","10","33900","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","East of England","East Anglia","10","10","44330","32920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","East of England","East Anglia","350","330","34260","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","South West (England)","Dorset and Somerset","115","110","33040","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Charity Commission","Commercial","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Inner London - West","10","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
