"Status","Year","Ethnicity","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","35","36100","30870"
"In post","2021","Asian","Attorney General's Departments","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","20","15","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","East of England","Essex","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","London","Inner London - West","565","525","44820","50500"
"In post","2021","Asian","Attorney General's Departments","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","Greater Manchester","25","20","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","West Midlands (England)","West Midlands","95","90","36140","28430"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","35","35","41910","43420"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","Inner London - East","90","85","50810","54700"
"In post","2021","Asian","Cabinet Office","London","Inner London - West","330","320","46430","40600"
"In post","2021","Asian","Cabinet Office","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","London","Inner London - West","45","45","45860","41210"
"In post","2021","Asian","Chancellor's other departments","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Inner London - West","5","5","[c]","[c]"
"In post","2021","Asian","Charity Commission","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Inner London - East","105","100","45900","37660"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Inner London - East","35","35","33340","29320"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Inner London - West","445","440","44360","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","East Wales","45","45","32410","30440"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","100","95","28690","24570"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Inner London - West","115","115","47120","42280"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","London","Inner London - West","260","250","44260","40780"
"In post","2021","Asian","Department for Education","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","North West (England)","Greater Manchester","75","75","35150","30320"
"In post","2021","Asian","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands (England)","West Midlands","230","225","37370","36500"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","South Yorkshire","75","70","36250","30200"
"In post","2021","Asian","Department for Education","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","London","Inner London - West","180","175","39510","33510"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
