"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Competition and Markets Authority","G6/G7","G7","35","35","55610","54320"
"In post","2021","20-29","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SEO/HEO","HEO","50","50","34220","33610"
"In post","2021","20-29","Competition and Markets Authority","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","AA","20","20","18920","18900"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","AO","340","340","21850","20880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","EO","EO","555","550","26400","25740"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","G6","25","25","65850","64700"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","G7","485","485","54940","53380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","945","940","33950","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","535","535","40950","40050"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","EO","EO","105","100","27510","26180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","G6","15","15","64560","61980"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","G7","175","175","55790","51730"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","375","375","37040","34020"
"In post","2021","20-29","Department for Education","AA/AO","AO","30","30","21890","21000"
"In post","2021","20-29","Department for Education","EO","EO","395","390","26660","25000"
"In post","2021","20-29","Department for Education","G6/G7","G6","25","25","63650","64180"
"In post","2021","20-29","Department for Education","G6/G7","G7","225","220","52410","53420"
"In post","2021","20-29","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","SEO/HEO","HEO","560","555","31730","30200"
"In post","2021","20-29","Department for Education","SEO/HEO","SEO","375","375","39320","38110"
"In post","2021","20-29","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","AO","435","425","21610","21050"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","EO","EO","455","455","26110","25100"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","G6/G7","G6","10","10","60620","61710"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","G6/G7","G7","140","135","52240","52290"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","635","630","31710","32560"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","250","250","38260","38750"
"In post","2021","20-29","Department for International Trade","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","20-29","Department for International Trade","EO","EO","120","120","26590","26510"
"In post","2021","20-29","Department for International Trade","G6/G7","G6","20","20","60880","62170"
"In post","2021","20-29","Department for International Trade","G6/G7","G7","215","215","50740","51970"
"In post","2021","20-29","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","SEO/HEO","HEO","380","380","31790","32000"
"In post","2021","20-29","Department for International Trade","SEO/HEO","SEO","205","205","38320","38540"
"In post","2021","20-29","Department for Transport","AA/AO","AA","170","150","18230","18060"
"In post","2021","20-29","Department for Transport","AA/AO","AO","710","685","22430","21590"
"In post","2021","20-29","Department for Transport","EO","EO","430","430","27620","26470"
"In post","2021","20-29","Department for Transport","G6/G7","G6","20","20","64280","65440"
"In post","2021","20-29","Department for Transport","G6/G7","G7","160","160","53970","54650"
"In post","2021","20-29","Department for Transport","SEO/HEO","HEO","535","530","33660","34710"
"In post","2021","20-29","Department for Transport","SEO/HEO","SEO","200","200","42170","42470"
"In post","2021","20-29","Department for Work and Pensions","AA/AO","AO","3650","3545","21440","21010"
"In post","2021","20-29","Department for Work and Pensions","EO","EO","6020","5940","28420","27570"
"In post","2021","20-29","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Work and Pensions","G6/G7","G7","85","85","54330","54070"
"In post","2021","20-29","Department for Work and Pensions","SEO/HEO","HEO","585","580","33220","31990"
"In post","2021","20-29","Department for Work and Pensions","SEO/HEO","SEO","200","195","38660","38850"
"In post","2021","20-29","Department of Health and Social Care","AA/AO","AA","55","50","19970","18850"
"In post","2021","20-29","Department of Health and Social Care","AA/AO","AO","360","325","21140","19630"
"In post","2021","20-29","Department of Health and Social Care","EO","EO","645","635","25930","26880"
"In post","2021","20-29","Department of Health and Social Care","G6/G7","G6","40","40","65860","66230"
"In post","2021","20-29","Department of Health and Social Care","G6/G7","G7","280","280","53040","53360"
"In post","2021","20-29","Department of Health and Social Care","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","SEO/HEO","HEO","895","880","31720","32790"
"In post","2021","20-29","Department of Health and Social Care","SEO/HEO","SEO","400","390","39530","40450"
"In post","2021","20-29","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","EO","EO","25","20","25880","26750"
"In post","2021","20-29","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","SEO/HEO","HEO","55","55","31880","32350"
"In post","2021","20-29","Food Standards Agency","SEO/HEO","SEO","25","25","39100","37910"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","AA/AO","AO","180","180","25360","24750"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","EO","EO","265","265","28540","29300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","G6/G7","G7","140","140","50910","52990"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","730","730","35330","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","130","130","39960","40540"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","Unknown","30","30","23480","21600"
"In post","2021","20-29","HM Land Registry","AA/AO","AA","15","15","21420","21040"
"In post","2021","20-29","HM Land Registry","AA/AO","AO","675","660","22460","22350"
"In post","2021","20-29","HM Land Registry","EO","EO","320","320","27680","27130"
"In post","2021","20-29","HM Land Registry","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","SEO/HEO","HEO","70","70","36140","33840"
"In post","2021","20-29","HM Land Registry","SEO/HEO","SEO","20","20","41050","38550"
"In post","2021","20-29","HM Revenue and Customs","AA/AO","AA","35","30","19960","19850"
"In post","2021","20-29","HM Revenue and Customs","AA/AO","AO","4130","3960","20290","20140"
"In post","2021","20-29","HM Revenue and Customs","EO","EO","3095","3055","25730","25560"
"In post","2021","20-29","HM Revenue and Customs","G6/G7","G6","35","35","65080","64670"
"In post","2021","20-29","HM Revenue and Customs","G6/G7","G7","470","465","53880","52580"
"In post","2021","20-29","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","SEO/HEO","HEO","2065","2050","32220","31810"
"In post","2021","20-29","HM Revenue and Customs","SEO/HEO","SEO","505","505","38190","38630"
"In post","2021","20-29","HM Treasury","AA/AO","AO","40","40","22140","22500"
"In post","2021","20-29","HM Treasury","EO","EO","105","105","26290","26750"
"In post","2021","20-29","HM Treasury","G6/G7","G6","15","15","63550","63000"
"In post","2021","20-29","HM Treasury","G6/G7","G7","305","300","53530","52530"
"In post","2021","20-29","HM Treasury","SEO/HEO","HEO","575","575","33280","32320"
"In post","2021","20-29","HM Treasury","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Home Office","AA/AO","AA","115","110","19910","17990"
"In post","2021","20-29","Home Office","AA/AO","AO","1645","1550","21910","21430"
"In post","2021","20-29","Home Office","EO","EO","2140","2110","26230","24890"
"In post","2021","20-29","Home Office","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","20-29","Home Office","G6/G7","G7","210","210","58000","57460"
"In post","2021","20-29","Home Office","SEO/HEO","HEO","775","775","34020","35050"
"In post","2021","20-29","Home Office","SEO/HEO","SEO","365","365","41980","41970"
"In post","2021","20-29","Home Office","Unknown","Unknown","25","25","32800","28670"
"In post","2021","20-29","Ministry of Defence","AA/AO","AA","455","450","19340","19560"
"In post","2021","20-29","Ministry of Defence","AA/AO","AO","1250","1235","23730","21580"
"In post","2021","20-29","Ministry of Defence","EO","EO","2045","2025","24710","26350"
"In post","2021","20-29","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","G6/G7","G7","90","90","54410","56730"
"In post","2021","20-29","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","SEO/HEO","HEO","2170","2160","31190","31370"
"In post","2021","20-29","Ministry of Defence","SEO/HEO","SEO","785","780","40400","40000"
"In post","2021","20-29","Ministry of Defence","Unknown","Unknown","790","785","29010","28980"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","AA/AO","AO","65","65","22260","21270"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","EO","EO","135","135","27440","27850"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G6/G7","G6","15","15","63110","63470"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G6/G7","G7","130","130","52710","53130"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","255","255","32600","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","120","120","39570","39600"
"In post","2021","20-29","Ministry of Justice","AA/AO","AA","1370","1345","20310","20600"
"In post","2021","20-29","Ministry of Justice","AA/AO","AO","7735","7635","25070","24440"
"In post","2021","20-29","Ministry of Justice","EO","EO","1380","1370","26650","26410"
"In post","2021","20-29","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice","G6/G7","G7","140","135","55180","52980"
"In post","2021","20-29","Ministry of Justice","SEO/HEO","HEO","920","915","30360","30850"
"In post","2021","20-29","Ministry of Justice","SEO/HEO","SEO","375","375","39420","37460"
"In post","2021","20-29","Ministry of Justice","Unknown","Unknown","2120","2075","25290","22920"
"In post","2021","20-29","National Crime Agency","AA/AO","AO","105","105","22340","20800"
"In post","2021","20-29","National Crime Agency","EO","EO","705","705","31580","32260"
"In post","2021","20-29","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","SEO/HEO","HEO","95","95","39460","40170"
"In post","2021","20-29","National Crime Agency","SEO/HEO","SEO","25","25","47130","48900"
"In post","2021","20-29","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","SEO/HEO","SEO","10","10","38500","36800"
"In post","2021","20-29","Office for Standards in Education","AA/AO","AO","45","45","21320","21160"
"In post","2021","20-29","Office for Standards in Education","EO","EO","50","50","26670","25880"
"In post","2021","20-29","Office for Standards in Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","SEO/HEO","HEO","40","40","32990","32010"
"In post","2021","20-29","Office for Standards in Education","SEO/HEO","SEO","15","15","40880","39850"
"In post","2021","20-29","Office of Gas and Electricity Markets","AA/AO","AO","35","35","19490","19000"
"In post","2021","20-29","Office of Gas and Electricity Markets","EO","EO","140","140","25240","25670"
"In post","2021","20-29","Office of Gas and Electricity Markets","G6/G7","G7","40","40","49810","47740"
"In post","2021","20-29","Office of Gas and Electricity Markets","SEO/HEO","HEO","110","110","34320","34240"
"In post","2021","20-29","Office of Gas and Electricity Markets","SEO/HEO","SEO","20","20","38750","38000"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","EO","EO","5","5","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","15","15","31670","31000"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","EO","EO","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","SEO/HEO","HEO","10","10","34120","34490"
"In post","2021","20-29","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","EO","EO","50","50","23240","22230"
"In post","2021","20-29","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","G6/G7","G7","15","15","51370","49700"
"In post","2021","20-29","Other Cabinet Office Agencies","SEO/HEO","HEO","55","55","28670","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","SEO/HEO","SEO","40","40","35160","34800"
"In post","2021","20-29","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","EO","EO","5","5","[c]","[c]"
"In post","2021","20-29","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","AA/AO","AA","500","485","20850","20810"
"In post","2021","20-29","Scottish Government","AA/AO","AO","1050","1025","22970","22820"
"In post","2021","20-29","Scottish Government","EO","EO","995","985","28100","27150"
"In post","2021","20-29","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","G6/G7","G7","50","50","51960","48930"
"In post","2021","20-29","Scottish Government","SEO/HEO","HEO","600","595","32640","32140"
"In post","2021","20-29","Scottish Government","SEO/HEO","SEO","275","270","39470","38540"
"In post","2021","20-29","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","20-29","The National Archives","AA/AO","AO","15","15","20890","20650"
"In post","2021","20-29","The National Archives","EO","EO","20","20","23700","23340"
"In post","2021","20-29","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","SEO/HEO","HEO","25","25","30760","28690"
"In post","2021","20-29","The National Archives","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","EO","EO","20","20","29190","29000"
"In post","2021","20-29","UK Export Finance","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","UK Export Finance","SEO/HEO","HEO","25","25","33380","33000"
"In post","2021","20-29","UK Export Finance","SEO/HEO","SEO","15","15","43110","42770"
"In post","2021","20-29","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","SEO/HEO","SEO","10","10","37230","37230"
"In post","2021","20-29","United Kingdom Statistics Authority","AA/AO","AA","45","30","19070","18040"
"In post","2021","20-29","United Kingdom Statistics Authority","AA/AO","AO","155","150","19380","19130"
"In post","2021","20-29","United Kingdom Statistics Authority","EO","EO","215","215","23500","23050"
"In post","2021","20-29","United Kingdom Statistics Authority","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","G6/G7","G7","65","65","50070","49100"
"In post","2021","20-29","United Kingdom Statistics Authority","SEO/HEO","HEO","495","490","30440","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","SEO/HEO","SEO","240","240","36970","37020"
"In post","2021","20-29","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","EO","EO","15","15","29020","27000"
"In post","2021","20-29","Water Services Regulation Authority","SEO/HEO","HEO","10","10","37400","36530"
"In post","2021","20-29","Welsh Government","AA/AO","AO","295","290","22760","23830"
"In post","2021","20-29","Welsh Government","EO","EO","150","150","28200","28850"
"In post","2021","20-29","Welsh Government","G6/G7","G7","10","10","54530","53740"
"In post","2021","20-29","Welsh Government","SEO/HEO","HEO","80","80","33600","34490"
"In post","2021","20-29","Welsh Government","SEO/HEO","SEO","15","15","40690","39310"
"In post","2021","30-39","Attorney General's Departments","AA/AO","AO","200","175","22310","21950"
"In post","2021","30-39","Attorney General's Departments","EO","EO","315","290","27500","27350"
"In post","2021","30-39","Attorney General's Departments","G6/G7","G6","245","235","65450","64680"
"In post","2021","30-39","Attorney General's Departments","G6/G7","G7","1020","970","52360","51250"
"In post","2021","30-39","Attorney General's Departments","SCS level","SCS level","15","15","80270","76760"
"In post","2021","30-39","Attorney General's Departments","SEO/HEO","HEO","275","265","35630","33970"
"In post","2021","30-39","Attorney General's Departments","SEO/HEO","SEO","100","95","39880","39760"
"In post","2021","30-39","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office","AA/AO","AO","90","85","21260","20800"
"In post","2021","30-39","Cabinet Office","EO","EO","165","160","26890","27500"
"In post","2021","30-39","Cabinet Office","G6/G7","G6","280","275","68620","66230"
"In post","2021","30-39","Cabinet Office","G6/G7","G7","825","810","55410","54700"
"In post","2021","30-39","Cabinet Office","SCS level","SCS level","225","220","76000","72140"
"In post","2021","30-39","Cabinet Office","SEO/HEO","HEO","530","525","33440","33300"
"In post","2021","30-39","Cabinet Office","SEO/HEO","SEO","255","250","40510","40600"
"In post","2021","30-39","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","G6/G7","G6","40","40","79580","72230"
