"Status","Year","Age","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","660","620","38280","37280"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Department for International Trade","EO","EO","25","25","27900","27580"
"In post","2021","40-49","Department for International Trade","G6/G7","G6","80","75","63490","62410"
"In post","2021","40-49","Department for International Trade","G6/G7","G7","145","145","53530","52400"
"In post","2021","40-49","Department for International Trade","SCS level","SCS level","65","60","87040","78480"
"In post","2021","40-49","Department for International Trade","SEO/HEO","HEO","50","50","32560","32120"
"In post","2021","40-49","Department for International Trade","SEO/HEO","SEO","75","75","39350","38540"
"In post","2021","40-49","Department for Transport","AA/AO","AA","280","230","18550","18060"
"In post","2021","40-49","Department for Transport","AA/AO","AO","975","880","22780","21590"
"In post","2021","40-49","Department for Transport","EO","EO","925","900","28100","26780"
"In post","2021","40-49","Department for Transport","G6/G7","G6","165","160","69720","66230"
"In post","2021","40-49","Department for Transport","G6/G7","G7","420","410","56830","54760"
"In post","2021","40-49","Department for Transport","SCS level","SCS level","100","100","88180","80000"
"In post","2021","40-49","Department for Transport","SEO/HEO","HEO","520","510","33560","32320"
"In post","2021","40-49","Department for Transport","SEO/HEO","SEO","480","470","43180","42470"
"In post","2021","40-49","Department for Work and Pensions","AA/AO","AA","70","55","20120","20230"
"In post","2021","40-49","Department for Work and Pensions","AA/AO","AO","6440","5430","21130","21010"
"In post","2021","40-49","Department for Work and Pensions","EO","EO","11745","10715","28030","27570"
"In post","2021","40-49","Department for Work and Pensions","G6/G7","G6","275","270","66880","66250"
"In post","2021","40-49","Department for Work and Pensions","G6/G7","G7","700","675","53920","53430"
"In post","2021","40-49","Department for Work and Pensions","SCS level","SCS level","100","95","89430","80980"
"In post","2021","40-49","Department for Work and Pensions","SEO/HEO","HEO","1910","1835","33120","31990"
"In post","2021","40-49","Department for Work and Pensions","SEO/HEO","SEO","1095","1050","40940","38880"
"In post","2021","40-49","Department of Health and Social Care","AA/AO","AA","15","10","20490","19840"
"In post","2021","40-49","Department of Health and Social Care","AA/AO","AO","115","105","21860","21860"
"In post","2021","40-49","Department of Health and Social Care","EO","EO","230","210","26510","27140"
"In post","2021","40-49","Department of Health and Social Care","G6/G7","G6","390","370","67860","66230"
"In post","2021","40-49","Department of Health and Social Care","G6/G7","G7","800","760","53080","53120"
"In post","2021","40-49","Department of Health and Social Care","SCS level","SCS level","290","270","92370","89810"
"In post","2021","40-49","Department of Health and Social Care","SEO/HEO","HEO","435","395","32640","32720"
"In post","2021","40-49","Department of Health and Social Care","SEO/HEO","SEO","575","525","40470","40500"
"In post","2021","40-49","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","EO","EO","5","5","[c]","[c]"
"In post","2021","40-49","ESTYN","G6/G7","G6","15","15","74370","74730"
"In post","2021","40-49","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","EO","EO","80","80","27200","26750"
"In post","2021","40-49","Food Standards Agency","G6/G7","G6","20","20","64330","61210"
"In post","2021","40-49","Food Standards Agency","G6/G7","G7","70","70","54060","52430"
"In post","2021","40-49","Food Standards Agency","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","SEO/HEO","HEO","70","70","32040","30810"
"In post","2021","40-49","Food Standards Agency","SEO/HEO","SEO","105","105","39720","39300"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","AA/AO","AO","105","100","25170","24750"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","EO","EO","190","180","29540","29970"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","G6/G7","G6","425","410","67070","66950"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","G6/G7","G7","615","595","56490","56220"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SCS level","SCS level","250","245","83870","77680"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","415","405","35580","34770"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","230","225","42940","42890"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","AA/AO","AO","300","285","22480","22350"
"In post","2021","40-49","HM Land Registry","EO","EO","390","345","27550","27130"
"In post","2021","40-49","HM Land Registry","G6/G7","G6","25","25","71550","70000"
"In post","2021","40-49","HM Land Registry","G6/G7","G7","75","75","59350","57860"
"In post","2021","40-49","HM Land Registry","SCS level","SCS level","15","15","91140","81910"
"In post","2021","40-49","HM Land Registry","SEO/HEO","HEO","250","235","35140","33840"
"In post","2021","40-49","HM Land Registry","SEO/HEO","SEO","210","200","41930","40860"
"In post","2021","40-49","HM Revenue and Customs","AA/AO","AA","160","130","20090","20070"
"In post","2021","40-49","HM Revenue and Customs","AA/AO","AO","4055","3525","20820","20140"
"In post","2021","40-49","HM Revenue and Customs","EO","EO","3140","2915","26180","25560"
"In post","2021","40-49","HM Revenue and Customs","G6/G7","G6","630","615","66060","64670"
"In post","2021","40-49","HM Revenue and Customs","G6/G7","G7","1450","1420","52980","52580"
"In post","2021","40-49","HM Revenue and Customs","SCS level","SCS level","170","170","84660","78000"
"In post","2021","40-49","HM Revenue and Customs","SEO/HEO","HEO","3215","3095","32280","31810"
"In post","2021","40-49","HM Revenue and Customs","SEO/HEO","SEO","1835","1795","38940","38630"
"In post","2021","40-49","HM Treasury","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","40-49","HM Treasury","EO","EO","30","25","28590","28390"
"In post","2021","40-49","HM Treasury","G6/G7","G6","75","70","68200","67000"
"In post","2021","40-49","HM Treasury","G6/G7","G7","90","85","57450","55340"
"In post","2021","40-49","HM Treasury","SCS level","SCS level","75","70","86660","80550"
"In post","2021","40-49","HM Treasury","SEO/HEO","HEO","60","55","36460","35000"
"In post","2021","40-49","HM Treasury","SEO/HEO","SEO","65","60","44220","43160"
"In post","2021","40-49","Home Office","AA/AO","AA","155","135","19200","17990"
"In post","2021","40-49","Home Office","AA/AO","AO","1465","1290","22410","21430"
"In post","2021","40-49","Home Office","EO","EO","3545","3300","26860","26160"
"In post","2021","40-49","Home Office","G6/G7","G6","320","310","69330","68940"
"In post","2021","40-49","Home Office","G6/G7","G7","755","735","57230","57460"
"In post","2021","40-49","Home Office","SCS level","SCS level","140","135","89350","81080"
"In post","2021","40-49","Home Office","SEO/HEO","HEO","1435","1380","33170","32490"
"In post","2021","40-49","Home Office","SEO/HEO","SEO","1135","1100","41070","41970"
"In post","2021","40-49","Home Office","Unknown","Unknown","85","85","[c]","[c]"
"In post","2021","40-49","Ministry of Defence","AA/AO","AA","835","810","19460","19560"
"In post","2021","40-49","Ministry of Defence","AA/AO","AO","2080","1990","25160","21130"
"In post","2021","40-49","Ministry of Defence","EO","EO","1930","1860","27500","26670"
"In post","2021","40-49","Ministry of Defence","G6/G7","G6","410","400","68750","67150"
"In post","2021","40-49","Ministry of Defence","G6/G7","G7","1565","1510","54830","54540"
"In post","2021","40-49","Ministry of Defence","SCS level","SCS level","150","145","88290","83070"
"In post","2021","40-49","Ministry of Defence","SEO/HEO","HEO","2220","2145","33810","33300"
"In post","2021","40-49","Ministry of Defence","SEO/HEO","SEO","2070","2010","41500","40580"
"In post","2021","40-49","Ministry of Defence","Unknown","Unknown","875","865","42950","39860"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","AA/AO","AO","35","30","22430","22560"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","EO","EO","70","65","27700","27530"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","G6/G7","G6","150","140","64180","63570"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","G6/G7","G7","235","225","51930","53130"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","SCS level","SCS level","65","65","88570","78890"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","130","120","33900","33210"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","125","120","40860","40720"
"In post","2021","40-49","Ministry of Justice","AA/AO","AA","1160","1105","20640","20600"
"In post","2021","40-49","Ministry of Justice","AA/AO","AO","6270","5790","25540","23970"
"In post","2021","40-49","Ministry of Justice","EO","EO","2420","2325","28480","27380"
"In post","2021","40-49","Ministry of Justice","G6/G7","G6","120","115","80450","81340"
"In post","2021","40-49","Ministry of Justice","G6/G7","G7","875","845","59120","58130"
"In post","2021","40-49","Ministry of Justice","SCS level","SCS level","135","130","90430","84490"
"In post","2021","40-49","Ministry of Justice","SEO/HEO","HEO","1665","1615","33710","33900"
"In post","2021","40-49","Ministry of Justice","SEO/HEO","SEO","1630","1560","44600","44010"
"In post","2021","40-49","Ministry of Justice","Unknown","Unknown","3005","2750","32100","32690"
"In post","2021","40-49","National Crime Agency","AA/AO","AO","60","55","24600","24220"
"In post","2021","40-49","National Crime Agency","EO","EO","465","445","34200","34440"
"In post","2021","40-49","National Crime Agency","G6/G7","G6","30","30","74410","71700"
"In post","2021","40-49","National Crime Agency","G6/G7","G7","90","90","60380","59160"
"In post","2021","40-49","National Crime Agency","SCS level","SCS level","10","10","113610","95000"
"In post","2021","40-49","National Crime Agency","SEO/HEO","HEO","480","465","41850","41680"
"In post","2021","40-49","National Crime Agency","SEO/HEO","SEO","250","245","50290","48900"
"In post","2021","40-49","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education","AA/AO","AO","50","45","21160","21160"
"In post","2021","40-49","Office for Standards in Education","EO","EO","50","45","26220","25880"
"In post","2021","40-49","Office for Standards in Education","G6/G7","G6","35","35","81650","85550"
"In post","2021","40-49","Office for Standards in Education","G6/G7","G7","160","155","70390","75500"
"In post","2021","40-49","Office for Standards in Education","SCS level","SCS level","10","10","96900","92430"
"In post","2021","40-49","Office for Standards in Education","SEO/HEO","HEO","40","40","32630","32010"
"In post","2021","40-49","Office for Standards in Education","SEO/HEO","SEO","165","160","47430","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","EO","EO","30","25","26460","25920"
"In post","2021","40-49","Office of Gas and Electricity Markets","G6/G7","G6","35","35","76670","76710"
"In post","2021","40-49","Office of Gas and Electricity Markets","G6/G7","G7","95","90","57620","57010"
"In post","2021","40-49","Office of Gas and Electricity Markets","SCS level","SCS level","25","20","104930","97470"
"In post","2021","40-49","Office of Gas and Electricity Markets","SEO/HEO","HEO","20","20","34070","33400"
"In post","2021","40-49","Office of Gas and Electricity Markets","SEO/HEO","SEO","40","40","40760","40000"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","G6/G7","G7","35","30","49880","48350"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","15","10","33850","33290"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","20","20","40720","40370"
"In post","2021","40-49","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","EO","EO","5","5","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","G7","45","40","58380","57030"
"In post","2021","40-49","Office of Rail and Road","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","HEO","10","10","35910","36180"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","SEO","15","15","45050","45490"
"In post","2021","40-49","Other Cabinet Office Agencies","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","EO","EO","15","15","23680","22640"
"In post","2021","40-49","Other Cabinet Office Agencies","G6/G7","G6","35","35","60870","60500"
"In post","2021","40-49","Other Cabinet Office Agencies","G6/G7","G7","60","60","51170","51190"
"In post","2021","40-49","Other Cabinet Office Agencies","SCS level","SCS level","15","15","84610","74450"
"In post","2021","40-49","Other Cabinet Office Agencies","SEO/HEO","HEO","55","50","30010","29000"
"In post","2021","40-49","Other Cabinet Office Agencies","SEO/HEO","SEO","75","75","37620","37180"
"In post","2021","40-49","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government","AA/AO","AA","275","250","21260","21150"
"In post","2021","40-49","Scottish Government","AA/AO","AO","770","715","24230","24130"
"In post","2021","40-49","Scottish Government","EO","EO","1095","1050","30390","29350"
"In post","2021","40-49","Scottish Government","G6/G7","G6","445","425","70610","69690"
"In post","2021","40-49","Scottish Government","G6/G7","G7","775","735","57740","59980"
"In post","2021","40-49","Scottish Government","SCS level","SCS level","85","80","87240","83230"
"In post","2021","40-49","Scottish Government","SEO/HEO","HEO","875","840","35040","35110"
"In post","2021","40-49","Scottish Government","SEO/HEO","SEO","945","895","45210","46440"
"In post","2021","40-49","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","AA/AO","AO","20","15","21600","21100"
"In post","2021","40-49","The National Archives","EO","EO","10","10","25610","25160"
"In post","2021","40-49","The National Archives","G6/G7","G6","10","10","65280","68010"
"In post","2021","40-49","The National Archives","G6/G7","G7","25","25","49530","48990"
"In post","2021","40-49","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","SEO/HEO","HEO","30","25","31240","30360"
"In post","2021","40-49","The National Archives","SEO/HEO","SEO","45","45","39990","38720"
"In post","2021","40-49","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","EO","EO","10","10","29770","29300"
"In post","2021","40-49","UK Export Finance","G6/G7","G6","15","15","77220","77490"
"In post","2021","40-49","UK Export Finance","G6/G7","G7","25","25","64680","63240"
"In post","2021","40-49","UK Export Finance","SCS level","SCS level","10","10","110850","102440"
"In post","2021","40-49","UK Export Finance","SEO/HEO","HEO","15","15","35450","33000"
"In post","2021","40-49","UK Export Finance","SEO/HEO","SEO","30","30","47520","47950"
"In post","2021","40-49","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","AA/AO","AA","45","30","20270","19130"
"In post","2021","40-49","United Kingdom Statistics Authority","AA/AO","AO","140","105","19600","19520"
"In post","2021","40-49","United Kingdom Statistics Authority","EO","EO","125","115","24100","23520"
"In post","2021","40-49","United Kingdom Statistics Authority","G6/G7","G6","70","70","60570","58880"
"In post","2021","40-49","United Kingdom Statistics Authority","G6/G7","G7","230","220","50520","49120"
"In post","2021","40-49","United Kingdom Statistics Authority","SCS level","SCS level","45","45","84050","77920"
"In post","2021","40-49","United Kingdom Statistics Authority","SEO/HEO","HEO","190","175","30520","29540"
"In post","2021","40-49","United Kingdom Statistics Authority","SEO/HEO","SEO","235","220","37240","36800"
"In post","2021","40-49","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","40-49","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","EO","EO","10","10","29470","28950"
"In post","2021","40-49","Water Services Regulation Authority","G6/G7","G6","20","20","91670","86870"
"In post","2021","40-49","Water Services Regulation Authority","G6/G7","G7","20","15","72000","71140"
"In post","2021","40-49","Water Services Regulation Authority","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","SEO/HEO","HEO","30","30","43650","42840"
"In post","2021","40-49","Water Services Regulation Authority","SEO/HEO","SEO","15","15","57300","56360"
"In post","2021","40-49","Welsh Government","AA/AO","AO","145","130","23640","23830"
"In post","2021","40-49","Welsh Government","EO","EO","245","230","28800","28850"
"In post","2021","40-49","Welsh Government","G6/G7","G6","55","50","72500","74730"
"In post","2021","40-49","Welsh Government","G6/G7","G7","330","315","58740","60830"
"In post","2021","40-49","Welsh Government","SCS level","SCS level","60","60","84610","78460"
"In post","2021","40-49","Welsh Government","SEO/HEO","HEO","460","440","37000","37410"
"In post","2021","40-49","Welsh Government","SEO/HEO","SEO","385","375","46550","47000"
"In post","2021","50-59","Attorney General's Departments","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","50-59","Attorney General's Departments","AA/AO","AO","390","355","22690","21950"
"In post","2021","50-59","Attorney General's Departments","EO","EO","490","455","28750","28430"
"In post","2021","50-59","Attorney General's Departments","G6/G7","G6","350","330","72340","71560"
"In post","2021","50-59","Attorney General's Departments","G6/G7","G7","1090","1010","58070","55610"
"In post","2021","50-59","Attorney General's Departments","SCS level","SCS level","155","150","90940","83830"
"In post","2021","50-59","Attorney General's Departments","SEO/HEO","HEO","290","280","34340","34300"
"In post","2021","50-59","Attorney General's Departments","SEO/HEO","SEO","115","110","40800","40000"
"In post","2021","50-59","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office","AA/AO","AO","130","120","21770","20920"
"In post","2021","50-59","Cabinet Office","EO","EO","125","120","27860","27500"
"In post","2021","50-59","Cabinet Office","G6/G7","G6","215","215","71710","68050"
"In post","2021","50-59","Cabinet Office","G6/G7","G7","355","350","55290","54700"
"In post","2021","50-59","Cabinet Office","SCS level","SCS level","280","280","105570","95920"
"In post","2021","50-59","Cabinet Office","SEO/HEO","HEO","280","270","34640","34550"
"In post","2021","50-59","Cabinet Office","SEO/HEO","SEO","125","125","40780","40600"
"In post","2021","50-59","Chancellor's other departments","EO","EO","5","5","[c]","[c]"
"In post","2021","50-59","Chancellor's other departments","G6/G7","G6","25","25","95870","86590"
"In post","2021","50-59","Chancellor's other departments","G6/G7","G7","20","20","54010","54100"
"In post","2021","50-59","Chancellor's other departments","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Chancellor's other departments","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2021","50-59","Chancellor's other departments","SEO/HEO","SEO","20","20","44800","45290"
"In post","2021","50-59","Charity Commission","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","50-59","Charity Commission","EO","EO","25","25","25550","25790"
"In post","2021","50-59","Charity Commission","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","50-59","Charity Commission","G6/G7","G7","10","10","55200","56240"
"In post","2021","50-59","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","SEO/HEO","HEO","40","35","29870","29400"
"In post","2021","50-59","Charity Commission","SEO/HEO","SEO","30","30","39080","37910"
"In post","2021","50-59","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","EO","EO","15","15","29380","29440"
"In post","2021","50-59","Competition and Markets Authority","G6/G7","G6","25","25","78260","79980"
"In post","2021","50-59","Competition and Markets Authority","G6/G7","G7","35","35","58700","58090"
"In post","2021","50-59","Competition and Markets Authority","SCS level","SCS level","40","35","115310","102630"
"In post","2021","50-59","Competition and Markets Authority","SEO/HEO","HEO","20","20","37260","36910"
"In post","2021","50-59","Competition and Markets Authority","SEO/HEO","SEO","15","15","45360","45740"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","AA/AO","AA","15","15","19400","18900"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","AA/AO","AO","345","315","21960","21140"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","EO","EO","425","405","27040","26860"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","G6/G7","G6","240","230","67100","65650"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","G6/G7","G7","555","540","54750","53600"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","120","120","88460","79280"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","615","600","34960","34500"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","575","555","42670","41870"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","EO","EO","20","20","27160","26410"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","G6","30","30","68010","66350"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","G7","50","50","55150","53080"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","SCS level","SCS level","20","20","99390","96800"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","45","45","37860","36280"
"In post","2021","50-59","Department for Education","AA/AO","AO","25","25","22000","21000"
"In post","2021","50-59","Department for Education","EO","EO","155","145","27150","26000"
"In post","2021","50-59","Department for Education","G6/G7","G6","245","240","66010","65370"
"In post","2021","50-59","Department for Education","G6/G7","G7","445","430","53070","51200"
"In post","2021","50-59","Department for Education","SCS level","SCS level","90","90","90350","81860"
"In post","2021","50-59","Department for Education","SEO/HEO","HEO","335","320","31700","30490"
"In post","2021","50-59","Department for Education","SEO/HEO","SEO","410","400","39430","37600"
"In post","2021","50-59","Department for Education","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","AA/AO","AO","490","450","21690","21050"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","EO","EO","475","445","26540","26320"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","G6/G7","G6","220","220","62910","62180"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","G6/G7","G7","470","460","51960","51330"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","SCS level","SCS level","65","65","88820","79970"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","475","455","31650","31380"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","475","460","39650","38750"
"In post","2021","50-59","Department for International Trade","AA/AO","AO","15","15","24620","25140"
"In post","2021","50-59","Department for International Trade","EO","EO","60","60","28570","29310"
"In post","2021","50-59","Department for International Trade","G6/G7","G6","60","60","66080","66050"
"In post","2021","50-59","Department for International Trade","G6/G7","G7","105","105","53620","52090"
"In post","2021","50-59","Department for International Trade","SCS level","SCS level","45","45","92220","86460"
"In post","2021","50-59","Department for International Trade","SEO/HEO","HEO","80","80","34000","34770"
"In post","2021","50-59","Department for International Trade","SEO/HEO","SEO","80","80","39740","39350"
"In post","2021","50-59","Department for Transport","AA/AO","AA","280","230","18250","18060"
"In post","2021","50-59","Department for Transport","AA/AO","AO","1050","950","23240","21590"
"In post","2021","50-59","Department for Transport","EO","EO","1340","1290","28180","26780"
"In post","2021","50-59","Department for Transport","G6/G7","G6","165","160","73000","69120"
"In post","2021","50-59","Department for Transport","G6/G7","G7","320","315","58190","55320"
"In post","2021","50-59","Department for Transport","SCS level","SCS level","70","65","96080","86250"
"In post","2021","50-59","Department for Transport","SEO/HEO","HEO","545","530","34080","33350"
"In post","2021","50-59","Department for Transport","SEO/HEO","SEO","435","425","43610","42520"
"In post","2021","50-59","Department for Work and Pensions","AA/AO","AA","120","100","20170","20230"
"In post","2021","50-59","Department for Work and Pensions","AA/AO","AO","10010","8610","21100","21010"
"In post","2021","50-59","Department for Work and Pensions","EO","EO","16680","15175","28070","27570"
"In post","2021","50-59","Department for Work and Pensions","G6/G7","G6","400","390","66530","65550"
"In post","2021","50-59","Department for Work and Pensions","G6/G7","G7","1055","1030","53830","52430"
"In post","2021","50-59","Department for Work and Pensions","SCS level","SCS level","140","135","90070","80720"
"In post","2021","50-59","Department for Work and Pensions","SEO/HEO","HEO","3205","3060","33800","33180"
"In post","2021","50-59","Department for Work and Pensions","SEO/HEO","SEO","1580","1525","40500","37880"
"In post","2021","50-59","Department of Health and Social Care","AA/AO","AA","25","20","20830","21020"
"In post","2021","50-59","Department of Health and Social Care","AA/AO","AO","125","110","21920","22010"
"In post","2021","50-59","Department of Health and Social Care","EO","EO","285","265","27390","27520"
"In post","2021","50-59","Department of Health and Social Care","G6/G7","G6","340","325","70860","68440"
"In post","2021","50-59","Department of Health and Social Care","G6/G7","G7","615","595","54110","53500"
"In post","2021","50-59","Department of Health and Social Care","SCS level","SCS level","325","305","105280","102130"
"In post","2021","50-59","Department of Health and Social Care","SEO/HEO","HEO","345","325","32930","32790"
"In post","2021","50-59","Department of Health and Social Care","SEO/HEO","SEO","480","450","41130","40850"
"In post","2021","50-59","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","G6/G7","G6","35","35","74410","74730"
"In post","2021","50-59","ESTYN","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","EO","EO","190","190","27300","26750"
