"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","EO","Female","5","5","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","EO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","G6/G7","Female","40","40","52880","53830"
"In post","2021","40-49","Other Cabinet Office Agencies","G6/G7","Male","50","50","55950","56180"
"In post","2021","40-49","Other Cabinet Office Agencies","SCS level","Female","5","5","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","SCS level","Male","10","10","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","SEO/HEO","Female","70","65","33980","34800"
"In post","2021","40-49","Other Cabinet Office Agencies","SEO/HEO","Male","60","60","34990","35350"
"In post","2021","40-49","Scotland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","SCS level","Female","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government","AA/AO","Female","605","535","22920","22820"
"In post","2021","40-49","Scottish Government","AA/AO","Male","440","435","24190","24130"
"In post","2021","40-49","Scottish Government","EO","Female","545","505","29640","29190"
"In post","2021","40-49","Scottish Government","EO","Male","545","545","31150","30160"
"In post","2021","40-49","Scottish Government","G6/G7","Female","700","655","62490","61010"
"In post","2021","40-49","Scottish Government","G6/G7","Male","515","510","62340","61010"
"In post","2021","40-49","Scottish Government","SCS level","Female","35","35","85870","83230"
"In post","2021","40-49","Scottish Government","SCS level","Male","50","45","88230","83230"
"In post","2021","40-49","Scottish Government","SEO/HEO","Female","1010","930","40300","39110"
"In post","2021","40-49","Scottish Government","SEO/HEO","Male","810","800","40360","39500"
"In post","2021","40-49","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
