"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","G6/G7","Female","35","[c]","60250","59230"
"Leaver CS","2021","50-59","Attorney General's Departments","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Work and Pensions","AA/AO","Female","270","[c]","20950","21010"
"Leaver CS","2021","50-59","Department for Work and Pensions","AA/AO","Male","140","[c]","21320","21010"
"Leaver CS","2021","50-59","Department for Work and Pensions","EO","Female","290","[c]","27930","27570"
"Leaver CS","2021","50-59","Department for Work and Pensions","EO","Male","150","[c]","28090","27570"
"Leaver CS","2021","50-59","Department for Work and Pensions","G6/G7","Female","30","[c]","56260","57500"
"Leaver CS","2021","50-59","Department for Work and Pensions","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Work and Pensions","SEO/HEO","Female","80","[c]","36220","35200"
"Leaver CS","2021","50-59","Department for Work and Pensions","SEO/HEO","Male","45","[c]","37680","34290"
"Leaver CS","2021","50-59","Department of Health and Social Care","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","G6/G7","Female","35","[c]","56630","51670"
"Leaver CS","2021","50-59","Department of Health and Social Care","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","SEO/HEO","Female","30","[c]","36890","36180"
"Leaver CS","2021","50-59","Department of Health and Social Care","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","ESTYN","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","ESTYN","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","AA/AO","Female","565","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","AA/AO","Male","195","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","EO","Female","315","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","EO","Male","155","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","G6/G7","Female","85","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","G6/G7","Male","85","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","SEO/HEO","Female","295","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","SEO/HEO","Male","230","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office","AA/AO","Female","50","[c]","21480","21430"
"Leaver CS","2021","50-59","Home Office","AA/AO","Male","35","[c]","21120","21430"
"Leaver CS","2021","50-59","Home Office","EO","Female","55","[c]","26610","27240"
"Leaver CS","2021","50-59","Home Office","EO","Male","80","[c]","27020","27240"
"Leaver CS","2021","50-59","Home Office","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence","AA/AO","Female","95","[c]","21840","21080"
"Leaver CS","2021","50-59","Ministry of Defence","AA/AO","Male","125","[c]","25130","20650"
"Leaver CS","2021","50-59","Ministry of Defence","EO","Female","40","[c]","26980","26670"
"Leaver CS","2021","50-59","Ministry of Defence","EO","Male","95","[c]","29460","29670"
"Leaver CS","2021","50-59","Ministry of Defence","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence","G6/G7","Male","45","[c]","60350","57110"
"Leaver CS","2021","50-59","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence","SEO/HEO","Female","70","[c]","36760","36960"
"Leaver CS","2021","50-59","Ministry of Defence","SEO/HEO","Male","155","[c]","38720","39510"
"Leaver CS","2021","50-59","Ministry of Defence","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence","Unknown","Male","50","[c]","41760","35120"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","AA/AO","Female","275","[c]","19870","19930"
"Leaver CS","2021","50-59","Ministry of Justice","AA/AO","Male","355","[c]","20670","20100"
"Leaver CS","2021","50-59","Ministry of Justice","EO","Female","60","[c]","24380","24510"
"Leaver CS","2021","50-59","Ministry of Justice","EO","Male","70","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","SEO/HEO","Female","85","[c]","37800","37900"
"Leaver CS","2021","50-59","Ministry of Justice","SEO/HEO","Male","70","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","Unknown","Female","85","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Crime Agency","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other Cabinet Office Agencies","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","AA/AO","Male","15","[c]","[c]","[c]"
