"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Legal Aid Agency","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","AA/AO","Female","35","[c]","22840","21590"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","AA/AO","Male","35","[c]","24950","26590"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Outside London","SEO/HEO","Male","55","[c]","38010","37820"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","EO","Female","30","[c]","27080","27140"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","Female","40","[c]","37230","40450"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Outside London","SEO/HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","AA/AO","Female","40","[c]","24710","25390"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","AA/AO","Male","55","[c]","25910","22970"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","EO","Female","35","[c]","29000","28700"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","EO","Male","30","[c]","29960","30200"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","SEO/HEO","Female","35","[c]","39230","37000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","SEO/HEO","Male","50","[c]","38900","37320"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","AA/AO","Female","630","[c]","20810","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","AA/AO","Male","725","[c]","23020","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","EO","Female","250","[c]","26730","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","EO","Male","315","[c]","26950","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","G6/G7","Female","65","[c]","68780","69160"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","G6/G7","Male","65","[c]","66170","63500"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","Female","270","[c]","35970","33300"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","Male","340","[c]","36350","33300"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Outside London","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","Female","30","[c]","27840","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO/HEO","Female","50","[c]","35840","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO/HEO","Male","40","[c]","33740","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SEO/HEO","Female","35","[c]","32790","30190"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","EO","Female","50","[c]","26650","26410"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","G6/G7","Female","50","[c]","57970","55670"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","G6/G7","Male","60","[c]","63220","64470"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","SEO/HEO","Female","145","[c]","36000","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","SEO/HEO","Male","125","[c]","36140","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","EO","Female","30","[c]","21720","21170"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","G6/G7","Male","30","[c]","57300","59000"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","Female","65","[c]","32000","30990"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","Male","50","[c]","32770","30990"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","EO","Female","105","[c]","32660","32260"
"New entrant CS","2021","National Crime Agency","London","EO","Male","75","[c]","33100","32260"
"New entrant CS","2021","National Crime Agency","London","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","London","SEO/HEO","Female","55","[c]","42810","40170"
"New entrant CS","2021","National Crime Agency","London","SEO/HEO","Male","50","[c]","44050","43630"
"New entrant CS","2021","National Crime Agency","Outside London","AA/AO","Female","45","[c]","20960","20800"
"New entrant CS","2021","National Crime Agency","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Outside London","EO","Female","265","[c]","29780","28840"
"New entrant CS","2021","National Crime Agency","Outside London","EO","Male","220","[c]","30790","32770"
"New entrant CS","2021","National Crime Agency","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Outside London","SEO/HEO","Female","50","[c]","40740","40210"
"New entrant CS","2021","National Crime Agency","Outside London","SEO/HEO","Male","90","[c]","40850","40210"
"New entrant CS","2021","National Crime Agency","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","Female","35","[c]","41500","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","EO","Male","30","[c]","26520","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","EO","Female","40","[c]","23910","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","EO","Male","40","[c]","24000","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
