"Status","Year","Organisation","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Inner London - West","G6/G7","10","10","63220","59660"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Inner London - West","SEO/HEO","25","25","44700","44750"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Derbyshire and Nottinghamshire","AA/AO","10","10","19990","19790"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Derbyshire and Nottinghamshire","EO","30","30","24460","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Derbyshire and Nottinghamshire","SEO/HEO","45","40","34000","31220"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","EO","10","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","SEO/HEO","25","25","34910","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","EO","35","35","24630","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","SEO/HEO","45","45","33690","31240"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","10","26000","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","30","30","34280","33280"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","AA/AO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","EO","60","55","24600","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","SEO/HEO","70","65","34140","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","SEO/HEO","20","20","37090","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","EO","15","15","29590","30350"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","G6/G7","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","SEO/HEO","70","65","39820","38670"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland and Tyne and Wear","EO","60","55","24590","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland and Tyne and Wear","SEO/HEO","65","60","33320","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","EO","45","40","24610","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","SEO/HEO","50","40","33580","31440"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","EO","35","30","24700","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","SEO/HEO","45","40","33950","31390"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","EO","20","20","24710","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","SEO/HEO","40","35","34500","33380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Policy","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cheshire","EO","15","15","25370","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","AA/AO","15","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","EO","15","15","25100","25320"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cumbria","AA/AO","90","85","21050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cumbria","EO","20","20","25350","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Devon","AA/AO","90","85","21050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Devon","EO","40","35","25370","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Devon","SEO/HEO","15","15","35060","35900"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","EO","15","10","25220","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","EO","30","25","25060","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","SEO/HEO","30","30","32500","31910"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Wales","AA/AO","45","45","21050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Wales","EO","15","15","25120","25010"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Wales","SEO/HEO","25","25","33180","30910"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","AA/AO","10","10","21050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Essex","EO","25","25","27180","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Essex","SEO/HEO","15","15","33770","32830"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","20","20","21310","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","20","20","25660","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","15","15","31880","30450"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","EO","10","10","27210","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","EO","10","10","24930","25010"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","AA/AO","35","30","20930","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","EO","35","35","25390","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","30","30","32690","31900"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","AA/AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Kent","EO","30","30","26380","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Kent","SEO/HEO","10","10","31720","31900"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lancashire","AA/AO","15","15","21210","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lancashire","EO","25","20","25530","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lancashire","SEO/HEO","15","15","32780","31900"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","EO","10","10","25580","25210"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","SEO/HEO","10","10","33420","34030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","AA/AO","50","45","21930","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","EO","50","45","25900","25280"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","SEO/HEO","30","30","33120","31390"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Northumberland and Tyne and Wear","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","EO","50","50","31070","31460"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","SEO/HEO","15","15","36410","36620"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","AA/AO","35","30","21050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","EO","25","25","25070","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","SEO/HEO","15","15","32540","30710"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","AA/AO","15","10","21050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","EO","10","10","25610","25230"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","AA/AO","40","35","24280","24370"
