"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","East Derbyshire","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","SEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Unknown","Heterosexual / straight","35","35","28530","28200"
"In post","2021","East Midlands (England)","East Derbyshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","East Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","AA","Heterosexual / straight","40","35","18340","17600"
"In post","2021","East Midlands (England)","Leicester","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","AA","Unknown","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","AO","Heterosexual / straight","675","595","21250","21010"
"In post","2021","East Midlands (England)","Leicester","AO","LGBO","30","25","21530","21010"
"In post","2021","East Midlands (England)","Leicester","AO","Undeclared","85","75","21290","21010"
"In post","2021","East Midlands (England)","Leicester","AO","Unknown","340","295","21340","21010"
"In post","2021","East Midlands (England)","Leicester","EO","Heterosexual / straight","440","410","27000","27570"
"In post","2021","East Midlands (England)","Leicester","EO","LGBO","30","30","27210","27570"
"In post","2021","East Midlands (England)","Leicester","EO","Undeclared","75","65","26970","27570"
"In post","2021","East Midlands (England)","Leicester","EO","Unknown","205","180","27100","27570"
"In post","2021","East Midlands (England)","Leicester","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","G7","Heterosexual / straight","80","70","53960","52580"
"In post","2021","East Midlands (England)","Leicester","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","G7","Unknown","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","HEO","Heterosexual / straight","155","140","32360","31990"
"In post","2021","East Midlands (England)","Leicester","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","HEO","Unknown","65","60","32290","31930"
"In post","2021","East Midlands (England)","Leicester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","SEO","Heterosexual / straight","90","85","39830","38630"
"In post","2021","East Midlands (England)","Leicester","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","Unknown","Heterosexual / straight","135","125","29240","28200"
"In post","2021","East Midlands (England)","Leicester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicester","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AA","Heterosexual / straight","125","120","19810","19850"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AA","LGBO","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AA","Undeclared","20","15","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AA","Unknown","60","55","19530","18800"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AO","Heterosexual / straight","540","500","23770","22850"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AO","LGBO","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AO","Undeclared","65","65","24210","22500"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","AO","Unknown","120","110","25820","24920"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","EO","Heterosexual / straight","385","360","27420","27370"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","EO","LGBO","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","EO","Undeclared","60","55","27550","27380"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","EO","Unknown","80","75","28680","27570"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G7","Heterosexual / straight","35","35","57410","55740"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","HEO","Heterosexual / straight","200","190","34830","34290"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","HEO","Unknown","30","25","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SEO","Heterosexual / straight","110","105","44920","44500"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Unknown","Heterosexual / straight","35","35","33640","33760"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire CC and Rutland","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","AA","Heterosexual / straight","240","230","19500","19560"
"In post","2021","East Midlands (England)","Lincolnshire","AA","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","AA","Undeclared","35","30","19260","19560"
"In post","2021","East Midlands (England)","Lincolnshire","AA","Unknown","45","40","20300","20600"
"In post","2021","East Midlands (England)","Lincolnshire","AO","Heterosexual / straight","750","695","23010","21130"
"In post","2021","East Midlands (England)","Lincolnshire","AO","LGBO","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","AO","Undeclared","90","85","22940","21010"
"In post","2021","East Midlands (England)","Lincolnshire","AO","Unknown","105","95","23500","21010"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Heterosexual / straight","535","505","27930","27570"
"In post","2021","East Midlands (England)","Lincolnshire","EO","LGBO","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Undeclared","80","75","27350","26890"
"In post","2021","East Midlands (England)","Lincolnshire","EO","Unknown","110","95","27710","27570"
"In post","2021","East Midlands (England)","Lincolnshire","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G7","Heterosexual / straight","50","50","57800","55080"
"In post","2021","East Midlands (England)","Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G7","Undeclared","10","5","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","G7","Unknown","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","Heterosexual / straight","275","265","32940","33300"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","Undeclared","45","45","34730","34610"
"In post","2021","East Midlands (England)","Lincolnshire","HEO","Unknown","45","45","34330","33600"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","Heterosexual / straight","145","145","42460","41770"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Heterosexual / straight","105","100","31320","30480"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AO","Heterosexual / straight","130","105","21230","21010"
"In post","2021","East Midlands (England)","North Northamptonshire","AO","LGBO","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AO","Undeclared","15","10","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","AO","Unknown","55","45","21170","21010"
"In post","2021","East Midlands (England)","North Northamptonshire","EO","Heterosexual / straight","170","160","27710","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","EO","LGBO","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","EO","Unknown","45","40","27500","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","AA","Heterosexual / straight","65","60","20170","20600"
"In post","2021","East Midlands (England)","North Nottinghamshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","AA","Unknown","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","AO","Heterosexual / straight","205","195","24910","24440"
"In post","2021","East Midlands (England)","North Nottinghamshire","AO","LGBO","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","AO","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","AO","Unknown","85","80","26430","26300"
"In post","2021","East Midlands (England)","North Nottinghamshire","EO","Heterosexual / straight","220","205","27710","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","EO","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","EO","Undeclared","40","35","28390","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","EO","Unknown","55","50","27780","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","HEO","Heterosexual / straight","55","55","34170","34290"
"In post","2021","East Midlands (England)","North Nottinghamshire","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","SEO","Heterosexual / straight","45","45","47240","45660"
"In post","2021","East Midlands (England)","North Nottinghamshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","Heterosexual / straight","80","70","31810","30880"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","AA","Heterosexual / straight","80","70","19140","20070"
"In post","2021","East Midlands (England)","Nottingham","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","AA","Unknown","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","AO","Heterosexual / straight","1105","1005","21460","21010"
"In post","2021","East Midlands (England)","Nottingham","AO","LGBO","85","80","21870","21010"
"In post","2021","East Midlands (England)","Nottingham","AO","Undeclared","140","125","21220","20890"
"In post","2021","East Midlands (England)","Nottingham","AO","Unknown","640","585","20990","20140"
"In post","2021","East Midlands (England)","Nottingham","EO","Heterosexual / straight","1255","1165","26010","25920"
"In post","2021","East Midlands (England)","Nottingham","EO","LGBO","100","100","25800","25560"
"In post","2021","East Midlands (England)","Nottingham","EO","Undeclared","195","170","26200","26780"
"In post","2021","East Midlands (England)","Nottingham","EO","Unknown","595","560","26300","25560"
"In post","2021","East Midlands (England)","Nottingham","G6","Heterosexual / straight","140","135","65840","64670"
"In post","2021","East Midlands (England)","Nottingham","G6","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","G6","Unknown","40","35","66960","64720"
"In post","2021","East Midlands (England)","Nottingham","G7","Heterosexual / straight","535","510","53680","52580"
"In post","2021","East Midlands (England)","Nottingham","G7","LGBO","30","30","53970","52580"
"In post","2021","East Midlands (England)","Nottingham","G7","Undeclared","60","55","52130","52580"
"In post","2021","East Midlands (England)","Nottingham","G7","Unknown","125","120","53630","52580"
"In post","2021","East Midlands (England)","Nottingham","HEO","Heterosexual / straight","1000","945","31830","31810"
"In post","2021","East Midlands (England)","Nottingham","HEO","LGBO","45","45","31470","31810"
"In post","2021","East Midlands (England)","Nottingham","HEO","Undeclared","155","145","32280","31810"
"In post","2021","East Midlands (England)","Nottingham","HEO","Unknown","400","385","31910","31810"
"In post","2021","East Midlands (England)","Nottingham","SCS level","Heterosexual / straight","55","50","89070","80440"
"In post","2021","East Midlands (England)","Nottingham","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","SEO","Heterosexual / straight","655","620","40010","38630"
"In post","2021","East Midlands (England)","Nottingham","SEO","LGBO","35","35","39150","38630"
"In post","2021","East Midlands (England)","Nottingham","SEO","Undeclared","90","90","40530","39010"
"In post","2021","East Midlands (England)","Nottingham","SEO","Unknown","155","150","39820","38630"
"In post","2021","East Midlands (England)","Nottingham","Unknown","Heterosexual / straight","130","115","28030","28200"
"In post","2021","East Midlands (England)","Nottingham","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","AA","Heterosexual / straight","45","40","20430","20600"
"In post","2021","East Midlands (England)","South and West Derbyshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","AA","Unknown","15","10","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","AO","Heterosexual / straight","185","170","24550","23240"
"In post","2021","East Midlands (England)","South and West Derbyshire","AO","LGBO","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","AO","Undeclared","20","15","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","AO","Unknown","50","45","27630","30880"
"In post","2021","East Midlands (England)","South and West Derbyshire","EO","Heterosexual / straight","240","220","27780","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","EO","LGBO","5","5","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","EO","Undeclared","40","35","28060","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","EO","Unknown","80","70","28030","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G7","Heterosexual / straight","50","45","55480","53680"
"In post","2021","East Midlands (England)","South and West Derbyshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","G7","Unknown","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","HEO","Heterosexual / straight","105","100","33370","32720"
"In post","2021","East Midlands (England)","South and West Derbyshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","HEO","Unknown","30","25","33130","33170"
"In post","2021","East Midlands (England)","South and West Derbyshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","SEO","Heterosexual / straight","95","90","43760","43220"
"In post","2021","East Midlands (England)","South and West Derbyshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
