"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Commercial","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Housing, Communities and Local Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","UK Export Finance","London","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","Wales","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office for Standards in Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
