"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Other Cabinet Office Agencies","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Other Cabinet Office Agencies","SEO/HEO","10","10","36220","36300"
"In post","2021","40-49","Finance","Scottish Government","AA/AO","15","15","24420","25000"
"In post","2021","40-49","Finance","Scottish Government","EO","10","10","[c]","[c]"
"In post","2021","40-49","Finance","Scottish Government","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Scottish Government","SEO/HEO","15","15","40540","39500"
"In post","2021","40-49","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2021","40-49","Finance","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Finance","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","United Kingdom Statistics Authority","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Finance","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Department for Environment, Food and Rural Affairs","AA/AO","275","240","21050","21050"
"In post","2021","40-49","Grants Management","Department for Environment, Food and Rural Affairs","EO","165","150","25610","25600"
"In post","2021","40-49","Grants Management","Department for Environment, Food and Rural Affairs","G6/G7","20","20","52270","49350"
"In post","2021","40-49","Grants Management","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Department for Environment, Food and Rural Affairs","SEO/HEO","125","115","32610","31040"
"In post","2021","40-49","Human Resources","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Attorney General's Departments","G6/G7","15","15","53590","51250"
"In post","2021","40-49","Human Resources","Attorney General's Departments","SEO/HEO","25","25","35710","34160"
"In post","2021","40-49","Human Resources","Cabinet Office","AA/AO","35","30","21010","20800"
"In post","2021","40-49","Human Resources","Cabinet Office","EO","35","30","26350","25550"
"In post","2021","40-49","Human Resources","Cabinet Office","G6/G7","90","90","56900","57150"
"In post","2021","40-49","Human Resources","Cabinet Office","SCS level","20","20","82530","74300"
"In post","2021","40-49","Human Resources","Cabinet Office","SEO/HEO","90","85","36670","37300"
"In post","2021","40-49","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Competition and Markets Authority","G6/G7","10","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","EO","15","15","26030","25460"
"In post","2021","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","40","35","55540","54900"
"In post","2021","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","55","50","37640","38860"
"In post","2021","40-49","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Education","EO","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Education","G6/G7","15","10","54230","50400"
"In post","2021","40-49","Human Resources","Department for Education","SEO/HEO","15","15","33670","32240"
"In post","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs","EO","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","35","35","53030","49980"
"In post","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","45","40","34840","36520"
"In post","2021","40-49","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Transport","EO","20","20","27370","26780"
"In post","2021","40-49","Human Resources","Department for Transport","G6/G7","15","15","53060","52900"
"In post","2021","40-49","Human Resources","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Transport","SEO/HEO","65","60","36340","38650"
"In post","2021","40-49","Human Resources","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Work and Pensions","G6/G7","10","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Department for Work and Pensions","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Department of Health and Social Care","G6/G7","25","25","57080","58470"
"In post","2021","40-49","Human Resources","Department of Health and Social Care","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Department of Health and Social Care","SEO/HEO","10","10","36450","36920"
"In post","2021","40-49","Human Resources","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Food Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Foreign, Commonwealth and Development Office","EO","15","15","29900","30800"
"In post","2021","40-49","Human Resources","Foreign, Commonwealth and Development Office","G6/G7","25","25","58970","56870"
"In post","2021","40-49","Human Resources","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","30","30","38560","38860"
"In post","2021","40-49","Human Resources","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","HM Land Registry","SEO/HEO","25","25","40330","40860"
"In post","2021","40-49","Human Resources","HM Revenue and Customs","AA/AO","55","45","20950","21400"
"In post","2021","40-49","Human Resources","HM Revenue and Customs","EO","85","80","26020","25560"
"In post","2021","40-49","Human Resources","HM Revenue and Customs","G6/G7","100","100","56690","52580"
"In post","2021","40-49","Human Resources","HM Revenue and Customs","SCS level","10","10","101610","93050"
"In post","2021","40-49","Human Resources","HM Revenue and Customs","SEO/HEO","160","150","34780","31850"
"In post","2021","40-49","Human Resources","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","HM Treasury","G6/G7","10","10","55820","52840"
"In post","2021","40-49","Human Resources","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Defence","AA/AO","160","145","21220","21130"
"In post","2021","40-49","Human Resources","Ministry of Defence","EO","75","70","26070","26670"
"In post","2021","40-49","Human Resources","Ministry of Defence","G6/G7","70","70","58900","58550"
"In post","2021","40-49","Human Resources","Ministry of Defence","SCS level","10","10","89430","87190"
"In post","2021","40-49","Human Resources","Ministry of Defence","SEO/HEO","130","125","36990","35150"
"In post","2021","40-49","Human Resources","Ministry of Defence","Unknown","60","60","41360","39430"
"In post","2021","40-49","Human Resources","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Housing, Communities and Local Government","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Justice","AA/AO","10","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Justice","EO","35","30","27100","26410"
"In post","2021","40-49","Human Resources","Ministry of Justice","G6/G7","60","60","59610","59370"
"In post","2021","40-49","Human Resources","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Ministry of Justice","SEO/HEO","175","170","38940","36800"
"In post","2021","40-49","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","National Crime Agency","EO","10","10","31740","31970"
"In post","2021","40-49","Human Resources","National Crime Agency","G6/G7","10","10","60640","58340"
"In post","2021","40-49","Human Resources","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","National Crime Agency","SEO/HEO","35","35","42400","41860"
"In post","2021","40-49","Human Resources","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office for Standards in Education","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Office for Standards in Education","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Other Cabinet Office Agencies","SEO/HEO","10","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Scottish Government","AA/AO","15","15","23540","23010"
"In post","2021","40-49","Human Resources","Scottish Government","EO","20","20","29780","29350"
"In post","2021","40-49","Human Resources","Scottish Government","G6/G7","15","15","57290","53110"
"In post","2021","40-49","Human Resources","Scottish Government","SEO/HEO","40","35","38330","37530"
"In post","2021","40-49","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","United Kingdom Statistics Authority","EO","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","United Kingdom Statistics Authority","G6/G7","10","10","52960","49600"
"In post","2021","40-49","Human Resources","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","United Kingdom Statistics Authority","SEO/HEO","25","25","33610","36030"
"In post","2021","40-49","Human Resources","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Water Services Regulation Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Human Resources","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","HM Revenue and Customs","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","HM Revenue and Customs","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Internal Audit","HM Treasury","G6/G7","40","40","57940","58470"
"In post","2021","40-49","Internal Audit","HM Treasury","SCS level","10","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","HM Treasury","SEO/HEO","50","50","41880","42320"
"In post","2021","40-49","Internal Audit","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2021","40-49","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Ministry of Defence","SEO/HEO","15","15","35290","33300"
"In post","2021","40-49","Internal Audit","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Ministry of Justice","SEO/HEO","10","10","48820","49190"
"In post","2021","40-49","Internal Audit","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Attorney General's Departments","AA/AO","315","280","22610","21950"
"In post","2021","40-49","Legal","Attorney General's Departments","EO","360","325","28390","28430"
"In post","2021","40-49","Legal","Attorney General's Departments","G6/G7","1500","1355","58510","57400"
"In post","2021","40-49","Legal","Attorney General's Departments","SCS level","105","100","81640","79330"
"In post","2021","40-49","Legal","Attorney General's Departments","SEO/HEO","210","200","36350","36240"
"In post","2021","40-49","Legal","Cabinet Office","SCS level","15","15","83520","79760"
"In post","2021","40-49","Legal","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Competition and Markets Authority","G6/G7","30","30","72430","74810"
"In post","2021","40-49","Legal","Competition and Markets Authority","SCS level","10","10","116720","102520"
"In post","2021","40-49","Legal","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","25","25","55400","54220"
"In post","2021","40-49","Legal","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for Education","G6/G7","25","20","59800","61010"
"In post","2021","40-49","Legal","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for International Trade","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Foreign, Commonwealth and Development Office","G6/G7","20","20","69100","70210"
"In post","2021","40-49","Legal","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","HM Land Registry","EO","10","10","27670","27130"
"In post","2021","40-49","Legal","HM Land Registry","G6/G7","35","35","64780","64420"
"In post","2021","40-49","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","HM Land Registry","SEO/HEO","15","10","36010","33840"
"In post","2021","40-49","Legal","HM Revenue and Customs","AA/AO","25","20","22050","21440"
"In post","2021","40-49","Legal","HM Revenue and Customs","EO","45","40","26220","25560"
"In post","2021","40-49","Legal","HM Revenue and Customs","G6/G7","85","80","62190","59580"
"In post","2021","40-49","Legal","HM Revenue and Customs","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Legal","HM Revenue and Customs","SEO/HEO","125","120","34330","31810"
"In post","2021","40-49","Legal","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Ministry of Justice","EO","10","10","[c]","[c]"
"In post","2021","40-49","Legal","Ministry of Justice","G6/G7","95","90","57710","56610"
"In post","2021","40-49","Legal","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Ministry of Justice","SEO/HEO","290","250","39260","40720"
"In post","2021","40-49","Legal","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","National Crime Agency","G6/G7","10","10","62460","59160"
"In post","2021","40-49","Legal","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Office for Standards in Education","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Office of Gas and Electricity Markets","G6/G7","20","20","70520","70720"
"In post","2021","40-49","Legal","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Scottish Government","AA/AO","150","130","22160","22820"
"In post","2021","40-49","Legal","Scottish Government","EO","95","90","29140","29350"
"In post","2021","40-49","Legal","Scottish Government","G6/G7","85","80","65130","68470"
"In post","2021","40-49","Legal","Scottish Government","SCS level","10","10","87080","83230"
"In post","2021","40-49","Legal","Scottish Government","SEO/HEO","175","160","45950","45190"
"In post","2021","40-49","Legal","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Water Services Regulation Authority","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Legal","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2021","40-49","No function","Attorney General's Departments","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","No function","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Cabinet Office","AA/AO","10","10","23880","24490"
"In post","2021","40-49","No function","Cabinet Office","EO","25","20","28490","28330"
"In post","2021","40-49","No function","Cabinet Office","G6/G7","160","155","59780","57920"
"In post","2021","40-49","No function","Cabinet Office","SCS level","110","110","87800","78040"
"In post","2021","40-49","No function","Cabinet Office","SEO/HEO","125","125","36030","35590"
"In post","2021","40-49","No function","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2021","40-49","No function","Chancellor's other departments","G6/G7","15","15","61570","55440"
"In post","2021","40-49","No function","Chancellor's other departments","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","No function","Chancellor's other departments","SEO/HEO","10","10","42650","43520"
"In post","2021","40-49","No function","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","No function","Department for Business, Energy and Industrial Strategy","AA/AO","255","230","21340","20880"
"In post","2021","40-49","No function","Department for Business, Energy and Industrial Strategy","EO","270","250","25720","25460"
"In post","2021","40-49","No function","Department for Business, Energy and Industrial Strategy","G6/G7","605","580","59500","58650"
"In post","2021","40-49","No function","Department for Business, Energy and Industrial Strategy","SCS level","135","125","81700","74500"
"In post","2021","40-49","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","570","545","37930","36740"
"In post","2021","40-49","No function","Department for Digital, Culture, Media and Sport","EO","10","10","27490","26360"
"In post","2021","40-49","No function","Department for Digital, Culture, Media and Sport","G6/G7","85","80","58150","57370"
"In post","2021","40-49","No function","Department for Digital, Culture, Media and Sport","SCS level","40","35","88660","78810"
"In post","2021","40-49","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","40","35","36920","34330"
"In post","2021","40-49","No function","Department for Education","AA/AO","10","5","[c]","[c]"
"In post","2021","40-49","No function","Department for Education","EO","75","70","26580","26000"
"In post","2021","40-49","No function","Department for Education","G6/G7","480","455","56390","54160"
