"Status","Year","Ethnicity","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Companies House","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Companies House","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Heterosexual / straight","95","90","45060","36860"
"In post","2021","Asian","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","40","35","36600","33240"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","London","Heterosexual / straight","245","230","40600","32080"
"In post","2021","Asian","Crown Prosecution Service","London","LGBO","10","5","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","London","Unknown","35","30","37500","29800"
"In post","2021","Asian","Crown Prosecution Service","Outside London","Heterosexual / straight","250","235","38460","38180"
"In post","2021","Asian","Crown Prosecution Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Outside London","Unknown","50","45","39890","36620"
"In post","2021","Asian","Crown Prosecution Service","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt Management Office","London","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","London","Heterosexual / straight","40","40","23640","20420"
"In post","2021","Asian","Defence Equipment and Support","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Outside London","Heterosexual / straight","240","235","35480","33200"
"In post","2021","Asian","Defence Equipment and Support","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","55","55","42740","38100"
"In post","2021","Asian","Defence Science and Technology Laboratory","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Defence Science and Technology Laboratory","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","360","355","44730","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","30","30","35900","30360"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","105","100","47370","42280"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","London","Heterosexual / straight","185","180","43950","40510"
"In post","2021","Asian","Department for Education (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","220","215","36210","33610"
"In post","2021","Asian","Department for Education (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","155","155","40720","35010"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","65","65","38170","36520"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","London","Heterosexual / straight","170","170","41730","38540"
"In post","2021","Asian","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","London","Heterosexual / straight","245","245","45540","42890"
"In post","2021","Asian","Department for Transport (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","1780","1660","31420","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","LGBO","45","45","31980","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Undeclared","150","125","29620","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Unknown","465","390","30140","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","3550","3255","26360","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","70","65","25620","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","250","220","25080","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","895","745","25120","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","100","90","28500","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","95","95","44040","40650"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","45","40","37650","35400"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","40","35","27560","21590"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","60","60","29760","26780"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Standards Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","London","Heterosexual / straight","35","35","44430","40940"
"In post","2021","Asian","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Outside London","Heterosexual / straight","115","115","37560","36500"
"In post","2021","Asian","Education and Skills Funding Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Outside London","Unknown","30","30","39840","38420"
"In post","2021","Asian","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","ESTYN","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Outside London","Heterosexual / straight","45","45","34270","28700"
"In post","2021","Asian","FCDO Services","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","London","Heterosexual / straight","35","35","39740","32830"
"In post","2021","Asian","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
