"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Department for International Trade","Department for International Trade","EO","30","30","27640","27600"
"In post","2021","Black","Department for International Trade","Department for International Trade","G6/G7","30","30","53520","51970"
"In post","2021","Black","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","Department for International Trade","SEO/HEO","55","55","35630","38160"
"In post","2021","Black","Department for Transport (excl. agencies)","Department for Transport","AA/AO","15","15","[c]","[c]"
"In post","2021","Black","Department for Transport (excl. agencies)","Department for Transport","EO","35","35","29220","30540"
"In post","2021","Black","Department for Transport (excl. agencies)","Department for Transport","G6/G7","30","30","55040","54650"
"In post","2021","Black","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","90","90","39340","37660"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","855","775","22750","22680"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","2690","2565","29890","31060"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","40","40","57190","54070"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","280","275","36890","36650"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","30","30","28200","27770"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","15","15","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","45","45","35140","33440"
"In post","2021","Black","Disclosure Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","10","10","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Department for Transport","EO","30","30","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Department for Education","EO","10","10","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Department for Education","G6/G7","15","15","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Department for Education","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Black","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2021","Black","FCDO Services","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2021","Black","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Black","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Food Standards Agency","EO","15","15","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Food Standards Agency","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","40","40","26800","28000"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","60","60","30910","30630"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","50","50","57020","56400"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","80","80","37310","37560"
"In post","2021","Black","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","HM Treasury","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Black","Government Legal Department","Attorney General's Departments","AA/AO","20","20","[c]","[c]"
"In post","2021","Black","Government Legal Department","Attorney General's Departments","EO","50","50","27880","27580"
"In post","2021","Black","Government Legal Department","Attorney General's Departments","G6/G7","60","60","57520","52040"
"In post","2021","Black","Government Legal Department","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2021","Black","Government Legal Department","Attorney General's Departments","SEO/HEO","30","30","35110","32890"
"In post","2021","Black","Government Property Agency","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Department for Work and Pensions","EO","10","10","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","620","575","21710","22680"
"In post","2021","Black","HM Courts and Tribunals Service","Ministry of Justice","EO","150","145","26140","26410"
"In post","2021","Black","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","20","20","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","150","150","34810","33180"
"In post","2021","Black","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","HM Land Registry","AA/AO","25","20","[c]","[c]"
"In post","2021","Black","HM Land Registry","HM Land Registry","EO","15","15","[c]","[c]"
"In post","2021","Black","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","HM Land Registry","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Black","HM Prison and Probation Service","Ministry of Justice","AA/AO","990","965","28810","28050"
"In post","2021","Black","HM Prison and Probation Service","Ministry of Justice","EO","190","185","32470","31530"
"In post","2021","Black","HM Prison and Probation Service","Ministry of Justice","G6/G7","20","15","[c]","[c]"
"In post","2021","Black","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","185","180","41990","40860"
"In post","2021","Black","HM Prison and Probation Service","Ministry of Justice","Unknown","790","765","31010","28200"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","370","340","21970","20140"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","410","390","28250","29570"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","105","105","58230","59160"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","5","5","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","510","505","36060","36160"
"In post","2021","Black","HM Treasury (excl. agencies)","HM Treasury","AA/AO","10","10","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","HM Treasury","EO","20","20","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","HM Treasury","G6/G7","15","15","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Black","Home Office (incl. agencies)","Home Office","AA/AO","435","385","24110","25630"
"In post","2021","Black","Home Office (incl. agencies)","Home Office","EO","775","725","28650","28850"
"In post","2021","Black","Home Office (incl. agencies)","Home Office","G6/G7","120","120","60430","57680"
"In post","2021","Black","Home Office (incl. agencies)","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office (incl. agencies)","Home Office","SEO/HEO","550","540","38180","36370"
"In post","2021","Black","Home Office (incl. agencies)","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","30","30","22110","20880"
"In post","2021","Black","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2021","Black","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Ministry of Justice","AA/AO","25","25","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Ministry of Justice","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Ministry of Justice","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","5","5","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","30","30","27970","27510"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","20","20","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","40","40","37430","35680"
"In post","2021","Black","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","185","180","22530","22080"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","95","95","28590","27730"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","30","25","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","185","185","39370","40000"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","30","30","28790","27850"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","45","45","55040","53130"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","60","60","36660","36160"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","25","25","[c]","[c]"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","85","85","27060","26410"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","45","45","58530","54700"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","185","180","36390","35360"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","National Crime Agency","AA/AO","20","20","[c]","[c]"
"In post","2021","Black","National Crime Agency","National Crime Agency","EO","45","45","33560","32750"
"In post","2021","Black","National Crime Agency","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","National Crime Agency","SEO/HEO","35","35","43980","45090"
"In post","2021","Black","National Infrastructure Commission","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","10","10","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","10","10","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","10","10","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","30","30","44900","51360"
"In post","2021","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","10","10","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","15","15","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Office of Rail and Road","G6/G7","10","10","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Office of Rail and Road","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Ministry of Justice","AA/AO","65","60","19960","19930"
"In post","2021","Black","Office of the Public Guardian","Ministry of Justice","EO","20","20","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Ministry of Justice","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Public Health England","Department of Health and Social Care","AA/AO","65","55","21930","22100"
"In post","2021","Black","Public Health England","Department of Health and Social Care","EO","80","75","26800","26880"
"In post","2021","Black","Public Health England","Department of Health and Social Care","G6/G7","90","85","56440","53220"
"In post","2021","Black","Public Health England","Department of Health and Social Care","SCS level","25","25","[c]","[c]"
"In post","2021","Black","Public Health England","Department of Health and Social Care","SEO/HEO","225","205","36010","34240"
"In post","2021","Black","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
