"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Defence","Outside London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","SEO/HEO","Heterosexual / straight","620","[c]","36540","35480"
"Leaver CS","2021","Ministry of Defence","Outside London","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","SEO/HEO","Undeclared","115","[c]","37690","37020"
"Leaver CS","2021","Ministry of Defence","Outside London","SEO/HEO","Unknown","100","[c]","35290","35100"
"Leaver CS","2021","Ministry of Defence","Outside London","Unknown","Heterosexual / straight","55","[c]","39870","36280"
"Leaver CS","2021","Ministry of Defence","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","SEO/HEO","Heterosexual / straight","40","[c]","35960","36960"
"Leaver CS","2021","Ministry of Defence","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","Unknown","150","[c]","34920","32400"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","AA/AO","Heterosexual / straight","220","[c]","22080","22680"
"Leaver CS","2021","Ministry of Justice","London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","AA/AO","Unknown","230","[c]","22040","22680"
"Leaver CS","2021","Ministry of Justice","London","EO","Heterosexual / straight","60","[c]","26740","26410"
"Leaver CS","2021","Ministry of Justice","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","EO","Unknown","45","[c]","26320","26410"
"Leaver CS","2021","Ministry of Justice","London","G6/G7","Heterosexual / straight","40","[c]","63870","61730"
"Leaver CS","2021","Ministry of Justice","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","SEO/HEO","Heterosexual / straight","65","[c]","36560","34640"
"Leaver CS","2021","Ministry of Justice","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","SEO/HEO","Unknown","55","[c]","33730","30850"
"Leaver CS","2021","Ministry of Justice","London","Unknown","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","AA/AO","Heterosexual / straight","1865","[c]","19660","19830"
"Leaver CS","2021","Ministry of Justice","Outside London","AA/AO","LGBO","130","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","AA/AO","Undeclared","250","[c]","19490","19930"
"Leaver CS","2021","Ministry of Justice","Outside London","AA/AO","Unknown","1225","[c]","19260","18880"
"Leaver CS","2021","Ministry of Justice","Outside London","EO","Heterosexual / straight","265","[c]","23120","22570"
"Leaver CS","2021","Ministry of Justice","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","EO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","EO","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","G6/G7","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","SEO/HEO","Heterosexual / straight","270","[c]","36100","34090"
"Leaver CS","2021","Ministry of Justice","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","SEO/HEO","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","SEO/HEO","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","Unknown","Heterosexual / straight","385","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","Unknown","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Outside London","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","SEO/HEO","Heterosexual / straight","30","[c]","44170","44080"
"Leaver CS","2021","National Crime Agency","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
