"Status","Year","Parent_department","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Revenue and Customs","Northern Ireland","AA/AO","AA","10","10","20070","20070"
"In post","2021","HM Revenue and Customs","Northern Ireland","AA/AO","AO","705","635","20460","20140"
"In post","2021","HM Revenue and Customs","Northern Ireland","EO","EO","555","515","25960","25560"
"In post","2021","HM Revenue and Customs","Northern Ireland","G6/G7","G6","30","30","64800","64670"
"In post","2021","HM Revenue and Customs","Northern Ireland","G6/G7","G7","125","120","52160","52580"
"In post","2021","HM Revenue and Customs","Northern Ireland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Northern Ireland","SEO/HEO","HEO","415","395","31810","31810"
"In post","2021","HM Revenue and Customs","Northern Ireland","SEO/HEO","SEO","150","145","38170","38630"
"In post","2021","HM Revenue and Customs","Scotland","AA/AO","AA","55","45","20070","20070"
"In post","2021","HM Revenue and Customs","Scotland","AA/AO","AO","3680","3205","20480","20140"
"In post","2021","HM Revenue and Customs","Scotland","EO","EO","1635","1465","25890","25560"
"In post","2021","HM Revenue and Customs","Scotland","G6/G7","G6","115","105","64800","64670"
"In post","2021","HM Revenue and Customs","Scotland","G6/G7","G7","355","345","51620","52580"
"In post","2021","HM Revenue and Customs","Scotland","SCS level","SCS level","20","20","86350","77150"
"In post","2021","HM Revenue and Customs","Scotland","SEO/HEO","HEO","1375","1295","31740","31810"
"In post","2021","HM Revenue and Customs","Scotland","SEO/HEO","SEO","545","520","38160","38630"
"In post","2021","HM Revenue and Customs","South East (England)","AA/AO","AA","50","35","20030","20070"
"In post","2021","HM Revenue and Customs","South East (England)","AA/AO","AO","735","645","20770","20140"
"In post","2021","HM Revenue and Customs","South East (England)","EO","EO","735","650","26850","26500"
"In post","2021","HM Revenue and Customs","South East (England)","G6/G7","G6","55","50","65900","64670"
"In post","2021","HM Revenue and Customs","South East (England)","G6/G7","G7","155","145","53350","52580"
"In post","2021","HM Revenue and Customs","South East (England)","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","South East (England)","SEO/HEO","HEO","550","505","32960","31870"
"In post","2021","HM Revenue and Customs","South East (England)","SEO/HEO","SEO","265","250","39860","38700"
"In post","2021","HM Revenue and Customs","South West (England)","AA/AO","AA","50","45","19850","19850"
"In post","2021","HM Revenue and Customs","South West (England)","AA/AO","AO","340","310","20910","21100"
"In post","2021","HM Revenue and Customs","South West (England)","EO","EO","430","400","26070","25560"
"In post","2021","HM Revenue and Customs","South West (England)","G6/G7","G6","80","75","65970","64670"
"In post","2021","HM Revenue and Customs","South West (England)","G6/G7","G7","200","190","52770","52580"
"In post","2021","HM Revenue and Customs","South West (England)","SCS level","SCS level","10","10","82640","79880"
"In post","2021","HM Revenue and Customs","South West (England)","SEO/HEO","HEO","495","470","32070","31810"
"In post","2021","HM Revenue and Customs","South West (England)","SEO/HEO","SEO","235","220","39730","38630"
"In post","2021","HM Revenue and Customs","Wales","AA/AO","AA","25","20","20040","20070"
"In post","2021","HM Revenue and Customs","Wales","AA/AO","AO","1505","1330","20500","20140"
"In post","2021","HM Revenue and Customs","Wales","EO","EO","1280","1195","25700","25560"
"In post","2021","HM Revenue and Customs","Wales","G6/G7","G6","55","55","64520","64670"
"In post","2021","HM Revenue and Customs","Wales","G6/G7","G7","230","220","51930","52580"
"In post","2021","HM Revenue and Customs","Wales","SCS level","SCS level","15","15","81970","74500"
"In post","2021","HM Revenue and Customs","Wales","SEO/HEO","HEO","970","925","31740","31810"
"In post","2021","HM Revenue and Customs","Wales","SEO/HEO","SEO","345","330","38860","38630"
"In post","2021","HM Revenue and Customs","West Midlands (England)","AA/AO","AA","15","15","19970","20070"
"In post","2021","HM Revenue and Customs","West Midlands (England)","AA/AO","AO","885","795","20500","20140"
"In post","2021","HM Revenue and Customs","West Midlands (England)","EO","EO","965","890","25990","25560"
"In post","2021","HM Revenue and Customs","West Midlands (England)","G6/G7","G6","150","150","64640","64670"
"In post","2021","HM Revenue and Customs","West Midlands (England)","G6/G7","G7","435","415","52360","52580"
"In post","2021","HM Revenue and Customs","West Midlands (England)","SCS level","SCS level","35","35","85420","76900"
"In post","2021","HM Revenue and Customs","West Midlands (England)","SEO/HEO","HEO","1010","960","32070","31810"
"In post","2021","HM Revenue and Customs","West Midlands (England)","SEO/HEO","SEO","595","565","38980","38630"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","AA/AO","AA","60","50","19990","20070"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","AA/AO","AO","1540","1350","20510","20140"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","EO","EO","1410","1310","25860","25560"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","G6/G7","G6","125","120","64280","64670"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","G6/G7","G7","400","385","52350","52580"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","SCS level","SCS level","25","25","85850","76590"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","SEO/HEO","HEO","1105","1045","31910","31810"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","SEO/HEO","SEO","465","450","39050","38630"
"In post","2021","HM Treasury","East Midlands (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East Midlands (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East Midlands (England)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East Midlands (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East of England","AA/AO","AO","15","15","20640","20600"
"In post","2021","HM Treasury","East of England","EO","EO","25","25","23940","23750"
"In post","2021","HM Treasury","East of England","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","East of England","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","HM Treasury","East of England","SEO/HEO","HEO","20","20","32260","31110"
"In post","2021","HM Treasury","East of England","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","London","AA/AO","AO","55","55","23030","23500"
"In post","2021","HM Treasury","London","EO","EO","210","205","27430","26950"
"In post","2021","HM Treasury","London","G6/G7","G6","325","315","67670","64880"
"In post","2021","HM Treasury","London","G6/G7","G7","690","675","55480","52840"
"In post","2021","HM Treasury","London","SCS level","SCS level","180","170","86370","77920"
"In post","2021","HM Treasury","London","SEO/HEO","HEO","790","785","34640","32960"
"In post","2021","HM Treasury","London","SEO/HEO","SEO","75","70","47270","47070"
"In post","2021","HM Treasury","North East (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North East (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","HM Treasury","North East (England)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North East (England)","SEO/HEO","SEO","15","15","42300","42000"
"In post","2021","HM Treasury","North West (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","G6/G7","G7","10","10","50580","49750"
"In post","2021","HM Treasury","North West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","HM Treasury","North West (England)","SEO/HEO","SEO","20","15","41390","40700"
"In post","2021","HM Treasury","Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","HM Treasury","South East (England)","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","South West (England)","SEO/HEO","SEO","25","20","41960","40610"
"In post","2021","HM Treasury","Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Wales","G6/G7","G7","10","10","52490","50920"
"In post","2021","HM Treasury","Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Wales","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","HM Treasury","West Midlands (England)","SEO/HEO","SEO","15","15","44010","43340"
"In post","2021","HM Treasury","Yorkshire and The Humber","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","G6/G7","G7","15","15","50430","49750"
"In post","2021","HM Treasury","Yorkshire and The Humber","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Yorkshire and The Humber","SEO/HEO","HEO","20","15","31980","30730"
"In post","2021","HM Treasury","Yorkshire and The Humber","SEO/HEO","SEO","25","25","41520","39980"
"In post","2021","Home Office","East Midlands (England)","AA/AO","AO","25","25","21430","21430"
"In post","2021","Home Office","East Midlands (England)","EO","EO","135","130","25920","25310"
"In post","2021","Home Office","East Midlands (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Home Office","East Midlands (England)","SEO/HEO","HEO","40","35","31480","30980"
"In post","2021","Home Office","East Midlands (England)","SEO/HEO","SEO","10","10","38580","38150"
"In post","2021","Home Office","East of England","AA/AO","AA","55","50","17990","17990"
"In post","2021","Home Office","East of England","AA/AO","AO","585","520","21450","21430"
"In post","2021","Home Office","East of England","EO","EO","990","875","26530","25410"
"In post","2021","Home Office","East of England","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Home Office","East of England","G6/G7","G7","25","25","53070","52280"
"In post","2021","Home Office","East of England","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","East of England","SEO/HEO","HEO","220","215","31710","30980"
"In post","2021","Home Office","East of England","SEO/HEO","SEO","75","70","38790","37940"
"In post","2021","Home Office","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","London","AA/AO","AA","335","290","22190","22210"
"In post","2021","Home Office","London","AA/AO","AO","1475","1335","25610","25630"
"In post","2021","Home Office","London","EO","EO","4095","3750","29480","29080"
"In post","2021","Home Office","London","G6/G7","G6","725","705","70880","68940"
"In post","2021","Home Office","London","G6/G7","G7","1890","1845","58780","57680"
"In post","2021","Home Office","London","SCS level","SCS level","260","255","91750","83830"
"In post","2021","Home Office","London","SEO/HEO","HEO","2385","2305","35660","35200"
"In post","2021","Home Office","London","SEO/HEO","SEO","2155","2105","43080","42170"
"In post","2021","Home Office","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Home Office","North East (England)","AA/AO","AA","70","50","17990","17990"
"In post","2021","Home Office","North East (England)","AA/AO","AO","585","480","21440","21430"
"In post","2021","Home Office","North East (England)","EO","EO","410","380","25530","25260"
"In post","2021","Home Office","North East (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","North East (England)","G6/G7","G7","25","25","52740","52280"
"In post","2021","Home Office","North East (England)","SEO/HEO","HEO","125","120","31310","30980"
"In post","2021","Home Office","North East (England)","SEO/HEO","SEO","70","70","38430","37660"
"In post","2021","Home Office","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","North West (England)","AA/AO","AA","315","265","18060","17990"
"In post","2021","Home Office","North West (England)","AA/AO","AO","2150","1920","21440","21430"
"In post","2021","Home Office","North West (England)","EO","EO","2910","2720","25360","25040"
"In post","2021","Home Office","North West (England)","G6/G7","G6","65","65","66640","63490"
"In post","2021","Home Office","North West (England)","G6/G7","G7","235","230","53830","52280"
"In post","2021","Home Office","North West (England)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Home Office","North West (England)","SEO/HEO","HEO","950","915","31380","30980"
"In post","2021","Home Office","North West (England)","SEO/HEO","SEO","530","515","38770","37660"
"In post","2021","Home Office","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","AA/AO","AA","10","10","17990","17990"
"In post","2021","Home Office","Northern Ireland","AA/AO","AO","215","180","21430","21430"
"In post","2021","Home Office","Northern Ireland","EO","EO","235","225","25660","25310"
"In post","2021","Home Office","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Northern Ireland","SEO/HEO","HEO","50","45","31470","30880"
"In post","2021","Home Office","Northern Ireland","SEO/HEO","SEO","20","20","38770","38050"
"In post","2021","Home Office","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","EO","EO","90","90","27370","27370"
"In post","2021","Home Office","Overseas","SEO/HEO","HEO","10","10","33320","32120"
"In post","2021","Home Office","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","Unknown","Unknown","220","220","[c]","[c]"
"In post","2021","Home Office","Scotland","AA/AO","AA","20","15","17990","17990"
"In post","2021","Home Office","Scotland","AA/AO","AO","265","230","21430","21430"
"In post","2021","Home Office","Scotland","EO","EO","505","475","25600","25220"
"In post","2021","Home Office","Scotland","G6/G7","G6","10","10","65770","64680"
"In post","2021","Home Office","Scotland","G6/G7","G7","20","20","53770","52280"
"In post","2021","Home Office","Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Scotland","SEO/HEO","HEO","140","135","31390","30980"
"In post","2021","Home Office","Scotland","SEO/HEO","SEO","75","75","38080","37660"
"In post","2021","Home Office","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South East (England)","AA/AO","AA","25","25","18260","17990"
"In post","2021","Home Office","South East (England)","AA/AO","AO","510","485","21800","21430"
"In post","2021","Home Office","South East (England)","EO","EO","2550","2265","26800","25990"
"In post","2021","Home Office","South East (England)","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Home Office","South East (England)","G6/G7","G7","45","45","53550","52280"
"In post","2021","Home Office","South East (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South East (England)","SEO/HEO","HEO","495","470","32280","31960"
"In post","2021","Home Office","South East (England)","SEO/HEO","SEO","155","150","39270","38090"
"In post","2021","Home Office","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South West (England)","AA/AO","AO","50","45","21430","21430"
"In post","2021","Home Office","South West (England)","EO","EO","260","240","26110","25310"
"In post","2021","Home Office","South West (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Home Office","South West (England)","G6/G7","G7","10","10","53430","52280"
"In post","2021","Home Office","South West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","South West (England)","SEO/HEO","HEO","50","45","31940","31190"
"In post","2021","Home Office","South West (England)","SEO/HEO","SEO","15","15","38960","38020"
"In post","2021","Home Office","Unknown","EO","EO","10","10","[c]","[c]"
"In post","2021","Home Office","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Wales","AA/AO","AA","15","10","17990","17990"
"In post","2021","Home Office","Wales","AA/AO","AO","165","135","21440","21430"
"In post","2021","Home Office","Wales","EO","EO","295","280","25700","25040"
"In post","2021","Home Office","Wales","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Home Office","Wales","G6/G7","G7","20","20","52920","52070"
"In post","2021","Home Office","Wales","SEO/HEO","HEO","100","95","31490","30980"
"In post","2021","Home Office","Wales","SEO/HEO","SEO","40","40","38600","37890"
"In post","2021","Home Office","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","AA/AO","AA","15","15","17990","17990"
"In post","2021","Home Office","West Midlands (England)","AA/AO","AO","235","215","21430","21430"
"In post","2021","Home Office","West Midlands (England)","EO","EO","470","435","25860","25310"
"In post","2021","Home Office","West Midlands (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","G6/G7","G7","35","30","53280","52280"
"In post","2021","Home Office","West Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","West Midlands (England)","SEO/HEO","HEO","180","170","31680","30980"
"In post","2021","Home Office","West Midlands (England)","SEO/HEO","SEO","85","85","38410","37660"
"In post","2021","Home Office","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Yorkshire and The Humber","AA/AO","AA","65","55","18050","17990"
"In post","2021","Home Office","Yorkshire and The Humber","AA/AO","AO","1140","1030","21440","21430"
"In post","2021","Home Office","Yorkshire and The Humber","EO","EO","1410","1310","25450","25040"
"In post","2021","Home Office","Yorkshire and The Humber","G6/G7","G6","55","55","64920","63490"
"In post","2021","Home Office","Yorkshire and The Humber","G6/G7","G7","150","150","53430","52280"
"In post","2021","Home Office","Yorkshire and The Humber","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Home Office","Yorkshire and The Humber","SEO/HEO","HEO","510","485","31480","30980"
"In post","2021","Home Office","Yorkshire and The Humber","SEO/HEO","SEO","290","285","38400","37660"
"In post","2021","Home Office","Yorkshire and The Humber","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","East Midlands (England)","AA/AO","AA","310","295","18980","18800"
"In post","2021","Ministry of Defence","East Midlands (England)","AA/AO","AO","625","605","22080","21130"
"In post","2021","Ministry of Defence","East Midlands (England)","EO","EO","305","300","28080","26670"
"In post","2021","Ministry of Defence","East Midlands (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","East Midlands (England)","G6/G7","G7","60","55","61120","55080"
"In post","2021","Ministry of Defence","East Midlands (England)","SEO/HEO","HEO","300","295","33440","33300"
"In post","2021","Ministry of Defence","East Midlands (England)","SEO/HEO","SEO","175","165","41950","41720"
"In post","2021","Ministry of Defence","East Midlands (England)","Unknown","Unknown","35","35","43020","44290"
"In post","2021","Ministry of Defence","East of England","AA/AO","AA","445","435","19290","19560"
"In post","2021","Ministry of Defence","East of England","AA/AO","AO","1030","980","23810","21130"
"In post","2021","Ministry of Defence","East of England","EO","EO","740","725","29080","26670"
"In post","2021","Ministry of Defence","East of England","G6/G7","G6","45","45","71890","67170"
"In post","2021","Ministry of Defence","East of England","G6/G7","G7","160","155","60410","57540"
"In post","2021","Ministry of Defence","East of England","SCS level","SCS level","15","15","87400","77810"
"In post","2021","Ministry of Defence","East of England","SEO/HEO","HEO","900","880","34950","33300"
"In post","2021","Ministry of Defence","East of England","SEO/HEO","SEO","455","440","43290","41500"
"In post","2021","Ministry of Defence","East of England","Unknown","Unknown","15","15","37120","35530"
"In post","2021","Ministry of Defence","London","AA/AO","AA","255","250","21570","21800"
"In post","2021","Ministry of Defence","London","AA/AO","AO","545","530","26410","25390"
"In post","2021","Ministry of Defence","London","EO","EO","665","645","28840","30200"
"In post","2021","Ministry of Defence","London","G6/G7","G6","205","195","69790","69800"
"In post","2021","Ministry of Defence","London","G6/G7","G7","420","415","60000","59730"
"In post","2021","Ministry of Defence","London","SCS level","SCS level","160","155","90030","79560"
"In post","2021","Ministry of Defence","London","SEO/HEO","HEO","785","770","37000","37640"
"In post","2021","Ministry of Defence","London","SEO/HEO","SEO","835","820","45380","45200"
"In post","2021","Ministry of Defence","London","Unknown","Unknown","35","35","34100","33950"
"In post","2021","Ministry of Defence","North East (England)","AA/AO","AA","65","65","18630","18800"
"In post","2021","Ministry of Defence","North East (England)","AA/AO","AO","95","95","21440","21130"
"In post","2021","Ministry of Defence","North East (England)","EO","EO","30","25","27070","26670"
"In post","2021","Ministry of Defence","North East (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North East (England)","SEO/HEO","HEO","20","20","35890","36460"
"In post","2021","Ministry of Defence","North East (England)","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","AA/AO","AA","200","190","19280","19560"
"In post","2021","Ministry of Defence","North West (England)","AA/AO","AO","600","550","22150","21130"
"In post","2021","Ministry of Defence","North West (England)","EO","EO","440","420","26290","26670"
"In post","2021","Ministry of Defence","North West (England)","G6/G7","G6","30","25","71330","74070"
"In post","2021","Ministry of Defence","North West (England)","G6/G7","G7","45","40","57330","54540"
"In post","2021","Ministry of Defence","North West (England)","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","SEO/HEO","HEO","265","255","33460","33300"
"In post","2021","Ministry of Defence","North West (England)","SEO/HEO","SEO","135","130","41590","40580"
"In post","2021","Ministry of Defence","North West (England)","Unknown","Unknown","155","155","42260","40340"
"In post","2021","Ministry of Defence","Northern Ireland","AA/AO","AA","470","465","19940","20310"
"In post","2021","Ministry of Defence","Northern Ireland","AA/AO","AO","235","230","22590","22080"
"In post","2021","Ministry of Defence","Northern Ireland","EO","EO","95","95","28870","27680"
"In post","2021","Ministry of Defence","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","G6/G7","G7","15","15","69070","61620"
"In post","2021","Ministry of Defence","Northern Ireland","SEO/HEO","HEO","65","60","35790","35300"
"In post","2021","Ministry of Defence","Northern Ireland","SEO/HEO","SEO","30","25","42510","41330"
"In post","2021","Ministry of Defence","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","AA/AO","AO","25","25","21950","21580"
"In post","2021","Ministry of Defence","Overseas","EO","EO","110","110","28340","26670"
"In post","2021","Ministry of Defence","Overseas","G6/G7","G6","30","30","71080","69160"
"In post","2021","Ministry of Defence","Overseas","G6/G7","G7","85","80","62420","58540"
"In post","2021","Ministry of Defence","Overseas","SCS level","SCS level","10","10","85270","84320"
"In post","2021","Ministry of Defence","Overseas","SEO/HEO","HEO","355","355","39470","38690"
"In post","2021","Ministry of Defence","Overseas","SEO/HEO","SEO","140","140","44780","42170"
"In post","2021","Ministry of Defence","Overseas","Unknown","Unknown","35","35","39460","36710"
"In post","2021","Ministry of Defence","Scotland","AA/AO","AA","695","660","19570","19560"
"In post","2021","Ministry of Defence","Scotland","AA/AO","AO","1630","1570","27060","22080"
"In post","2021","Ministry of Defence","Scotland","EO","EO","710","685","27670","26670"
"In post","2021","Ministry of Defence","Scotland","G6/G7","G6","25","25","72520","69760"
"In post","2021","Ministry of Defence","Scotland","G6/G7","G7","105","100","59980","55550"
"In post","2021","Ministry of Defence","Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","SEO/HEO","HEO","560","550","35200","33300"
"In post","2021","Ministry of Defence","Scotland","SEO/HEO","SEO","265","260","43050","41920"
"In post","2021","Ministry of Defence","Scotland","Unknown","Unknown","110","110","40570","41490"
"In post","2021","Ministry of Defence","South East (England)","AA/AO","AA","935","905","19180","19560"
"In post","2021","Ministry of Defence","South East (England)","AA/AO","AO","2280","2205","25710","21580"
"In post","2021","Ministry of Defence","South East (England)","EO","EO","1920","1865","27860","26670"
"In post","2021","Ministry of Defence","South East (England)","G6/G7","G6","180","170","68020","66430"
"In post","2021","Ministry of Defence","South East (England)","G6/G7","G7","1215","1165","53350","54190"
"In post","2021","Ministry of Defence","South East (England)","SCS level","SCS level","40","40","85410","82530"
"In post","2021","Ministry of Defence","South East (England)","SEO/HEO","HEO","2190","2125","33400","33300"
"In post","2021","Ministry of Defence","South East (England)","SEO/HEO","SEO","1455","1415","40950","40580"
"In post","2021","Ministry of Defence","South East (England)","Unknown","Unknown","140","140","44670","41020"
"In post","2021","Ministry of Defence","South West (England)","AA/AO","AA","890","855","19200","19560"
"In post","2021","Ministry of Defence","South West (England)","AA/AO","AO","2015","1920","23170","21130"
"In post","2021","Ministry of Defence","South West (England)","EO","EO","3855","3685","25040","26350"
"In post","2021","Ministry of Defence","South West (England)","G6/G7","G6","665","645","68570","67180"
"In post","2021","Ministry of Defence","South West (England)","G6/G7","G7","2790","2700","53090","53740"
"In post","2021","Ministry of Defence","South West (England)","SCS level","SCS level","165","160","99170","92370"
"In post","2021","Ministry of Defence","South West (England)","SEO/HEO","HEO","5160","4975","31820","33000"
"In post","2021","Ministry of Defence","South West (England)","SEO/HEO","SEO","4910","4745","40860","40580"
"In post","2021","Ministry of Defence","South West (England)","Unknown","Unknown","1590","1555","41800","39860"
"In post","2021","Ministry of Defence","Unknown","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","AA/AO","AO","25","25","23360","22390"
"In post","2021","Ministry of Defence","Unknown","EO","EO","35","35","28820","26930"
"In post","2021","Ministry of Defence","Unknown","G6/G7","G6","10","5","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","SEO/HEO","HEO","40","35","35380","33780"
"In post","2021","Ministry of Defence","Unknown","SEO/HEO","SEO","25","25","43850","42810"
"In post","2021","Ministry of Defence","Unknown","Unknown","Unknown","1910","1910","37280","33570"
"In post","2021","Ministry of Defence","Wales","AA/AO","AA","205","200","18890","19560"
"In post","2021","Ministry of Defence","Wales","AA/AO","AO","320","310","21360","21130"
"In post","2021","Ministry of Defence","Wales","EO","EO","380","360","27970","27460"
"In post","2021","Ministry of Defence","Wales","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","SEO/HEO","HEO","150","145","34240","33300"
"In post","2021","Ministry of Defence","Wales","SEO/HEO","SEO","40","40","43640","42700"
"In post","2021","Ministry of Defence","Wales","Unknown","Unknown","10","10","36780","34660"
