"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Knowledge and Information Management","Westminster","London","SEO","70","65","43250","42890"
"In post","2021","Knowledge and Information Management","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wiltshire","Outside London","AO","35","35","20270","19870"
"In post","2021","Knowledge and Information Management","Wiltshire","Outside London","EO","25","25","25610","26350"
"In post","2021","Knowledge and Information Management","Wiltshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wiltshire","Outside London","G7","25","25","53200","54540"
"In post","2021","Knowledge and Information Management","Wiltshire","Outside London","HEO","35","35","34330","33300"
"In post","2021","Knowledge and Information Management","Wiltshire","Outside London","SEO","40","40","41120","40580"
"In post","2021","Knowledge and Information Management","Wiltshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","York","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","York","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","York","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","York","Outside London","G7","10","10","52740","50820"
"In post","2021","Knowledge and Information Management","York","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","York","Outside London","SEO","10","5","[c]","[c]"
"In post","2021","Legal","Aberdeen City and Aberdeenshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Aberdeen City and Aberdeenshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Aberdeen City and Aberdeenshire","Outside London","SEO","20","20","47470","52490"
"In post","2021","Legal","Angus and Dundee City","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Legal","Angus and Dundee City","Outside London","SEO","25","25","47150","52490"
"In post","2021","Legal","Barking & Dagenham and Havering","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barking & Dagenham and Havering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnet","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnet","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnet","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnsley, Doncaster and Rotherham","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnsley, Doncaster and Rotherham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Barnsley, Doncaster and Rotherham","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","25","25","53030","53500"
"In post","2021","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Belfast","Outside London","AO","10","10","20680","20140"
"In post","2021","Legal","Belfast","Outside London","EO","85","85","26070","25560"
"In post","2021","Legal","Belfast","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Legal","Belfast","Outside London","HEO","45","45","32000","31810"
"In post","2021","Legal","Belfast","Outside London","SEO","10","10","39790","38670"
"In post","2021","Legal","Berkshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire","Outside London","EO","35","30","27910","26970"
"In post","2021","Legal","Berkshire","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Legal","Berkshire","Outside London","G7","60","55","57890","58560"
"In post","2021","Legal","Berkshire","Outside London","HEO","30","25","36530","36720"
"In post","2021","Legal","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire","Outside London","SEO","15","10","41680","41790"
"In post","2021","Legal","Bexley and Greenwich","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bexley and Greenwich","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bexley and Greenwich","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bexley and Greenwich","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Birmingham","Outside London","AO","10","10","20630","20140"
"In post","2021","Legal","Birmingham","Outside London","EO","45","40","25530","25560"
"In post","2021","Legal","Birmingham","Outside London","G6","15","15","77150","70350"
"In post","2021","Legal","Birmingham","Outside London","G7","205","190","54770","55000"
"In post","2021","Legal","Birmingham","Outside London","HEO","70","70","34180","34250"
"In post","2021","Legal","Birmingham","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Birmingham","Outside London","SEO","35","30","40020","39400"
"In post","2021","Legal","Blackburn with Darwen","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Blackburn with Darwen","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Blackpool","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Blackpool","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Bournemouth and Poole","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bournemouth and Poole","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bournemouth and Poole","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Bradford","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bradford","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Legal","Bradford","Outside London","SEO","10","5","[c]","[c]"
"In post","2021","Legal","Brent","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Brent","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Brent","London","SEO","10","10","46270","47580"
"In post","2021","Legal","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bridgend and Neath Port Talbot","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bridgend and Neath Port Talbot","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Brighton and Hove","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Brighton and Hove","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Brighton and Hove","Outside London","G7","45","45","58610","60710"
"In post","2021","Legal","Brighton and Hove","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Legal","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Brighton and Hove","Outside London","SEO","10","5","[c]","[c]"
"In post","2021","Legal","Bristol, City of","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bristol, City of","Outside London","EO","90","85","26010","25560"
"In post","2021","Legal","Bristol, City of","Outside London","G6","10","10","68390","69240"
"In post","2021","Legal","Bristol, City of","Outside London","G7","75","70","54190","53670"
"In post","2021","Legal","Bristol, City of","Outside London","HEO","60","60","32960","31810"
"In post","2021","Legal","Bristol, City of","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Bristol, City of","Outside London","SEO","30","25","40010","38640"
"In post","2021","Legal","Bromley","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bromley","London","SEO","15","10","47090","48350"
"In post","2021","Legal","Buckinghamshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Caithness and Sutherland and Ross and Cromarty","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Calderdale and Kirklees","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Calderdale and Kirklees","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Cambridgeshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cambridgeshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cambridgeshire CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cambridgeshire CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Camden and City of London","London","AO","15","15","25330","25630"
"In post","2021","Legal","Camden and City of London","London","EO","255","250","30350","29570"
"In post","2021","Legal","Camden and City of London","London","G6","10","10","76160","71460"
"In post","2021","Legal","Camden and City of London","London","G7","75","70","59780","59160"
"In post","2021","Legal","Camden and City of London","London","HEO","200","190","36960","36160"
"In post","2021","Legal","Camden and City of London","London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Camden and City of London","London","SEO","105","105","42830","42010"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","Outside London","AO","25","20","20980","20140"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","Outside London","EO","85","80","25960","25560"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","Outside London","G6","25","25","71270","70860"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","Outside London","G7","200","185","56210","56620"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","Outside London","HEO","75","75","32740","31810"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Cardiff and Vale of Glamorgan","Outside London","SEO","30","25","40350","38630"
"In post","2021","Legal","Causeway Coast and Glens","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Central Hampshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Central Valleys","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Central Valleys","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Central Valleys","Outside London","SEO","10","10","38830","38940"
"In post","2021","Legal","Cheshire East","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire West and Chester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire West and Chester","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","City of Edinburgh","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","City of Edinburgh","Outside London","EO","10","10","28930","28130"
"In post","2021","Legal","City of Edinburgh","Outside London","G6","15","15","73620","73280"
"In post","2021","Legal","City of Edinburgh","Outside London","G7","45","45","64390","68470"
"In post","2021","Legal","City of Edinburgh","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Legal","City of Edinburgh","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","City of Edinburgh","Outside London","SEO","90","85","48890","52490"
"In post","2021","Legal","Clackmannanshire and Fife","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Clackmannanshire and Fife","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Clackmannanshire and Fife","Outside London","SEO","15","15","45890","52490"
"In post","2021","Legal","Conwy and Denbighshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Conwy and Denbighshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Conwy and Denbighshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cornwall and Isles of Scilly","Outside London","G7","10","10","54110","55610"
"In post","2021","Legal","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Coventry","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Coventry","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Legal","Coventry","Outside London","G7","20","15","56460","56870"
"In post","2021","Legal","Coventry","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Coventry","Outside London","SEO","10","10","41940","43090"
"In post","2021","Legal","Croydon","London","AO","10","10","[c]","[c]"
"In post","2021","Legal","Croydon","London","EO","145","145","29930","29570"
"In post","2021","Legal","Croydon","London","G6","10","10","76060","77780"
"In post","2021","Legal","Croydon","London","G7","50","45","62460","62140"
"In post","2021","Legal","Croydon","London","HEO","90","90","36170","36160"
"In post","2021","Legal","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Croydon","London","SEO","45","40","43400","41800"
"In post","2021","Legal","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Darlington","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Darlington","Outside London","G7","10","10","52510","50400"
"In post","2021","Legal","Darlington","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Darlington","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Derby","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derby","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derby","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derby","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Devon CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Devon CC","Outside London","G7","45","45","54110","55610"
"In post","2021","Legal","Devon CC","Outside London","HEO","10","10","34820","34480"
"In post","2021","Legal","Devon CC","Outside London","SEO","10","5","[c]","[c]"
"In post","2021","Legal","Dorset CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset CC","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Legal","Dorset CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dudley","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Dumfries and Galloway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dumfries and Galloway","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Durham CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Durham CC","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Legal","Durham CC","Outside London","G7","10","10","59780","60520"
"In post","2021","Legal","Durham CC","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Legal","Durham CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Durham CC","Outside London","SEO","10","10","40600","41360"
"In post","2021","Legal","Ealing","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Ayrshire and North Ayrshire mainland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Ayrshire and North Ayrshire mainland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Ayrshire and North Ayrshire mainland","Outside London","SEO","15","15","44130","40970"
"In post","2021","Legal","East Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Cumbria","Outside London","G7","10","10","54100","54910"
"In post","2021","Legal","East Cumbria","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Legal","East Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Derbyshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Derbyshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Derbyshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","East Kent","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Kent","Outside London","EO","75","70","26690","25560"
"In post","2021","Legal","East Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Kent","Outside London","G7","45","45","56240","54890"
"In post","2021","Legal","East Kent","Outside London","HEO","45","45","32770","31810"
"In post","2021","Legal","East Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Kent","Outside London","SEO","15","15","40630","40590"
"In post","2021","Legal","East Lancashire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Surrey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Sussex CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Sussex CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Sussex CC","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Essex Haven Gateway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Essex Haven Gateway","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Essex Haven Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Essex Thames Gateway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Essex Thames Gateway","Outside London","SEO","10","5","39510","38900"
"In post","2021","Legal","Falkirk","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Falkirk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Falkirk","Outside London","SEO","15","15","45900","49290"
"In post","2021","Legal","Flintshire and Wrexham","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Flintshire and Wrexham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Flintshire and Wrexham","Outside London","G7","30","30","54400","55610"
"In post","2021","Legal","Flintshire and Wrexham","Outside London","HEO","10","10","35810","37780"
"In post","2021","Legal","Flintshire and Wrexham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Flintshire and Wrexham","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Glasgow City","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Glasgow City","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Glasgow City","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Legal","Glasgow City","Outside London","G7","65","60","62600","63670"
"In post","2021","Legal","Glasgow City","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Glasgow City","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Glasgow City","Outside London","SEO","95","90","48620","52490"
"In post","2021","Legal","Gloucestershire","Outside London","EO","15","15","26910","27130"
"In post","2021","Legal","Gloucestershire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Gloucestershire","Outside London","G7","15","10","59910","60520"
"In post","2021","Legal","Gloucestershire","Outside London","HEO","10","10","33260","33840"
"In post","2021","Legal","Gloucestershire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Gloucestershire","Outside London","SEO","10","10","40680","39160"
"In post","2021","Legal","Greater Manchester North West","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Greater Manchester South East","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Greater Manchester South East","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Greater Manchester South West","Outside London","AO","10","10","20420","20140"
"In post","2021","Legal","Greater Manchester South West","Outside London","EO","170","165","25880","25560"
"In post","2021","Legal","Greater Manchester South West","Outside London","G6","20","15","66720","64720"
"In post","2021","Legal","Greater Manchester South West","Outside London","G7","45","40","52700","52580"
"In post","2021","Legal","Greater Manchester South West","Outside London","HEO","130","125","32180","31810"
"In post","2021","Legal","Greater Manchester South West","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Greater Manchester South West","Outside London","SEO","45","45","38490","38630"
"In post","2021","Legal","Gwynedd","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Gwynedd","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Gwynedd","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hackney and Newham","London","EO","20","20","30740","29570"
"In post","2021","Legal","Hackney and Newham","London","G6","25","20","73430","72040"
"In post","2021","Legal","Hackney and Newham","London","G7","25","25","57120","59160"
"In post","2021","Legal","Hackney and Newham","London","HEO","25","25","36750","36160"
"In post","2021","Legal","Hackney and Newham","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hackney and Newham","London","SEO","20","20","40830","41760"
"In post","2021","Legal","Haringey and Islington","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Haringey and Islington","London","G7","5","5","[c]","[c]"
"In post","2021","Legal","Haringey and Islington","London","HEO","10","10","[c]","[c]"
"In post","2021","Legal","Haringey and Islington","London","SEO","10","10","44980","43580"
"In post","2021","Legal","Harrow and Hillingdon","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Harrow and Hillingdon","London","G7","5","5","[c]","[c]"
"In post","2021","Legal","Harrow and Hillingdon","London","HEO","5","5","[c]","[c]"
"In post","2021","Legal","Harrow and Hillingdon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Harrow and Hillingdon","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heart of Essex","Outside London","EO","10","10","27640","26970"
"In post","2021","Legal","Heart of Essex","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Legal","Heart of Essex","Outside London","G7","65","60","57780","55610"
"In post","2021","Legal","Heart of Essex","Outside London","HEO","25","25","35570","39770"
"In post","2021","Legal","Heart of Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Heart of Essex","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Herefordshire, County of","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Hertfordshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hertfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hertfordshire","Outside London","G7","75","70","58760","61200"
"In post","2021","Legal","Hertfordshire","Outside London","HEO","20","20","37030","40000"
"In post","2021","Legal","Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hertfordshire","Outside London","SEO","10","5","[c]","[c]"
"In post","2021","Legal","Hounslow and Richmond upon Thames","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hounslow and Richmond upon Thames","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Hounslow and Richmond upon Thames","London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","SEO","45","40","46460","45190"
"In post","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","SEO","15","15","45740","46080"
"In post","2021","Legal","Kensington & Chelsea and Hammersmith & Fulham","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kingston upon Hull, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kingston upon Hull, City of","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kingston upon Hull, City of","Outside London","G7","35","35","56400","55610"
"In post","2021","Legal","Kingston upon Hull, City of","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kingston upon Hull, City of","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Kingston upon Hull, City of","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lambeth","London","EO","10","10","[c]","[c]"
"In post","2021","Legal","Lambeth","London","G6","10","10","[c]","[c]"
"In post","2021","Legal","Lambeth","London","G7","25","25","59660","59160"
"In post","2021","Legal","Lambeth","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lambeth","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lambeth","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Leeds","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Leeds","Outside London","EO","130","125","25930","25560"
"In post","2021","Legal","Leeds","Outside London","G6","25","25","66190","64670"
"In post","2021","Legal","Leeds","Outside London","G7","165","150","53440","53450"
"In post","2021","Legal","Leeds","Outside London","HEO","115","110","32860","31810"
"In post","2021","Legal","Leeds","Outside London","SCS level","10","10","86750","84360"
"In post","2021","Legal","Leeds","Outside London","SEO","40","40","40170","38630"
"In post","2021","Legal","Leicester","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Legal","Leicester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Leicester","Outside London","G7","70","65","53590","51940"
"In post","2021","Legal","Leicester","Outside London","HEO","15","15","33970","34480"
"In post","2021","Legal","Leicester","Outside London","SEO","10","10","41870","43160"
"In post","2021","Legal","Lewisham and Southwark","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lewisham and Southwark","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lewisham and Southwark","London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Lincolnshire","Outside London","G7","10","5","[c]","[c]"
"In post","2021","Legal","Lincolnshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Lincolnshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Legal","Lisburn and Castlereagh","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Liverpool","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Legal","Liverpool","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Legal","Liverpool","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Legal","Liverpool","Outside London","G7","115","110","54230","55610"
"In post","2021","Legal","Liverpool","Outside London","HEO","30","30","35320","38000"
"In post","2021","Legal","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Liverpool","Outside London","SEO","25","25","40180","41810"
"In post","2021","Legal","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Luton","Outside London","G7","[c]","[c]","[c]","[c]"
