"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Foreign, Commonwealth and Development Office","Southern Scotland","35","35","40590","39860"
"In post","2021","Declared non-disabled","Commercial","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Land Registry","Devon","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Greater Manchester","65","60","36790","32060"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Merseyside","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Treasury","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","70","65","35560","35300"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Cumbria","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Devon","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Dorset and Somerset","35","35","36950","33290"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","East Anglia","85","85","34380","33300"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","East Wales","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Eastern Scotland","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","625","605","38870","35230"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Greater Manchester","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Hampshire and Isle of Wight","220","210","32720","33300"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Inner London - West","80","80","39450","37640"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Lancashire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Lincolnshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","North Yorkshire","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Outer London - West and North West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Shropshire and Staffordshire","40","40","32060","33300"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","West Central Scotland","105","105","34390","33300"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","West Midlands","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government","Inner London - West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Cheshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Derbyshire and Nottinghamshire","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Devon","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","East Anglia","40","40","46130","44760"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","East Wales","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Greater Manchester","40","40","44740","40080"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Inner London - East","35","35","40080","37920"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Inner London - West","160","155","50480","44930"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Kent","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Lancashire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","30","30","40400","37430"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Merseyside","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Northumberland and Tyne and Wear","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Outer London - East and North East","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Outer London - South","60","60","43360","39440"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Shropshire and Staffordshire","60","60","33400","24850"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","South Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","West Midlands","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice","West Yorkshire","75","70","39040","36250"
"In post","2021","Declared non-disabled","Commercial","National Crime Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","National Crime Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","National Crime Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Office for Standards in Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Office for Standards in Education","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","East Anglia","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","East Wales","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","Merseyside","35","35","36910","34800"
"In post","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Scottish Government","Eastern Scotland","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","The National Archives","Outer London - West and North West","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","UK Export Finance","Inner London - West","185","180","54290","50430"
"In post","2021","Declared non-disabled","Commercial","United Kingdom Statistics Authority","East Wales","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","United Kingdom Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","United Kingdom Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Inner London - West","50","50","45680","39750"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Cabinet Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Cabinet Office","Inner London - West","195","190","48010","42120"
"In post","2021","Declared non-disabled","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Cabinet Office","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Chancellor's other departments","Inner London - West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Charity Commission","Merseyside","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Competition and Markets Authority","Inner London - East","35","35","47200","41980"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","Devon","30","30","38570","38250"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","East Wales","40","40","34720","30660"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","Inner London - West","60","55","53610","52550"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport","Inner London - West","35","35","56610","53130"
"In post","2021","Declared non-disabled","Communications","Department for Education","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Education","Greater Manchester","35","30","31990","29360"
"In post","2021","Declared non-disabled","Communications","Department for Education","Inner London - West","95","95","46790","45540"
"In post","2021","Declared non-disabled","Communications","Department for Education","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Education","South Yorkshire","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Education","Tees Valley and Durham","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Education","West Midlands","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Education","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Cumbria","65","55","27940","25880"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Devon","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","East Anglia","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Inner London - West","80","80","44410","39420"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","North Yorkshire","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for International Trade","Inner London - West","45","45","40280","38540"
"In post","2021","Declared non-disabled","Communications","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Inner London - West","70","70","47660","44030"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Northumberland and Tyne and Wear","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport","West Wales and The Valleys","55","50","30620","26780"
"In post","2021","Declared non-disabled","Communications","Department for Work and Pensions","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Work and Pensions","Merseyside","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Inner London - East","50","50","49320","43880"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Inner London - West","35","30","39850","33310"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","ESTYN","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Food Standards Agency","Inner London - West","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","Inner London - West","80","80","49570","46560"
"In post","2021","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","Outer London - South","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Derbyshire and Nottinghamshire","200","195","29880","25560"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","East Wales","420","405","28610","25560"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Eastern Scotland","60","55","30300","28130"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Greater Manchester","190","190","29640","25560"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Inner London - East","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Inner London - West","75","75","50650","42720"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Lancashire","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Merseyside","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs","Northumberland and Tyne and Wear","855","805","28570","25560"
