"Status","Year","Age","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Declared non-disabled","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Office for Standards in Education","London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Office for Standards in Education","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Scottish Government","Outside London","95","[c]","42740","35330"
"Leaver CS","2021","60-64","Declared non-disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","UK Export Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","United Kingdom Statistics Authority","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Declared non-disabled","Welsh Government","Outside London","35","[c]","56980","59350"
"Leaver CS","2021","60-64","Undeclared","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for Transport","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department for Work and Pensions","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","HM Revenue and Customs","London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","HM Revenue and Customs","Outside London","75","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Home Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Ministry of Defence","Outside London","65","[c]","32690","31580"
"Leaver CS","2021","60-64","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Ministry of Justice","Outside London","90","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs","London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs","Outside London","50","[c]","38460","34030"
"Leaver CS","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Work and Pensions","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Department of Health and Social Care","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","London","35","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","Outside London","245","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Outside London","85","[c]","31490","29200"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Defence","Unknown","40","[c]","42830","37680"
"Leaver CS","2021","60-64","Unknown","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Justice","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","National Crime Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Scottish Government","Outside London","90","[c]","43280","35110"
"Leaver CS","2021","60-64","Unknown","United Kingdom Statistics Authority","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Transport","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department for Work and Pensions","Outside London","175","[c]","24400","24500"
"Leaver CS","2021","65+","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","HM Revenue and Customs","London","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","HM Revenue and Customs","Outside London","100","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Home Office","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Ministry of Defence","Outside London","60","[c]","28100","22500"
"Leaver CS","2021","65+","Declared disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Ministry of Justice","Outside London","95","[c]","21150","20100"
"Leaver CS","2021","65+","Declared disabled","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Attorney General's Departments","London","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Attorney General's Departments","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Transport","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Transport","Outside London","85","[c]","29850","26380"
"Leaver CS","2021","65+","Declared non-disabled","Department for Work and Pensions","London","35","[c]","34780","30410"
"Leaver CS","2021","65+","Declared non-disabled","Department for Work and Pensions","Outside London","545","[c]","25830","26120"
"Leaver CS","2021","65+","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Land Registry","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Revenue and Customs","London","60","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Revenue and Customs","Outside London","325","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Home Office","London","55","[c]","31990","28790"
"Leaver CS","2021","65+","Declared non-disabled","Home Office","Outside London","60","[c]","22900","21430"
"Leaver CS","2021","65+","Declared non-disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Defence","London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Defence","Outside London","335","[c]","29510","26220"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Housing, Communities and Local Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Justice","London","65","[c]","25500","22450"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Justice","Outside London","385","[c]","21520","20100"
"Leaver CS","2021","65+","Declared non-disabled","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office for Standards in Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Scottish Government","Outside London","45","[c]","35060","29680"
"Leaver CS","2021","65+","Declared non-disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","United Kingdom Statistics Authority","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Welsh Government","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Transport","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Work and Pensions","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","HM Revenue and Customs","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Home Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Home Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Defence","Outside London","45","[c]","32870","30470"
"Leaver CS","2021","65+","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Justice","London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Justice","Outside London","105","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","Outside London","40","[c]","32780","26520"
"Leaver CS","2021","65+","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Revenue and Customs","London","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Revenue and Customs","Outside London","150","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Defence","Outside London","65","[c]","26550","20570"
"Leaver CS","2021","65+","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Justice","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Scottish Government","Outside London","65","[c]","33390","27370"
"Leaver CS","2021","65+","Unknown","United Kingdom Statistics Authority","Outside London","10","[c]","[c]","[c]"
