"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derbyshire and Nottinghamshire","HEO","Female","Unknown","230","220","32010","31810"
"In post","2021","Derbyshire and Nottinghamshire","HEO","Male","Heterosexual / straight","575","560","32520","31810"
"In post","2021","Derbyshire and Nottinghamshire","HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HEO","Male","Undeclared","95","95","33100","31990"
"In post","2021","Derbyshire and Nottinghamshire","HEO","Male","Unknown","230","220","32240","31810"
"In post","2021","Derbyshire and Nottinghamshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Female","Heterosexual / straight","30","30","87620","78980"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Male","Heterosexual / straight","30","30","91090","87770"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Female","Heterosexual / straight","490","455","40840","38700"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Female","Undeclared","75","75","41610","39470"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Female","Unknown","90","85","39780","38630"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Male","Heterosexual / straight","360","350","41180","39670"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Male","Undeclared","55","55","42780","41090"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Male","Unknown","95","90","40680","39310"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Female","Heterosexual / straight","310","275","28930","28200"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Female","Undeclared","35","30","30740","31420"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Female","Unknown","30","25","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Male","Heterosexual / straight","85","80","34190","34340"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA","Female","Heterosexual / straight","115","105","19420","19560"
"In post","2021","Devon","AA","Female","LGBO","15","10","[c]","[c]"
"In post","2021","Devon","AA","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Devon","AA","Female","Unknown","80","70","19560","19560"
"In post","2021","Devon","AA","Male","Heterosexual / straight","215","205","19480","19560"
"In post","2021","Devon","AA","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Devon","AA","Male","Undeclared","30","30","19440","19560"
"In post","2021","Devon","AA","Male","Unknown","75","75","19570","19560"
"In post","2021","Devon","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AO","Female","Heterosexual / straight","875","730","21470","21010"
"In post","2021","Devon","AO","Female","LGBO","55","55","22960","21050"
"In post","2021","Devon","AO","Female","Undeclared","115","95","21600","21010"
"In post","2021","Devon","AO","Female","Unknown","375","305","21690","21010"
"In post","2021","Devon","AO","Male","Heterosexual / straight","705","670","24450","22350"
"In post","2021","Devon","AO","Male","LGBO","50","45","24040","21050"
"In post","2021","Devon","AO","Male","Undeclared","100","95","27340","24440"
"In post","2021","Devon","AO","Male","Unknown","280","260","24290","22350"
"In post","2021","Devon","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Female","Heterosexual / straight","750","650","27190","27570"
"In post","2021","Devon","EO","Female","LGBO","40","40","26770","27570"
"In post","2021","Devon","EO","Female","Undeclared","105","90","26810","27570"
"In post","2021","Devon","EO","Female","Unknown","330","285","26740","27130"
"In post","2021","Devon","EO","Male","Heterosexual / straight","675","655","26730","27530"
"In post","2021","Devon","EO","Male","LGBO","40","40","27730","27570"
"In post","2021","Devon","EO","Male","Undeclared","105","100","28560","27570"
"In post","2021","Devon","EO","Male","Unknown","300","290","27040","27130"
"In post","2021","Devon","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Devon","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6","Female","Unknown","45","40","61180","60490"
"In post","2021","Devon","G6","Male","Heterosexual / straight","30","30","69990","65400"
"In post","2021","Devon","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6","Male","Unknown","115","110","62600","60680"
"In post","2021","Devon","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G7","Female","Heterosexual / straight","85","80","55020","53510"
"In post","2021","Devon","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Devon","G7","Female","Unknown","145","135","48760","47960"
"In post","2021","Devon","G7","Male","Heterosexual / straight","105","105","58210","55610"
"In post","2021","Devon","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Devon","G7","Male","Unknown","260","255","49450","48420"
"In post","2021","Devon","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","HEO","Female","Heterosexual / straight","295","265","33400","33300"
"In post","2021","Devon","HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Devon","HEO","Female","Undeclared","45","40","34310","33840"
"In post","2021","Devon","HEO","Female","Unknown","210","190","32930","32730"
"In post","2021","Devon","HEO","Male","Heterosexual / straight","315","300","35060","33840"
"In post","2021","Devon","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Devon","HEO","Male","Undeclared","60","55","36690","37280"
"In post","2021","Devon","HEO","Male","Unknown","320","315","33980","33860"
"In post","2021","Devon","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Devon","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Devon","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Devon","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO","Female","Heterosexual / straight","190","175","41250","40580"
"In post","2021","Devon","SEO","Female","LGBO","15","10","[c]","[c]"
"In post","2021","Devon","SEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Devon","SEO","Female","Unknown","220","200","39850","39650"
"In post","2021","Devon","SEO","Male","Heterosexual / straight","245","240","43740","43160"
"In post","2021","Devon","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Devon","SEO","Male","Undeclared","40","40","44190","43160"
"In post","2021","Devon","SEO","Male","Unknown","400","385","41160","40450"
"In post","2021","Devon","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Female","Heterosexual / straight","145","130","31210","30210"
"In post","2021","Devon","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Devon","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Devon","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Male","Heterosexual / straight","115","115","38140","37170"
"In post","2021","Devon","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Devon","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Devon","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Devon","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA","Female","Heterosexual / straight","100","90","19270","19560"
"In post","2021","Dorset and Somerset","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Dorset and Somerset","AA","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Dorset and Somerset","AA","Male","Heterosexual / straight","175","165","19480","19560"
"In post","2021","Dorset and Somerset","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","AA","Male","Unknown","35","35","20060","20600"
"In post","2021","Dorset and Somerset","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AO","Female","Heterosexual / straight","470","415","21690","21010"
"In post","2021","Dorset and Somerset","AO","Female","LGBO","35","35","24260","23240"
"In post","2021","Dorset and Somerset","AO","Female","Undeclared","65","55","21970","21010"
"In post","2021","Dorset and Somerset","AO","Female","Unknown","125","110","22100","22350"
"In post","2021","Dorset and Somerset","AO","Male","Heterosexual / straight","450","440","24570","22850"
"In post","2021","Dorset and Somerset","AO","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","AO","Male","Undeclared","55","55","24500","22430"
"In post","2021","Dorset and Somerset","AO","Male","Unknown","125","120","24760","22850"
"In post","2021","Dorset and Somerset","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Female","Heterosexual / straight","585","520","26890","27570"
"In post","2021","Dorset and Somerset","EO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Female","Undeclared","85","75","27240","27450"
"In post","2021","Dorset and Somerset","EO","Female","Unknown","175","140","27340","27570"
"In post","2021","Dorset and Somerset","EO","Male","Heterosexual / straight","510","490","27850","27570"
"In post","2021","Dorset and Somerset","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Male","Undeclared","85","80","27800","27570"
"In post","2021","Dorset and Somerset","EO","Male","Unknown","130","125","27300","27130"
"In post","2021","Dorset and Somerset","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Female","Heterosexual / straight","40","35","55610","53720"
"In post","2021","Dorset and Somerset","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Male","Heterosexual / straight","65","65","56340","53720"
"In post","2021","Dorset and Somerset","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","HEO","Female","Heterosexual / straight","255","230","32750","33290"
"In post","2021","Dorset and Somerset","HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Dorset and Somerset","HEO","Female","Undeclared","45","45","32190","33290"
"In post","2021","Dorset and Somerset","HEO","Female","Unknown","55","50","32600","33290"
"In post","2021","Dorset and Somerset","HEO","Male","Heterosexual / straight","370","360","33720","33290"
"In post","2021","Dorset and Somerset","HEO","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Dorset and Somerset","HEO","Male","Undeclared","85","80","34620","33840"
"In post","2021","Dorset and Somerset","HEO","Male","Unknown","85","85","33440","33290"
"In post","2021","Dorset and Somerset","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO","Female","Heterosexual / straight","140","135","41270","41660"
"In post","2021","Dorset and Somerset","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO","Male","Heterosexual / straight","220","215","43080","42510"
"In post","2021","Dorset and Somerset","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO","Male","Undeclared","45","40","43280","42510"
"In post","2021","Dorset and Somerset","SEO","Male","Unknown","50","45","42510","42510"
"In post","2021","Dorset and Somerset","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Female","Heterosexual / straight","130","110","28050","26840"
"In post","2021","Dorset and Somerset","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Male","Heterosexual / straight","45","45","29710","31760"
"In post","2021","Dorset and Somerset","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","AA","Female","Heterosexual / straight","320","295","19510","19560"
"In post","2021","East Anglia","AA","Female","LGBO","25","25","[c]","[c]"
"In post","2021","East Anglia","AA","Female","Undeclared","30","30","19810","19560"
"In post","2021","East Anglia","AA","Female","Unknown","75","65","19980","20600"
"In post","2021","East Anglia","AA","Male","Heterosexual / straight","330","310","19910","20600"
"In post","2021","East Anglia","AA","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East Anglia","AA","Male","Undeclared","40","40","20080","19560"
"In post","2021","East Anglia","AA","Male","Unknown","105","100","20030","20600"
"In post","2021","East Anglia","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","AO","Female","Heterosexual / straight","1430","1240","22350","21430"
"In post","2021","East Anglia","AO","Female","LGBO","80","75","24550","22850"
"In post","2021","East Anglia","AO","Female","Undeclared","180","160","21980","21430"
"In post","2021","East Anglia","AO","Female","Unknown","365","305","22810","21050"
"In post","2021","East Anglia","AO","Male","Heterosexual / straight","1340","1305","25930","25400"
"In post","2021","East Anglia","AO","Male","LGBO","60","55","24380","22350"
"In post","2021","East Anglia","AO","Male","Undeclared","170","165","25920","23520"
"In post","2021","East Anglia","AO","Male","Unknown","400","375","26430","25850"
"In post","2021","East Anglia","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","EO","Female","Heterosexual / straight","1245","1110","26980","27570"
"In post","2021","East Anglia","EO","Female","LGBO","45","45","26710","27570"
"In post","2021","East Anglia","EO","Female","Undeclared","150","140","27190","27380"
"In post","2021","East Anglia","EO","Female","Unknown","325","275","27140","27570"
"In post","2021","East Anglia","EO","Male","Heterosexual / straight","1000","975","28100","27570"
"In post","2021","East Anglia","EO","Male","LGBO","65","65","26840","27570"
"In post","2021","East Anglia","EO","Male","Undeclared","175","165","28220","27570"
"In post","2021","East Anglia","EO","Male","Unknown","280","265","28300","27570"
"In post","2021","East Anglia","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G6","Female","Heterosexual / straight","50","50","69780","65310"
"In post","2021","East Anglia","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G6","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","East Anglia","G6","Female","Unknown","15","15","[c]","[c]"
"In post","2021","East Anglia","G6","Male","Heterosexual / straight","65","60","69350","65490"
"In post","2021","East Anglia","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G6","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","East Anglia","G6","Male","Unknown","15","15","[c]","[c]"
"In post","2021","East Anglia","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G7","Female","Heterosexual / straight","185","175","55560","52580"
"In post","2021","East Anglia","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2021","East Anglia","G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","East Anglia","G7","Female","Unknown","50","45","54450","53490"
"In post","2021","East Anglia","G7","Male","Heterosexual / straight","200","195","56950","54540"
"In post","2021","East Anglia","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","East Anglia","G7","Male","Unknown","75","75","51820","50300"
"In post","2021","East Anglia","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","HEO","Female","Heterosexual / straight","630","590","32360","32470"
"In post","2021","East Anglia","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","East Anglia","HEO","Female","Undeclared","85","80","32290","33300"
"In post","2021","East Anglia","HEO","Female","Unknown","130","120","31580","31680"
"In post","2021","East Anglia","HEO","Male","Heterosexual / straight","695","670","33380","33300"
"In post","2021","East Anglia","HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2021","East Anglia","HEO","Male","Undeclared","135","130","33490","33300"
"In post","2021","East Anglia","HEO","Male","Unknown","160","155","32240","31810"
"In post","2021","East Anglia","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","East Anglia","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2021","East Anglia","SCS level","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","East Anglia","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2021","East Anglia","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SEO","Female","Heterosexual / straight","345","325","42370","40580"
"In post","2021","East Anglia","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","East Anglia","SEO","Female","Undeclared","60","60","41110","40580"
"In post","2021","East Anglia","SEO","Female","Unknown","85","75","39020","37960"
"In post","2021","East Anglia","SEO","Male","Heterosexual / straight","385","375","42570","40580"
"In post","2021","East Anglia","SEO","Male","LGBO","20","20","[c]","[c]"
"In post","2021","East Anglia","SEO","Male","Undeclared","70","70","42990","40660"
"In post","2021","East Anglia","SEO","Male","Unknown","85","80","40780","38630"
"In post","2021","East Anglia","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Female","Heterosexual / straight","305","280","29180","30210"
"In post","2021","East Anglia","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2021","East Anglia","Unknown","Female","Undeclared","30","25","30800","32690"
"In post","2021","East Anglia","Unknown","Female","Unknown","25","20","[c]","[c]"
"In post","2021","East Anglia","Unknown","Male","Heterosexual / straight","85","80","30920","30210"
"In post","2021","East Anglia","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","East Anglia","Unknown","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","East Anglia","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2021","East Anglia","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","AA","Female","Heterosexual / straight","120","110","19260","19560"
"In post","2021","East Wales","AA","Female","LGBO","10","10","[c]","[c]"
"In post","2021","East Wales","AA","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","East Wales","AA","Female","Unknown","45","40","19520","20070"
"In post","2021","East Wales","AA","Male","Heterosexual / straight","175","170","19310","19560"
"In post","2021","East Wales","AA","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East Wales","AA","Male","Undeclared","30","25","[c]","[c]"
"In post","2021","East Wales","AA","Male","Unknown","40","35","19690","20070"
"In post","2021","East Wales","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","AO","Female","Heterosexual / straight","1805","1565","21410","21050"
"In post","2021","East Wales","AO","Female","LGBO","100","95","21390","21010"
"In post","2021","East Wales","AO","Female","Undeclared","225","195","21440","21100"
"In post","2021","East Wales","AO","Female","Unknown","895","740","20750","20340"
"In post","2021","East Wales","AO","Male","Heterosexual / straight","1320","1275","22360","21130"
"In post","2021","East Wales","AO","Male","LGBO","105","100","21370","20500"
"In post","2021","East Wales","AO","Male","Undeclared","180","170","22220","21430"
"In post","2021","East Wales","AO","Male","Unknown","660","630","21660","20180"
"In post","2021","East Wales","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","EO","Female","Heterosexual / straight","2005","1810","26560","27380"
"In post","2021","East Wales","EO","Female","LGBO","115","110","26070","25560"
"In post","2021","East Wales","EO","Female","Undeclared","230","205","27140","27570"
"In post","2021","East Wales","EO","Female","Unknown","675","610","25880","25560"
