"Status","Year","Age","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Central Bedfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cumbria","East Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cumbria","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cumbria","West Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cumbria","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","Derby","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","Nottingham","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon","Devon CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon","Plymouth","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Devon","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Devon","Plymouth","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Dorset and Somerset","Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Dorset and Somerset","Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Cambridgeshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Norwich and East Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Peterborough","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","East Anglia","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Suffolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","East Anglia","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Anglia","Suffolk","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","East Wales","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Cardiff and Vale of Glamorgan","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","East Wales","Flintshire and Wrexham","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Monmouthshire and Newport","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","East Wales","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Monmouthshire and Newport","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Angus and Dundee City","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","City of Edinburgh","Heterosexual / straight","45","45","21490","21150"
"In post","2021","16-19","Eastern Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","City of Edinburgh","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","City of Edinburgh","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Perth and Kinross and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Southend-on-Sea","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","65","65","18660","19040"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","35","35","17220","16780"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Greater Manchester South West","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Manchester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Manchester","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
