"Status","Year","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","SEO/HEO","Heterosexual / straight","45","[c]","35040","34400"
"Leaver Dept.","2021","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA/AO","Heterosexual / straight","130","[c]","23720","23670"
"Leaver Dept.","2021","London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA/AO","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Heterosexual / straight","450","[c]","28530","28050"
"Leaver Dept.","2021","London","EO","LGBO","50","[c]","27820","27370"
"Leaver Dept.","2021","London","EO","Undeclared","50","[c]","28670","28470"
"Leaver Dept.","2021","London","EO","Unknown","255","[c]","28520","28170"
"Leaver Dept.","2021","London","G6/G7","Heterosexual / straight","840","[c]","58160","56150"
"Leaver Dept.","2021","London","G6/G7","LGBO","85","[c]","56090","54650"
"Leaver Dept.","2021","London","G6/G7","Undeclared","135","[c]","58290","56150"
"Leaver Dept.","2021","London","G6/G7","Unknown","565","[c]","56860","54700"
"Leaver Dept.","2021","London","SCS level","Heterosexual / straight","150","[c]","90320","80280"
"Leaver Dept.","2021","London","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS level","Unknown","90","[c]","82940","76380"
"Leaver Dept.","2021","London","SEO/HEO","Heterosexual / straight","1180","[c]","36810","35430"
"Leaver Dept.","2021","London","SEO/HEO","LGBO","140","[c]","35840","34700"
"Leaver Dept.","2021","London","SEO/HEO","Undeclared","120","[c]","38000","37280"
"Leaver Dept.","2021","London","SEO/HEO","Unknown","865","[c]","36440","35070"
"Leaver Dept.","2021","London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","AA/AO","Heterosexual / straight","105","[c]","20860","21010"
"Leaver Dept.","2021","North East (England)","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","AA/AO","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","EO","Heterosexual / straight","80","[c]","26290","27570"
"Leaver Dept.","2021","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","EO","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","Heterosexual / straight","55","[c]","33780","32670"
"Leaver Dept.","2021","North East (England)","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","AA/AO","Heterosexual / straight","125","[c]","21010","21010"
"Leaver Dept.","2021","North West (England)","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","AA/AO","Unknown","240","[c]","20630","20470"
"Leaver Dept.","2021","North West (England)","EO","Heterosexual / straight","200","[c]","26060","26670"
"Leaver Dept.","2021","North West (England)","EO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","EO","Unknown","105","[c]","26080","25990"
"Leaver Dept.","2021","North West (England)","G6/G7","Heterosexual / straight","40","[c]","55540","52800"
"Leaver Dept.","2021","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SEO/HEO","Heterosexual / straight","115","[c]","34320","32530"
"Leaver Dept.","2021","North West (England)","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","SEO/HEO","Unknown","105","[c]","33550","32590"
"Leaver Dept.","2021","North West (England)","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6/G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","AA/AO","Heterosexual / straight","70","[c]","20490","20920"
"Leaver Dept.","2021","Scotland","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","AA/AO","Unknown","150","[c]","21090","20940"
"Leaver Dept.","2021","Scotland","EO","Heterosexual / straight","70","[c]","26410","27570"
"Leaver Dept.","2021","Scotland","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","EO","Unknown","95","[c]","26740","27570"
"Leaver Dept.","2021","Scotland","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","SEO/HEO","Heterosexual / straight","60","[c]","35850","34700"
"Leaver Dept.","2021","Scotland","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","AA/AO","Heterosexual / straight","75","[c]","21020","20760"
"Leaver Dept.","2021","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","EO","Heterosexual / straight","60","[c]","27400","27570"
"Leaver Dept.","2021","South East (England)","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","SEO/HEO","Heterosexual / straight","80","[c]","34170","33300"
"Leaver Dept.","2021","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","SEO/HEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","AA/AO","Heterosexual / straight","55","[c]","20580","20920"
"Leaver Dept.","2021","South West (England)","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","AA/AO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","EO","Heterosexual / straight","120","[c]","24470","25660"
"Leaver Dept.","2021","South West (England)","EO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","EO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","G6/G7","Heterosexual / straight","90","[c]","54780","54240"
"Leaver Dept.","2021","South West (England)","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","G6/G7","Unknown","35","[c]","50850","49250"
"Leaver Dept.","2021","South West (England)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","SEO/HEO","Heterosexual / straight","240","[c]","32840","32710"
"Leaver Dept.","2021","South West (England)","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","SEO/HEO","Undeclared","30","[c]","35170","36340"
"Leaver Dept.","2021","South West (England)","SEO/HEO","Unknown","75","[c]","34430","33890"
"Leaver Dept.","2021","South West (England)","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Heterosexual / straight","45","[c]","57420","54700"
"Leaver Dept.","2021","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Heterosexual / straight","170","[c]","32910","32000"
"Leaver Dept.","2021","Unknown","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","350","[c]","31100","32000"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","AA/AO","Heterosexual / straight","95","[c]","20700","21010"
"Leaver Dept.","2021","Wales","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","AA/AO","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","EO","Heterosexual / straight","70","[c]","25990","26780"
"Leaver Dept.","2021","Wales","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","EO","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","G6/G7","Heterosexual / straight","35","[c]","54240","54240"
"Leaver Dept.","2021","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","SEO/HEO","Heterosexual / straight","110","[c]","35300","34800"
"Leaver Dept.","2021","Wales","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","AA/AO","Heterosexual / straight","115","[c]","20220","19930"
"Leaver Dept.","2021","West Midlands (England)","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","AA/AO","Unknown","95","[c]","20510","20500"
"Leaver Dept.","2021","West Midlands (England)","EO","Heterosexual / straight","85","[c]","24650","24500"
"Leaver Dept.","2021","West Midlands (England)","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","EO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","Heterosexual / straight","65","[c]","33080","31490"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","Heterosexual / straight","60","[c]","20560","21010"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","AA/AO","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","Heterosexual / straight","95","[c]","26360","27240"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","EO","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","Heterosexual / straight","40","[c]","55190","53070"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","100","[c]","34690","33300"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","SEO/HEO","Unknown","105","[c]","34690","35310"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Heterosexual / straight","635","[c]","21080","21010"
"New entrant CS","2021","East Midlands (England)","AA/AO","LGBO","40","[c]","21180","21010"
"New entrant CS","2021","East Midlands (England)","AA/AO","Undeclared","35","[c]","20420","20760"
"New entrant CS","2021","East Midlands (England)","AA/AO","Unknown","345","[c]","20570","20140"
"New entrant CS","2021","East Midlands (England)","EO","Heterosexual / straight","625","[c]","27120","27570"
"New entrant CS","2021","East Midlands (England)","EO","LGBO","65","[c]","27350","27570"
"New entrant CS","2021","East Midlands (England)","EO","Undeclared","40","[c]","27040","27570"
"New entrant CS","2021","East Midlands (England)","EO","Unknown","210","[c]","25980","25560"
"New entrant CS","2021","East Midlands (England)","G6/G7","Heterosexual / straight","50","[c]","55110","50530"
"New entrant CS","2021","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Heterosexual / straight","190","[c]","34690","32670"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Unknown","75","[c]","33230","31810"
"New entrant CS","2021","East Midlands (England)","Unknown","Heterosexual / straight","80","[c]","23850","22920"
"New entrant CS","2021","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Heterosexual / straight","755","[c]","22660","21570"
"New entrant CS","2021","East of England","AA/AO","LGBO","60","[c]","22000","21430"
"New entrant CS","2021","East of England","AA/AO","Undeclared","35","[c]","21990","21500"
"New entrant CS","2021","East of England","AA/AO","Unknown","340","[c]","22320","21430"
"New entrant CS","2021","East of England","EO","Heterosexual / straight","965","[c]","28110","27570"
"New entrant CS","2021","East of England","EO","LGBO","85","[c]","28090","27570"
"New entrant CS","2021","East of England","EO","Undeclared","45","[c]","27100","27570"
"New entrant CS","2021","East of England","EO","Unknown","170","[c]","26840","27570"
"New entrant CS","2021","East of England","G6/G7","Heterosexual / straight","40","[c]","60050","54310"
"New entrant CS","2021","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
