"Status","Year","Function_of_post","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","90","85","34500","29730"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","45","45","48300","43140"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","155","145","41730","37480"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","London","Heterosexual / straight","70","70","44450","38540"
"In post","2021","Human Resources","Department for International Trade","London","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","London","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","Heterosexual / straight","60","60","48600","45010"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","50","45","45300","40650"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","Unknown","40","40","32620","27270"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","140","130","32370","31380"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","65","60","36660","33350"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Education and Skills Funding Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","ESTYN","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","Outside London","Heterosexual / straight","35","35","40050","35110"
"In post","2021","Human Resources","FCDO Services","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","115","110","47410","39770"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","55","50","40790","33930"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Forestry and Land Scotland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Forestry and Land Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Forestry and Land Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Forestry and Land Scotland","Outside London","Unknown","50","45","26570","22920"
"In post","2021","Human Resources","Government Actuary's Department","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","London","Heterosexual / straight","40","40","38640","31710"
"In post","2021","Human Resources","Government Legal Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","London","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Property Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Outside London","Heterosexual / straight","60","60","38430","33830"
"In post","2021","Human Resources","Health and Safety Executive","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","London","Heterosexual / straight","30","30","46170","36800"
"In post","2021","Human Resources","HM Courts and Tribunals Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Outside London","Heterosexual / straight","45","45","34630","30990"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Outside London","Heterosexual / straight","60","55","41110","38550"
"In post","2021","Human Resources","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Land Registry","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","London","Heterosexual / straight","35","35","53110","52750"
"In post","2021","Human Resources","HM Prison and Probation Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Outside London","Heterosexual / straight","65","65","45660","48410"
"In post","2021","Human Resources","HM Prison and Probation Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Prison and Probation Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","115","110","52120","45960"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","London","Unknown","45","45","45220","39800"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","Heterosexual / straight","910","845","34760","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","LGBO","60","55","34960","31810"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","Undeclared","85","75","30740","25560"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","345","310","30650","28000"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","London","Heterosexual / straight","50","50","49370","52520"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Insolvency Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Outside London","Heterosexual / straight","30","25","34480","31210"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","Outside London","Unknown","70","65","38150","33130"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","220","215","47200","44500"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","Heterosexual / straight","1090","1015","27490","22080"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","LGBO","40","40","25800","21130"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","Undeclared","150","140","27660","22080"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","Unknown","100","90","25660","21580"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Heterosexual / straight","35","35","35930","30190"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","200","200","45470","41070"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","London","Undeclared","30","25","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","London","Unknown","30","30","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","Heterosexual / straight","390","375","38790","33770"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","Undeclared","35","30","38280","31180"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","Unknown","35","35","38170","31570"
"In post","2021","Human Resources","National Crime Agency","London","Heterosexual / straight","45","40","47880","43400"
"In post","2021","Human Resources","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Outside London","Heterosexual / straight","100","95","36970","36740"
"In post","2021","Human Resources","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","National Savings and Investments","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","National Savings and Investments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","35","35","39170","32010"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","London","Heterosexual / straight","95","90","44210","38580"
"In post","2021","Human Resources","Public Health England","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Public Health England","London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Public Health England","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Public Health England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Queen Elizabeth II Centre","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Queen Elizabeth II Centre","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Queen Elizabeth II Centre","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","Outside London","Heterosexual / straight","35","35","36620","36780"
"In post","2021","Human Resources","Registers of Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Human Resources","Scottish Prison Service","Outside London","Heterosexual / straight","80","75","37290","35810"
"In post","2021","Human Resources","Scottish Prison Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Prison Service","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Scottish Prison Service","Outside London","Unknown","40","35","30480","28410"
"In post","2021","Human Resources","Serious Fraud Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Serious Fraud Office","London","LGBO","[c]","[c]","[c]","[c]"
