"Status","Year","Organisation","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Prison and Probation Service","Southampton","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Southend-on-Sea","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Southend-on-Sea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","Female","1005","930","28490","25790"
"In post","2021","HM Prison and Probation Service","Staffordshire CC","Outside London","Male","1110","1070","30050","27680"
"In post","2021","HM Prison and Probation Service","Stoke-on-Trent","Outside London","Female","65","60","28370","28200"
"In post","2021","HM Prison and Probation Service","Stoke-on-Trent","Outside London","Male","30","25","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","Female","515","480","28990","27700"
"In post","2021","HM Prison and Probation Service","Suffolk","Outside London","Male","560","545","31120","31650"
"In post","2021","HM Prison and Probation Service","Sunderland","Outside London","Female","40","40","27870","24800"
"In post","2021","HM Prison and Probation Service","Sunderland","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Swansea","Outside London","Female","245","220","28440","27380"
"In post","2021","HM Prison and Probation Service","Swansea","Outside London","Male","255","225","29560","28210"
"In post","2021","HM Prison and Probation Service","Swindon","Outside London","Female","25","25","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Swindon","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Telford and Wrekin","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Torbay","Outside London","Female","25","25","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Torbay","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Tower Hamlets","London","Female","45","40","31110","31530"
"In post","2021","HM Prison and Probation Service","Tower Hamlets","London","Male","25","20","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Tyneside","Outside London","Female","195","175","28770","28200"
"In post","2021","HM Prison and Probation Service","Tyneside","Outside London","Male","70","70","30780","28200"
"In post","2021","HM Prison and Probation Service","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","Female","520","475","29150","26810"
"In post","2021","HM Prison and Probation Service","Wakefield","Outside London","Male","530","495","30450","31650"
"In post","2021","HM Prison and Probation Service","Walsall","Outside London","Female","50","45","28930","28200"
"In post","2021","HM Prison and Probation Service","Walsall","Outside London","Male","15","15","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wandsworth","London","Female","285","275","31990","31530"
"In post","2021","HM Prison and Probation Service","Wandsworth","London","Male","400","395","34780","34940"
"In post","2021","HM Prison and Probation Service","Warrington","Outside London","Female","295","280","27380","25300"
"In post","2021","HM Prison and Probation Service","Warrington","Outside London","Male","365","350","29880","28860"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","Female","120","110","31680","28200"
"In post","2021","HM Prison and Probation Service","Warwickshire","Outside London","Male","70","70","37110","33520"
"In post","2021","HM Prison and Probation Service","West Cumbria","Outside London","Female","140","125","26550","24620"
"In post","2021","HM Prison and Probation Service","West Cumbria","Outside London","Male","105","105","29810","28220"
"In post","2021","HM Prison and Probation Service","West Essex","Outside London","Female","20","20","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Essex","Outside London","Male","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Northamptonshire","Outside London","Female","250","225","28370","24440"
"In post","2021","HM Prison and Probation Service","West Northamptonshire","Outside London","Male","220","210","28360","25400"
"In post","2021","HM Prison and Probation Service","West Surrey","Outside London","Female","315","290","30010","29920"
"In post","2021","HM Prison and Probation Service","West Surrey","Outside London","Male","255","245","31870","31810"
"In post","2021","HM Prison and Probation Service","West Sussex (North East)","Outside London","Female","25","20","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","West Sussex (South West)","Outside London","Female","100","95","28490","25830"
"In post","2021","HM Prison and Probation Service","West Sussex (South West)","Outside London","Male","105","100","30530","31650"
"In post","2021","HM Prison and Probation Service","Westminster","London","Female","395","385","50030","48390"
"In post","2021","HM Prison and Probation Service","Westminster","London","Male","245","245","55620","54970"
"In post","2021","HM Prison and Probation Service","Wiltshire","Outside London","Female","180","170","26770","25850"
"In post","2021","HM Prison and Probation Service","Wiltshire","Outside London","Male","170","170","29810","28400"
"In post","2021","HM Prison and Probation Service","Wirral","Outside London","Female","55","50","30940","28200"
"In post","2021","HM Prison and Probation Service","Wirral","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Wolverhampton","Outside London","Female","60","55","25630","22920"
"In post","2021","HM Prison and Probation Service","Wolverhampton","Outside London","Male","20","20","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Worcestershire","Outside London","Female","560","535","27630","24440"
"In post","2021","HM Prison and Probation Service","Worcestershire","Outside London","Male","685","675","29350","27380"
"In post","2021","HM Prison and Probation Service","York","Outside London","Female","120","110","31100","30210"
"In post","2021","HM Prison and Probation Service","York","Outside London","Male","65","60","30620","30690"
"In post","2021","HM Revenue and Customs (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","Outside London","Female","145","125","23880","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","Outside London","Male","150","145","23340","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","Female","1015","905","28140","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","Male","975","945","28910","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","Female","165","150","33920","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","Male","145","135","35600","32520"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bexley and Greenwich","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bexley and Greenwich","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","Female","1425","1290","29850","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","Male","1385","1340","32500","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Blackburn with Darwen","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Blackburn with Darwen","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","Female","1050","885","28090","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","Male","795","755","29120","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Brent","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Brent","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","Female","560","515","34150","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","Male","730","705","35960","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Calderdale and Kirklees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Calderdale and Kirklees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","Female","645","600","36610","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","Male","865","845","39850","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","Female","2045","1810","27230","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","Male","2045","1970","28440","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Causeway Coast and Glens","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Causeway Coast and Glens","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","Female","1005","920","27440","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","Male","1035","1010","29030","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Coventry","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Coventry","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Croydon","London","Female","1050","970","37640","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Croydon","London","Male","1180","1140","40610","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Derby","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Derby","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Derry City and Strabane","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Derry City and Strabane","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Devon CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Devon CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Dudley","Outside London","Female","30","25","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Dudley","Outside London","Male","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","Female","350","300","23330","21400"
"In post","2021","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","Male","190","180","23680","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Ealing","London","Female","45","40","30780","32000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Ealing","London","Male","20","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Kent","Outside London","Female","90","80","28110","25770"
"In post","2021","HM Revenue and Customs (excl. agencies)","East Kent","Outside London","Male","105","100","30430","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","Outside London","Female","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","Female","775","680","29550","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","Male","805","765","30340","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester North West","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester North West","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","Female","1845","1685","30530","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","Male","2015","1955","31100","27460"
"In post","2021","HM Revenue and Customs (excl. agencies)","Gwynedd","Outside London","Female","10","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Gwynedd","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","Female","730","665","37680","36160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","Male","565","540","41360","36240"
"In post","2021","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","London","Female","15","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","London","Male","20","20","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hartlepool and Stockton-on-Tees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hartlepool and Stockton-on-Tees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hertfordshire","Outside London","Female","35","30","28470","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Hertfordshire","Outside London","Male","15","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kingston upon Hull, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Kingston upon Hull, City of","Outside London","Male","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","Female","1260","1160","30390","27290"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","Male","1495","1455","30830","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leicester","Outside London","Female","250","205","25670","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Leicester","Outside London","Male","185","170","27290","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lincolnshire","Outside London","Female","20","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lincolnshire","Outside London","Male","10","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lisburn and Castlereagh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Lisburn and Castlereagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","Female","1425","1275","30660","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","Male","1100","1070","32180","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Luton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Luton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","Female","820","755","33690","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","Male","960","935","34030","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Medway","Outside London","Male","15","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mid Kent","Outside London","Female","20","20","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mid Kent","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mid Lancashire","Outside London","Female","1040","875","27150","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Mid Lancashire","Outside London","Male","855","800","27020","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Milton Keynes","Outside London","Female","35","35","24670","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","Milton Keynes","Outside London","Male","100","100","22690","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","North and North East Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","North and North East Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","North Lanarkshire","Outside London","Female","995","830","24880","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","North Lanarkshire","Outside London","Male","560","525","25840","21560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Nottingham","Outside London","Female","1670","1530","32270","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Nottingham","Outside London","Male","1645","1600","33120","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Peterborough","Outside London","Female","25","25","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Peterborough","Outside London","Male","20","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Plymouth","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Plymouth","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Portsmouth","Outside London","Female","595","500","26560","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Portsmouth","Outside London","Male","405","380","28890","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Sefton","Outside London","Female","1445","1240","26240","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Sefton","Outside London","Male","1045","990","28200","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Sheffield","Outside London","Female","30","25","35910","31870"
"In post","2021","HM Revenue and Customs (excl. agencies)","Sheffield","Outside London","Male","25","25","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Shropshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Shropshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Solihull","Outside London","Female","70","60","32270","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Solihull","Outside London","Male","85","80","32850","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","South Lanarkshire","Outside London","Female","1375","1140","24780","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","South Lanarkshire","Outside London","Male","860","800","26090","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Southampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Southampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","Outside London","Female","575","505","31740","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","Outside London","Male","455","425","35410","32100"
"In post","2021","HM Revenue and Customs (excl. agencies)","Stoke-on-Trent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Stoke-on-Trent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Suffolk","Outside London","Female","290","255","28000","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Suffolk","Outside London","Male","265","255","30860","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Sunderland","Outside London","Female","1760","1385","23500","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Sunderland","Outside London","Male","725","670","25530","21440"
"In post","2021","HM Revenue and Customs (excl. agencies)","Swansea","Outside London","Female","20","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Swansea","Outside London","Male","15","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","Outside London","Female","435","395","36820","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","Outside London","Male","375","360","42430","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tower Hamlets","London","Female","590","560","46820","41760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tower Hamlets","London","Male","585","560","49570","43120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tyneside","Outside London","Female","4195","3605","27990","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Tyneside","Outside London","Male","3610","3460","30140","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","Warrington","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Warrington","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Lothian","Outside London","Female","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Lothian","Outside London","Male","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Northamptonshire","Outside London","Female","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","Outside London","Female","330","285","31010","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","Outside London","Male","315","295","33940","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Westminster","London","Female","875","825","52220","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Westminster","London","Male","870","850","54870","59160"
"In post","2021","HM Revenue and Customs (excl. agencies)","Wolverhampton","Outside London","Female","15","15","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Wolverhampton","Outside London","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Norwich and East Norfolk","Outside London","Female","45","40","26900","23750"
"In post","2021","HM Treasury (excl. agencies)","Norwich and East Norfolk","Outside London","Male","25","25","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Westminster","London","Female","945","915","46730","42890"
"In post","2021","HM Treasury (excl. agencies)","Westminster","London","Male","1010","1005","48910","52500"
"In post","2021","Home Office (incl. agencies)","Aberdeen City and Aberdeenshire","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Aberdeen City and Aberdeenshire","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Antrim and Newtownabbey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Antrim and Newtownabbey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Barnet","London","Female","35","35","42120","38160"
"In post","2021","Home Office (incl. agencies)","Barnet","London","Male","115","115","45380","44510"
"In post","2021","Home Office (incl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","90","80","25560","24890"
"In post","2021","Home Office (incl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","105","105","27850","25380"
"In post","2021","Home Office (incl. agencies)","Bedford","Outside London","Female","60","55","28850","26160"
"In post","2021","Home Office (incl. agencies)","Bedford","Outside London","Male","60","60","28730","26220"
"In post","2021","Home Office (incl. agencies)","Belfast","Outside London","Female","225","195","24780","21430"
"In post","2021","Home Office (incl. agencies)","Belfast","Outside London","Male","230","215","25170","24880"
"In post","2021","Home Office (incl. agencies)","Berkshire","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Berkshire","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Birmingham","Outside London","Female","70","60","28460","25580"
"In post","2021","Home Office (incl. agencies)","Birmingham","Outside London","Male","55","55","31800","25310"
"In post","2021","Home Office (incl. agencies)","Bournemouth and Poole","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Bournemouth and Poole","Outside London","Male","60","55","27600","27370"
"In post","2021","Home Office (incl. agencies)","Breckland and South Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Breckland and South Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Bristol, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Bristol, City of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Cambridgeshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Cambridgeshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Camden and City of London","London","Female","195","180","33410","30460"
"In post","2021","Home Office (incl. agencies)","Camden and City of London","London","Male","150","145","35250","31520"
"In post","2021","Home Office (incl. agencies)","Cardiff and Vale of Glamorgan","Outside London","Female","180","165","29180","25360"
"In post","2021","Home Office (incl. agencies)","Cardiff and Vale of Glamorgan","Outside London","Male","160","155","28900","25360"
"In post","2021","Home Office (incl. agencies)","City of Edinburgh","Outside London","Female","65","60","27820","26410"
"In post","2021","Home Office (incl. agencies)","City of Edinburgh","Outside London","Male","100","95","28420","25310"
"In post","2021","Home Office (incl. agencies)","Conwy and Denbighshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Conwy and Denbighshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Croydon","London","Female","3015","2770","36940","34170"
"In post","2021","Home Office (incl. agencies)","Croydon","London","Male","2295","2265","40560","35200"
"In post","2021","Home Office (incl. agencies)","Darlington","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Darlington","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Devon CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Devon CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Dorset CC","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Dorset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Durham CC","Outside London","Female","555","445","23900","21430"
"In post","2021","Home Office (incl. agencies)","Durham CC","Outside London","Male","370","335","25050","21430"
"In post","2021","Home Office (incl. agencies)","East Kent","Outside London","Female","985","860","26860","25310"
"In post","2021","Home Office (incl. agencies)","East Kent","Outside London","Male","1385","1295","27450","25700"
"In post","2021","Home Office (incl. agencies)","East Sussex CC","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","East Sussex CC","Outside London","Male","30","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Essex Haven Gateway","Outside London","Female","60","55","25540","25220"
"In post","2021","Home Office (incl. agencies)","Essex Haven Gateway","Outside London","Male","80","80","25950","25310"
"In post","2021","Home Office (incl. agencies)","Essex Thames Gateway","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Essex Thames Gateway","Outside London","Male","25","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Glasgow City","Outside London","Female","395","350","26650","24890"
"In post","2021","Home Office (incl. agencies)","Glasgow City","Outside London","Male","280","270","26600","24890"
"In post","2021","Home Office (incl. agencies)","Greater Manchester South West","Outside London","Female","380","360","31170","26670"
"In post","2021","Home Office (incl. agencies)","Greater Manchester South West","Outside London","Male","465","460","34270","30830"
"In post","2021","Home Office (incl. agencies)","Hackney and Newham","London","Female","75","65","31420","29940"
"In post","2021","Home Office (incl. agencies)","Hackney and Newham","London","Male","60","55","33510","30920"
"In post","2021","Home Office (incl. agencies)","Haringey and Islington","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Haringey and Islington","London","Male","[c]","[c]","[c]","[c]"
