"Status","Year","Disability","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Liverpool","45","40","39210","34480"
"In post","2021","Declared disabled","Attorney General's Departments","Manchester","35","35","42740","48830"
"In post","2021","Declared disabled","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Mid Lancashire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Nottingham","30","30","38930","32290"
"In post","2021","Declared disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Portsmouth","10","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Sheffield","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South Hampshire","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South Teesside","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Stoke-on-Trent","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Swansea","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Tyneside","30","30","34820","28430"
"In post","2021","Declared disabled","Attorney General's Departments","Wakefield","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Surrey","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Westminster","360","335","50310","51510"
"In post","2021","Declared disabled","Attorney General's Departments","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","York","40","40","48340","53420"
"In post","2021","Declared disabled","Cabinet Office","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Greater Manchester South West","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Leeds","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Liverpool","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Milton Keynes","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Sheffield","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Tower Hamlets","95","90","50900","54700"
"In post","2021","Declared disabled","Cabinet Office","Tyneside","60","55","28220","23850"
"In post","2021","Declared disabled","Cabinet Office","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Westminster","395","380","47260","41820"
"In post","2021","Declared disabled","Cabinet Office","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","York","35","30","28790","26930"
"In post","2021","Declared disabled","Chancellor's other departments","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Camden and City of London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Westminster","10","10","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Sefton","20","20","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Tower Hamlets","35","35","55940","54320"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Birmingham","75","65","31470","30360"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Blackpool","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","90","80","32330","27460"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","City of Edinburgh","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Croydon","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Devon CC","90","85","36170","33330"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Glasgow City","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Hackney and Newham","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Leeds","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Manchester","35","35","32890","33670"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Medway","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","75","70","37410","37140"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North Hampshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Nottingham","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Plymouth","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Suffolk","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Swindon","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Tyneside","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Westminster","455","450","47240","40910"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Wirral","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Westminster","110","110","47390","40690"
"In post","2021","Declared disabled","Department for Education","Bristol, City of","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Coventry","100","95","38920","36680"
"In post","2021","Declared disabled","Department for Education","Croydon","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Darlington","70","65","37020","36500"
"In post","2021","Declared disabled","Department for Education","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Leeds","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Manchester","110","110","37750","35000"
"In post","2021","Declared disabled","Department for Education","Nottingham","30","30","38920","37030"
"In post","2021","Declared disabled","Department for Education","Sheffield","150","140","37520","36500"
"In post","2021","Declared disabled","Department for Education","Tyneside","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Westminster","210","200","49710","45850"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Berkshire","35","35","34830","31270"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Bristol, City of","90","85","38840","36520"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Central Hampshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Cheshire East","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Devon CC","70","65","28870","25190"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Dorset CC","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Cumbria","50","45","27960","25190"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Gloucestershire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Leeds","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Mid Lancashire","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","North Yorkshire CC","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Nottingham","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Peterborough","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Plymouth","[c]","[c]","[c]","[c]"
