"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","South West (England)","G6/G7","G7","30","30","51580","49140"
"In post","2021","Communications","South West (England)","SEO/HEO","HEO","90","80","32380","32790"
"In post","2021","Communications","South West (England)","SEO/HEO","SEO","90","90","38590","37810"
"In post","2021","Communications","South West (England)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","AA/AO","AO","35","35","22550","22080"
"In post","2021","Communications","Wales","EO","EO","80","75","27280","26780"
"In post","2021","Communications","Wales","G6/G7","G6","10","10","67760","67000"
"In post","2021","Communications","Wales","G6/G7","G7","35","35","55120","55440"
"In post","2021","Communications","Wales","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Wales","SEO/HEO","HEO","105","100","33540","33350"
"In post","2021","Communications","Wales","SEO/HEO","SEO","80","75","42150","41560"
"In post","2021","Communications","West Midlands (England)","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","EO","EO","30","30","26250","26670"
"In post","2021","Communications","West Midlands (England)","G6/G7","G6","10","10","65730","64960"
"In post","2021","Communications","West Midlands (England)","G6/G7","G7","25","20","51680","50130"
"In post","2021","Communications","West Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","SEO/HEO","HEO","35","35","33680","33300"
"In post","2021","Communications","West Midlands (England)","SEO/HEO","SEO","40","35","40930","39180"
"In post","2021","Communications","Yorkshire and The Humber","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","EO","EO","15","15","26140","26000"
"In post","2021","Communications","Yorkshire and The Humber","G6/G7","G6","15","15","63750","62400"
"In post","2021","Communications","Yorkshire and The Humber","G6/G7","G7","25","25","51390","50330"
"In post","2021","Communications","Yorkshire and The Humber","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","SEO/HEO","HEO","25","25","32550","33190"
"In post","2021","Communications","Yorkshire and The Humber","SEO/HEO","SEO","35","35","39430","39300"
"In post","2021","Corporate Finance","East of England","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","EO","EO","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","G6/G7","G6","10","10","66510","65040"
"In post","2021","Corporate Finance","London","G6/G7","G7","25","25","58170","56240"
"In post","2021","Corporate Finance","London","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Corporate Finance","London","SEO/HEO","SEO","15","15","45020","45740"
"In post","2021","Corporate Finance","North West (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","G6/G7","G7","10","10","47900","46450"
"In post","2021","Corporate Finance","South East (England)","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","G6/G7","G7","10","10","50500","46630"
"In post","2021","Corporate Finance","South West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Corporate Finance","Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","SEO/HEO","HEO","10","10","34540","36060"
"In post","2021","Counter Fraud","East Midlands (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","EO","EO","15","10","26620","25310"
"In post","2021","Counter Fraud","East of England","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","SEO/HEO","HEO","20","15","36280","38510"
"In post","2021","Counter Fraud","East of England","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","EO","EO","65","60","28180","28750"
"In post","2021","Counter Fraud","London","G6/G7","G6","40","35","70420","69110"
"In post","2021","Counter Fraud","London","G6/G7","G7","50","50","58200","58470"
"In post","2021","Counter Fraud","London","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Counter Fraud","London","SEO/HEO","HEO","115","115","34760","33140"
"In post","2021","Counter Fraud","London","SEO/HEO","SEO","115","110","42080","41080"
"In post","2021","Counter Fraud","North East (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","EO","EO","25","20","25370","25310"
"In post","2021","Counter Fraud","North East (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","EO","EO","20","15","25570","25310"
"In post","2021","Counter Fraud","North West (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","SEO/HEO","HEO","55","50","35460","35070"
"In post","2021","Counter Fraud","North West (England)","SEO/HEO","SEO","20","20","43450","43480"
"In post","2021","Counter Fraud","Northern Ireland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","EO","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","AA/AO","AO","20","20","21440","21430"
"In post","2021","Counter Fraud","Scotland","EO","EO","35","35","25480","25310"
"In post","2021","Counter Fraud","Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","SEO/HEO","HEO","15","15","32190","31000"
"In post","2021","Counter Fraud","Scotland","SEO/HEO","SEO","10","10","40660","40730"
"In post","2021","Counter Fraud","South East (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","SEO/HEO","HEO","10","10","36580","37610"
"In post","2021","Counter Fraud","South West (England)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","EO","EO","15","15","26240","26630"
"In post","2021","Counter Fraud","Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","SEO/HEO","HEO","15","10","33160","33350"
"In post","2021","Counter Fraud","Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","SEO/HEO","HEO","45","45","35190","35070"
"In post","2021","Counter Fraud","West Midlands (England)","SEO/HEO","SEO","15","15","42900","43180"
"In post","2021","Counter Fraud","Yorkshire and The Humber","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","SEO/HEO","HEO","30","25","33160","30860"
"In post","2021","Counter Fraud","Yorkshire and The Humber","SEO/HEO","SEO","20","20","41200","39980"
"In post","2021","Digital, Data and Technology","East Midlands (England)","AA/AO","AO","30","30","21140","20920"
"In post","2021","Digital, Data and Technology","East Midlands (England)","EO","EO","65","65","26860","26670"
"In post","2021","Digital, Data and Technology","East Midlands (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","G6/G7","G7","30","30","56330","57770"
"In post","2021","Digital, Data and Technology","East Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Midlands (England)","SEO/HEO","HEO","80","80","33660","31970"
"In post","2021","Digital, Data and Technology","East Midlands (England)","SEO/HEO","SEO","70","70","42260","42180"
"In post","2021","Digital, Data and Technology","East of England","AA/AO","AA","10","10","19970","20070"
"In post","2021","Digital, Data and Technology","East of England","AA/AO","AO","15","15","22450","21050"
"In post","2021","Digital, Data and Technology","East of England","EO","EO","105","100","26680","26460"
"In post","2021","Digital, Data and Technology","East of England","G6/G7","G6","20","20","63340","64670"
"In post","2021","Digital, Data and Technology","East of England","G6/G7","G7","55","50","51130","52580"
"In post","2021","Digital, Data and Technology","East of England","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","East of England","SEO/HEO","HEO","190","180","33380","32280"
"In post","2021","Digital, Data and Technology","East of England","SEO/HEO","SEO","105","95","39690","38630"
"In post","2021","Digital, Data and Technology","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","London","AA/AO","AO","45","45","24870","24270"
"In post","2021","Digital, Data and Technology","London","EO","EO","290","285","29510","29500"
"In post","2021","Digital, Data and Technology","London","G6/G7","G6","265","260","71930","71300"
"In post","2021","Digital, Data and Technology","London","G6/G7","G7","1015","1000","59830","59160"
"In post","2021","Digital, Data and Technology","London","SCS level","SCS level","115","115","94880","90710"
"In post","2021","Digital, Data and Technology","London","SEO/HEO","HEO","655","640","35330","35070"
"In post","2021","Digital, Data and Technology","London","SEO/HEO","SEO","895","880","43660","42850"
"In post","2021","Digital, Data and Technology","London","Unknown","Unknown","15","15","37060","33050"
"In post","2021","Digital, Data and Technology","North East (England)","AA/AO","AO","15","10","21130","21020"
"In post","2021","Digital, Data and Technology","North East (England)","EO","EO","80","75","26240","25560"
