"Status","Year","Age","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Overseas","25","25","57980","54470"
"In post","2021","50-59","International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","West Midlands","5","5","[c]","[c]"
"In post","2021","50-59","International Trade","West Yorkshire","15","15","39680","38630"
"In post","2021","50-59","Knowledge and Information Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","30","30","38770","36470"
"In post","2021","50-59","Knowledge and Information Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Derbyshire and Nottinghamshire","20","15","37060","38800"
"In post","2021","50-59","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Dorset and Somerset","20","20","28420","26740"
"In post","2021","50-59","Knowledge and Information Management","East Anglia","35","35","39340","39420"
"In post","2021","50-59","Knowledge and Information Management","East Wales","30","30","36270","36600"
"In post","2021","50-59","Knowledge and Information Management","Eastern Scotland","10","10","34280","29040"
"In post","2021","50-59","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","135","130","39840","37890"
"In post","2021","50-59","Knowledge and Information Management","Greater Manchester","20","20","32490","27100"
"In post","2021","50-59","Knowledge and Information Management","Hampshire and Isle of Wight","45","45","31520","30850"
"In post","2021","50-59","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Inner London - East","60","55","44260","38970"
"In post","2021","50-59","Knowledge and Information Management","Inner London - West","140","140","42850","38120"
"In post","2021","50-59","Knowledge and Information Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Lincolnshire","10","10","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Merseyside","25","20","34260","33000"
"In post","2021","50-59","Knowledge and Information Management","North Yorkshire","10","10","49100","46390"
"In post","2021","50-59","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Northumberland and Tyne and Wear","10","10","39380","35000"
"In post","2021","50-59","Knowledge and Information Management","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Outer London - South","15","15","41220","41590"
"In post","2021","50-59","Knowledge and Information Management","Outer London - West and North West","35","35","35650","30920"
"In post","2021","50-59","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Shropshire and Staffordshire","20","20","31660","30090"
"In post","2021","50-59","Knowledge and Information Management","South Yorkshire","10","10","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","West Central Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","West Midlands","20","20","37390","31780"
"In post","2021","50-59","Knowledge and Information Management","West Wales and The Valleys","10","10","34560","34630"
"In post","2021","50-59","Knowledge and Information Management","West Yorkshire","10","10","34490","34420"
"In post","2021","50-59","Legal","Bedfordshire and Hertfordshire","35","30","57820","62130"
"In post","2021","50-59","Legal","Berkshire, Buckinghamshire and Oxfordshire","55","45","50400","46210"
"In post","2021","50-59","Legal","Cheshire","15","15","57180","53360"
"In post","2021","50-59","Legal","Cornwall and Isles of Scilly","10","5","[c]","[c]"
"In post","2021","50-59","Legal","Cumbria","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Derbyshire and Nottinghamshire","110","100","44560","45100"
"In post","2021","50-59","Legal","Devon","35","30","51570","55610"
"In post","2021","50-59","Legal","Dorset and Somerset","10","10","48340","44440"
"In post","2021","50-59","Legal","East Anglia","155","145","33040","31810"
"In post","2021","50-59","Legal","East Wales","175","165","45420","43110"
"In post","2021","50-59","Legal","East Yorkshire and Northern Lincolnshire","20","20","53670","55610"
"In post","2021","50-59","Legal","Eastern Scotland","55","50","56470","56290"
"In post","2021","50-59","Legal","Essex","45","45","50230","55190"
"In post","2021","50-59","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","125","120","45460","43460"
"In post","2021","50-59","Legal","Greater Manchester","210","200","42440","38630"
"In post","2021","50-59","Legal","Hampshire and Isle of Wight","75","70","51830","51730"
"In post","2021","50-59","Legal","Herefordshire, Worcestershire and Warwickshire","10","10","45370","43460"
"In post","2021","50-59","Legal","Highlands and Islands","10","10","[c]","[c]"
"In post","2021","50-59","Legal","Inner London - East","80","75","60540","58450"
"In post","2021","50-59","Legal","Inner London - West","950","905","61540","63000"
"In post","2021","50-59","Legal","Kent","70","65","40430","35000"
"In post","2021","50-59","Legal","Lancashire","50","50","53460","55610"
"In post","2021","50-59","Legal","Leicestershire, Rutland and Northamptonshire","35","35","48210","49580"
"In post","2021","50-59","Legal","Lincolnshire","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Merseyside","95","90","50220","53350"
"In post","2021","50-59","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","North Yorkshire","105","95","58690","55610"
"In post","2021","50-59","Legal","Northern Ireland","55","55","32150","31810"
"In post","2021","50-59","Legal","Northumberland and Tyne and Wear","85","80","43360","40760"
"In post","2021","50-59","Legal","Outer London - East and North East","10","10","[c]","[c]"
"In post","2021","50-59","Legal","Outer London - South","140","135","44080","37930"
"In post","2021","50-59","Legal","Outer London - West and North West","15","15","53100","51610"
"In post","2021","50-59","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Shropshire and Staffordshire","25","25","52740","53140"
"In post","2021","50-59","Legal","South Yorkshire","25","25","52270","55610"
"In post","2021","50-59","Legal","Southern Scotland","20","20","60340","65480"
"In post","2021","50-59","Legal","Surrey, East and West Sussex","50","45","55890","58630"
"In post","2021","50-59","Legal","Tees Valley and Durham","55","45","49100","48830"
"In post","2021","50-59","Legal","West Central Scotland","125","120","45770","38980"
"In post","2021","50-59","Legal","West Midlands","160","150","49210","48920"
"In post","2021","50-59","Legal","West Wales and The Valleys","45","45","50200","45530"
"In post","2021","50-59","Legal","West Yorkshire","155","145","47320","44120"
"In post","2021","50-59","Medicine","Bedfordshire and Hertfordshire","10","10","63660","55470"
"In post","2021","50-59","Medicine","Berkshire, Buckinghamshire and Oxfordshire","30","25","58410","44800"
"In post","2021","50-59","Medicine","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","50-59","Medicine","Derbyshire and Nottinghamshire","10","10","93000","103400"
"In post","2021","50-59","Medicine","Devon","35","35","40920","37890"
"In post","2021","50-59","Medicine","Dorset and Somerset","10","10","59610","61770"
"In post","2021","50-59","Medicine","East Anglia","30","25","78770","61770"
"In post","2021","50-59","Medicine","East Wales","50","50","49900","45750"
"In post","2021","50-59","Medicine","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Eastern Scotland","20","15","45780","37080"
"In post","2021","50-59","Medicine","Essex","20","20","60810","40860"
"In post","2021","50-59","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","60","55","66910","73760"
"In post","2021","50-59","Medicine","Hampshire and Isle of Wight","50","45","56780","39090"
"In post","2021","50-59","Medicine","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","50-59","Medicine","Highlands and Islands","10","5","[c]","[c]"
"In post","2021","50-59","Medicine","Inner London - East","85","80","93820","92370"
"In post","2021","50-59","Medicine","Inner London - West","10","10","[c]","[c]"
"In post","2021","50-59","Medicine","Kent","10","10","64100","51160"
"In post","2021","50-59","Medicine","Lancashire","10","10","78170","74070"
"In post","2021","50-59","Medicine","Leicestershire, Rutland and Northamptonshire","20","20","45020","44500"
"In post","2021","50-59","Medicine","Lincolnshire","15","15","51590","41720"
"In post","2021","50-59","Medicine","Merseyside","5","5","[c]","[c]"
"In post","2021","50-59","Medicine","North Yorkshire","45","45","49180","37890"
"In post","2021","50-59","Medicine","Northern Ireland","20","15","51710","38640"
"In post","2021","50-59","Medicine","Northumberland and Tyne and Wear","10","10","93440","115850"
"In post","2021","50-59","Medicine","Outer London - East and North East","5","5","[c]","[c]"
"In post","2021","50-59","Medicine","Outer London - West and North West","10","10","96910","110250"
"In post","2021","50-59","Medicine","Overseas","20","15","61440","59380"
"In post","2021","50-59","Medicine","Shropshire and Staffordshire","35","30","52340","44500"
"In post","2021","50-59","Medicine","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Surrey, East and West Sussex","15","10","47500","35320"
"In post","2021","50-59","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","West Midlands","15","15","122540","116220"
"In post","2021","50-59","Medicine","West Wales and The Valleys","25","20","69880","85630"
"In post","2021","50-59","Medicine","West Yorkshire","10","10","[c]","[c]"
"In post","2021","50-59","Operational Delivery","Bedfordshire and Hertfordshire","570","535","31650","28200"
"In post","2021","50-59","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","960","910","30810","29330"
"In post","2021","50-59","Operational Delivery","Cheshire","680","650","33830","31650"
"In post","2021","50-59","Operational Delivery","Cornwall and Isles of Scilly","110","100","27640","26700"
"In post","2021","50-59","Operational Delivery","Cumbria","365","335","26650","23240"
"In post","2021","50-59","Operational Delivery","Derbyshire and Nottinghamshire","1710","1590","29790","27130"
"In post","2021","50-59","Operational Delivery","Devon","920","850","30320","27130"
"In post","2021","50-59","Operational Delivery","Dorset and Somerset","740","690","29670","27380"
"In post","2021","50-59","Operational Delivery","East Anglia","1720","1625","29370","27370"
"In post","2021","50-59","Operational Delivery","East Wales","2265","2090","29520","25560"
"In post","2021","50-59","Operational Delivery","East Yorkshire and Northern Lincolnshire","870","815","29920","28430"
"In post","2021","50-59","Operational Delivery","Eastern Scotland","1620","1525","31100","30080"
"In post","2021","50-59","Operational Delivery","Essex","765","710","29080","27250"
"In post","2021","50-59","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","1340","1245","32520","28200"
"In post","2021","50-59","Operational Delivery","Greater Manchester","2175","2040","29030","25830"
"In post","2021","50-59","Operational Delivery","Hampshire and Isle of Wight","1760","1530","27810","24890"
"In post","2021","50-59","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","570","540","29140","28040"
"In post","2021","50-59","Operational Delivery","Highlands and Islands","125","115","29610","29040"
"In post","2021","50-59","Operational Delivery","Inner London - East","1670","1610","40160","35900"
"In post","2021","50-59","Operational Delivery","Inner London - West","2370","2290","37820","31520"
"In post","2021","50-59","Operational Delivery","Kent","1625","1500","30400","27370"
"In post","2021","50-59","Operational Delivery","Lancashire","1540","1400","28910","27130"
"In post","2021","50-59","Operational Delivery","Leicestershire, Rutland and Northamptonshire","1005","935","27800","26470"
"In post","2021","50-59","Operational Delivery","Lincolnshire","340","315","30020","28200"
"In post","2021","50-59","Operational Delivery","Merseyside","2835","2575","27840","25040"
"In post","2021","50-59","Operational Delivery","North Eastern Scotland","205","195","40750","33650"
"In post","2021","50-59","Operational Delivery","North Yorkshire","285","270","31580","28200"
"In post","2021","50-59","Operational Delivery","Northern Ireland","450","410","29310","27280"
"In post","2021","50-59","Operational Delivery","Northumberland and Tyne and Wear","2585","2190","24920","21440"
"In post","2021","50-59","Operational Delivery","Outer London - East and North East","450","430","31250","30780"
"In post","2021","50-59","Operational Delivery","Outer London - South","1635","1545","33500","29370"
"In post","2021","50-59","Operational Delivery","Outer London - West and North West","1265","1175","32570","30410"
"In post","2021","50-59","Operational Delivery","Overseas","120","115","51310","54570"
"In post","2021","50-59","Operational Delivery","Shropshire and Staffordshire","1215","1145","29290","27130"
"In post","2021","50-59","Operational Delivery","South Yorkshire","1140","1055","29060","26070"
"In post","2021","50-59","Operational Delivery","Southern Scotland","810","695","25710","21490"
"In post","2021","50-59","Operational Delivery","Surrey, East and West Sussex","1160","1075","30860","28350"
"In post","2021","50-59","Operational Delivery","Tees Valley and Durham","1690","1550","29080","27380"
"In post","2021","50-59","Operational Delivery","Unknown","60","55","40820","43150"
"In post","2021","50-59","Operational Delivery","West Central Scotland","1660","1515","29530","27370"
"In post","2021","50-59","Operational Delivery","West Midlands","2025","1900","30080","27130"
"In post","2021","50-59","Operational Delivery","West Wales and The Valleys","2095","1880","27290","22920"
"In post","2021","50-59","Operational Delivery","West Yorkshire","1935","1780","29960","27380"
"In post","2021","50-59","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","49940","49640"
"In post","2021","50-59","Operational Research","Greater Manchester","10","10","[c]","[c]"
"In post","2021","50-59","Operational Research","Hampshire and Isle of Wight","85","80","47780","46130"
"In post","2021","50-59","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Inner London - East","10","10","[c]","[c]"
"In post","2021","50-59","Operational Research","Inner London - West","35","35","61860","65870"
"In post","2021","50-59","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","West Midlands","5","5","[c]","[c]"
"In post","2021","50-59","Operational Research","West Yorkshire","10","10","[c]","[c]"
"In post","2021","50-59","Other","Bedfordshire and Hertfordshire","65","65","26760","25390"
"In post","2021","50-59","Other","Berkshire, Buckinghamshire and Oxfordshire","340","335","27420","22870"
"In post","2021","50-59","Other","Cheshire","5","5","[c]","[c]"
"In post","2021","50-59","Other","Cornwall and Isles of Scilly","85","85","23150","21130"
"In post","2021","50-59","Other","Cumbria","55","55","23580","21510"
"In post","2021","50-59","Other","Derbyshire and Nottinghamshire","70","70","33820","22080"
"In post","2021","50-59","Other","Devon","180","175","26800","21580"
"In post","2021","50-59","Other","Dorset and Somerset","230","225","27100","22560"
"In post","2021","50-59","Other","East Anglia","365","360","24200","21130"
"In post","2021","50-59","Other","East Wales","175","170","32240","26670"
"In post","2021","50-59","Other","East Yorkshire and Northern Lincolnshire","210","205","26110","26670"
"In post","2021","50-59","Other","Eastern Scotland","310","300","30410","25870"
"In post","2021","50-59","Other","Essex","60","50","26790","25850"
"In post","2021","50-59","Other","Gloucestershire, Wiltshire and Bath/Bristol area","1020","995","35500","32670"
"In post","2021","50-59","Other","Greater Manchester","70","65","31330","25880"
"In post","2021","50-59","Other","Hampshire and Isle of Wight","610","595","30920","26620"
"In post","2021","50-59","Other","Herefordshire, Worcestershire and Warwickshire","105","105","23170","21080"
"In post","2021","50-59","Other","Highlands and Islands","85","85","22380","20720"
"In post","2021","50-59","Other","Inner London - East","180","170","48330","41040"
"In post","2021","50-59","Other","Inner London - West","480","470","41360","30750"
"In post","2021","50-59","Other","Kent","55","55","23660","21580"
"In post","2021","50-59","Other","Lancashire","50","50","27340","21580"
"In post","2021","50-59","Other","Leicestershire, Rutland and Northamptonshire","65","65","23480","20920"
"In post","2021","50-59","Other","Lincolnshire","210","205","23280","20920"
"In post","2021","50-59","Other","Merseyside","140","130","26130","22080"
"In post","2021","50-59","Other","North Eastern Scotland","20","20","29250","28640"
"In post","2021","50-59","Other","North Yorkshire","270","265","22970","21130"
"In post","2021","50-59","Other","Northern Ireland","160","155","22830","21880"
"In post","2021","50-59","Other","Northumberland and Tyne and Wear","55","55","26750","21590"
"In post","2021","50-59","Other","Outer London - East and North East","25","20","25960","24590"
"In post","2021","50-59","Other","Outer London - South","190","185","38120","35200"
"In post","2021","50-59","Other","Outer London - West and North West","160","140","31640","27290"
"In post","2021","50-59","Other","Overseas","100","100","53360","46620"
"In post","2021","50-59","Other","Shropshire and Staffordshire","325","320","27090","26670"
"In post","2021","50-59","Other","South Yorkshire","30","30","28260","24890"
"In post","2021","50-59","Other","Southern Scotland","90","85","34260","25930"
"In post","2021","50-59","Other","Surrey, East and West Sussex","90","85","24790","21580"
"In post","2021","50-59","Other","Tees Valley and Durham","25","25","24530","21580"
"In post","2021","50-59","Other","Unknown","510","510","42690","37300"
"In post","2021","50-59","Other","West Central Scotland","230","215","28700","24200"
"In post","2021","50-59","Other","West Midlands","65","60","30650","22080"
"In post","2021","50-59","Other","West Wales and The Valleys","205","195","41730","37410"
"In post","2021","50-59","Other","West Yorkshire","40","35","29970","25560"
"In post","2021","50-59","Planning","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","East Wales","5","5","[c]","[c]"
"In post","2021","50-59","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","10","5","[c]","[c]"
"In post","2021","50-59","Planning","Inner London - West","20","20","57770","60250"
"In post","2021","50-59","Planning","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning Inspectors","East Wales","10","10","[c]","[c]"
"In post","2021","50-59","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","115","105","59020","58810"
"In post","2021","50-59","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","Berkshire, Buckinghamshire and Oxfordshire","30","30","42020","38160"
"In post","2021","50-59","Policy","Cheshire","10","10","50190","48620"
"In post","2021","50-59","Policy","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2021","50-59","Policy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","Derbyshire and Nottinghamshire","55","55","46590","42520"
"In post","2021","50-59","Policy","Devon","15","15","40390","37240"
"In post","2021","50-59","Policy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","East Anglia","20","20","39190","32490"
"In post","2021","50-59","Policy","East Wales","320","305","47370","47000"
"In post","2021","50-59","Policy","Eastern Scotland","15","15","47200","46440"
"In post","2021","50-59","Policy","Essex","40","35","42780","38630"
"In post","2021","50-59","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","46470","40580"
"In post","2021","50-59","Policy","Greater Manchester","140","135","45980","40390"
"In post","2021","50-59","Policy","Hampshire and Isle of Wight","80","80","40550","40540"
"In post","2021","50-59","Policy","Herefordshire, Worcestershire and Warwickshire","10","10","53410","51590"
"In post","2021","50-59","Policy","Inner London - East","150","145","54720","59160"
"In post","2021","50-59","Policy","Inner London - West","2805","2745","53240","53360"
"In post","2021","50-59","Policy","Kent","5","5","[c]","[c]"
"In post","2021","50-59","Policy","Lancashire","35","35","35810","33300"
"In post","2021","50-59","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","Merseyside","85","80","43300","39330"
"In post","2021","50-59","Policy","North Eastern Scotland","30","30","52440","49670"
"In post","2021","50-59","Policy","North Yorkshire","55","55","41590","35910"
"In post","2021","50-59","Policy","Northern Ireland","25","25","44590","38860"
"In post","2021","50-59","Policy","Northumberland and Tyne and Wear","60","55","46670","40300"
"In post","2021","50-59","Policy","Outer London - South","165","160","45180","38860"
"In post","2021","50-59","Policy","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","50-59","Policy","Overseas","415","410","60090","59160"
"In post","2021","50-59","Policy","Shropshire and Staffordshire","20","20","37710","39270"
"In post","2021","50-59","Policy","South Yorkshire","150","140","45140","41260"
"In post","2021","50-59","Policy","Southern Scotland","20","20","52760","52390"
"In post","2021","50-59","Policy","Surrey, East and West Sussex","15","15","47250","54470"
"In post","2021","50-59","Policy","Tees Valley and Durham","70","65","39570","37100"
"In post","2021","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","West Central Scotland","45","45","35920","26670"
"In post","2021","50-59","Policy","West Midlands","115","110","46780","40130"
"In post","2021","50-59","Policy","West Wales and The Valleys","220","210","41580","37410"
"In post","2021","50-59","Policy","West Yorkshire","150","145","49830","49530"
"In post","2021","50-59","Project Delivery","Bedfordshire and Hertfordshire","45","45","45720","42450"
"In post","2021","50-59","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","130","125","41890","40330"
"In post","2021","50-59","Project Delivery","Cheshire","20","20","35710","32090"
"In post","2021","50-59","Project Delivery","Cornwall and Isles of Scilly","10","10","34750","33300"
"In post","2021","50-59","Project Delivery","Cumbria","30","30","46260","42580"
"In post","2021","50-59","Project Delivery","Derbyshire and Nottinghamshire","80","75","47100","44190"
"In post","2021","50-59","Project Delivery","Devon","105","100","43320","41000"
"In post","2021","50-59","Project Delivery","Dorset and Somerset","70","70","38260","36810"
"In post","2021","50-59","Project Delivery","East Anglia","115","115","41830","39280"
"In post","2021","50-59","Project Delivery","East Wales","105","95","44190","39340"
"In post","2021","50-59","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Eastern Scotland","65","65","42650","40290"
"In post","2021","50-59","Project Delivery","Essex","65","60","41200","38630"
"In post","2021","50-59","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","1060","1040","46340","41940"
"In post","2021","50-59","Project Delivery","Greater Manchester","85","85","45270","40550"
"In post","2021","50-59","Project Delivery","Hampshire and Isle of Wight","445","435","40570","40580"
"In post","2021","50-59","Project Delivery","Herefordshire, Worcestershire and Warwickshire","20","20","32690","30690"
"In post","2021","50-59","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Inner London - East","195","190","59200","56180"
"In post","2021","50-59","Project Delivery","Inner London - West","540","535","55720","54100"
"In post","2021","50-59","Project Delivery","Kent","30","30","38590","37890"
"In post","2021","50-59","Project Delivery","Lancashire","110","110","40850","38630"
"In post","2021","50-59","Project Delivery","Leicestershire, Rutland and Northamptonshire","20","20","35330","33840"
"In post","2021","50-59","Project Delivery","Lincolnshire","50","50","33510","33300"
"In post","2021","50-59","Project Delivery","Merseyside","170","165","42670","38630"
"In post","2021","50-59","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","North Yorkshire","65","65","36250","33300"
"In post","2021","50-59","Project Delivery","Northern Ireland","30","30","39470","34050"
"In post","2021","50-59","Project Delivery","Northumberland and Tyne and Wear","285","275","43530","38630"
"In post","2021","50-59","Project Delivery","Outer London - East and North East","15","15","38760","39070"
"In post","2021","50-59","Project Delivery","Outer London - South","175","175","51170","45960"
"In post","2021","50-59","Project Delivery","Outer London - West and North West","30","30","44550","43280"
"In post","2021","50-59","Project Delivery","Overseas","40","40","45790","45200"
"In post","2021","50-59","Project Delivery","Shropshire and Staffordshire","135","135","41780","39410"
"In post","2021","50-59","Project Delivery","South Yorkshire","25","25","45440","44910"
"In post","2021","50-59","Project Delivery","Southern Scotland","60","55","40530","38630"
"In post","2021","50-59","Project Delivery","Surrey, East and West Sussex","35","35","40160","34440"
"In post","2021","50-59","Project Delivery","Tees Valley and Durham","20","20","37200","37460"
"In post","2021","50-59","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Project Delivery","West Central Scotland","100","95","42690","40580"
"In post","2021","50-59","Project Delivery","West Midlands","85","85","45650","46050"
"In post","2021","50-59","Project Delivery","West Wales and The Valleys","55","55","39590","39040"
"In post","2021","50-59","Project Delivery","West Yorkshire","85","85","44080","38640"
"In post","2021","50-59","Property","Bedfordshire and Hertfordshire","10","10","29000","30150"
"In post","2021","50-59","Property","Berkshire, Buckinghamshire and Oxfordshire","110","105","38290","36000"
"In post","2021","50-59","Property","Cheshire","15","15","38370","36460"
"In post","2021","50-59","Property","Cornwall and Isles of Scilly","20","20","30290","27920"
"In post","2021","50-59","Property","Cumbria","10","10","32380","28720"
"In post","2021","50-59","Property","Derbyshire and Nottinghamshire","140","135","40390","38630"
"In post","2021","50-59","Property","Devon","75","75","36920","35480"
"In post","2021","50-59","Property","Dorset and Somerset","40","40","31530","30040"
"In post","2021","50-59","Property","East Anglia","150","145","35000","33300"
"In post","2021","50-59","Property","East Wales","85","80","38560","34610"
"In post","2021","50-59","Property","East Yorkshire and Northern Lincolnshire","30","30","32220","31100"
"In post","2021","50-59","Property","Eastern Scotland","65","65","36790","33300"
"In post","2021","50-59","Property","Essex","40","40","28780","26080"
"In post","2021","50-59","Property","Gloucestershire, Wiltshire and Bath/Bristol area","200","195","38660","36460"
"In post","2021","50-59","Property","Greater Manchester","70","70","43680","44990"
"In post","2021","50-59","Property","Hampshire and Isle of Wight","165","165","37550","33300"
"In post","2021","50-59","Property","Herefordshire, Worcestershire and Warwickshire","20","20","31000","30430"
"In post","2021","50-59","Property","Highlands and Islands","15","15","35520","33300"
"In post","2021","50-59","Property","Inner London - East","85","80","44840","41840"
"In post","2021","50-59","Property","Inner London - West","185","185","52970","53420"
"In post","2021","50-59","Property","Kent","30","30","34790","33000"
"In post","2021","50-59","Property","Lancashire","40","35","34720","31610"
"In post","2021","50-59","Property","Leicestershire, Rutland and Northamptonshire","20","20","27400","26930"
"In post","2021","50-59","Property","Lincolnshire","35","35","28900","28180"
"In post","2021","50-59","Property","Merseyside","40","35","30360","27450"
"In post","2021","50-59","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","North Yorkshire","70","65","32670","33300"
"In post","2021","50-59","Property","Northern Ireland","60","60","29220","27680"
"In post","2021","50-59","Property","Northumberland and Tyne and Wear","60","55","37180","32160"
"In post","2021","50-59","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Outer London - South","70","65","39650","36560"
