"Status","Year","Disability","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","35","30","38490","32290"
"In post","2021","Declared disabled","Attorney General's Departments","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East of England","Essex","25","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","London","Inner London - West","360","340","50180","51250"
"In post","2021","Declared disabled","Attorney General's Departments","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","30","30","34820","28430"
"In post","2021","Declared disabled","Attorney General's Departments","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","North West (England)","Greater Manchester","35","35","42740","48830"
"In post","2021","Declared disabled","Attorney General's Departments","North West (England)","Lancashire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","North West (England)","Merseyside","45","40","39210","34480"
"In post","2021","Declared disabled","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South East (England)","Kent","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
