"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","EO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","EO","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","EO","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","G6/G7","Female","35","30","50740","48080"
"In post","2021","Digital, Data & Technology","Science and Engineering","G6/G7","Male","145","135","53100","49680"
"In post","2021","Digital, Data & Technology","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","Female","115","105","37620","39650"
"In post","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","Male","205","200","38210","39650"
"In post","2021","Digital, Data & Technology","Security","EO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","EO","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","EO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","EO","Female","50","50","27200","27500"
"In post","2021","Digital, Data & Technology","Unknown","EO","Male","75","75","27030","27500"
"In post","2021","Digital, Data & Technology","Unknown","G6/G7","Female","255","250","58170","54700"
"In post","2021","Digital, Data & Technology","Unknown","G6/G7","Male","425","420","58030","56340"
"In post","2021","Digital, Data & Technology","Unknown","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","SCS level","Male","35","35","102880","98290"
"In post","2021","Digital, Data & Technology","Unknown","SEO/HEO","Female","210","205","36550","35680"
"In post","2021","Digital, Data & Technology","Unknown","SEO/HEO","Male","250","245","36420","36160"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","EO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Corporate Finance","EO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Corporate Finance","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Finance","Corporate Finance","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Finance","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Finance","Corporate Finance","SEO/HEO","Female","35","35","36930","37700"
"In post","2021","Finance","Corporate Finance","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Finance","Economics","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Finance","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Finance","Economics","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Finance","Finance","AA/AO","Female","740","595","21340","21440"
"In post","2021","Finance","Finance","AA/AO","Male","320","295","21240","21050"
"In post","2021","Finance","Finance","EO","Female","900","840","26640","26670"
"In post","2021","Finance","Finance","EO","Male","485","480","26300","26470"
"In post","2021","Finance","Finance","G6/G7","Female","815","785","57900","56860"
"In post","2021","Finance","Finance","G6/G7","Male","900","890","59600","58350"
"In post","2021","Finance","Finance","SCS level","Female","85","80","88020","81600"
"In post","2021","Finance","Finance","SCS level","Male","140","140","91450","85050"
"In post","2021","Finance","Finance","SEO/HEO","Female","1700","1615","37350","36800"
"In post","2021","Finance","Finance","SEO/HEO","Male","1420","1395","38320","38200"
"In post","2021","Finance","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Finance","Unknown","Female","25","25","[c]","[c]"
"In post","2021","Finance","Finance","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Finance","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Finance","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","AA/AO","Female","215","170","20630","20140"
"In post","2021","Finance","Operational Delivery","AA/AO","Male","145","140","20470","20140"
"In post","2021","Finance","Operational Delivery","EO","Female","115","100","26590","25560"
"In post","2021","Finance","Operational Delivery","EO","Male","65","65","25910","25560"
"In post","2021","Finance","Operational Delivery","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Finance","Operational Delivery","G6/G7","Male","30","30","57970","55020"
"In post","2021","Finance","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","SEO/HEO","Female","140","135","34610","33930"
"In post","2021","Finance","Operational Delivery","SEO/HEO","Male","125","125","34400","31810"
"In post","2021","Finance","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","EO","Female","25","20","[c]","[c]"
"In post","2021","Finance","Other","EO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Other","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Finance","Other","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Finance","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Finance","Other","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Finance","Other","SEO/HEO","Female","50","50","32530","32760"
"In post","2021","Finance","Other","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Finance","Policy","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Finance","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Policy","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Finance","Project Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Finance","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Project Delivery","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Finance","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Finance","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Finance","Tax","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Tax","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","EO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Finance","Tax","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Tax","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Unknown","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Finance","Unknown","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Unknown","EO","Male","25","25","[c]","[c]"
"In post","2021","Finance","Unknown","G6/G7","Female","40","40","58220","57870"
"In post","2021","Finance","Unknown","G6/G7","Male","50","50","57210","55450"
"In post","2021","Finance","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Finance","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Finance","Unknown","SEO/HEO","Female","70","70","37140","36610"
"In post","2021","Finance","Unknown","SEO/HEO","Male","65","65","37510","38450"
"In post","2021","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","AA/AO","Female","565","480","21000","21050"
"In post","2021","Grants Management","Operational Delivery","AA/AO","Male","390","380","21020","21050"
"In post","2021","Grants Management","Operational Delivery","EO","Female","315","275","25510","25190"
"In post","2021","Grants Management","Operational Delivery","EO","Male","225","220","25530","25190"
"In post","2021","Grants Management","Operational Delivery","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","SEO/HEO","Female","180","165","32450","30760"
"In post","2021","Grants Management","Operational Delivery","SEO/HEO","Male","150","145","33090","31640"
"In post","2021","Grants Management","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","AA/AO","Female","830","740","21550","21130"
"In post","2021","Human Resources","Human Resources","AA/AO","Male","285","280","21480","21130"
"In post","2021","Human Resources","Human Resources","EO","Female","870","805","26710","26670"
"In post","2021","Human Resources","Human Resources","EO","Male","335","330","27460","26930"
"In post","2021","Human Resources","Human Resources","G6/G7","Female","1035","990","57680","55600"
"In post","2021","Human Resources","Human Resources","G6/G7","Male","410","405","58920","57890"
"In post","2021","Human Resources","Human Resources","SCS level","Female","110","105","89040","81900"
"In post","2021","Human Resources","Human Resources","SCS level","Male","55","55","89140","83010"
"In post","2021","Human Resources","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","SEO/HEO","Female","2065","1950","36410","35190"
"In post","2021","Human Resources","Human Resources","SEO/HEO","Male","885","870","37380","36740"
"In post","2021","Human Resources","Human Resources","Unknown","Female","30","30","41140","41030"
"In post","2021","Human Resources","Human Resources","Unknown","Male","10","5","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","AA/AO","Female","200","165","21080","21440"
"In post","2021","Human Resources","Operational Delivery","AA/AO","Male","80","75","20730","20540"
"In post","2021","Human Resources","Operational Delivery","EO","Female","140","130","25840","25560"
"In post","2021","Human Resources","Operational Delivery","EO","Male","80","75","25840","25560"
"In post","2021","Human Resources","Operational Delivery","G6/G7","Female","40","40","54860","52850"
"In post","2021","Human Resources","Operational Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","SEO/HEO","Female","160","150","33500","31810"
"In post","2021","Human Resources","Operational Delivery","SEO/HEO","Male","65","65","33780","31810"
"In post","2021","Human Resources","Operational Delivery","Unknown","Female","110","105","31700","27320"
"In post","2021","Human Resources","Operational Delivery","Unknown","Male","35","35","39330","31180"
"In post","2021","Human Resources","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","EO","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Human Resources","Other","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Policy","EO","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Policy","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","SEO/HEO","Female","30","30","35430","36030"
"In post","2021","Human Resources","Policy","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Security","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","EO","Female","30","30","26590","25560"
"In post","2021","Human Resources","Tax","EO","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Tax","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Tax","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","SEO/HEO","Female","40","35","34800","32520"
"In post","2021","Human Resources","Tax","SEO/HEO","Male","40","40","33710","32200"
"In post","2021","Human Resources","Unknown","AA/AO","Female","115","100","21050","20800"
"In post","2021","Human Resources","Unknown","AA/AO","Male","95","90","20590","20800"
"In post","2021","Human Resources","Unknown","EO","Female","175","165","26390","25760"
"In post","2021","Human Resources","Unknown","EO","Male","75","75","26460","27040"
"In post","2021","Human Resources","Unknown","G6/G7","Female","210","205","57560","56340"
"In post","2021","Human Resources","Unknown","G6/G7","Male","115","110","57660","57610"
"In post","2021","Human Resources","Unknown","SCS level","Female","35","35","87730","76390"
"In post","2021","Human Resources","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Unknown","SEO/HEO","Female","325","315","36170","36160"
"In post","2021","Human Resources","Unknown","SEO/HEO","Male","160","160","35960","35590"
"In post","2021","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","EO","Female","35","30","27920","26780"
"In post","2021","Internal Audit","Internal Audit","EO","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","G6/G7","Female","85","80","58830","56150"
"In post","2021","Internal Audit","Internal Audit","G6/G7","Male","110","110","58930","57490"
"In post","2021","Internal Audit","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","SEO/HEO","Female","245","230","39990","39980"
"In post","2021","Internal Audit","Internal Audit","SEO/HEO","Male","215","205","41240","40580"
"In post","2021","Internal Audit","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
