"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Planning","London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Planning","London","SEO","25","25","41220","40290"
"In post","2021","No function","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning","Outside London","G6","5","5","[c]","[c]"
"In post","2021","No function","Planning","Outside London","G7","10","10","53570","53200"
"In post","2021","No function","Planning","Outside London","HEO","15","10","33500","34860"
"In post","2021","No function","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning","Outside London","SEO","20","20","40800","40720"
"In post","2021","No function","Planning Inspectors","Outside London","G6","205","175","64020","58810"
"In post","2021","No function","Planning Inspectors","Outside London","G7","140","130","48610","47660"
"In post","2021","No function","Planning Inspectors","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Policy","London","AA","10","5","[c]","[c]"
"In post","2021","No function","Policy","London","AO","320","310","25490","24900"
"In post","2021","No function","Policy","London","EO","1405","1380","29030","28500"
"In post","2021","No function","Policy","London","G6","1745","1690","66800","65870"
"In post","2021","No function","Policy","London","G7","4405","4300","55230","53600"
"In post","2021","No function","Policy","London","HEO","3900","3855","34470","33640"
"In post","2021","No function","Policy","London","SCS level","1065","1020","84700","76820"
"In post","2021","No function","Policy","London","SEO","2205","2160","41300","40230"
"In post","2021","No function","Policy","London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Policy","Outside London","AA","30","30","17660","17600"
"In post","2021","No function","Policy","Outside London","AO","120","110","21640","21590"
"In post","2021","No function","Policy","Outside London","EO","420","400","25590","25350"
"In post","2021","No function","Policy","Outside London","G6","305","290","63300","61960"
"In post","2021","No function","Policy","Outside London","G7","910","880","51350","49960"
"In post","2021","No function","Policy","Outside London","HEO","1090","1050","31260","30230"
"In post","2021","No function","Policy","Outside London","SCS level","105","100","83080","77990"
"In post","2021","No function","Policy","Outside London","SEO","1120","1080","39310","36970"
"In post","2021","No function","Policy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Policy","Overseas","AO","20","20","23050","23000"
"In post","2021","No function","Policy","Overseas","EO","40","40","27770","28150"
"In post","2021","No function","Policy","Overseas","G6","210","210","64760","64640"
"In post","2021","No function","Policy","Overseas","G7","375","375","55270","54660"
"In post","2021","No function","Policy","Overseas","HEO","490","490","34180","34220"
"In post","2021","No function","Policy","Overseas","SCS level","215","215","86250","76110"
"In post","2021","No function","Policy","Overseas","SEO","115","115","40650","40120"
"In post","2021","No function","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Policy","Unknown","G7","5","5","[c]","[c]"
"In post","2021","No function","Project Delivery","London","EO","5","5","[c]","[c]"
"In post","2021","No function","Project Delivery","London","G6","10","10","65740","65230"
"In post","2021","No function","Project Delivery","London","G7","25","25","54960","53380"
"In post","2021","No function","Project Delivery","London","HEO","35","35","32340","32450"
"In post","2021","No function","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","London","SEO","30","30","40680","40170"
"In post","2021","No function","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","Outside London","EO","10","5","[c]","[c]"
"In post","2021","No function","Project Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2021","No function","Project Delivery","Outside London","G7","15","15","49000","48360"
"In post","2021","No function","Project Delivery","Outside London","HEO","40","35","28820","29050"
"In post","2021","No function","Project Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Project Delivery","Outside London","SEO","25","25","37310","36740"
"In post","2021","No function","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","Outside London","AO","5","5","[c]","[c]"
"In post","2021","No function","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","No function","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","London","AO","5","5","[c]","[c]"
"In post","2021","No function","Psychology","London","EO","10","10","28740","27070"
"In post","2021","No function","Psychology","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","London","G7","5","5","[c]","[c]"
"In post","2021","No function","Psychology","London","HEO","15","15","32150","32350"
"In post","2021","No function","Psychology","London","SEO","20","20","47880","48630"
"In post","2021","No function","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","Outside London","AO","65","55","21210","20890"
"In post","2021","No function","Psychology","Outside London","EO","410","400","26850","26330"
"In post","2021","No function","Psychology","Outside London","G6","20","20","75400","72130"
"In post","2021","No function","Psychology","Outside London","G7","90","85","60990","60810"
"In post","2021","No function","Psychology","Outside London","HEO","410","400","30430","30450"
"In post","2021","No function","Psychology","Outside London","SEO","330","310","45300","45110"
"In post","2021","No function","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Science and Engineering","London","AA","15","10","21700","22090"
"In post","2021","No function","Science and Engineering","London","AO","80","70","25010","23870"
"In post","2021","No function","Science and Engineering","London","EO","85","85","27910","27150"
"In post","2021","No function","Science and Engineering","London","G6","90","80","71830","68760"
"In post","2021","No function","Science and Engineering","London","G7","240","230","55430","54290"
"In post","2021","No function","Science and Engineering","London","HEO","210","200","34170","32830"
"In post","2021","No function","Science and Engineering","London","SCS level","30","20","106150","103890"
"In post","2021","No function","Science and Engineering","London","SEO","290","275","42250","41310"
"In post","2021","No function","Science and Engineering","Outside London","AA","80","75","18360","18850"
"In post","2021","No function","Science and Engineering","Outside London","AO","535","510","22070","21580"
"In post","2021","No function","Science and Engineering","Outside London","EO","605","585","26460","26370"
"In post","2021","No function","Science and Engineering","Outside London","G6","235","215","71150","67810"
"In post","2021","No function","Science and Engineering","Outside London","G7","1570","1495","51440","50270"
"In post","2021","No function","Science and Engineering","Outside London","HEO","1340","1280","31210","30030"
"In post","2021","No function","Science and Engineering","Outside London","SCS level","40","35","96130","94460"
"In post","2021","No function","Science and Engineering","Outside London","SEO","1490","1400","39660","39110"
"In post","2021","No function","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Science and Engineering","Overseas","HEO","10","10","40790","38160"
"In post","2021","No function","Science and Engineering","Overseas","SEO","20","15","49010","45670"
"In post","2021","No function","Security","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","London","EO","10","10","[c]","[c]"
"In post","2021","No function","Security","London","G6","10","10","66380","66090"
"In post","2021","No function","Security","London","G7","35","35","55230","54760"
"In post","2021","No function","Security","London","HEO","55","50","35880","35430"
"In post","2021","No function","Security","London","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Security","London","SEO","65","65","43660","44030"
"In post","2021","No function","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","London","G7","10","10","55770","54650"
"In post","2021","No function","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","Outside London","G7","5","5","[c]","[c]"
"In post","2021","No function","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","No function","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","London","G7","10","10","[c]","[c]"
"In post","2021","No function","Statistics","London","HEO","5","5","[c]","[c]"
"In post","2021","No function","Statistics","London","SEO","5","5","[c]","[c]"
"In post","2021","No function","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Tax","London","AO","25","25","25310","25630"
"In post","2021","No function","Tax","London","EO","335","310","31040","31710"
"In post","2021","No function","Tax","London","G6","120","110","71640","71290"
"In post","2021","No function","Tax","London","G7","270","255","58980","59160"
"In post","2021","No function","Tax","London","HEO","730","690","37250","36160"
"In post","2021","No function","Tax","London","SCS level","35","35","85840","82800"
"In post","2021","No function","Tax","London","SEO","235","225","42790","41980"
"In post","2021","No function","Tax","Outside London","AO","2740","2570","20190","20140"
"In post","2021","No function","Tax","Outside London","EO","1520","1360","26260","25560"
"In post","2021","No function","Tax","Outside London","G6","370","350","65340","64670"
"In post","2021","No function","Tax","Outside London","G7","1245","1195","52550","52580"
"In post","2021","No function","Tax","Outside London","HEO","3230","3045","32210","31810"
"In post","2021","No function","Tax","Outside London","SCS level","35","35","78590","76430"
"In post","2021","No function","Tax","Outside London","SEO","1050","990","38680","38630"
"In post","2021","No function","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","London","AO","145","140","24460","24490"
"In post","2021","No function","Unknown","London","EO","380","375","28410","28280"
"In post","2021","No function","Unknown","London","G6","280","275","67170","66440"
"In post","2021","No function","Unknown","London","G7","775","765","56010","54700"
"In post","2021","No function","Unknown","London","HEO","1755","1745","31940","32000"
"In post","2021","No function","Unknown","London","SCS level","305","300","87460","78420"
"In post","2021","No function","Unknown","London","SEO","245","240","41590","41760"
"In post","2021","No function","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Outside London","AA","10","5","19830","20070"
"In post","2021","No function","Unknown","Outside London","AO","1425","1340","20210","20140"
"In post","2021","No function","Unknown","Outside London","EO","470","460","24870","25560"
"In post","2021","No function","Unknown","Outside London","G6","25","25","64160","64670"
"In post","2021","No function","Unknown","Outside London","G7","90","85","52410","52580"
"In post","2021","No function","Unknown","Outside London","HEO","775","760","30770","31810"
"In post","2021","No function","Unknown","Outside London","SCS level","20","20","90070","75480"
"In post","2021","No function","Unknown","Outside London","SEO","95","95","39270","38630"
"In post","2021","No function","Unknown","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","G6","10","10","64970","64500"
"In post","2021","No function","Unknown","Unknown","G7","35","35","53650","54700"
"In post","2021","No function","Unknown","Unknown","HEO","385","385","30650","30850"
"In post","2021","No function","Unknown","Unknown","SCS level","10","10","80900","74420"
"In post","2021","No function","Unknown","Unknown","SEO","15","15","41290","40600"
"In post","2021","No function","Veterinarian","London","G7","25","25","55970","54590"
"In post","2021","No function","Veterinarian","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","London","SEO","15","15","42400","43980"
"In post","2021","No function","Veterinarian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","Outside London","G6","25","25","62940","62520"
"In post","2021","No function","Veterinarian","Outside London","G7","80","80","52890","52420"
"In post","2021","No function","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","Outside London","SEO","270","255","40620","37530"
"In post","2021","Project Delivery","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Outside London","EO","120","115","22680","22900"
"In post","2021","Project Delivery","Commercial","Outside London","G6","40","40","71630","70980"
"In post","2021","Project Delivery","Commercial","Outside London","G7","120","115","53120","53570"
"In post","2021","Project Delivery","Commercial","Outside London","HEO","290","280","31090","31160"
"In post","2021","Project Delivery","Commercial","Outside London","SCS level","10","10","101050","100260"
"In post","2021","Project Delivery","Commercial","Outside London","SEO","220","210","40510","40880"
"In post","2021","Project Delivery","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","SEO","10","10","36870","36620"
"In post","2021","Project Delivery","Communications","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","EO","45","40","22860","21840"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","G6","10","10","74340","77210"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","G7","120","115","54020","56290"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","HEO","100","95","30630","29770"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","SEO","155","150","42970","43000"
"In post","2021","Project Delivery","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","G6","15","15","68040","68000"
"In post","2021","Project Delivery","Economics","London","G7","30","25","51960","53750"
"In post","2021","Project Delivery","Economics","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","SEO","10","10","31940","30600"
"In post","2021","Project Delivery","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","Overseas","G6","10","10","67530","66680"
"In post","2021","Project Delivery","Economics","Overseas","G7","25","25","55250","55620"
"In post","2021","Project Delivery","Economics","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","G7","20","20","56280","56490"
"In post","2021","Project Delivery","Finance","London","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Outside London","EO","45","40","23010","23000"
"In post","2021","Project Delivery","Finance","Outside London","G6","25","25","71600","70060"
"In post","2021","Project Delivery","Finance","Outside London","G7","55","55","55910","57110"
"In post","2021","Project Delivery","Finance","Outside London","HEO","90","90","32290","32210"
"In post","2021","Project Delivery","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","Outside London","SEO","55","50","44160","43700"
"In post","2021","Project Delivery","Finance","Outside London","Unknown","85","80","38360","39860"
"In post","2021","Project Delivery","Finance","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","EO","20","20","21750","21750"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","G7","30","30","51350","50000"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","HEO","65","65","30490","30000"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","SEO","60","60","39140","38000"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","EO","15","15","28660","28750"
"In post","2021","Project Delivery","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","London","AO","30","25","25330","25430"
"In post","2021","Project Delivery","Operational Delivery","London","EO","65","65","29570","30630"
"In post","2021","Project Delivery","Operational Delivery","London","G6","15","15","65650","64700"
"In post","2021","Project Delivery","Operational Delivery","London","G7","70","70","54850","54120"
"In post","2021","Project Delivery","Operational Delivery","London","HEO","90","90","33870","32870"
"In post","2021","Project Delivery","Operational Delivery","London","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","London","SEO","95","95","40590","39920"
"In post","2021","Project Delivery","Operational Delivery","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Outside London","AO","120","110","20680","21050"
"In post","2021","Project Delivery","Operational Delivery","Outside London","EO","445","400","25160","25560"
"In post","2021","Project Delivery","Operational Delivery","Outside London","G6","70","65","64460","64950"
"In post","2021","Project Delivery","Operational Delivery","Outside London","G7","210","200","50390","49040"
"In post","2021","Project Delivery","Operational Delivery","Outside London","HEO","395","370","31280","31810"
"In post","2021","Project Delivery","Operational Delivery","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Outside London","SEO","240","230","38360","38630"
"In post","2021","Project Delivery","Operational Delivery","Outside London","Unknown","10","10","32520","24310"
"In post","2021","Project Delivery","Operational Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","London","EO","10","10","27850","27580"
"In post","2021","Project Delivery","Other","London","G6","50","50","67880","67370"
"In post","2021","Project Delivery","Other","London","G7","30","30","53120","53610"
"In post","2021","Project Delivery","Other","London","HEO","25","25","35400","35940"
"In post","2021","Project Delivery","Other","London","SCS level","45","40","86880","79720"
"In post","2021","Project Delivery","Other","London","SEO","15","15","40770","41740"
"In post","2021","Project Delivery","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Outside London","EO","1100","1040","21670","20690"
"In post","2021","Project Delivery","Other","Outside London","G6","85","85","67810","66950"
"In post","2021","Project Delivery","Other","Outside London","G7","235","230","50720","51020"
"In post","2021","Project Delivery","Other","Outside London","HEO","935","890","29050","28930"
"In post","2021","Project Delivery","Other","Outside London","SCS level","20","20","95220","91450"
"In post","2021","Project Delivery","Other","Outside London","SEO","680","665","38690","38980"
"In post","2021","Project Delivery","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Overseas","G6","65","65","68190","67370"
"In post","2021","Project Delivery","Other","Overseas","G7","20","20","55140","55340"
"In post","2021","Project Delivery","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Overseas","SCS level","20","20","77730","77990"
"In post","2021","Project Delivery","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","London","AO","10","5","[c]","[c]"
"In post","2021","Project Delivery","Policy","London","EO","45","45","30080","29570"
"In post","2021","Project Delivery","Policy","London","G6","355","335","69010","71290"
"In post","2021","Project Delivery","Policy","London","G7","550","530","56370","58030"
"In post","2021","Project Delivery","Policy","London","HEO","180","175","36040","36160"
"In post","2021","Project Delivery","Policy","London","SCS level","70","65","84520","78000"
"In post","2021","Project Delivery","Policy","London","SEO","190","185","42020","41760"
"In post","2021","Project Delivery","Policy","Outside London","AO","10","5","[c]","[c]"
"In post","2021","Project Delivery","Policy","Outside London","EO","50","45","26050","25560"
"In post","2021","Project Delivery","Policy","Outside London","G6","105","100","64160","64670"
"In post","2021","Project Delivery","Policy","Outside London","G7","270","260","51500","52580"
"In post","2021","Project Delivery","Policy","Outside London","HEO","165","150","31960","31810"
"In post","2021","Project Delivery","Policy","Outside London","SCS level","20","20","80910","74500"
"In post","2021","Project Delivery","Policy","Outside London","SEO","205","190","38600","38630"
"In post","2021","Project Delivery","Policy","Overseas","G6","70","70","67060","66680"
"In post","2021","Project Delivery","Policy","Overseas","G7","155","155","54690","55060"
"In post","2021","Project Delivery","Policy","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Policy","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","London","AO","45","45","24450","24370"
"In post","2021","Project Delivery","Project Delivery","London","EO","240","235","29180","29570"
"In post","2021","Project Delivery","Project Delivery","London","G6","315","305","70350","69800"
"In post","2021","Project Delivery","Project Delivery","London","G7","670","655","56560","56380"
"In post","2021","Project Delivery","Project Delivery","London","HEO","590","580","35740","35470"
"In post","2021","Project Delivery","Project Delivery","London","SCS level","220","215","94860","93000"
"In post","2021","Project Delivery","Project Delivery","London","SEO","515","505","42770","42470"
"In post","2021","Project Delivery","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Outside London","AA","10","10","18930","19300"
"In post","2021","Project Delivery","Project Delivery","Outside London","AO","230","215","21290","21030"
"In post","2021","Project Delivery","Project Delivery","Outside London","EO","1465","1405","26030","26670"
"In post","2021","Project Delivery","Project Delivery","Outside London","G6","595","585","64430","64670"
"In post","2021","Project Delivery","Project Delivery","Outside London","G7","2030","1985","51890","52580"
"In post","2021","Project Delivery","Project Delivery","Outside London","HEO","2890","2790","32350","33000"
"In post","2021","Project Delivery","Project Delivery","Outside London","SCS level","155","155","87050","78960"
"In post","2021","Project Delivery","Project Delivery","Outside London","SEO","3345","3225","39900","40000"
"In post","2021","Project Delivery","Project Delivery","Outside London","Unknown","535","520","43270","40790"
"In post","2021","Project Delivery","Project Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Overseas","EO","15","15","27930","26800"
"In post","2021","Project Delivery","Project Delivery","Overseas","G6","10","10","68880","66680"
"In post","2021","Project Delivery","Project Delivery","Overseas","G7","45","45","55520","55260"
"In post","2021","Project Delivery","Project Delivery","Overseas","HEO","35","35","36690","35640"
"In post","2021","Project Delivery","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Overseas","SEO","45","45","45280","45200"
"In post","2021","Project Delivery","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Unknown","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Unknown","Unknown","5","5","[c]","[c]"
