"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","London","AO","35","[c]","23280","24370"
"Leaver CS","2021","No function","Policy","London","EO","75","[c]","23410","25730"
"Leaver CS","2021","No function","Policy","London","G6","40","[c]","68850","64990"
"Leaver CS","2021","No function","Policy","London","G7","105","[c]","55160","53680"
"Leaver CS","2021","No function","Policy","London","HEO","90","[c]","33520","33180"
"Leaver CS","2021","No function","Policy","London","SCS level","40","[c]","95170","82350"
"Leaver CS","2021","No function","Policy","London","SEO","45","[c]","39640","40050"
"Leaver CS","2021","No function","Policy","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Outside London","EO","10","[c]","24030","25880"
"Leaver CS","2021","No function","Policy","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Outside London","G7","15","[c]","52810","49720"
"Leaver CS","2021","No function","Policy","Outside London","HEO","20","[c]","31860","31190"
"Leaver CS","2021","No function","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Outside London","SEO","20","[c]","39880","39040"
"Leaver CS","2021","No function","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Outside London","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","AO","15","[c]","23620","23530"
"Leaver CS","2021","No function","Science and Engineering","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","G7","20","[c]","52880","52890"
"Leaver CS","2021","No function","Science and Engineering","London","HEO","15","[c]","32660","32650"
"Leaver CS","2021","No function","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","London","SEO","25","[c]","41410","40560"
"Leaver CS","2021","No function","Science and Engineering","Outside London","AA","65","[c]","17820","17180"
"Leaver CS","2021","No function","Science and Engineering","Outside London","AO","100","[c]","21130","20230"
"Leaver CS","2021","No function","Science and Engineering","Outside London","EO","35","[c]","25100","23850"
"Leaver CS","2021","No function","Science and Engineering","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Outside London","G7","30","[c]","52470","51670"
"Leaver CS","2021","No function","Science and Engineering","Outside London","HEO","110","[c]","31260","30150"
"Leaver CS","2021","No function","Science and Engineering","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Outside London","SEO","65","[c]","39720","39280"
"Leaver CS","2021","No function","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","AO","30","[c]","20940","19120"
"Leaver CS","2021","No function","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","G7","20","[c]","56060","55640"
"Leaver CS","2021","No function","Unknown","London","HEO","15","[c]","34790","34550"
"Leaver CS","2021","No function","Unknown","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","AO","65","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","EO","60","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","HEO","65","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","SEO","45","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","HEO","30","[c]","29650","28420"
"Leaver CS","2021","No function","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Outside London","SEO","10","[c]","44860","47100"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","EO","10","[c]","21730","21010"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Outside London","SEO","10","[c]","41190","41000"
"Leaver CS","2021","Project Delivery","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","EO","65","[c]","20080","19040"
"Leaver CS","2021","Project Delivery","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","HEO","30","[c]","30010","30650"
"Leaver CS","2021","Project Delivery","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Outside London","SEO","20","[c]","39970","40520"
"Leaver CS","2021","Project Delivery","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","London","G7","10","[c]","56700","55860"
"Leaver CS","2021","Project Delivery","Project Delivery","London","HEO","10","[c]","34940","34280"
"Leaver CS","2021","Project Delivery","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","AO","15","[c]","21480","21130"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","EO","60","[c]","22520","25660"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","G6","10","[c]","66900","64220"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","G7","40","[c]","53250","53290"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","HEO","80","[c]","31940","32430"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","SEO","90","[c]","40780","40580"
"Leaver CS","2021","Project Delivery","Project Delivery","Outside London","Unknown","15","[c]","42170","40040"
"Leaver CS","2021","Project Delivery","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","EO","40","[c]","23070","23500"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","HEO","35","[c]","32950","32730"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","SEO","35","[c]","43090","42390"
"Leaver CS","2021","Project Delivery","Science and Engineering","Outside London","Unknown","25","[c]","38130","37310"
"Leaver CS","2021","Project Delivery","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Outside London","AA","25","[c]","19580","19850"
"Leaver CS","2021","Property","Operational Delivery","Outside London","AO","25","[c]","20550","20880"
"Leaver CS","2021","Property","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","EO","20","[c]","27380","28500"
"Leaver CS","2021","Property","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","SEO","15","[c]","46980","47340"
"Leaver CS","2021","Property","Property","Outside London","AA","55","[c]","18200","17950"
"Leaver CS","2021","Property","Property","Outside London","AO","25","[c]","21130","21100"
"Leaver CS","2021","Property","Property","Outside London","EO","120","[c]","25830","25860"
"Leaver CS","2021","Property","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Outside London","G7","15","[c]","55300","56690"
"Leaver CS","2021","Property","Property","Outside London","HEO","65","[c]","33630","33300"
"Leaver CS","2021","Property","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Outside London","SEO","60","[c]","42460","42700"
"Leaver CS","2021","Property","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Science and Engineering","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Outside London","AO","25","[c]","25240","26530"
"Leaver CS","2021","Property","Unknown","Outside London","EO","15","[c]","31650","30160"
"Leaver CS","2021","Property","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","London","AA","10","[c]","22190","22440"
"Leaver CS","2021","Security","Security","London","AO","10","[c]","33920","29790"
"Leaver CS","2021","Security","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Outside London","AA","110","[c]","19760","19560"
"Leaver CS","2021","Security","Security","Outside London","AO","170","[c]","33150","38120"
"Leaver CS","2021","Security","Security","Outside London","EO","40","[c]","32530","29960"
"Leaver CS","2021","Security","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Outside London","HEO","15","[c]","41520","36740"
"Leaver CS","2021","Security","Security","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Outside London","AO","15","[c]","20110","20370"
"Leaver CS","2021","Security","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Outside London","HEO","15","[c]","33530","33300"
"Leaver CS","2021","Security","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","SEO","10","[c]","37680","36780"
"Leaver CS","2021","Unknown","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","EO","10","[c]","26450","28500"
"Leaver CS","2021","Unknown","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","SEO","10","[c]","44920","44900"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","SEO","15","[c]","39320","36960"
"Leaver CS","2021","Unknown","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","SEO","5","[c]","[c]","[c]"
