"Status","Year","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Education and Skills Funding Agency","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Policy","London","80","75","55590","54160"
"In post","2021","Education and Skills Funding Agency","Policy","North East (England)","15","15","38510","36500"
"In post","2021","Education and Skills Funding Agency","Policy","North West (England)","15","15","47970","43410"
"In post","2021","Education and Skills Funding Agency","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Policy","West Midlands (England)","35","35","50480","39810"
"In post","2021","Education and Skills Funding Agency","Policy","Yorkshire and The Humber","50","50","43700","36960"
"In post","2021","Education and Skills Funding Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Unknown","Scotland","315","300","55840","61010"
"In post","2021","ESTYN","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Inspector of Education and Training","Wales","65","60","74480","74730"
"In post","2021","ESTYN","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Operational Delivery","Wales","20","20","29990","28850"
"In post","2021","ESTYN","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Project Delivery","Wales","5","5","[c]","[c]"
"In post","2021","ESTYN","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Social Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Commercial","London","10","10","[c]","[c]"
"In post","2021","FCDO Services","Commercial","South East (England)","75","70","43520","40850"
"In post","2021","FCDO Services","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Communications","South East (England)","10","5","[c]","[c]"
"In post","2021","FCDO Services","Digital, Data and Technology","London","15","15","49320","43280"
"In post","2021","FCDO Services","Digital, Data and Technology","South East (England)","105","105","44010","40670"
"In post","2021","FCDO Services","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Finance","South East (England)","55","55","37380","28130"
"In post","2021","FCDO Services","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Human Resources","South East (England)","35","35","40230","35880"
"In post","2021","FCDO Services","Knowledge and Information Management","South East (England)","10","10","[c]","[c]"
"In post","2021","FCDO Services","Legal","London","10","5","60630","61010"
"In post","2021","FCDO Services","Legal","South East (England)","45","30","49790","53630"
"In post","2021","FCDO Services","Other","London","15","15","54210","46740"
"In post","2021","FCDO Services","Other","South East (England)","15","15","30100","26590"
"In post","2021","FCDO Services","Project Delivery","London","10","10","47080","49310"
"In post","2021","FCDO Services","Project Delivery","South East (England)","55","55","37890","32480"
"In post","2021","FCDO Services","Property","London","65","65","46680","45040"
"In post","2021","FCDO Services","Property","Overseas","130","130","40280","39410"
"In post","2021","FCDO Services","Property","South East (England)","180","180","35870","34080"
"In post","2021","FCDO Services","Science and Engineering","South East (England)","5","5","[c]","[c]"
"In post","2021","FCDO Services","Security","London","35","35","33410","31340"
"In post","2021","FCDO Services","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","South East (England)","180","175","35470","31860"
"In post","2021","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Commercial","Yorkshire and The Humber","10","10","38840","34720"
"In post","2021","Food Standards Agency","Communications","London","20","20","45900","40960"
"In post","2021","Food Standards Agency","Communications","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Wales","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","London","25","25","38070","37300"
"In post","2021","Food Standards Agency","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","West Midlands (England)","15","15","37240","35190"
"In post","2021","Food Standards Agency","Counter Fraud","Yorkshire and The Humber","20","20","37990","37910"
"In post","2021","Food Standards Agency","Digital, Data and Technology","London","25","25","45780","41360"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Digital, Data and Technology","Yorkshire and The Humber","30","30","41520","37910"
"In post","2021","Food Standards Agency","Economics","London","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","London","10","10","44170","40330"
"In post","2021","Food Standards Agency","Finance","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","Yorkshire and The Humber","30","30","40080","37630"
"In post","2021","Food Standards Agency","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Human Resources","Yorkshire and The Humber","25","20","36390","31420"
"In post","2021","Food Standards Agency","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","London","15","15","50370","56130"
"In post","2021","Food Standards Agency","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","East Midlands (England)","45","40","27130","26750"
"In post","2021","Food Standards Agency","Operational Delivery","East of England","55","55","27660","26750"
"In post","2021","Food Standards Agency","Operational Delivery","London","130","125","38070","32830"
"In post","2021","Food Standards Agency","Operational Delivery","North East (England)","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","North West (England)","45","45","26820","26750"
"In post","2021","Food Standards Agency","Operational Delivery","Northern Ireland","30","30","34780","30810"
"In post","2021","Food Standards Agency","Operational Delivery","South East (England)","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","South West (England)","50","45","26800","26750"
"In post","2021","Food Standards Agency","Operational Delivery","Wales","65","60","31530","28620"
"In post","2021","Food Standards Agency","Operational Delivery","West Midlands (England)","75","70","30870","26750"
"In post","2021","Food Standards Agency","Operational Delivery","Yorkshire and The Humber","110","105","32260","28800"
"In post","2021","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","London","110","110","44510","40960"
"In post","2021","Food Standards Agency","Policy","Northern Ireland","25","25","42840","37910"
"In post","2021","Food Standards Agency","Policy","Wales","25","25","37760","31550"
"In post","2021","Food Standards Agency","Policy","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","Yorkshire and The Humber","15","15","36670","37350"
"In post","2021","Food Standards Agency","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Project Delivery","Yorkshire and The Humber","10","10","36310","31090"
"In post","2021","Food Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","London","65","65","42310","40960"
"In post","2021","Food Standards Agency","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Wales","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","Yorkshire and The Humber","10","10","43930","37910"
"In post","2021","Food Standards Agency","Social Research","London","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","London","20","20","46380","48620"
"In post","2021","Food Standards Agency","Veterinarian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","Wales","15","15","43770","37910"
"In post","2021","Food Standards Agency","Veterinarian","West Midlands (England)","15","15","43210","37910"
"In post","2021","Food Standards Agency","Veterinarian","Yorkshire and The Humber","10","10","43820","37910"
"In post","2021","Food Standards Scotland","Unknown","Scotland","250","245","35100","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","London","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Scotland","70","65","40370","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","130","130","48800","45840"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","London","15","15","41580","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Scotland","180","175","40850","39190"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","London","125","120","49130","52400"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Overseas","40","40","56400","55860"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Scotland","15","15","51540","54950"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","85","85","47510","39770"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Scotland","80","75","37800","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","South East (England)","15","15","42510","40520"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","155","150","46230","39580"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","10","10","44500","44390"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Scotland","55","50","43860","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","145","140","46250","39240"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","55","55","44590","36450"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","20","20","45820","39800"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Scotland","40","40","39500","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","South East (England)","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","90","90","47910","41270"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Scotland","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","South East (England)","30","30","37450","31000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","70","65","63350","67120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","10","10","62510","64130"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","15","15","59270","58030"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Scotland","10","10","52600","53100"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","210","205","38190","33680"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","25","25","48440","45490"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Scotland","190","175","32340","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","South East (England)","195","190","28600","24750"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","London","65","65","57940","58370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","125","125","68370","67370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","105","105","67590","67370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Scotland","30","30","64560","68960"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","2215","2170","49230","44230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","1700","1700","52670","53750"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Scotland","135","130","47690","49920"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","165","160","44140","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Overseas","65","65","52010","53000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Scotland","130","125","37140","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","London","65","65","56160","57370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","London","15","15","61740","62430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","London","90","90","44720","40380"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Overseas","60","60","35660","34350"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","South East (England)","15","15","39240","38410"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","London","15","10","57350","57470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Overseas","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Scotland","25","25","48000","50250"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Overseas","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","260","255","52670","50430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","30","30","49170","51520"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","South East (England)","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Unknown","Scotland","990","955","31490","29140"
"In post","2021","Government Actuary's Department","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Finance","London","10","10","[c]","[c]"
"In post","2021","Government Actuary's Department","Human Resources","London","10","10","42450","35840"
"In post","2021","Government Actuary's Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Other","London","175","165","68110","65470"
"In post","2021","Government Actuary's Department","Other","Scotland","5","5","[c]","[c]"
"In post","2021","Government Actuary's Department","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","London","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","London","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","North West (England)","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","Yorkshire and The Humber","15","10","36080","33800"
"In post","2021","Government Internal Audit Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","London","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","London","120","115","56250","53800"
"In post","2021","Government Internal Audit Agency","Internal Audit","North East (England)","25","25","43380","42620"
"In post","2021","Government Internal Audit Agency","Internal Audit","North West (England)","35","30","44960","42720"
"In post","2021","Government Internal Audit Agency","Internal Audit","Scotland","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","South East (England)","15","15","42140","44980"
"In post","2021","Government Internal Audit Agency","Internal Audit","South West (England)","30","30","47650","43800"
"In post","2021","Government Internal Audit Agency","Internal Audit","Wales","20","20","49160","48780"
"In post","2021","Government Internal Audit Agency","Internal Audit","West Midlands (England)","30","25","53560","45390"
"In post","2021","Government Internal Audit Agency","Internal Audit","Yorkshire and The Humber","50","45","46880","45520"
"In post","2021","Government Internal Audit Agency","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","London","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","London","20","20","43100","34090"
"In post","2021","Government Internal Audit Agency","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Communications","London","10","10","45640","38290"
"In post","2021","Government Legal Department","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Finance","London","40","40","40350","31600"
"In post","2021","Government Legal Department","Human Resources","London","65","60","39250","31710"
"In post","2021","Government Legal Department","Knowledge and Information Management","London","10","10","49830","51590"
"In post","2021","Government Legal Department","Legal","London","1900","1760","60100","60870"
"In post","2021","Government Legal Department","Legal","North West (England)","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","South West (England)","35","30","58010","53850"
"In post","2021","Government Legal Department","Legal","Yorkshire and The Humber","30","30","62540","61430"
"In post","2021","Government Legal Department","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Other","London","375","360","31980","27580"
"In post","2021","Government Legal Department","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","South West (England)","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Policy","London","25","25","32740","29870"
"In post","2021","Government Legal Department","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","London","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","West Midlands (England)","10","10","41380","39000"
"In post","2021","Government Property Agency","Finance","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","London","10","5","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","London","15","15","45150","42100"
"In post","2021","Government Property Agency","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","London","20","20","51500","52200"
"In post","2021","Government Property Agency","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","South West (England)","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Planning","London","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","London","15","15","53760","54700"
"In post","2021","Government Property Agency","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
