"Status","Year","Disability","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Grants Management","North West (England)","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","North West (England)","HEO","50","45","30340","30230"
"In post","2021","Declared non-disabled","Grants Management","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","North West (England)","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","AO","60","55","21050","21050"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","EO","40","35","25410","25580"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","SEO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","AO","80","75","21020","21050"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","EO","70","65","25820","25880"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","HEO","35","30","30850","30900"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Wales","AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","AO","55","50","20940","21050"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","EO","50","45","25630","25350"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","HEO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","AO","70","65","21050","21050"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","EO","70","65","25320","25190"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","EO","55","50","26270","26000"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","G6","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","G7","55","55","52910","52580"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","HEO","95","90","31710","31810"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","SEO","75","70","39670","38630"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","AO","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","EO","40","35","27290","26670"
"In post","2021","Declared non-disabled","Human Resources","East of England","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","HEO","40","35","32970","33000"
"In post","2021","Declared non-disabled","Human Resources","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","East of England","SEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","London","AA","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","London","AO","50","50","24610","24370"
"In post","2021","Declared non-disabled","Human Resources","London","EO","230","225","28550","28190"
"In post","2021","Declared non-disabled","Human Resources","London","G6","165","160","68900","68290"
"In post","2021","Declared non-disabled","Human Resources","London","G7","450","430","57400","57350"
"In post","2021","Declared non-disabled","Human Resources","London","HEO","430","420","34560","34550"
"In post","2021","Declared non-disabled","Human Resources","London","SCS level","105","100","88780","82520"
"In post","2021","Declared non-disabled","Human Resources","London","SEO","320","315","43470","42630"
"In post","2021","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","AO","130","115","20820","20800"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","EO","105","95","25190","25550"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","G7","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","HEO","90","85","31710","32000"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","SEO","50","45","39530","38630"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","AA","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","AO","175","155","21160","20920"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","EO","170","160","25860","25880"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","G6","35","35","64440","64670"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","G7","100","100","53250","52580"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","HEO","175","170","31930","31810"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","SEO","145","140","39180","38630"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland","AA","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland","AO","280","255","21330","21130"
"In post","2021","Declared non-disabled","Human Resources","Scotland","EO","115","115","27110","26670"
"In post","2021","Declared non-disabled","Human Resources","Scotland","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland","G7","35","30","52140","53110"
"In post","2021","Declared non-disabled","Human Resources","Scotland","HEO","125","120","33680","33300"
"In post","2021","Declared non-disabled","Human Resources","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland","SEO","55","55","41260","42580"
"In post","2021","Declared non-disabled","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","AA","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","AO","85","80","21690","21440"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","EO","90","85","27010","26670"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","G6","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","G7","45","45","55800","54540"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","HEO","85","80","33130","33300"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","SEO","60","55","42510","41090"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","AO","95","85","21030","20920"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","EO","100","90","24120","24580"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","G6","35","35","64850","64670"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","G7","100","100","51520","51800"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","HEO","155","145","31650","32780"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","SEO","120","115","39840","39890"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","Unknown","150","140","37740","32710"
"In post","2021","Declared non-disabled","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales","AO","50","40","21520","21590"
"In post","2021","Declared non-disabled","Human Resources","Wales","EO","90","85","25450","25560"
"In post","2021","Declared non-disabled","Human Resources","Wales","G6","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales","G7","55","50","52220","50610"
"In post","2021","Declared non-disabled","Human Resources","Wales","HEO","140","135","30440","31040"
"In post","2021","Declared non-disabled","Human Resources","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales","SEO","100","95","39490","39350"
"In post","2021","Declared non-disabled","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","AO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","EO","30","30","26230","26330"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","G7","50","45","53720","52850"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","HEO","70","65","33040","31920"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","SEO","60","60","42800","42140"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","EO","40","35","25550","25680"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","G6","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","G7","65","65","51930","51190"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","HEO","70","65","32230","32110"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","SEO","65","60","39900","38580"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East Midlands (England)","SEO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East of England","HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East of England","SEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","G6","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","G7","35","35","56530","56110"
"In post","2021","Declared non-disabled","Internal Audit","London","HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","SEO","55","50","48390","49240"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","SEO","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","SEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","SEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","G6","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","SEO","40","40","43540","42510"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Wales","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Wales","SEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","SEO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","G7","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","HEO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","SEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","AO","60","55","21800","21950"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","EO","80","70","26580","27130"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","G7","150","130","54650","55610"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","HEO","45","40","31880","31810"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","SEO","45","40","41200","41270"
"In post","2021","Declared non-disabled","Legal","East of England","AO","65","55","23090","23520"
"In post","2021","Declared non-disabled","Legal","East of England","EO","85","75","28590","28430"
"In post","2021","Declared non-disabled","Legal","East of England","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","East of England","G7","150","135","58020","59670"
"In post","2021","Declared non-disabled","Legal","East of England","HEO","50","45","33760","34160"
"In post","2021","Declared non-disabled","Legal","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","East of England","SEO","45","40","41510","42740"
"In post","2021","Declared non-disabled","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","London","AO","250","230","23930","23520"
"In post","2021","Declared non-disabled","Legal","London","EO","525","505","28980","29280"
"In post","2021","Declared non-disabled","Legal","London","G6","760","700","69590","67770"
"In post","2021","Declared non-disabled","Legal","London","G7","1405","1310","56420","53500"
"In post","2021","Declared non-disabled","Legal","London","HEO","310","300","36670","35020"
"In post","2021","Declared non-disabled","Legal","London","SCS level","275","260","89610","83800"
"In post","2021","Declared non-disabled","Legal","London","SEO","200","185","43770","43000"
"In post","2021","Declared non-disabled","Legal","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","North East (England)","AO","65","55","22180","21950"
"In post","2021","Declared non-disabled","Legal","North East (England)","EO","50","45","27440","28430"
"In post","2021","Declared non-disabled","Legal","North East (England)","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","North East (England)","G7","120","115","54530","55610"
"In post","2021","Declared non-disabled","Legal","North East (England)","HEO","50","45","30500","31810"
"In post","2021","Declared non-disabled","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","North East (England)","SEO","50","40","41490","41070"
"In post","2021","Declared non-disabled","Legal","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","North West (England)","AO","145","130","22050","21950"
"In post","2021","Declared non-disabled","Legal","North West (England)","EO","190","170","27540","28430"
"In post","2021","Declared non-disabled","Legal","North West (England)","G6","55","50","68420","67520"
"In post","2021","Declared non-disabled","Legal","North West (England)","G7","310","290","55100","55610"
"In post","2021","Declared non-disabled","Legal","North West (England)","HEO","130","125","32360","31810"
"In post","2021","Declared non-disabled","Legal","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","North West (England)","SEO","140","125","40550","40760"
"In post","2021","Declared non-disabled","Legal","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Northern Ireland","HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Scotland","AA","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Scotland","AO","40","40","21680","20850"
"In post","2021","Declared non-disabled","Legal","Scotland","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Scotland","G6","35","35","73410","73280"
"In post","2021","Declared non-disabled","Legal","Scotland","G7","150","140","64190","68470"
"In post","2021","Declared non-disabled","Legal","Scotland","HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Scotland","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Scotland","SEO","370","350","47350","51540"
"In post","2021","Declared non-disabled","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","South East (England)","AO","80","70","23640","23520"
"In post","2021","Declared non-disabled","Legal","South East (England)","EO","105","95","28580","29170"
"In post","2021","Declared non-disabled","Legal","South East (England)","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","South East (England)","G7","235","205","58070","57760"
"In post","2021","Declared non-disabled","Legal","South East (England)","HEO","45","45","34380","33930"
"In post","2021","Declared non-disabled","Legal","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","South East (England)","SEO","80","65","42150","41990"
"In post","2021","Declared non-disabled","Legal","South West (England)","AO","35","35","22280","21950"
"In post","2021","Declared non-disabled","Legal","South West (England)","EO","55","50","27120","27130"
"In post","2021","Declared non-disabled","Legal","South West (England)","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","South West (England)","G7","145","130","55380","55610"
"In post","2021","Declared non-disabled","Legal","South West (England)","HEO","55","55","32410","32730"
"In post","2021","Declared non-disabled","Legal","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","South West (England)","SEO","60","55","40240","40580"
"In post","2021","Declared non-disabled","Legal","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Wales","AO","55","50","22320","21950"
"In post","2021","Declared non-disabled","Legal","Wales","EO","50","45","27270","28430"
"In post","2021","Declared non-disabled","Legal","Wales","G6","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Wales","G7","140","130","55220","55610"
"In post","2021","Declared non-disabled","Legal","Wales","HEO","55","55","32390","31810"
"In post","2021","Declared non-disabled","Legal","Wales","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Wales","SEO","70","65","40030","40690"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","AO","85","75","22030","21950"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","EO","95","90","26820","28430"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","G6","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","G7","175","165","55650","55610"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","HEO","65","60","33050","31860"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","West Midlands (England)","SEO","75","70","40980","41900"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","AO","110","95","22090","21950"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","EO","115","105","27210","28430"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","G6","40","35","68920","67070"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","G7","315","285","55930","55610"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","HEO","90","90","31200","31810"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Yorkshire and The Humber","SEO","70","60","40660","40950"
