"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Operational Delivery","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Cumbria","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Derbyshire and Nottinghamshire","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Derbyshire and Nottinghamshire","EO","20","20","24600","25560"
"In post","2021","Human Resources","Operational Delivery","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Derbyshire and Nottinghamshire","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Derbyshire and Nottinghamshire","HEO","25","25","31510","31810"
"In post","2021","Human Resources","Operational Delivery","Derbyshire and Nottinghamshire","SEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Anglia","EO","10","10","24430","23760"
"In post","2021","Human Resources","Operational Delivery","East Anglia","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Wales","HEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","135","125","33600","30610"
"In post","2021","Human Resources","Operational Delivery","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Greater Manchester","EO","25","25","25560","25560"
"In post","2021","Human Resources","Operational Delivery","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Greater Manchester","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Greater Manchester","HEO","10","10","31190","31810"
"In post","2021","Human Resources","Operational Delivery","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Greater Manchester","SEO","15","15","38260","37300"
"In post","2021","Human Resources","Operational Delivery","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - West","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - West","EO","20","20","27990","27040"
"In post","2021","Human Resources","Operational Delivery","Inner London - West","G7","15","15","57110","54800"
"In post","2021","Human Resources","Operational Delivery","Inner London - West","HEO","10","10","31360","30850"
"In post","2021","Human Resources","Operational Delivery","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Inner London - West","SEO","15","15","41210","40600"
"In post","2021","Human Resources","Operational Delivery","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Lancashire","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Merseyside","AO","55","45","20950","20650"
"In post","2021","Human Resources","Operational Delivery","Merseyside","EO","20","20","26320","26370"
"In post","2021","Human Resources","Operational Delivery","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Merseyside","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Merseyside","HEO","15","15","31270","31810"
"In post","2021","Human Resources","Operational Delivery","Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Northumberland and Tyne and Wear","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Northumberland and Tyne and Wear","AO","55","50","20750","20640"
"In post","2021","Human Resources","Operational Delivery","Northumberland and Tyne and Wear","EO","35","35","25160","25560"
"In post","2021","Human Resources","Operational Delivery","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Northumberland and Tyne and Wear","HEO","20","20","29790","31810"
"In post","2021","Human Resources","Operational Delivery","Northumberland and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Outer London - West and North West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","South Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Southern Scotland","AO","15","15","21400","21490"
"In post","2021","Human Resources","Operational Delivery","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Southern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Southern Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Surrey, East and West Sussex","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Surrey, East and West Sussex","AO","35","30","21120","21440"
"In post","2021","Human Resources","Operational Delivery","Surrey, East and West Sussex","EO","30","25","27250","28130"
"In post","2021","Human Resources","Operational Delivery","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Surrey, East and West Sussex","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Central Scotland","AO","70","60","20910","21400"
"In post","2021","Human Resources","Operational Delivery","West Central Scotland","EO","30","30","25920","25560"
"In post","2021","Human Resources","Operational Delivery","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Central Scotland","HEO","20","20","30580","31810"
"In post","2021","Human Resources","Operational Delivery","West Central Scotland","SEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Midlands","AO","10","10","20400","20140"
"In post","2021","Human Resources","Operational Delivery","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Yorkshire","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Eastern Scotland","HEO","20","20","37930","39500"
"In post","2021","Human Resources","Other","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","East Wales","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Policy","East Wales","SEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Policy","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Hampshire and Isle of Wight","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Policy","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","Policy","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Inner London - West","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Policy","Inner London - West","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Policy","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Inner London - West","SEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Policy","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Southern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Inner London - West","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","15","15","36930","32980"
"In post","2021","Human Resources","Security","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Berkshire, Buckinghamshire and Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Derbyshire and Nottinghamshire","HEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Tax","Derbyshire and Nottinghamshire","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","East Wales","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","East Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Eastern Scotland","EO","10","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Greater Manchester","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Greater Manchester","HEO","10","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Merseyside","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Northumberland and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Northumberland and Tyne and Wear","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Northumberland and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Northumberland and Tyne and Wear","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Northumberland and Tyne and Wear","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Outer London - South","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Outer London - West and North West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Southern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Yorkshire","EO","10","5","[c]","[c]"
"In post","2021","Human Resources","Tax","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","HEO","15","15","31630","31810"
"In post","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Derbyshire and Nottinghamshire","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","East Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Eastern Scotland","EO","15","15","29450","29140"
"In post","2021","Human Resources","Unknown","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Eastern Scotland","HEO","10","10","37300","37530"
"In post","2021","Human Resources","Unknown","Eastern Scotland","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Greater Manchester","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Greater Manchester","EO","15","15","25090","25550"
"In post","2021","Human Resources","Unknown","Greater Manchester","G6","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Greater Manchester","G7","30","30","51570","52580"
"In post","2021","Human Resources","Unknown","Greater Manchester","HEO","30","30","32010","32000"
"In post","2021","Human Resources","Unknown","Greater Manchester","SEO","45","45","37990","37500"
"In post","2021","Human Resources","Unknown","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Hampshire and Isle of Wight","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
