"Status","Year","Age","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Home Office (incl. agencies)","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Home Office (incl. agencies)","West Yorkshire","Leeds","175","165","30020","26160"
"In post","2021","50-59","Insolvency Service","Bedfordshire and Hertfordshire","Hertfordshire","10","10","39570","38510"
"In post","2021","50-59","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Derbyshire and Nottinghamshire","Nottingham","20","20","33280","29190"
"In post","2021","50-59","Insolvency Service","Devon","Devon CC","10","10","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Devon","Plymouth","20","15","31780","29640"
"In post","2021","50-59","Insolvency Service","East Anglia","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2021","50-59","Insolvency Service","East Anglia","Suffolk","15","15","37410","39100"
"In post","2021","50-59","Insolvency Service","East Wales","Cardiff and Vale of Glamorgan","15","15","29450","26860"
"In post","2021","50-59","Insolvency Service","Eastern Scotland","City of Edinburgh","20","20","29230","26290"
"In post","2021","50-59","Insolvency Service","Essex","Southend-on-Sea","10","10","[c]","[c]"
"In post","2021","50-59","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","15","41510","43200"
"In post","2021","50-59","Insolvency Service","Greater Manchester","Manchester","50","50","37160","35070"
"In post","2021","50-59","Insolvency Service","Hampshire and Isle of Wight","Southampton","10","10","37090","39490"
"In post","2021","50-59","Insolvency Service","Inner London - East","Hackney and Newham","80","80","47180","43480"
"In post","2021","50-59","Insolvency Service","Kent","Medway","10","10","29490","26290"
"In post","2021","50-59","Insolvency Service","Lancashire","Blackpool","15","15","34040","30420"
"In post","2021","50-59","Insolvency Service","Merseyside","Wirral","15","15","33950","32060"
"In post","2021","50-59","Insolvency Service","Northumberland and Tyne and Wear","Tyneside","15","15","30600","27510"
"In post","2021","50-59","Insolvency Service","Outer London - South","Croydon","25","25","35260","29320"
"In post","2021","50-59","Insolvency Service","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Insolvency Service","West Midlands","Birmingham","130","125","31780","26410"
"In post","2021","50-59","Insolvency Service","West Yorkshire","Leeds","25","25","38510","40950"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","Inner London - West","Westminster","30","30","60550","58800"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","West Midlands","Coventry","20","20","45380","49960"
"In post","2021","50-59","Legal Aid Agency","Derbyshire and Nottinghamshire","Nottingham","30","30","31710","25180"
"In post","2021","50-59","Legal Aid Agency","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","East Wales","Cardiff and Vale of Glamorgan","10","10","28060","27540"
"In post","2021","50-59","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","10","26790","23120"
"In post","2021","50-59","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Greater Manchester","Manchester","20","20","33520","30750"
"In post","2021","50-59","Legal Aid Agency","Inner London - West","Westminster","45","45","46380","45380"
"In post","2021","50-59","Legal Aid Agency","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Merseyside","Liverpool","35","30","26060","20650"
"In post","2021","50-59","Legal Aid Agency","Northumberland and Tyne and Wear","Tyneside","60","55","24120","21170"
"In post","2021","50-59","Legal Aid Agency","Surrey, East and West Sussex","Brighton and Hove","10","10","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","West Midlands","Birmingham","30","30","31330","22570"
"In post","2021","50-59","Legal Aid Agency","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","West Yorkshire","Leeds","10","10","25040","21790"
"In post","2021","50-59","Maritime and Coastguard Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","31950","31780"
"In post","2021","50-59","Maritime and Coastguard Agency","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Devon","Plymouth","10","10","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","East Wales","Cardiff and Vale of Glamorgan","15","15","32400","26410"
"In post","2021","50-59","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","20","20","45410","43480"
"In post","2021","50-59","Maritime and Coastguard Agency","Essex","Essex Haven Gateway","10","10","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Hampshire and Isle of Wight","South Hampshire","25","25","36820","33730"
"In post","2021","50-59","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Southampton","115","110","44520","42470"
"In post","2021","50-59","Maritime and Coastguard Agency","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Highlands and Islands","Na h-Eileanan Siar","10","10","34210","33410"
"In post","2021","50-59","Maritime and Coastguard Agency","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Kent","East Kent","5","5","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Merseyside","Sefton","5","5","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","15","15","34100","29170"
"In post","2021","50-59","Maritime and Coastguard Agency","Northern Ireland","Ards and North Down","10","10","34460","33820"
"In post","2021","50-59","Maritime and Coastguard Agency","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","10","10","40980","36180"
"In post","2021","50-59","Maritime and Coastguard Agency","West Wales and The Valleys","Isle of Anglesey","10","10","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Hertfordshire","70","70","48430","43090"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Tower Hamlets","240","230","53690","51520"
"In post","2021","50-59","Met Office","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Devon","Devon CC","415","405","45150","42870"
"In post","2021","50-59","Met Office","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Eastern Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2021","50-59","Met Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Lincolnshire","Lincolnshire","10","10","39600","38440"
"In post","2021","50-59","Met Office","North Eastern Scotland","Aberdeen City and Aberdeenshire","10","10","41300","43650"
"In post","2021","50-59","Met Office","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Northern Ireland","Antrim and Newtownabbey","10","10","[c]","[c]"
"In post","2021","50-59","Met Office","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Met Office","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Central Bedfordshire","110","105","30470","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Hertfordshire","100","100","41110","37640"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","255","250","36610","39070"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","235","230","36390","35300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","355","345","30060","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Cheshire","Cheshire West and Chester","10","10","33030","26350"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Cheshire","Warrington","20","20","27860","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","210","200","24730","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Cumbria","East Cumbria","35","35","26700","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Cumbria","West Cumbria","15","15","39290","41770"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Derby","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","North Nottinghamshire","20","20","28320","21050"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","South Nottinghamshire","55","55","26640","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Devon","Devon CC","150","145","24390","20920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Devon","Plymouth","325","320","33140","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Dorset and Somerset","Bournemouth and Poole","40","40","22970","20720"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Dorset and Somerset","Dorset CC","230","225","31190","30620"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Dorset and Somerset","Somerset","140","135","25850","21330"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Anglia","Breckland and South Norfolk","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Anglia","Cambridgeshire CC","360","350","35850","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Anglia","North and West Norfolk","115","115","25120","20920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Anglia","Peterborough","65","65","24480","20920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Anglia","Suffolk","315","310","25550","21940"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","105","105","26410","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Wales","Flintshire and Wrexham","10","10","30960","20520"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Wales","Monmouthshire and Newport","15","15","22140","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Wales","Powys","90","90","25380","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","225","220","26720","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Eastern Scotland","Angus and Dundee City","30","30","24070","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Eastern Scotland","City of Edinburgh","95","95","26810","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Eastern Scotland","Clackmannanshire and Fife","145","140","31330","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Eastern Scotland","Perth and Kinross and Stirling","35","35","30620","22100"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Essex","Essex Haven Gateway","210","205","39000","36630"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Essex","Heart of Essex","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Essex","Southend-on-Sea","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Essex","West Essex","25","25","26680","20260"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","580","570","41940","40580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","15","15","20760","20720"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","145","145","30360","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","10","10","31170","28100"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","1145","1120","36160","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Greater Manchester","Greater Manchester North East","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Greater Manchester","Greater Manchester South East","100","95","27380","26350"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Greater Manchester","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Greater Manchester","Manchester","25","25","30250","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","725","715","35110","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","180","180","30570","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","680","665","33730","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","230","230","31380","32670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","130","130","29060","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","50","50","25930","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","15","15","21410","21220"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","10","10","31690","32100"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","135","130","25670","20920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - East","Lewisham and Southwark","10","10","23850","24110"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - East","Tower Hamlets","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - West","Camden and City of London","45","45","31470","28400"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Inner London - West","Westminster","775","770","44130","40920"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Kent","East Kent","60","60","26730","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Kent","Medway","35","35","25870","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Kent","Mid Kent","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Kent","West Kent","15","15","41010","43580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Lancashire","Lancaster and Wyre","165","155","29910","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Lancashire","Mid Lancashire","55","55","26930","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","110","105","27990","21140"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","30","30","30430","31000"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Lincolnshire","Lincolnshire","390","385","26340","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Merseyside","East Merseyside","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Merseyside","Liverpool","170","165","28000","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Merseyside","Sefton","10","10","24000","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","35","35","42680","44070"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","North Yorkshire","North Yorkshire CC","545","535","29370","26670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","North Yorkshire","York","100","95","28340","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Antrim and Newtownabbey","85","85","24360","20310"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Ards and North Down","90","85","24060","20560"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Armagh City, Banbridge and Craigavon","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Belfast","25","25","22920","20310"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Causeway Coast and Glens","30","30","20610","20310"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Derry City and Strabane","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Fermanagh and Omagh","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Lisburn and Castlereagh","155","150","28290","22330"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","Newry, Mourne and Down","30","30","21990","20310"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northumberland and Tyne and Wear","Northumberland","45","45","25280","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Northumberland and Tyne and Wear","Tyneside","30","30","21760","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","50","50","35290","33950"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - West and North West","Ealing","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","65","65","34990","31000"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","110","105","34680","31870"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","Overseas","240","240","42770","40120"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","Shropshire CC","245","240","29230","29670"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","265","255","34510","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","100","100","31030","29200"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Southern Scotland","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","20","20","32240","39070"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Southern Scotland","South Ayrshire","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Southern Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","East Surrey","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","West Surrey","95","90","25020","21130"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","10","10","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Tees Valley and Durham","Durham CC","10","10","22180","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","Unknown","80","75","32590","27370"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","570","560","34660","39070"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","West Central Scotland","Glasgow City","380","365","26440","22080"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
