"Status","Year","Disability","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","London","Female","140","135","43420","35740"
"In post","2021","Unknown","Economics","London","Male","270","270","45090","36780"
"In post","2021","Unknown","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","Female","45","45","33650","29540"
"In post","2021","Unknown","Economics","Outside London","Male","75","75","35450","30130"
"In post","2021","Unknown","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","London","Female","220","215","43110","40650"
"In post","2021","Unknown","Finance","London","Male","195","195","48520","40650"
"In post","2021","Unknown","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","Female","560","510","34450","30370"
"In post","2021","Unknown","Finance","Outside London","Male","440","420","35880","31810"
"In post","2021","Unknown","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","London","Female","220","215","42360","37500"
"In post","2021","Unknown","Human Resources","London","Male","110","105","42380","36460"
"In post","2021","Unknown","Human Resources","Outside London","Female","590","550","32140","28850"
"In post","2021","Unknown","Human Resources","Outside London","Male","240","235","31570","29200"
"In post","2021","Unknown","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","London","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Outside London","Female","40","35","56450","51360"
"In post","2021","Unknown","Inspector of Education and Training","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","Female","95","90","51840","53360"
"In post","2021","Unknown","Intelligence Analysis","London","Male","155","155","48070","53360"
"In post","2021","Unknown","Intelligence Analysis","Outside London","Female","55","55","35810","31810"
"In post","2021","Unknown","Intelligence Analysis","Outside London","Male","90","90","33590","31810"
"In post","2021","Unknown","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Outside London","Male","20","15","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","London","Female","210","205","43990","38540"
"In post","2021","Unknown","International Trade","London","Male","220","220","47030","38930"
"In post","2021","Unknown","International Trade","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Unknown","International Trade","Overseas","Male","40","40","57130","54560"
"In post","2021","Unknown","Knowledge and Information Management","London","Female","85","75","39680","35750"
"In post","2021","Unknown","Knowledge and Information Management","London","Male","60","60","44930","42870"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","Female","110","100","35260","31780"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","Male","90","90","38320","36010"
"In post","2021","Unknown","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","London","Female","545","510","52870","52390"
"In post","2021","Unknown","Legal","London","Male","430","420","49510","43500"
"In post","2021","Unknown","Legal","Outside London","Female","845","780","39250","38000"
"In post","2021","Unknown","Legal","Outside London","Male","660","645","38040","33530"
"In post","2021","Unknown","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","London","Female","110","100","81220","75100"
"In post","2021","Unknown","Medicine","London","Male","50","50","75360","67750"
"In post","2021","Unknown","Medicine","Outside London","Female","365","315","47940","37890"
"In post","2021","Unknown","Medicine","Outside London","Male","165","150","67000","53500"
"In post","2021","Unknown","Medicine","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","London","Female","2345","2250","33350","30150"
"In post","2021","Unknown","Operational Delivery","London","Male","1885","1860","36400","32660"
"In post","2021","Unknown","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Outside London","Female","14905","13305","25270","22430"
"In post","2021","Unknown","Operational Delivery","Outside London","Male","13645","13075","27490","25560"
"In post","2021","Unknown","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Overseas","Male","45","45","68770","67190"
"In post","2021","Unknown","Operational Delivery","Unknown","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","Male","45","45","42620","43670"
"In post","2021","Unknown","Operational Research","London","Female","20","20","[c]","[c]"
"In post","2021","Unknown","Operational Research","London","Male","45","45","45630","41240"
"In post","2021","Unknown","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Outside London","Female","30","30","39820","37020"
"In post","2021","Unknown","Operational Research","Outside London","Male","65","65","41060","39150"
"In post","2021","Unknown","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","London","Female","470","450","38920","32110"
"In post","2021","Unknown","Other","London","Male","375","360","43180","35060"
"In post","2021","Unknown","Other","Outside London","Female","990","910","27280","22080"
"In post","2021","Unknown","Other","Outside London","Male","1430","1385","29320","26670"
"In post","2021","Unknown","Other","Overseas","Female","170","165","46990","46620"
"In post","2021","Unknown","Other","Overseas","Male","75","75","49270","46620"
"In post","2021","Unknown","Other","Unknown","Female","165","165","33120","32700"
"In post","2021","Unknown","Other","Unknown","Male","1675","1675","38080","34460"
"In post","2021","Unknown","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Outside London","Male","40","35","56280","58810"
"In post","2021","Unknown","Policy","London","Female","2085","2030","46440","40650"
"In post","2021","Unknown","Policy","London","Male","1680","1665","48620","45200"
"In post","2021","Unknown","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Outside London","Female","735","700","38920","36500"
"In post","2021","Unknown","Policy","Outside London","Male","505","500","41160","36820"
"In post","2021","Unknown","Policy","Overseas","Female","120","120","54740","55530"
"In post","2021","Unknown","Policy","Overseas","Male","145","145","55930","54800"
"In post","2021","Unknown","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Female","290","280","47780","42300"
"In post","2021","Unknown","Project Delivery","London","Male","245","245","50210","42820"
"In post","2021","Unknown","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Outside London","Female","760","720","38200","36460"
"In post","2021","Unknown","Project Delivery","Outside London","Male","820","810","41710","38790"
"In post","2021","Unknown","Project Delivery","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","Female","55","50","40280","36150"
"In post","2021","Unknown","Property","London","Male","115","115","39920","36150"
"In post","2021","Unknown","Property","Outside London","Female","340","315","29570","26670"
"In post","2021","Unknown","Property","Outside London","Male","510","495","31840","28130"
"In post","2021","Unknown","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","Female","125","120","33260","30930"
"In post","2021","Unknown","Psychology","Outside London","Male","20","15","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","London","Female","230","215","46550","43910"
"In post","2021","Unknown","Science and Engineering","London","Male","125","120","50270","45790"
"In post","2021","Unknown","Science and Engineering","Outside London","Female","580","530","38190","37320"
"In post","2021","Unknown","Science and Engineering","Outside London","Male","1380","1345","38410","37320"
"In post","2021","Unknown","Science and Engineering","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Security","London","Female","75","75","36400","33790"
"In post","2021","Unknown","Security","London","Male","140","140","35420","32230"
"In post","2021","Unknown","Security","Outside London","Female","215","205","29350","25680"
"In post","2021","Unknown","Security","Outside London","Male","1360","1345","30680","27680"
"In post","2021","Unknown","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","London","Female","40","40","41370","39030"
"In post","2021","Unknown","Social Research","London","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Outside London","Female","125","120","34570","36850"
"In post","2021","Unknown","Social Research","Outside London","Male","85","85","34290","31090"
"In post","2021","Unknown","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","London","Female","80","75","42240","38540"
"In post","2021","Unknown","Statistics","London","Male","75","75","43230","40020"
"In post","2021","Unknown","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Outside London","Female","120","115","36890","36030"
"In post","2021","Unknown","Statistics","Outside London","Male","125","125","38780","36830"
"In post","2021","Unknown","Statistics","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","London","Female","285","260","36990","36160"
"In post","2021","Unknown","Tax","London","Male","330","315","41030","36270"
"In post","2021","Unknown","Tax","Outside London","Female","2430","2275","25870","25560"
"In post","2021","Unknown","Tax","Outside London","Male","2780","2695","27930","25560"
"In post","2021","Unknown","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Female","1880","1850","42380","32000"
"In post","2021","Unknown","Unknown","London","Male","1575","1565","48330","36160"
"In post","2021","Unknown","Unknown","Outside London","Female","5195","4865","34200","27570"
"In post","2021","Unknown","Unknown","Outside London","Male","4675","4595","35410","29190"
"In post","2021","Unknown","Unknown","Overseas","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Female","275","275","34660","31880"
"In post","2021","Unknown","Unknown","Unknown","Male","245","245","35010","31250"
"In post","2021","Unknown","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Outside London","Male","15","15","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","London","Female","55","[c]","32350","27590"
"Leaver CS","2021","Declared disabled","Operational Delivery","London","Male","45","[c]","38830","29790"
"Leaver CS","2021","Declared disabled","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Outside London","Female","415","[c]","24060","21180"
"Leaver CS","2021","Declared disabled","Operational Delivery","Outside London","Male","325","[c]","26640","24700"
"Leaver CS","2021","Declared disabled","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
