"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Finance","Ministry of Justice","250","245","44230","39870"
"In post","2021","50-59","Finance","National Crime Agency","15","15","42550","42720"
"In post","2021","50-59","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Other Cabinet Office Agencies","10","10","53580","40410"
"In post","2021","50-59","Finance","Scottish Government","45","45","39030","37600"
"In post","2021","50-59","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","UK Export Finance","10","10","50660","46020"
"In post","2021","50-59","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","United Kingdom Statistics Authority","10","10","41090","33870"
"In post","2021","50-59","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Department for Environment, Food and Rural Affairs","490","460","27690","25190"
"In post","2021","50-59","Human Resources","Attorney General's Departments","65","65","47330","40100"
"In post","2021","50-59","Human Resources","Cabinet Office","245","235","44350","38460"
"In post","2021","50-59","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","110","105","42890","40410"
"In post","2021","50-59","Human Resources","Department for Digital, Culture, Media and Sport","10","10","68460","54460"
"In post","2021","50-59","Human Resources","Department for Education","30","25","42480","38090"
"In post","2021","50-59","Human Resources","Department for Environment, Food and Rural Affairs","80","80","47560","48370"
"In post","2021","50-59","Human Resources","Department for International Trade","25","25","52270","51830"
"In post","2021","50-59","Human Resources","Department for Transport","105","105","38950","34200"
"In post","2021","50-59","Human Resources","Department for Work and Pensions","35","35","42800","44120"
"In post","2021","50-59","Human Resources","Department of Health and Social Care","60","60","51560","51590"
"In post","2021","50-59","Human Resources","Food Standards Agency","10","10","42510","40350"
"In post","2021","50-59","Human Resources","Foreign, Commonwealth and Development Office","90","85","49370","48060"
"In post","2021","50-59","Human Resources","HM Land Registry","25","20","42440","39100"
"In post","2021","50-59","Human Resources","HM Revenue and Customs","585","555","36770","31950"
"In post","2021","50-59","Human Resources","HM Treasury","20","20","43430","42140"
"In post","2021","50-59","Human Resources","Ministry of Defence","760","725","32930","26930"
"In post","2021","50-59","Human Resources","Ministry of Housing, Communities and Local Government","25","25","46840","43740"
"In post","2021","50-59","Human Resources","Ministry of Justice","300","295","45830","43960"
"In post","2021","50-59","Human Resources","National Crime Agency","40","40","45850","41050"
"In post","2021","50-59","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","50-59","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Other Cabinet Office Agencies","15","15","46620","42410"
"In post","2021","50-59","Human Resources","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Scottish Government","60","60","40340","39500"
"In post","2021","50-59","Human Resources","The National Archives","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","UK Export Finance","10","10","45350","43000"
"In post","2021","50-59","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","United Kingdom Statistics Authority","45","45","36860","32230"
"In post","2021","50-59","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Department for Transport","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Foreign, Commonwealth and Development Office","20","20","50440","46180"
"In post","2021","50-59","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","HM Revenue and Customs","30","30","46270","41850"
"In post","2021","50-59","Internal Audit","HM Treasury","145","140","53110","50670"
"In post","2021","50-59","Internal Audit","Ministry of Defence","75","75","40230","38030"
"In post","2021","50-59","Internal Audit","Ministry of Justice","30","30","51850","51150"
"In post","2021","50-59","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Attorney General's Departments","2585","2410","48780","52730"
"In post","2021","50-59","Legal","Cabinet Office","20","20","97040","95620"
"In post","2021","50-59","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Competition and Markets Authority","20","20","75150","77230"
"In post","2021","50-59","Legal","Department for Business, Energy and Industrial Strategy","25","25","57340","56950"
"In post","2021","50-59","Legal","Department for Education","20","20","53200","50630"
"In post","2021","50-59","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Foreign, Commonwealth and Development Office","20","15","61700","56880"
"In post","2021","50-59","Legal","HM Land Registry","95","85","48660","46590"
"In post","2021","50-59","Legal","HM Revenue and Customs","360","340","40070","32520"
"In post","2021","50-59","Legal","Ministry of Defence","10","10","51310","47040"
"In post","2021","50-59","Legal","Ministry of Justice","500","455","47010","45100"
"In post","2021","50-59","Legal","National Crime Agency","10","10","55130","57450"
"In post","2021","50-59","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","50-59","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Scottish Government","620","565","34500","29350"
"In post","2021","50-59","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","UK Supreme Court","10","10","40230","30400"
"In post","2021","50-59","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Attorney General's Departments","20","20","37550","33150"
"In post","2021","50-59","No function","Cabinet Office","275","270","49900","40600"
"In post","2021","50-59","No function","Chancellor's other departments","35","35","56370","44720"
"In post","2021","50-59","No function","Charity Commission","10","10","[c]","[c]"
"In post","2021","50-59","No function","Department for Business, Energy and Industrial Strategy","1805","1725","40510","34500"
"In post","2021","50-59","No function","Department for Digital, Culture, Media and Sport","100","100","48150","43950"
"In post","2021","50-59","No function","Department for Education","920","895","45230","40510"
"In post","2021","50-59","No function","Department for Environment, Food and Rural Affairs","1205","1160","38320","33800"
"In post","2021","50-59","No function","Department for International Trade","340","335","49370","42600"
"In post","2021","50-59","No function","Department for Transport","3305","3100","31380","26780"
"In post","2021","50-59","No function","Department for Work and Pensions","865","815","46180","45870"
"In post","2021","50-59","No function","Department of Health and Social Care","1865","1735","53450","47090"
"In post","2021","50-59","No function","ESTYN","40","40","67700","74730"
"In post","2021","50-59","No function","Food Standards Agency","330","330","34610","28800"
"In post","2021","50-59","No function","Foreign, Commonwealth and Development Office","885","870","53490","49510"
"In post","2021","50-59","No function","HM Land Registry","2035","1820","30320","27130"
"In post","2021","50-59","No function","HM Revenue and Customs","9285","8310","29650","25560"
"In post","2021","50-59","No function","HM Treasury","100","100","51660","42090"
"In post","2021","50-59","No function","Ministry of Defence","690","675","44510","46080"
"In post","2021","50-59","No function","Ministry of Housing, Communities and Local Government","570","550","47790","47660"
"In post","2021","50-59","No function","Ministry of Justice","19145","18005","29720","27680"
"In post","2021","50-59","No function","National Crime Agency","1350","1330","43770","40210"
"In post","2021","50-59","No function","Northern Ireland Office","30","30","48830","41340"
"In post","2021","50-59","No function","Office for Standards in Education","480","465","58410","51360"
"In post","2021","50-59","No function","Office of Gas and Electricity Markets","85","85","50790","44890"
"In post","2021","50-59","No function","Office of Qualifications and Examinations Regulation","40","40","49920","46660"
"In post","2021","50-59","No function","Office of Rail and Road","80","75","61950","62010"
"In post","2021","50-59","No function","Other Cabinet Office Agencies","50","50","46970","46920"
"In post","2021","50-59","No function","Scottish Government","1965","1850","33270","33650"
"In post","2021","50-59","No function","The National Archives","85","80","37540","33820"
"In post","2021","50-59","No function","United Kingdom Statistics Authority","770","605","25410","19520"
"In post","2021","50-59","No function","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Water Services Regulation Authority","25","20","60380","61330"
"In post","2021","50-59","Project Delivery","Attorney General's Departments","15","15","44390","35000"
"In post","2021","50-59","Project Delivery","Cabinet Office","50","50","81430","70880"
"In post","2021","50-59","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Competition and Markets Authority","85","85","69100","60850"
"In post","2021","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy","230","225","46330","41950"
"In post","2021","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","35","35","59360","54100"
"In post","2021","50-59","Project Delivery","Department for Education","125","120","52670","54360"
"In post","2021","50-59","Project Delivery","Department for Environment, Food and Rural Affairs","125","120","39910","36520"
"In post","2021","50-59","Project Delivery","Department for International Trade","10","10","[c]","[c]"
"In post","2021","50-59","Project Delivery","Department for Transport","145","145","56140","49550"
"In post","2021","50-59","Project Delivery","Department for Work and Pensions","25","25","37600","35910"
"In post","2021","50-59","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Foreign, Commonwealth and Development Office","405","390","55950","58480"
"In post","2021","50-59","Project Delivery","HM Land Registry","40","40","45320","38830"
"In post","2021","50-59","Project Delivery","HM Revenue and Customs","1765","1690","45700","39800"
"In post","2021","50-59","Project Delivery","HM Treasury","10","10","57930","59430"
"In post","2021","50-59","Project Delivery","Ministry of Defence","5000","4910","41040","40000"
"In post","2021","50-59","Project Delivery","Ministry of Housing, Communities and Local Government","30","30","52270","48200"
"In post","2021","50-59","Project Delivery","Ministry of Justice","150","150","46890","43960"
"In post","2021","50-59","Project Delivery","National Crime Agency","25","25","47600","45820"
"In post","2021","50-59","Project Delivery","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Other Cabinet Office Agencies","25","25","48110","46920"
"In post","2021","50-59","Project Delivery","Scottish Government","100","100","38660","37530"
"In post","2021","50-59","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","United Kingdom Statistics Authority","60","55","42370","37790"
"In post","2021","50-59","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Cabinet Office","25","25","63600","55810"
"In post","2021","50-59","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Department for Business, Energy and Industrial Strategy","25","20","39570","36240"
"In post","2021","50-59","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Department for Education","70","70","53470","55910"
"In post","2021","50-59","Property","Department for Environment, Food and Rural Affairs","130","125","39720","35900"
"In post","2021","50-59","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Department for Transport","55","55","35810","31990"
"In post","2021","50-59","Property","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","50-59","Property","Department of Health and Social Care","15","15","42390","37380"
"In post","2021","50-59","Property","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Foreign, Commonwealth and Development Office","145","145","46170","43460"
"In post","2021","50-59","Property","HM Land Registry","10","10","46660","48930"
"In post","2021","50-59","Property","HM Revenue and Customs","1220","1155","36650","32480"
"In post","2021","50-59","Property","Ministry of Defence","1085","1070","33570","33300"
"In post","2021","50-59","Property","Ministry of Justice","145","145","41530","36000"
"In post","2021","50-59","Property","National Crime Agency","15","15","45780","45670"
"In post","2021","50-59","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Other Cabinet Office Agencies","20","20","57860","53220"
"In post","2021","50-59","Property","Scottish Government","330","325","32130","30160"
"In post","2021","50-59","Property","The National Archives","5","5","[c]","[c]"
"In post","2021","50-59","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","50-59","Security","Attorney General's Departments","10","10","44900","41860"
"In post","2021","50-59","Security","Cabinet Office","275","265","33670","33300"
"In post","2021","50-59","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","50-59","Security","Department for Education","10","10","[c]","[c]"
"In post","2021","50-59","Security","Department for International Trade","10","10","[c]","[c]"
"In post","2021","50-59","Security","Department for Transport","30","30","32870","26780"
"In post","2021","50-59","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Foreign, Commonwealth and Development Office","180","180","40840","34770"
"In post","2021","50-59","Security","HM Revenue and Customs","80","75","42580","38630"
"In post","2021","50-59","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Ministry of Defence","2310","2290","30540","22960"
"In post","2021","50-59","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Ministry of Justice","195","190","43160","38750"
"In post","2021","50-59","Security","National Crime Agency","10","10","38970","38510"
"In post","2021","50-59","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","United Kingdom Statistics Authority","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Attorney General's Departments","10","10","56130","56580"
"In post","2021","50-59","Unknown","Charity Commission","65","60","33970","29160"
"In post","2021","50-59","Unknown","Department for Business, Energy and Industrial Strategy","15","15","62200","57480"
"In post","2021","50-59","Unknown","Department for Education","130","130","56960","49740"
"In post","2021","50-59","Unknown","Department for Environment, Food and Rural Affairs","40","40","46120","43460"
"In post","2021","50-59","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Work and Pensions","32155","29055","28090","27570"
"In post","2021","50-59","Unknown","Department of Health and Social Care","270","265","53700","53100"
"In post","2021","50-59","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Foreign, Commonwealth and Development Office","60","60","55450","54930"
"In post","2021","50-59","Unknown","HM Treasury","20","20","48710","38000"
"In post","2021","50-59","Unknown","Home Office","9440","8765","32950","28650"
"In post","2021","50-59","Unknown","Ministry of Defence","7390","7210","30820","26670"
"In post","2021","50-59","Unknown","Other Cabinet Office Agencies","15","15","60270","58020"
"In post","2021","50-59","Unknown","Scotland Office","20","20","55990","58560"
"In post","2021","50-59","Unknown","Scottish Government","2895","2790","45860","42540"
"In post","2021","50-59","Unknown","Welsh Government","1670","1605","44780","41560"
"In post","2021","60-64","Analysis","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Department for Education","10","5","[c]","[c]"
"In post","2021","60-64","Analysis","Department for Environment, Food and Rural Affairs","35","30","36310","31800"
"In post","2021","60-64","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Department for Transport","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","HM Revenue and Customs","15","15","37370","33250"
"In post","2021","60-64","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Ministry of Defence","30","25","46140","46110"
"In post","2021","60-64","Analysis","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","60-64","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","United Kingdom Statistics Authority","40","30","38900","36030"
"In post","2021","60-64","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Cabinet Office","45","40","70310","66090"
"In post","2021","60-64","Commercial","Department for Business, Energy and Industrial Strategy","15","10","44100","42700"
"In post","2021","60-64","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Department for Education","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","Department for Environment, Food and Rural Affairs","10","10","41680","39080"
"In post","2021","60-64","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Department for Transport","20","15","34740","26780"
"In post","2021","60-64","Commercial","Department for Work and Pensions","10","5","[c]","[c]"
"In post","2021","60-64","Commercial","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","60-64","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Foreign, Commonwealth and Development Office","15","15","52050","50940"
"In post","2021","60-64","Commercial","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","60-64","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Ministry of Defence","155","140","37390","36110"
"In post","2021","60-64","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Ministry of Justice","65","60","47420","43870"
"In post","2021","60-64","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","60-64","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","The National Archives","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","UK Export Finance","10","10","62270","52140"
"In post","2021","60-64","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","60-64","Communications","Department for Education","10","10","44240","45790"
"In post","2021","60-64","Communications","Department for Environment, Food and Rural Affairs","20","20","33370","29430"
"In post","2021","60-64","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Department for Transport","10","10","26640","26780"
"In post","2021","60-64","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","60-64","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","HM Revenue and Customs","135","105","30290","28130"
"In post","2021","60-64","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Ministry of Defence","95","90","27980","27650"
"In post","2021","60-64","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Attorney General's Departments","10","10","46010","42270"
"In post","2021","60-64","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Department for Business, Energy and Industrial Strategy","35","30","40620","38510"
"In post","2021","60-64","Counter Fraud","Department for Transport","10","10","30980","26780"
"In post","2021","60-64","Counter Fraud","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","HM Revenue and Customs","715","540","34200","31810"
"In post","2021","60-64","Counter Fraud","HM Treasury","5","5","[c]","[c]"
"In post","2021","60-64","Debt","HM Revenue and Customs","450","345","24520","21440"
"In post","2021","60-64","Digital, Data & Technology","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Cabinet Office","15","15","49940","54700"
"In post","2021","60-64","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","75","70","42740","41550"
"In post","2021","60-64","Digital, Data & Technology","Department for Education","20","20","38600","36400"
"In post","2021","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","40","40","40360","36030"
"In post","2021","60-64","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Department for Transport","70","60","44810","41740"
"In post","2021","60-64","Digital, Data & Technology","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Department of Health and Social Care","15","10","42240","36820"
"In post","2021","60-64","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Foreign, Commonwealth and Development Office","30","25","39910","38550"
"In post","2021","60-64","Digital, Data & Technology","HM Land Registry","30","25","38670","38450"
"In post","2021","60-64","Digital, Data & Technology","HM Revenue and Customs","170","135","39720","35000"
"In post","2021","60-64","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Ministry of Defence","75","70","34030","29950"
"In post","2021","60-64","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","10","10","44040","38230"
"In post","2021","60-64","Digital, Data & Technology","Ministry of Justice","40","40","43660","39370"
"In post","2021","60-64","Digital, Data & Technology","National Crime Agency","15","15","41390","38010"
"In post","2021","60-64","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Scottish Government","10","10","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","United Kingdom Statistics Authority","20","15","46730","44430"
"In post","2021","60-64","Finance","Attorney General's Departments","10","5","[c]","[c]"
"In post","2021","60-64","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Department for Business, Energy and Industrial Strategy","20","15","29430","27460"
"In post","2021","60-64","Finance","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","60-64","Finance","Department for Education","20","15","43990","43830"
"In post","2021","60-64","Finance","Department for Environment, Food and Rural Affairs","30","30","44620","38290"
"In post","2021","60-64","Finance","Department for International Trade","5","5","[c]","[c]"
"In post","2021","60-64","Finance","Department for Transport","25","25","35170","33350"
"In post","2021","60-64","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Department of Health and Social Care","25","25","49190","41890"
"In post","2021","60-64","Finance","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Foreign, Commonwealth and Development Office","15","10","29220","26120"
"In post","2021","60-64","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","HM Revenue and Customs","225","170","28230","21440"
"In post","2021","60-64","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Ministry of Defence","160","145","41620","36000"
"In post","2021","60-64","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Ministry of Justice","60","55","43180","40820"
"In post","2021","60-64","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Scottish Government","10","10","34600","39500"
"In post","2021","60-64","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","Department for Environment, Food and Rural Affairs","165","140","25260","21050"
"In post","2021","60-64","Human Resources","Attorney General's Departments","10","10","41490","35000"
"In post","2021","60-64","Human Resources","Cabinet Office","50","40","37430","32000"
