"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","1180","1165","54830","53620"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Female","115","110","83440","75970"
"In post","2021","Department for Environment, Food and Rural Affairs","SCS level","Male","120","120","83930","77320"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","2425","2275","34870","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","1955","1915","35000","35820"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Department for International Trade","EO","Female","140","140","27400","26510"
"In post","2021","Department for International Trade","EO","Male","115","115","27300","26510"
"In post","2021","Department for International Trade","G6/G7","Female","490","480","54780","51970"
"In post","2021","Department for International Trade","G6/G7","Male","585","585","55980","53750"
"In post","2021","Department for International Trade","SCS level","Female","80","80","80110","74600"
"In post","2021","Department for International Trade","SCS level","Male","95","95","91420","82780"
"In post","2021","Department for International Trade","SEO/HEO","Female","540","530","35310","34750"
"In post","2021","Department for International Trade","SEO/HEO","Male","610","605","35390","34950"
"In post","2021","Department for Transport","AA/AO","Female","3335","2700","20830","21590"
"In post","2021","Department for Transport","AA/AO","Male","2370","2260","23160","21590"
"In post","2021","Department for Transport","EO","Female","1545","1410","27360","26780"
"In post","2021","Department for Transport","EO","Male","2635","2510","28400","26780"
"In post","2021","Department for Transport","G6/G7","Female","720","690","58640","54760"
"In post","2021","Department for Transport","G6/G7","Male","1155","1140","61430","58350"
"In post","2021","Department for Transport","SCS level","Female","105","100","85360","79000"
"In post","2021","Department for Transport","SCS level","Male","130","125","91850","84360"
"In post","2021","Department for Transport","SEO/HEO","Female","1575","1505","36690","35060"
"In post","2021","Department for Transport","SEO/HEO","Male","2410","2375","38460","37230"
"In post","2021","Department for Work and Pensions","AA/AO","Female","19825","16070","21170","21010"
"In post","2021","Department for Work and Pensions","AA/AO","Male","9775","9285","21200","21010"
"In post","2021","Department for Work and Pensions","EO","Female","32545","28530","28110","27570"
"In post","2021","Department for Work and Pensions","EO","Male","16475","15840","28130","27570"
"In post","2021","Department for Work and Pensions","G6/G7","Female","1560","1475","55910","54070"
"In post","2021","Department for Work and Pensions","G6/G7","Male","1725","1675","58710","57230"
"In post","2021","Department for Work and Pensions","SCS level","Female","130","125","86670","78390"
"In post","2021","Department for Work and Pensions","SCS level","Male","145","140","92370","84920"
"In post","2021","Department for Work and Pensions","SEO/HEO","Female","6775","6265","35130","34290"
"In post","2021","Department for Work and Pensions","SEO/HEO","Male","4570","4425","37160","35310"
"In post","2021","Department of Health and Social Care","AA/AO","Female","705","610","21360","21570"
"In post","2021","Department of Health and Social Care","AA/AO","Male","280","260","21210","20740"
"In post","2021","Department of Health and Social Care","EO","Female","1130","1050","26490","27140"
"In post","2021","Department of Health and Social Care","EO","Male","450","430","26430","27140"
"In post","2021","Department of Health and Social Care","G6/G7","Female","2215","2085","57690","53920"
"In post","2021","Department of Health and Social Care","G6/G7","Male","1445","1420","58830","54670"
"In post","2021","Department of Health and Social Care","SCS level","Female","480","425","97490","92860"
"In post","2021","Department of Health and Social Care","SCS level","Male","410","380","100200","93000"
"In post","2021","Department of Health and Social Care","SEO/HEO","Female","3160","2925","36070","36330"
"In post","2021","Department of Health and Social Care","SEO/HEO","Male","1490","1450","36530","36820"
"In post","2021","ESTYN","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","ESTYN","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","EO","Female","15","15","[c]","[c]"
"In post","2021","ESTYN","EO","Male","5","5","[c]","[c]"
"In post","2021","ESTYN","G6/G7","Female","35","30","73410","74730"
"In post","2021","ESTYN","G6/G7","Male","35","35","74330","74730"
"In post","2021","ESTYN","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","ESTYN","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","EO","Female","90","85","27140","26750"
"In post","2021","Food Standards Agency","EO","Male","345","335","27320","26750"
"In post","2021","Food Standards Agency","G6/G7","Female","105","105","56420","55300"
"In post","2021","Food Standards Agency","G6/G7","Male","115","110","56350","56130"
"In post","2021","Food Standards Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Food Standards Agency","SEO/HEO","Female","320","310","36010","37350"
"In post","2021","Food Standards Agency","SEO/HEO","Male","305","305","36000","37350"
"In post","2021","Foreign, Commonwealth and Development Office","AA/AO","Female","325","310","25350","24750"
"In post","2021","Foreign, Commonwealth and Development Office","AA/AO","Male","275","270","25800","24750"
"In post","2021","Foreign, Commonwealth and Development Office","EO","Female","555","530","29480","29300"
"In post","2021","Foreign, Commonwealth and Development Office","EO","Male","415","410","29530","29300"
"In post","2021","Foreign, Commonwealth and Development Office","G6/G7","Female","1570","1515","58990","58030"
"In post","2021","Foreign, Commonwealth and Development Office","G6/G7","Male","1705","1675","60130","58470"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","Female","235","230","85030","78010"
"In post","2021","Foreign, Commonwealth and Development Office","SCS level","Male","325","320","87610","78030"
"In post","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Female","1515","1480","37650","37560"
"In post","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Male","1670","1655","38240","37560"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Male","35","35","22400","21600"
"In post","2021","HM Land Registry","AA/AO","Female","1135","1060","22470","22350"
"In post","2021","HM Land Registry","AA/AO","Male","715","695","22460","22350"
"In post","2021","HM Land Registry","EO","Female","1455","1220","27380","27130"
"In post","2021","HM Land Registry","EO","Male","700","665","27750","27130"
"In post","2021","HM Land Registry","G6/G7","Female","165","155","62370","60520"
"In post","2021","HM Land Registry","G6/G7","Male","130","125","62840","60520"
"In post","2021","HM Land Registry","SCS level","Female","10","10","[c]","[c]"
"In post","2021","HM Land Registry","SCS level","Male","15","15","[c]","[c]"
"In post","2021","HM Land Registry","SEO/HEO","Female","1040","920","36760","33840"
"In post","2021","HM Land Registry","SEO/HEO","Male","985","905","38100","38450"
"In post","2021","HM Revenue and Customs","AA/AO","Female","12810","10435","20860","20140"
"In post","2021","HM Revenue and Customs","AA/AO","Male","8790","8300","20620","20140"
"In post","2021","HM Revenue and Customs","EO","Female","8365","7435","26520","25560"
"In post","2021","HM Revenue and Customs","EO","Male","7270","7000","26350","25560"
"In post","2021","HM Revenue and Customs","G6/G7","Female","3385","3220","56810","52770"
"In post","2021","HM Revenue and Customs","G6/G7","Male","4320","4190","57670","54590"
"In post","2021","HM Revenue and Customs","SCS level","Female","240","235","84670","78070"
"In post","2021","HM Revenue and Customs","SCS level","Male","265","260","86460","79930"
"In post","2021","HM Revenue and Customs","SEO/HEO","Female","10245","9585","34750","32030"
"In post","2021","HM Revenue and Customs","SEO/HEO","Male","10785","10430","35140","32770"
"In post","2021","HM Treasury","AA/AO","Female","40","40","22310","22500"
"In post","2021","HM Treasury","AA/AO","Male","30","30","22740","22500"
"In post","2021","HM Treasury","EO","Female","155","150","27290","26780"
"In post","2021","HM Treasury","EO","Male","85","85","26530","26750"
"In post","2021","HM Treasury","G6/G7","Female","475","450","58320","56600"
"In post","2021","HM Treasury","G6/G7","Male","650","640","59540","56940"
"In post","2021","HM Treasury","SCS level","Female","90","80","84300","77000"
"In post","2021","HM Treasury","SCS level","Male","95","95","88660","80090"
"In post","2021","HM Treasury","SEO/HEO","Female","540","525","36050","34320"
"In post","2021","HM Treasury","SEO/HEO","Male","515","510","36430","34200"
"In post","2021","Home Office","AA/AO","Female","4835","4080","22060","21430"
"In post","2021","Home Office","AA/AO","Male","3490","3305","21900","21430"
"In post","2021","Home Office","EO","Female","7200","6455","26860","25990"
"In post","2021","Home Office","EO","Male","7165","6730","27050","26160"
"In post","2021","Home Office","G6/G7","Female","1590","1525","60480","57680"
"In post","2021","Home Office","G6/G7","Male","1775","1760","61120","57680"
"In post","2021","Home Office","SCS level","Female","130","125","89270","82810"
"In post","2021","Home Office","SCS level","Male","160","160","93870","84030"
"In post","2021","Home Office","SEO/HEO","Female","4460","4245","36680","35280"
"In post","2021","Home Office","SEO/HEO","Male","4315","4240","36590","35200"
"In post","2021","Home Office","Unknown","Female","105","100","[c]","[c]"
"In post","2021","Home Office","Unknown","Male","150","145","[c]","[c]"
"In post","2021","Ministry of Defence","AA/AO","Female","6955","6490","21510","21000"
"In post","2021","Ministry of Defence","AA/AO","Male","8960","8810","23820","20920"
"In post","2021","Ministry of Defence","EO","Female","4540","4275","26400","26670"
"In post","2021","Ministry of Defence","EO","Male","6060","5960","27220","26670"
"In post","2021","Ministry of Defence","G6/G7","Female","2195","2065","57800","55220"
"In post","2021","Ministry of Defence","G6/G7","Male","4140","4035","57560","56170"
"In post","2021","Ministry of Defence","SCS level","Female","140","135","87750","81450"
"In post","2021","Ministry of Defence","SCS level","Male","280","275","95650","88500"
"In post","2021","Ministry of Defence","SEO/HEO","Female","8155","7750","36280","35000"
"In post","2021","Ministry of Defence","SEO/HEO","Male","12160","11955","37470","37320"
"In post","2021","Ministry of Defence","Unknown","Female","830","800","37260","34710"
"In post","2021","Ministry of Defence","Unknown","Male","3270","3250","40190","36970"
"In post","2021","Ministry of Housing, Communities and Local Government","AA/AO","Female","135","120","22270","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","AA/AO","Male","100","100","23100","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","Female","195","185","27790","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","EO","Male","180","180","28310","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","G6/G7","Female","660","620","56760","53870"
"In post","2021","Ministry of Housing, Communities and Local Government","G6/G7","Male","760","730","57680","56430"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS level","Female","75","70","84290","76700"
"In post","2021","Ministry of Housing, Communities and Local Government","SCS level","Male","70","70","87950","78930"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","630","605","35970","34860"
"In post","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","595","590","36720","36340"
"In post","2021","Ministry of Justice","AA/AO","Female","20135","18045","22830","21500"
"In post","2021","Ministry of Justice","AA/AO","Male","20440","19595","26010","25400"
"In post","2021","Ministry of Justice","EO","Female","5240","4935","26660","26410"
"In post","2021","Ministry of Justice","EO","Male","5180","5000","29960","30810"
"In post","2021","Ministry of Justice","G6/G7","Female","1595","1535","60600","58130"
"In post","2021","Ministry of Justice","G6/G7","Male","1425","1405","63410","60770"
"In post","2021","Ministry of Justice","SCS level","Female","175","165","88350","83000"
"In post","2021","Ministry of Justice","SCS level","Male","155","155","92440","92050"
"In post","2021","Ministry of Justice","SEO/HEO","Female","6900","6580","37000","36260"
"In post","2021","Ministry of Justice","SEO/HEO","Male","5495","5310","39700","38160"
"In post","2021","Ministry of Justice","Unknown","Female","9375","8565","29720","28200"
"In post","2021","Ministry of Justice","Unknown","Male","2775","2665","30920","30210"
"In post","2021","National Crime Agency","AA/AO","Female","200","180","23570","24220"
"In post","2021","National Crime Agency","AA/AO","Male","125","125","24050","24220"
"In post","2021","National Crime Agency","EO","Female","1255","1210","32730","32770"
"In post","2021","National Crime Agency","EO","Male","1210","1200","34240","34520"
"In post","2021","National Crime Agency","G6/G7","Female","125","120","62490","59160"
"In post","2021","National Crime Agency","G6/G7","Male","245","245","65730","64410"
"In post","2021","National Crime Agency","SCS level","Female","10","10","[c]","[c]"
"In post","2021","National Crime Agency","SCS level","Male","20","20","[c]","[c]"
"In post","2021","National Crime Agency","SEO/HEO","Female","860","820","43010","43630"
"In post","2021","National Crime Agency","SEO/HEO","Male","1435","1420","45600","44090"
"In post","2021","Northern Ireland Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","Female","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","Male","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Female","40","35","33690","34990"
"In post","2021","Northern Ireland Office","SEO/HEO","Male","30","30","36520","36800"
"In post","2021","Office for Standards in Education","AA/AO","Female","160","140","21230","21160"
"In post","2021","Office for Standards in Education","AA/AO","Male","70","65","21300","21160"
"In post","2021","Office for Standards in Education","EO","Female","120","110","26190","25880"
"In post","2021","Office for Standards in Education","EO","Male","85","85","26440","25880"
"In post","2021","Office for Standards in Education","G6/G7","Female","350","345","72590","75500"
"In post","2021","Office for Standards in Education","G6/G7","Male","235","230","73740","75500"
"In post","2021","Office for Standards in Education","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","SEO/HEO","Female","540","515","44350","51360"
"In post","2021","Office for Standards in Education","SEO/HEO","Male","195","190","39650","39850"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Female","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Female","135","135","26110","25610"
"In post","2021","Office of Gas and Electricity Markets","EO","Male","130","130","25540","25300"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Female","185","180","58890","57140"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Male","255","250","61440","61000"
"In post","2021","Office of Gas and Electricity Markets","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Female","170","165","36590","35880"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Male","205","205","36380","35720"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Female","25","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Female","50","50","52800","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Male","45","45","53320","49420"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","70","65","36100","36540"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","45","45","36260","36120"
"In post","2021","Office of Rail and Road","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Female","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Female","60","55","60990","58700"
"In post","2021","Office of Rail and Road","G6/G7","Male","120","115","62930","62490"
"In post","2021","Office of Rail and Road","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","Female","45","45","38770","38130"
"In post","2021","Office of Rail and Road","SEO/HEO","Male","50","50","40650","42670"
"In post","2021","Other Cabinet Office Agencies","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","EO","Female","70","70","23720","22640"
"In post","2021","Other Cabinet Office Agencies","EO","Male","60","60","24180","23540"
"In post","2021","Other Cabinet Office Agencies","G6/G7","Female","145","140","52790","52630"
"In post","2021","Other Cabinet Office Agencies","G6/G7","Male","145","145","55310","55000"
"In post","2021","Other Cabinet Office Agencies","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","SCS level","Male","30","30","90920","80190"
"In post","2021","Other Cabinet Office Agencies","SEO/HEO","Female","255","245","33240","34800"
"In post","2021","Other Cabinet Office Agencies","SEO/HEO","Male","250","245","34010","34800"
"In post","2021","Scotland Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Scotland Office","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Scotland Office","EO","Female","5","5","[c]","[c]"
"In post","2021","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","G6/G7","Female","30","25","[c]","[c]"
"In post","2021","Scotland Office","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Scotland Office","SCS level","Female","10","5","[c]","[c]"
"In post","2021","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Scotland Office","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Scottish Government","AA/AO","Female","3355","3025","22580","22230"
"In post","2021","Scottish Government","AA/AO","Male","2765","2670","23550","22820"
"In post","2021","Scottish Government","EO","Female","2535","2380","29230","29190"
"In post","2021","Scottish Government","EO","Male","2965","2845","31090","30930"
"In post","2021","Scottish Government","G6/G7","Female","1800","1700","62250","61010"
"In post","2021","Scottish Government","G6/G7","Male","1455","1425","62980","61010"
"In post","2021","Scottish Government","SCS level","Female","110","110","90100","83230"
"In post","2021","Scottish Government","SCS level","Male","145","145","88970","83230"
"In post","2021","Scottish Government","SEO/HEO","Female","3760","3535","38930","37940"
"In post","2021","Scottish Government","SEO/HEO","Male","3335","3205","39850","39500"
"In post","2021","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","AA/AO","Female","40","35","21620","20870"
"In post","2021","The National Archives","AA/AO","Male","55","50","21000","20650"
"In post","2021","The National Archives","EO","Female","45","40","25150","24020"
"In post","2021","The National Archives","EO","Male","35","35","26050","25070"
"In post","2021","The National Archives","G6/G7","Female","50","45","51570","49190"
"In post","2021","The National Archives","G6/G7","Male","40","40","55010","52350"
"In post","2021","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","SEO/HEO","Female","155","150","34600","34260"
"In post","2021","The National Archives","SEO/HEO","Male","120","120","37650","36000"
"In post","2021","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","EO","Female","25","20","[c]","[c]"
"In post","2021","UK Export Finance","EO","Male","20","20","[c]","[c]"
"In post","2021","UK Export Finance","G6/G7","Female","35","35","68000","65630"
"In post","2021","UK Export Finance","G6/G7","Male","85","85","67720","67880"
"In post","2021","UK Export Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2021","UK Export Finance","SCS level","Male","20","20","[c]","[c]"
"In post","2021","UK Export Finance","SEO/HEO","Female","80","80","41700","41250"
"In post","2021","UK Export Finance","SEO/HEO","Male","115","115","43150","43700"
"In post","2021","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","EO","Female","15","10","[c]","[c]"
